doc_id	filename	sha256	version	features	note
sys1_hmi_personal_account_hmi_logic_and_flow_r1l_r_10_2023	SYS1_HMI_Personal_Account_HMI_Logic_and_Flow_R1L-R_(February_10_2023).xlsx	368d5874aa23e49c007251ece84de8901f873a7f51ab09b788122b164d365b05	R1L-R	user_profiles	proposed｜路徑：features/user_profiles/inputs/SYS1_HMI_Personal_Account_HMI_Logic_and_Flow_R1L-R_(February_10_2023).xlsx
sys1_hmi_power_moding_hmi_logic_and_flow_r1_sr24_2a	SYS1_HMI_Power_Moding_HMI_Logic_and_Flow_R1_SR24_2A.xlsx	9c5cc28974f3fcbbfd3cc913532a1d3c64015981d3f2c07425cd9e61fa951f34	R1_	power_moding	proposed｜路徑：features/power_moding/inputs/SYS1_HMI_Power_Moding_HMI_Logic_and_Flow_R1_SR24_2A.xlsx
sys1_hmi_software_updates_fota_hmi_logic_and_flow_r1_30_2023	SYS1_HMI_Software_Updates_FOTA_HMI_Logic_and_Flow_R1_SR24_post_2A_(Aug_30_2023).xlsx	76268e2b6282be85ac52b74985ff6b862260923411d1c4657025e2482575efd3	R1_	sw_update	proposed｜路徑：_intake/SW_Update/SYS1_HMI_Software_Updates_FOTA_HMI_Logic_and_Flow_R1_SR24_post_2A_(Aug_30_2023).xlsx；features/sw_update/inputs/SYS1_HMI_Software_Updates_FOTA_HMI_Logic_and_Flow_R1_SR24_post_2A_(Aug_30_2023).xlsx
sys1_hmi_vehicle_category_hmi_logic_and_flow_r1_sr24_27_2023	SYS1_HMI_Vehicle_Category_HMI_Logic_and_Flow_R1_SR24_Post_2A_(December_27_2023).xlsx	1fcc87116ac3893602f933ea10b2116895265ea0375ed88d0bf02ebcdeb091d6	R1_	vehicle_category	proposed｜路徑：_intake/Vehicle_Category/SYS1_HMI_Vehicle_Category_HMI_Logic_and_Flow_R1_SR24_Post_2A_(December_27_2023).xlsx；features/vehicle_category/inputs/SYS1_HMI_Vehicle_Category_HMI_Logic_and_Flow_R1_SR24_Post_2A_(December_27_2023).xlsx
sys2_r1lr_atl_h_25pi1_1_activation_and_version3_released	SYS2  R1LR_Atl-H_25PI1.1_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250815-1022_20260324_Version3_Released.xlsx	8c2977b56e216b5d2e1aef1714c3be90f2d6ed3f451812fc4412dcb1c23eaf0b	R1LR	vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/SYS2  R1LR_Atl-H_25PI1.1_Activation and Configuration_CFTS_044_Vehicle Controls_SR26_20250815-1022_20260324_Version3_Released.xlsx
sys2_cfts019_cip_radio_dsppp_accepted_5reqsrars	SYS2-CFTS019-CIP_Radio_DSPPP_Accepted-5reqsRARs.xlsx	93f63499d5b88a69078a8972701f02b5507c745c3cf78d15357acf036ebb8839		audio_mgmt	proposed｜路徑：features/audio_mgmt/inputs/SYS2-CFTS019-CIP_Radio_DSPPP_Accepted-5reqsRARs.xlsx
sys2_cfts019_pf_r1l_r_v1_radioperformancestandard_1_released	SYS2-CFTS019-PF R1L-R v1 _RadioPerformanceStandard_Part-1_Released.xlsx	c67725b786786a66a1ba4b040d61884a588d47c0430f18dbda78cbc24f19345b	R1L-R	audio_mgmt	proposed｜路徑：features/audio_mgmt/inputs/SYS2-CFTS019-PF R1L-R v1 _RadioPerformanceStandard_Part-1_Released.xlsx
sys2_cfts019_r1_series_radio_eq_document_version_accepted_onerar	SYS2-CFTS019-R1 Series Radio EQ Document Version 1.8_Accepted-oneRAR.xlsx	0845d35756620b42d0c8741b236323ed33755aa9dfb798f7d5e47a1591ab6969	R1 	audio_mgmt	proposed｜路徑：features/audio_mgmt/inputs/SYS2-CFTS019-R1 Series Radio EQ Document Version 1.8_Accepted-oneRAR.xlsx
sys2_cfts013_radio_error_management_associated_display	SYS2_CFTS013_Radio_Error_Management-Associated_Display.xlsx	1036b2af9f655441cc01bed6e2780a359334d8b10fca5d1bf693fb7137b911b0		display	proposed｜路徑：features/display/inputs/SYS2_CFTS013_Radio_Error_Management-Associated_Display.xlsx
sys2_cfts043_fm_wi_fsm_035_a02_stla_sysra_stla_cfts043_v01	SYS2_CFTS043_FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_CFTS043_V01.xlsx	1c0b2abf659f4911412577356623d0760193a4c19badb5cea8265aadd586a4e6	V01	comfort,display	proposed｜路徑：features/comfort/inputs/SYS2_CFTS043_FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_CFTS043_V01.xlsx；features/display/inputs/SYS2_CFTS043_FM-WI-FSM-035-A02 STLA 技術安全需求分析報告_SYSRA STLA Technical Safety Requirement Analysis Report_SYSRA_CFTS043_V01.xlsx
sys2_cfts_009_wake_up_and_power_up_polarion_uploaded_all_13_2026	SYS2_CFTS_009_Wake_Up_and_Power_Up_Polarion_uploaded_All_Accepted_04_13_2026.xlsx	6af7bfd314a28b3925636b642dc80c87918b50136fb8fa264563b3dc117eb592		power	proposed｜路徑：features/power/inputs/SYS2_CFTS_009_Wake_Up_and_Power_Up_Polarion_uploaded_All_Accepted_04_13_2026.xlsx
sys2_cfts_010_power_down_polarion_uploaded_all_accepted_13_2026	SYS2_CFTS_010_Power_down_Polarion_uploaded_All_Accepted_04_13_2026.xlsx	f318b14623fcbf972c6d0428408a6cf5297cbe7d0a710c7fafb8a0e05f538e61		power	proposed｜路徑：features/power/inputs/SYS2_CFTS_010_Power_down_Polarion_uploaded_All_Accepted_04_13_2026.xlsx
sys2_cfts_015_time_and_date_sr26_v1_including_delta_released	SYS2_CFTS_015_Time and Date _SR26_V1_Including_Delta_Released.xlsx	ecf665a11eaf859c0e8ea2a9caba41cf94196dabe46772cfd3f9e805c432dec1	SR26	time_management	proposed｜路徑：features/time_management/inputs/SYS2_CFTS_015_Time and Date _SR26_V1_Including_Delta_Released.xlsx
sys2_cfts_020_disp_tch_ics_20260616_all_hw_accepted_released	SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx	421c8eef3f5cb01a2d4d4768b41d38897009c53cdfdff2ff1b6ab80ba72adb1d	20260616	display,ics_management	proposed｜路徑：_intake/Display/SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx；features/display/inputs/SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx；features/ics_management/inputs/SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx
sys3_cfts019_audio_fm_wi_fsm_011_a01_system_design_sysad	SYS3_CFTS019-Audio_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD.docx	1cc6849939bfbde3f52fb3ebf217a3ec8baf4d57e3ce8204d1e211a099f71a83		audio_mgmt	proposed｜路徑：features/audio_mgmt/inputs/SYS3_CFTS019-Audio_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD.docx
sys3_cfts020_ics_fm_wi_fsm_011_a01_system_architectural_v1_0	SYS3_CFTS020_ICS_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	f1a1c2a598d0750b6faac4424e2cf17338c2b5f9170e2cce54476d6b5426879a	v1.0	ics_management	proposed｜路徑：features/ics_management/inputs/SYS3_CFTS020_ICS_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx
sys3_cfts_009_power_management_fm_wi_fsm_011_a01_system_1_0	SYS3_CFTS_009_Power_Management_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.1.0.docx	cb6bf7d81030abc8ce47a444b4cf90b6bf527816fde7887b9e9b872c22338ae4	v1.1	power	proposed｜路徑：features/power/inputs/SYS3_CFTS_009_Power_Management_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.1.0.docx
sys3_cfts_020_display_fm_wi_fsm_011_a01_system_v1_0	SYS3_CFTS_020_display_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	be9c97af0211a70357d4484fcfbd19b72d3d439ff28e7d09a11dda3146b3c298	v1.0	display	proposed｜路徑：_intake/Display/SYS3_CFTS_020_display_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx；features/display/inputs/SYS3_CFTS_020_display_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx
sys3_cfts_057_fm_wi_fsm_011_a01_system_architectural_design_v3_0	SYS3_CFTS_057_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD_V03_06042026_V3.0.docx	93389691bf2fa217c26dfc2558fa21fd52478f054b1b38763bd9eb915fd23019	V03_06042026	sw_update	proposed｜路徑：_intake/SW_Update/SYS3_CFTS_057_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD_V03_06042026_V3.0.docx；features/sw_update/inputs/SYS3_CFTS_057_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD_V03_06042026_V3.0.docx
sys3_driver_distraction_fm_wi_fsm_015_a01_system_v1_1	SYS3_Driver_Distraction_FM-WI-FSM-015-A01 系統架構設計 System Architectural Design_SYSAD_V1 (1).docx	025ed9acbb263e8bf324c9fc552d6b5bbb8a95ed9fa01362b12cad6c3711c8de	V1	driver_distraction	proposed｜路徑：features/driver_distraction/inputs/SYS3_Driver_Distraction_FM-WI-FSM-015-A01 系統架構設計 System Architectural Design_SYSAD_V1 (1).docx
sys3_privacymode_system_architectural_design_sysad_v1	SYS3_PrivacyMode_System Architectural Design_SYSAD_V1.docx	e534afa55710547f6fc53de21de3c1830073bf17f162e835668b153c3a93158c	V1	privacy	proposed｜路徑：features/privacy/inputs/SYS3_PrivacyMode_System Architectural Design_SYSAD_V1.docx
vf665_sysad_sys3	SYS3_Vehicle_Settings_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	469162b81bf3101855089feb87b4a155d4ce867860c194d65d2a901bad08b200	v1.0	vsm_v42;vsm_v43	架構參考（R-VT5）。三方 sha 全等：vsm_v43/inputs、vsm_v42/inputs、vehicle_setting/inputs。本線先落（01 包「誰先跑誰落」）。無 extracted/（A-VT7）｜路徑：features/vehicle_setting/inputs/SYS3_Vehicle_Settings_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx；sources/raw/vf665_sysad_sys3/SYS3_Vehicle_Settings_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx
software_updates_fota_hmi_logic_and_flow_r1_sr24_post_2a_30_2023	Software Updates FOTA HMI Logic and Flow R1 SR24 post 2A (Aug 30 2023).pdf	faa58c3131df3ee4117ac880324af1de634b0bc3fc445f15519b825d0e75d11e	R1 	sw_update	proposed｜路徑：_intake/SW_Update/Software Updates FOTA HMI Logic and Flow R1 SR24 post 2A (Aug 30 2023).pdf；features/sw_update/inputs/Software Updates FOTA HMI Logic and Flow R1 SR24 post 2A (Aug 30 2023).pdf
softwareupdate_fm_wi_fsm_037_a03_stla_report_swra	SoftwareUpdate_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	5d67ffc17b9847a10463e2eb7372e77af39742de6670d066d482db1669a99fbf		sw_update	proposed｜路徑：_intake/SW_Update/SoftwareUpdate_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx；features/sw_update/inputs/SoftwareUpdate_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx
vehicle_category_hmi_logic_and_flow_r1_sr24_post_2a_27_2023	Vehicle Category HMI Logic and Flow R1 SR24 Post 2A (December 27 2023).pdf	3a6752c83bed1582485ad5e1aa7052ae63e6f0bb94304839beaf0e0b12776a76	R1 	vehicle_category	proposed｜路徑：_intake/Vehicle_Category/Vehicle Category HMI Logic and Flow R1 SR24 Post 2A (December 27 2023).pdf；features/vehicle_category/inputs/Vehicle Category HMI Logic and Flow R1 SR24 Post 2A (December 27 2023).pdf
vf665_v43_spec_r4	Vehicle_Setup_Management_by_VP_-_LTM_(R1L)_with_TBM_VF665_V43_R4.docx	c922b4763eec45ca0c294e354788591ededc5d4189387332061288de9b00edbe	VF665_V43_R4	vsm_v43	母 spec（spec_mode D，R-VT5）；OOXML 實測 50 4B 03 04。extract_source.py 不支援 .docx，故無 extracted/（A-VT7）｜路徑：sources/raw/vf665_v43_spec_r4/Vehicle_Setup_Management_by_VP_-_LTM_(R1L)_with_TBM_VF665_V43_R4.docx
vf665_v42_spec_r6	Vehicle_Setup_Management_by_VP_-_LTM_(R1_Low)_VF665_V42_R6.docx	148956e9ccf77620dbc0e500971d7c8a59bf19352b88e4eed2b0cf4c8416ba99	VF665_V42_R6	vsm_v42	母 spec（spec_mode D）；OOXML 實測 magic 50 4B 03 04。手工附加（不得用 --refresh-manifest，A-VT? 型：其重寫全檔並抹既有 version/features/note）｜路徑：sources/raw/vf665_v42_spec_r6/Vehicle_Setup_Management_by_VP_-_LTM_(R1_Low)_VF665_V42_R6.docx
vf230_036_append_backup	_vf230_036_append_backup.xlsx	73e28c740fe79055b480c871f491400fa88d76993a0d30c5d89e830d3197dbbf		vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/_vf230_036_append_backup.xlsx
vf230_036_docsort_backup	_vf230_036_docsort_backup.xlsx	67256f58bd570dbc854555be28077388a5f5150a8e9d6f375f613285ed07d4cb		vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/_vf230_036_docsort_backup.xlsx
vf230_036_prewrite_backup	_vf230_036_prewrite_backup.xlsx	5dd5431e6286a0af3064fe16c4b678d1d77b6652f1094cf4e4d3f3eae67fe9cc		vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/_vf230_036_prewrite_backup.xlsx
vf230_036_reorder_backup	_vf230_036_reorder_backup.xlsx	b93ee1c00d5417302fa8d55b54ea70e51d02e0cb1d6cb215e5afe0e6529b457c		vehicle_setting	proposed｜路徑：features/vehicle_setting/inputs/_vf230_036_reorder_backup.xlsx
intake_vd87a5024	intake.json	d87a5024c89d470878f0cdc31ca15062f4ac7fd460c9970175be23c509dcb0d8			proposed｜NOT_SOURCE_DOC｜同名異體，另有 1c18cd5c／42d8a406／778d6deb／af941333／c51de260／e581efa4／e9bbfee6｜路徑：_intake/AMFM/intake.json
intake_ve9bbfee6	intake.json	e9bbfee6f5d93c5da0ac87e759af9e5170e7bd69fc618562964e6e47411b089b			proposed｜NOT_SOURCE_DOC｜同名異體，另有 1c18cd5c／42d8a406／778d6deb／af941333／c51de260／d87a5024／e581efa4｜路徑：_intake/Comfort/intake.json
intake_v778d6deb	intake.json	778d6deb5ad05a23766a6363b6587f9a22ff92cf37b0b58c4dfa92b6af95c1d2			proposed｜NOT_SOURCE_DOC｜同名異體，另有 1c18cd5c／42d8a406／af941333／c51de260／d87a5024／e581efa4／e9bbfee6｜路徑：_intake/Display/intake.json
intake_vc51de260	intake.json	c51de26033d5a30d645fcc727655883f88b8233655ebfb2e95d5876df1f9fa20			proposed｜NOT_SOURCE_DOC｜同名異體，另有 1c18cd5c／42d8a406／778d6deb／af941333／d87a5024／e581efa4／e9bbfee6｜路徑：_intake/Privacy/intake.json
intake_v1c18cd5c	intake.json	1c18cd5c3dd5b08c57701c962928e55e9f699d344b2a39368459e51464633f29			proposed｜NOT_SOURCE_DOC｜同名異體，另有 42d8a406／778d6deb／af941333／c51de260／d87a5024／e581efa4／e9bbfee6｜路徑：_intake/SW_Update/intake.json
intake_v42d8a406	intake.json	42d8a406082b3590ca025d37b3ec50ff23bd9247db3c29f04fc0caa5f7bd0c9b			proposed｜NOT_SOURCE_DOC｜同名異體，另有 1c18cd5c／778d6deb／af941333／c51de260／d87a5024／e581efa4／e9bbfee6｜路徑：_intake/SXM/intake.json
intake_vaf941333	intake.json	af941333d036de48fda86df071bb6d47775fdbefc62ef579f102fd0024fbec1a			proposed｜NOT_SOURCE_DOC｜同名異體，另有 1c18cd5c／42d8a406／778d6deb／c51de260／d87a5024／e581efa4／e9bbfee6｜路徑：_intake/Time_Management/intake.json
intake_ve581efa4	intake.json	e581efa442b0d3d2d338704e535d3c3b0d3788923e77fc72185e2edd49c4f89a			proposed｜NOT_SOURCE_DOC｜同名異體，另有 1c18cd5c／42d8a406／778d6deb／af941333／c51de260／d87a5024／e9bbfee6｜路徑：_intake/Vehicle_Category/intake.json
