# source_sha256	be55d8978f9472f3b7bae8643eee139525f2c455b8bddce24f3911c4128e9d05	 sheet	Analysis Report
STLA 報告_SWRA\nSTLA Report_SWRA																	
SWE1-VC-SurroundCameraGridlines-067	Sys-RA-VF665_V42_VSM-861	Surround Camera Gridlines 	The HMI layer shall capture the customer selection for the **Surround View Camera (SVC) Gridlines** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req signal value set to **On**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/IPC update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req signal from TLM to IPC over the BH-CAN network, supporting the signal coding/value **On**. The HMI layer shall maintain and update the displayed **Surround View Camera (SVC) Gridlines** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-SurroundCameraGridlines-068	Sys-RA-VF665_V42_VSM-862	Surround Camera Gridlines 	The HW supplier shall notify the IPC_VEHICLE_SETUP3.SVC_Guidelines signal via the VHAL interface. CarPropertyService shall receive the IPC_VEHICLE_SETUP3.SVC_Guidelines` signal from VHAL and forward it to CarPropertyManager. CarPropertyManager shall expose the value to the HMI via the API interface. The HMI layer shall evaluate the received IPC_VEHICLE_SETUP3.SVC_Guidelines signal, update the TLM_Vehicle_Setup_Menu.Info` internal signal, and display the **Surround View Camera Gridlines** setting information accordingly within <TDisplay>. Any invalid value shall be considered invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-Geolocation-069	Sys-RA-VF665_V42_VSM-863	Geolocation 	Geolocation	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-Geolocation-070	Sys-RA-VF665_V42_VSM-864	Geolocation 	The HMI layer shall send a request to VehicleConfigManager to retrieve the CAN Node 35 (TBM) and Geolocation_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested CAN Node 35 (TBM) and Geolocation_Menu values from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received PROXI values to determine the availability of the feature.\nIf $CAN Node 35 (TBM) or Geolocation_Menu$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-Geolocation-071	Sys-RA-VF665_V42_VSM-865	Geolocation 	The HMI layer shall send a request to VehicleConfigManager to retrieve the CAN Node 35 (TBM) and Geolocation_Menu PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested CAN Node 35 (TBM) and Geolocation_Menu values from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received PROXI values to determine the availability of the feature.\nIf $CAN Node 35 (TBM) and Geolocation_Menu$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-Geolocation-072	Sys-RA-VF665_V42_VSM-866	Geolocation 	The HMI layer shall capture the customer selection for the **Geolocation** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_SERVICE_SETUP.PrivacyModeReq signal value set to **Active**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/TBM update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_SERVICE_SETUP.PrivacyModeReq signal from TLM to TBM over the BH-CAN network, supporting the signal coding/value **Active**. The HMI layer shall maintain and update the displayed **Geolocation** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-Geolocation-073	Sys-RA-VF665_V42_VSM-867	Geolocation 	The HMI layer shall capture the customer selection for the **Geolocation** setting and send the request using `CarPropertyManager.setProperty()` with the `TELEMATIC_SERVICE_SETUP.PrivacyModeReq` signal value set to **Not Active**. `CarPropertyService` shall receive the request from `CarPropertyManager` and forward it to VHAL/IVehicle for hardware/TBM update. The HW supplier shall provide the VHAL/API interface to transmit the `TELEMATIC_SERVICE_SETUP.PrivacyModeReq` signal from TLM to TBM over the BH-CAN network, supporting the signal coding/value **Not Active**. The HMI layer shall maintain and update the displayed **Geolocation** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-Geolocation-074	Sys-RA-VF665_V42_VSM-868	Geolocation 	The HMI layer shall capture the customer selection for the **Privacy Mode** setting and send the request using CarPropertyManager.setProperty() with the TELEMATIC_SERVICE_SETUP.PrivacyModeReq signal value corresponding to the selected Privacy Mode. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/TBM update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_SERVICE_SETUP.PrivacyModeReq signal from TLM to TBM over the BH-CAN network. The HMI layer shall maintain and update the displayed **Privacy Mode** setting according to the requested value, and any invalid value shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-ClearPersonalData-075	Sys-RA-VF665_V42_VSM-869	Clear Personal Data 	Clear Personal Data	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-ClearPersonalData-076	Sys-RA-VF665_V42_VSM-870	Clear Personal Data 	The HMI layer shall send a request to VehicleConfigManager to retrieve the CAN Node 35 (TBM) PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested CAN Node 35 (TBM) value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received CAN Node 35 (TBM) PROXI value to determine the availability of the feature.\nIf $CAN Node 35 (TBM)$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-ClearPersonalData-077	Sys-RA-VF665_V42_VSM-871	Clear Personal Data 	The HMI layer shall send a request to VehicleConfigManager to retrieve the CAN Node 35 (TBM) PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested CAN Node 35 (TBM) value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received CAN Node 35 (TBM) PROXI value to determine the availability of the feature.\nIf $CAN Node 35 (TBM)$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-ClearPersonalData-078	Sys-RA-VF665_V42_VSM-872	Clear Personal Data 	The HMI layer shall capture the user request to **Clear Personal Data** and send the request using CarPropertyManager.setProperty() with the TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq signal value set to **Active**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/TBM update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq signal from TLM to TBM over the BH-CAN network, supporting the signal coding/value **Active**. The HMI layer shall initiate the request only when the user explicitly performs the **Clear Personal Data** action, and any invalid request shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-RestoreDefaultSetting-079	Sys-RA-VF665_V42_VSM-873	Restore Default Setting 	Restore Default Setting	1.00.00	Heading			 	 	 	 	 	 	 		 	 
SWE1-VC-RestoreDefaultSetting-080	Sys-RA-VF665_V42_VSM-874	Restore Default Setting 	The HMI layer shall send a request to VehicleConfigManager to retrieve the CAN Node 35 (TBM) PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested CAN Node 35 (TBM) value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received CAN Node 35 (TBM) PROXI value to determine the availability of the feature.\nIf $CAN Node 35 (TBM)$ = [Absent], the TLM shall not display the corresponding customer setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-RestoreDefaultSetting-081	Sys-RA-VF665_V42_VSM-875	Restore Default Setting 	The HMI layer shall send a request to VehicleConfigManager to retrieve the CAN Node 35 (TBM) PROXI configuration.\nVehicleConfigManager shall communicate with VehicleConfigService, and VehicleConfigService shall check the requested CAN Node 35 (TBM) value from SystemProperties / HW configuration.\nThe response shall be returned from SystemProperties to VehicleConfigService, then to VehicleConfigManager, and finally to the HMI layer.\nThe HMI layer shall evaluate the received CAN Node 35 (TBM) PROXI value to determine the availability of the feature.\nIf $CAN Node 35 (TBM)$ = [Present], the TLM shall display the corresponding customer setting and the user can perform the setting.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
SWE1-VC-RestoreDefaultSetting-082	Sys-RA-VF665_V42_VSM-876	Restore Default Setting 	The HMI layer shall capture the user request to **Restore Default Settings** and send the request using CarPropertyManager.setProperty() with the TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq signal value set to **Active**. CarPropertyService shall receive the request from CarPropertyManager and forward it to VHAL/IVehicle for hardware/TBM update. The HW supplier shall provide the VHAL/API interface to transmit the TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq signal from TLM to TBM over the BH-CAN network, supporting the signal coding/value **Active**. The HMI layer shall initiate the request only when the user explicitly performs the **Restore Default Settings** action, and any invalid request shall be treated as invalid by the HMI.	1.00.00	Functional Requirement	Vehicle Setting Management (VSM)	Y	The requirement is feasable to achieve.	Y	The requirement impacts *HW supplier and *SW supplier cost,operating schedule and timeline constraints.The parameter unavailability will impact vehicle performance	Medium	The requirement is dependent on *HW supplier and *SW supplier	None	It is a new requirement to be implemented in AAOS14	High	1.The HU shall be powered up (simulate valid ignition condition as mentioned in the requirement)\n2.The HU shall be equipped with test bench power OFF,ON,Flashing and desired testing controls with a host computer.\n3.The HU shall be configured allow the logs collection as ADP.\n4.The HU shall not have any issues with system/any other module.	1. Peer review\n2. Unit test\n3. Integration test\n4. *SW validation\n5. System Validation
																 	 
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 		 	 
								 	 	 	 	 	 	 			
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
