swe_id	source_req_id	hmi_source_id	class	first_token	description_head
SWE1-HMI-114-01	SYS-HMI-RA-PHONE-148	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.7	L1_標籤殘留	rL7.5.)	The system shall rL7.5.) For R1 Low, the max number of Favorites is 5 pages (17 Favorites + Emergency and Towing numbers).
SWE1-HMI-114-02	SYS-HMI-RA-PHONE-148	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.7	L3_非動詞連接	when	The system shall when the Favorites list is full if the user attempts to favorite a phone number then a pop-up will display with the text “Maximum number of Favorites reached.
SWE1-HMI-114-03	SYS-HMI-RA-PHONE-148	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.7	L3_非動詞連接	unselect	The system shall unselect a Favorite then add a new Favorite.” This pop-up will have an OK button and [X] and a 3 second timeout.
SWE1-HMI-114-04	SYS-HMI-RA-PHONE-148	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.7	L3_非動詞連接	for	The system shall for use cases when the vehicle displays Emergency and/or Towing numbers, if the Contacts for device did not download (device did not allow it or user selected not to download phonebook), do not prevent access to Phone tab that allows access to these numbers.
SWE1-HMI-115-01	SYS-HMI-RA-PHONE-149	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.8	L3_非動詞連接	pressing	The system shall pressing the call portion of a favorite Contact Card will dial that selected favorite number and switch to the Current Call tab of the respective Connected Phone.
SWE1-HMI-115-02	SYS-HMI-RA-PHONE-149	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.8	L3_非動詞連接	un-highlight	The system shall un-highlight the Favorites tab when a call is placed.
SWE1-HMI-115-03	SYS-HMI-RA-PHONE-149	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.8	L3_非動詞連接	if	The system shall if the user does not leave the Current Call tab during the connected call, when the call is ended, bring the user back to the previous Favorites tab.
SWE1-HMI-115-04	SYS-HMI-RA-PHONE-149	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.8	L3_非動詞連接	buttons	The system shall buttons are inactive during certain incoming and outgoing call situations
SWE1-HMI-117-01	SYS-HMI-RA-PHONE-151	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.10	L1_標籤殘留	pHF1.1)	The system shall pHF1.1) From the Favorites main screen or the Favorites phone widget, pressing the Add Favorite button will display the Favorites Contact Selection screen.
SWE1-HMI-117-02	SYS-HMI-RA-PHONE-151	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.10	L3_非動詞連接	pressing	The system shall pressing a contact name or arrow will display the Favorite Contact Info screen (similar to Contact Info but with no Favorite stars).
SWE1-HMI-117-03	SYS-HMI-RA-PHONE-151	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.10	L3_非動詞連接	after	The system shall after pressing a phone a number to favorite it, a confirmation pop-up is displayed and the user returns to the Favorites main screen or Favorites phone widget whichever was their entry point for adding the favorite.
SWE1-HMI-118	SYS-HMI-RA-PHONE-152	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.11	L1_標籤殘留	pHO2.1)	The system shall pHO2.1) For 10.1 Portrait, use the same layout as 8.4’’/10.1 screens (using image blocks for favorites contacts).
SWE1-HMI-119-01	SYS-HMI-RA-PHONE-153	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.12	L1_標籤殘留	pHF2.1)	The system shall pHF2.1) Set favorite numbers are loaded and saved for the current connected device using a unique identifier such as Bluetoot h Address.
SWE1-HMI-119-02	SYS-HMI-RA-PHONE-153	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.12	L3_非動詞連接	favorite	The system shall favorite numbers set for one unique identifier are not visible when no device is connected or a device with a different unique identifier is connected.
SWE1-HMI-119-03	SYS-HMI-RA-PHONE-153	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.12	L3_非動詞連接	f	The system shall f avorite numbers are stored for 20 total devices.
SWE1-HMI-119-04	SYS-HMI-RA-PHONE-153	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.12	L3_非動詞連接	once	The system shall once a phone is deleted/unpaired/removed from the list of paired phones on the ECU, all the associated data and information, including but not limited to, personal phone history, phone numbers, favorites numbers, personal information, encryption keys, link keys, shall be securely deleted from the HU.
SWE1-HMI-119-05	SYS-HMI-RA-PHONE-153	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.12	L3_非動詞連接	when	The system shall when favorite numbers are already stored for 20 paired devices, and a new device with a new unique identifier is being paired, the paired d evice that has gone the longest without being connected to the head unit will have its favorite numbers deleted.
SWE1-HMI-120-01	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	the	The system shall the list position for a Favorite contact is based on the order added or whichever position the user reordered it to be (by dragging and holding).
SWE1-HMI-120-02	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	if	The system shall if a Favorite is removed and there are empty slots the empty spot should be removed and the list should move up.
SWE1-HMI-120-03	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	for	"The system shall for R1 High and R1 Low 8.4"", there will always be only one “Add Favorite Contact Contact” button (unless max is reached)."
SWE1-HMI-120-04	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	for	"The system shall for R1 Low 7"", follow requirement RL7.4 for behavior of Add Favorite line item."
SWE1-HMI-120-05	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	favorites	The system shall favorites will also be preloaded with two permanent contacts at the bottom of the favorites list: Emergency and Towing Assistance (NAFTA, for BUX names should be localized for GUI and VUI) that appear as the last two items in the Favorites list.
SWE1-HMI-120-06	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	the	The system shall the contact name will show up in yellow text.
SWE1-HMI-120-07	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	these	The system shall these contacts cannot be deleted or renamed.
SWE1-HMI-120-08	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	their	The system shall their associated number may be deleted or changed.
SWE1-HMI-120-09	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	only	The system shall only one number is possible for these contacts and the icon will be the Other icon (the white circle).
SWE1-HMI-120-10	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L3_非動詞連接	options	The system shall options popup (PU0087) for these two entries shows “Edit Number Number” and Reset to Default (Reset to Default will be shown greyed if currently set to default number).
SWE1-HMI-120-13	SYS-HMI-RA-PHONE-154	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.13	L4_非字母開頭	(image:	The system shall (image: image17.png)
SWE1-HMI-121-01	SYS-HMI-RA-PHONE-155	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.14	L1_標籤殘留	pBB10.3)	The system shall pBB10.3) Vehicles with embedded phone E Call/Assist Call features should not display the Towing Assistance and Emergency numbers.
SWE1-HMI-121-02	SYS-HMI-RA-PHONE-155	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.14	L3_非動詞連接	towing	The system shall towing Assistance call or Emergency call VR commands should initiate the Assist / E Call process respectively.
SWE1-HMI-121-03	SYS-HMI-RA-PHONE-155	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.14	L3_非動詞連接	if	The system shall if there is embedded cell with E Call/R Call in the Mirror, then Towing Assistance and Emergency are removed from the contacts.
SWE1-HMI-121-04	SYS-HMI-RA-PHONE-155	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_12.14	L3_非動詞連接	towing	The system shall towing Assistance should not show up in Favorites for countries which do not have a default number available per the Market Configuration Table.
SWE1-HMI-122-01	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L3_非動詞連接	phone	The system shall phone Category tabs do not time out when no changes are made.
SWE1-HMI-122-02	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L3_非動詞連接	if	The system shall if user selects a contact/number to call from the Recent Calls list, the system initiates the call (if phone can initiate call at that time) with the number associated with the Recent call and automatically goes to the Current Call tab within the same Connected Phone and un-highlights the Recent Calls tab.
SWE1-HMI-122-03	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L3_非動詞連接	ending	The system shall ending the call brings the user back to Recent Calls tab and re-highlights the tab.
SWE1-HMI-122-04	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L3_非動詞連接	if	The system shall if the system cannot call a contact at that time (e.g.
SWE1-HMI-122-05	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L3_非動詞連接	two	The system shall two calls already in progress on that Phone) grey out the Recent Call tab.
SWE1-HMI-122-06	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L3_非動詞連接	selecting	The system shall selecting the text message icon from the Contact Info screen will allow the user to send a text message to the number for the line item it was selected using the Messaging Screen from Recent Calls (similar to Messages screen but with no Inbox or New Message tabs.
SWE1-HMI-122-07	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L3_非動詞連接	there	"The system shall there will be no text message icon/button for R1 Low 8.4 inch or for R1 Low 7"" or other radios that do not support text messaging."
SWE1-HMI-122-08	SYS-HMI-RA-PHONE-157	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1	L4_非字母開頭	(image:	The system shall (image: image18.png)
SWE1-HMI-123-01	SYS-HMI-RA-PHONE-158	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1.1	L1_標籤殘留	pRB1.1)	The system shall pRB1.1) The Recent Calls list should have an arrow which opens the Contact Info screen (like in the Contacts list).
SWE1-HMI-123-02	SYS-HMI-RA-PHONE-158	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.1.1	L3_非動詞連接	pressing	The system shall pressing a number in the Contact Info screen will call that number and numbers can also be favorited using the stars.
SWE1-HMI-124-02	SYS-HMI-RA-PHONE-159	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2	L3_非動詞連接	selecting	The system shall selecting list item calls the number associated with that recent call.
SWE1-HMI-124-03	SYS-HMI-RA-PHONE-159	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2	L3_非動詞連接	cursor	The system shall cursor is a highlight color outline.
SWE1-HMI-124-04	SYS-HMI-RA-PHONE-159	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2	L3_非動詞連接	for	The system shall for Recent Calls, cursor location is not remembered by the system;
SWE1-HMI-124-05	SYS-HMI-RA-PHONE-159	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2	L3_非動詞連接	when	The system shall when coming back to Recent Calls browse after going to a different tab, the system will always default with cursor on first item of that list.
SWE1-HMI-125	SYS-HMI-RA-PHONE-160	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.1	L1_標籤殘留	pRB2.1)	The system shall pRB2.1) Recent Call lists should be presented in chronological order with the latest first (most recent).
SWE1-HMI-126-01	SYS-HMI-RA-PHONE-161	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.2	L1_標籤殘留	pRB2.2)	The system shall pRB2.2) Call grouping is displayed for all R1 radios.
SWE1-HMI-126-02	SYS-HMI-RA-PHONE-161	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.2	L3_非動詞連接	is	The system shall is not displayed for R1 High.
SWE1-HMI-126-03	SYS-HMI-RA-PHONE-161	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.2	L3_非動詞連接	call	The system shall call grouping is displayed for R1M.
SWE1-HMI-126-04	SYS-HMI-RA-PHONE-161	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.2	L3_非動詞連接	calls	The system shall calls from the same number will be displayed in grouped format, similar to behavior on a smartphone when receiving several calls from same contact.
SWE1-HMI-126-05	SYS-HMI-RA-PHONE-161	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.2	L3_非動詞連接	the	The system shall the number of calls will display in parenthesis on top line after the contact name/number.
SWE1-HMI-126-06	SYS-HMI-RA-PHONE-161	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.2	L3_非動詞連接	the	The system shall the calls will be grouped by call type (Missed, Incoming, etc) and also group per day (create new grouping each day).
SWE1-HMI-126-08	SYS-HMI-RA-PHONE-161	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.2.2	L3_非動詞連接	if	"The system shall if excessive number of calls take up line space, truncate number with ""..."""
SWE1-HMI-127	SYS-HMI-RA-PHONE-162	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.3	L3_非動詞連接	recent	"The system shall recent Calls can be further sorted into the following categories: 1) “All Calls” 2) “Incoming”3) “Outgoing” and 4) “Missed” For R1 Low 7"", there is no sorting tabs to filter recent calls due to size limitation."
SWE1-HMI-128-01	SYS-HMI-RA-PHONE-163	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.4	L3_非動詞連接	in	The system shall in the Recent Calls list, the entries should start with an icon showing the call type (incoming, outgoing or missed), followed by the CID: contact name, “Private Number” or phone number (if contact name unavailable) and on the second line display the phone type in words (Mobile, Home, Work) and display the time as: “Just Now” if received within 1 min.
SWE1-HMI-128-02	SYS-HMI-RA-PHONE-163	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.4	L4_非字母開頭	“[X]	The system shall “[X] min ago” between 1 min and less than 1hr ago, and “XX:YY AM/PM format after 1 hr on same day.
SWE1-HMI-128-03	SYS-HMI-RA-PHONE-163	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.4	L3_非動詞連接	for	The system shall for yesterday to previous week, display the abbreviated name of the day in order received (Sun, Sat, Fri, Thurs, Weds, Tues, Mon), after one week or further in the same year, display the date in words for the month as “[Month][Date]” (Ex: June 3), For previous year, also display the year “[Month][Date], [Year]”(Ex: June 3, 2021) If the device is not capable of providing the time o
SWE1-HMI-128-04	SYS-HMI-RA-PHONE-163	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.4	L3_非動詞連接	missed	The system shall missed Calls should display “Missed Call” before the phone type and time.
SWE1-HMI-129-01	SYS-HMI-RA-PHONE-164	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.4.1	L1_標籤殘留	pRB5.2)	"The system shall pRB5.2) If number does not have caller ID information, show ""Private Number"" (without quotes)."
SWE1-HMI-129-02	SYS-HMI-RA-PHONE-164	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.4.1	L3_非動詞連接	if	The system shall if the user selects a “Private Number” call entry the details shown should include 1) “Private Number” (without quotes) 2)Phone call time 3) Call date.
SWE1-HMI-129-03	SYS-HMI-RA-PHONE-164	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_13.4.1	L3_非動詞連接	private	The system shall private calls will not have pressable areas on line items because user can’t call back the unknown number or set it as a favorite or send it a text message.
SWE1-HMI-130-01	SYS-HMI-RA-PHONE-166	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.1	L3_非動詞連接	if	"The system shall if the user goes to Phone mode and there is no connected phone, the system should show a popup (PU0065) showing ""No Phone connected."" (1st line) ""Would you like to pair a Phone?"" (2nd line) with close(X), Yes, No buttons."
SWE1-HMI-130-02	SYS-HMI-RA-PHONE-166	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.1	L3_非動詞連接	if	The system shall if user presses yes, system brings up Phone pairing popup (PU0050).
SWE1-HMI-130-03	SYS-HMI-RA-PHONE-166	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.1	L3_非動詞連接	if	The system shall if user presses no/close, system closes the popup (PU0065).
SWE1-HMI-130-04	SYS-HMI-RA-PHONE-166	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.1	L3_非動詞連接	if	The system shall if the vehicle is in motion, do not provide this popup (PU0065).
SWE1-HMI-130-05	SYS-HMI-RA-PHONE-166	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.1	L4_非字母開頭	(image:	The system shall (image: image19.png)
SWE1-HMI-131	SYS-HMI-RA-PHONE-167	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.2	L3_非動詞連接	on	The system shall on successful pairing of a first paired phone scenario, the pop-up (PU0353) should indicate which browse categories the device is being added to if the device supports currently displayed device type (Phone / Audio
SWE1-HMI-132-01	SYS-HMI-RA-PHONE-168	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.3	L3_非動詞連接	when	The system shall when connecting a BTSA phone device from the Device List within the Device Manager, if no BTSA device is connected as an Audio device then the BTSA phone device should connect as Phone and Audio.
SWE1-HMI-132-02	SYS-HMI-RA-PHONE-168	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.3	L3_非動詞連接	if	The system shall if there is currently a BTSA device connected as an Audio Device, the phone device will only be connected as a Phone device.
SWE1-HMI-133-01	SYS-HMI-RA-PHONE-169	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.4	L3_非動詞連接	if	The system shall if After user selects to Pair a Phone or Add Device, the Device Manger screen is loaded in background of pairing pop-ups.
SWE1-HMI-133-02	SYS-HMI-RA-PHONE-169	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.4	L3_非動詞連接	after	The system shall after pairing a device, the user will be taken to the Device Manager screen to show where the device is.
SWE1-HMI-134-01	SYS-HMI-RA-PHONE-170	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5	L3_非動詞連接	the	The system shall the Bluetooth Pairing screen (PU0050) will be shown when starting pairing if there is no active projection devices.
SWE1-HMI-134-03	SYS-HMI-RA-PHONE-170	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5	L3_非動詞連接	for	The system shall for 2.4Ghz, CarPlay connection will disconnect upon popup 1277 confirmation, for 5Ghz, the projection connect ion will disconnect once until new device successful pairs.
SWE1-HMI-134-04	SYS-HMI-RA-PHONE-170	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5	L3_非動詞連接	for	The system shall for PU0050, a randomly generated pin will be displayed.
SWE1-HMI-134-05	SYS-HMI-RA-PHONE-170	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5	L3_非動詞連接	if	The system shall if the phone being paired uses SSP Pairing the screen will change to the SSP Pairing (PU0051) with a randomly generated 6 digit pin after the user selects Uconnect on their device.
SWE1-HMI-134-06	SYS-HMI-RA-PHONE-170	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5	L3_非動詞連接	the	The system shall the user will need to confirm the pin matches the one displayed on their phone.
SWE1-HMI-134-07	SYS-HMI-RA-PHONE-170	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5	L3_非動詞連接	if	The system shall if the user selects ‘Search for Bluetooth Devices” the vehicle will search and provide a list of BT devices for user to select a device to initiate pairing (Refer to ‘Bluetooth Pairing 2’ page)
SWE1-HMI-135-01	SYS-HMI-RA-PHONE-171	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5.1	L1_標籤殘留	sB10.1)	The system shall sB10.1) For pairing a new device during an active CP/AA connection, maintain the projection connection until the new device is successfully paired for 5 GHz but disconnect the projection connection prior to pairing the new device for 2.4 GHz.
SWE1-HMI-135-03	SYS-HMI-RA-PHONE-171	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.5.1	L3_非動詞連接	if	The system shall if item pressed, present popup (PU0091) for 3 secs saying “Function not available while vehicle is in motion.” The same pop-up (PU0091) will appear if they are in the middle of pairing and the vehicle starts in motion, the user is exited from pairing their device and will need to start the entire process again once the vehicle is not in motion.
SWE1-HMI-136-01	SYS-HMI-RA-PHONE-172	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.6	L3_非動詞連接	when	The system shall when pairing a new phone to connect to the system.
SWE1-HMI-136-02	SYS-HMI-RA-PHONE-172	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.6	L3_非動詞連接	it	The system shall it will display a pop-up (PU0054) stating ‘Bluetooth connection in progress.
SWE1-HMI-136-03	SYS-HMI-RA-PHONE-172	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.6	L3_非動詞連接	please	The system shall please wait…’ with animated dots.
SWE1-HMI-136-04	SYS-HMI-RA-PHONE-172	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.6	L3_非動詞連接	pressing	The system shall pressing ‘X’ will not abort connection, but will continue the pairing process.
SWE1-HMI-137-02	SYS-HMI-RA-PHONE-173	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.7	L4_非字母開頭	<previously	The system shall <previously connected device name> disconnected.”.
SWE1-HMI-137-03	SYS-HMI-RA-PHONE-173	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.7	L3_非動詞連接	the	"The system shall the wording of “phone” and ""audio"" are shown according to the connected profiles, HFP and A2DP respectively."
SWE1-HMI-137-04	SYS-HMI-RA-PHONE-173	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.7	L3_非動詞連接	this	The system shall this notification is per device profile connection since each profile is connected separately based on the device settings.
SWE1-HMI-137-05	SYS-HMI-RA-PHONE-173	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.7	L3_非動詞連接	this	The system shall this popup (PU00167) has an X/Close button and 3 second timeout and is displayed if phone connection is lost and another phone auto connects.
SWE1-HMI-138-01	SYS-HMI-RA-PHONE-174	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.8	L3_非動詞連接	if	The system shall if device is paired from Passenger Screen, the head unit (driver) will not switch screens to Device Manager.
SWE1-HMI-138-02	SYS-HMI-RA-PHONE-174	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.8	L3_非動詞連接	after	The system shall after pairing process from the Passenger screen, the Passenger screen (PS) should display Device Manager screen but not the HU.
SWE1-HMI-139-01	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L3_非動詞連接	in	The system shall in Bluetooth Pairing (PU0050) if user selects ‘Search for Bluetooth Devices Devices’, the ‘Searching for Bluetooth Devices Devices’ pop up is displayed and the head unit searches for available BT devices which will populate the list on that screen.
SWE1-HMI-139-02	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L3_非動詞連接	the	The system shall the list has scroll bar if needed to display more device than on the screen and there is an [X] to close with not timeout.
SWE1-HMI-139-03	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L3_非動詞連接	the	The system shall the pop up has text “Make sure your device is Bluetooth enabled and visible.
SWE1-HMI-139-04	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L3_非動詞連接	visible.”	The system shall visible.” If the user presses a device in the list, the pairing process is initiated for that device.
SWE1-HMI-139-05	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L3_非動詞連接	the	The system shall the device and head unit will confirm PI N numbers and pair.
SWE1-HMI-139-06	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L3_非動詞連接	if	The system shall if no results are found after search, the user returns to the initial Bluetooth Pairing pop up (PU0050).
SWE1-HMI-139-07	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L3_非動詞連接	if	The system shall if devices are found, display the ‘Devices Found Found’ pop up with the list and text of “Select to Pair Pair” and a “Search for Bluetooth Device Device” button and ‘CancelCancel’ button and [X] to close window with no timeout.
SWE1-HMI-139-08	SYS-HMI-RA-PHONE-175	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9	L4_非字母開頭	(image:	The system shall (image: image20.png)
SWE1-HMI-140-01	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L1_標籤殘留	bTP01.1)	The system shall bTP01.1) During Bluetooth pairing process, directly after the Bluetooth Pairing in Progress pop up (PU0054) and after the ‘Connect CP/AA?
SWE1-HMI-140-02	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L2_首字母降格	aA?”	The system shall aA?” popup , the “Make Favorite Favorite” popup is displayed to allow user to favorite the device.
SWE1-HMI-140-03	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	this	The system shall this pop up is displayed as title of “Bluetooth Pairing Pairing” with text “Bluetooth Pairing Successful Successful” then next line <Phone Name> then next line has text “Favorite phones have priority to connect before other available devices.
SWE1-HMI-140-04	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	devices.”	The system shall devices.” and next line has text “Make this phone your favorite?
SWE1-HMI-140-05	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	favorite?”.	The system shall favorite?”.
SWE1-HMI-140-06	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	this	The system shall this pop up has “Favorite 1” and “Favorite 2” and “NoNo” buttons and [X] to close with no timeout.
SWE1-HMI-140-07	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	pressing	The system shall pressing FAV 1 or FAV 2 buttons assigns favoriting priority.
SWE1-HMI-140-08	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	pressing	The system shall pressing NO does not favorite the device.
SWE1-HMI-140-09	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	if	The system shall if the system does not have a Favorite device then a newly paired device is automatically set as Favorite 1 and the Make Favo rite pop up is not displayed and the ‘Enable CP/AA AA’ pop up is displayed instead.
SWE1-HMI-140-10	SYS-HMI-RA-PHONE-176	Phone HMI Logic and Flow R1 SR24 Post 2A (June 21 2022)_14.9.1	L3_非動詞連接	for	The system shall for the second phone paired to the system, if the user chooses to connect CP/AA then it will be auto matically favorited as Favorite 2.
