lid_row	logical_identifier	function	atlantis_signal_name	lookup_key	proxi_row	proxi_values	related_leaf	anchor_kind	note	keyword_note
168	Remote_USB_Port_Present		Remote_USB_Port_Present					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Remote_USB_Port_Present', 'EC_AudTel3A-<Remote_USB_Port_Present>', 'Remote_USB_Port_Present']	
169	Reverse_Mute_Enable		Reverse_Mute_Enable	Atlantis Signal Name=Reverse_Mute_Enable ¦ Logical Identifier=Reverse_Mute_Enable	802	0 = Disable 1 = Enable		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r802（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Reverse_Mute_Enable ¦ Logical Identifier=Reverse_Mute_Enable）	
170	RVC_SK_PRSNT	Rear Camera soft key present	Rear_View_Camera Rear_View_Camera_Soft_Button	Atlantis Signal Name=Rear_View_Camera ¦ Atlantis Signal Name=Rear_View_Camera_Soft_Button	401,494	0 = Absent 1 = Present ¦ 0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r401,494（Parameter Group: Adas_Configuration_1；查詢鍵 Atlantis Signal Name=Rear_View_Camera ¦ Atlantis Signal Name=Rear_View_Camera_Soft_Button）	僅揭露，非錨：Camera,RVC
171	SD_Presence		SD_Presence	Atlantis Signal Name=SD_Presence ¦ Logical Identifier=SD_Presence	637	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r637（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=SD_Presence ¦ Logical Identifier=SD_Presence）	
172	SDARS_Presence	SDARS present	SDARS_Presence					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['SDARS_Presence', 'Proxi_SDARS_Presence', 'SDARS_Presence']	
173	SDWConfiguration	SDW Present	Side_Distance_Warning	Atlantis Signal Name=Side_Distance_Warning	406	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r406（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Side_Distance_Warning）	
174	SelectSpeedControl	Select Speed Control present	Selec_Speed_Control_Feature	Atlantis Signal Name=Selec_Speed_Control_Feature	446	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r446（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Selec_Speed_Control_Feature）	
175	Semi_Automatic_Parking_System	ParkAssist - Semi Automatic Parking System	Semi_Automatic_Parking_System	Atlantis Signal Name=Semi_Automatic_Parking_System ¦ Logical Identifier=Semi_Automatic_Parking_System	462	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r462（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Semi_Automatic_Parking_System ¦ Logical Identifier=Semi_Automatic_Parking_System）	
176	Side_Distance_Warning	ParkSense	Side_Distance_Warning	Atlantis Signal Name=Side_Distance_Warning ¦ Logical Identifier=Side_Distance_Warning	406	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r406（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Side_Distance_Warning ¦ Logical Identifier=Side_Distance_Warning）	
177	SMMD_Present		CAN node 83 (SMMD)	Atlantis Signal Name=CAN node 83 (SMMD)	89	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r89（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=CAN node 83 (SMMD)）	
178	Sound_Generator_Profile		Sound_Generator_Profile	Atlantis Signal Name=Sound_Generator_Profile ¦ Logical Identifier=Sound_Generator_Profile	864	0 = Not Present 1 = Default 16 = LB 2 Door BEV 400V 340kW Premium 17 = LB 2 Door BEV 400V 340kW High Premium 18 = LB 2 Door BEV 400V 440kW Premium 19 = LB 2 Door BEV 400V 440kW High Premium 20 = LB 2 Door BEV 800V 600kW Premium 21 = LB 2 Door BEV 800V 600kW High Premium 22 = LB 4 Door BEV 400V 340kW Premium 23 = LB 4 Door BEV 400V 340kW High Premium 24 = LB 4 Door BEV 400V 440kW Premium 25 = LB 4 Door BEV 400V 440kW High Premium 26 = LB 4 Door BEV 800V 600kW Premium 27 = LB 4 Door BEV 800V 600kW High Premium 32 = LB 2 Door T6 HO Premium 33 = LB 2 Door T6 HO High Premium 34 = LB 2 Door T6 SO Premium 35 = LB 2 Door T6 SO High Premium 36 = LB 4 Door T6 HO Premium 37 = LB 4 Door T6 HO High Premium 38 = LB 4 Door T6 SO Premium 39 = LB 4 Door T6 SO High Premium 48 = WL74 T4 EVO Premium 49 = WL74 T4 EVO High Premium 50 = WL75 T4 EVO Premium 51 = WL75 T4 EVO High Premium 52 = WL74 I4 PHEV Premium 53 = WL74 I4 PHEV High Premium 54 = WL75 I4 PHEV Premium 55 = WL75 I4 PHEV High Premium 64 = C6X 400V 300kW Premium 65 = C6X 400V 300kW High Premium 66 = C6X 800V 400kW Premium 67 = C6X 800V 400kW High Premium 208 = M182 Base L4 209 = M182 Base V6 210 = M182 Premium L4 211 = M182 Premium V6 212 = M182 Premium BEV 213 = M182 High Premium L4 214 = M182 High Premium V6 215 = M182 High Premium BEV 216 = M189 Coupè Premium V6 217 = M189 Coupè Premium BEV 218 = M189 Coupè High Premium V6 219 = M189 Coupè High Premium BEV 220 = M189 Cabrio Premium V6 221 = M189 Cabrio Premium BEV 222 = M189 Cabrio High Premium V6 223 = M189 Cabrio High Premium BEV 224 = M240 V6 Premium 225 = M240 BEV Premium 226 = M240 RHT V6 Premium 227 = M240 BEV RHT Premium 228 = M240 BEV Base 229 = M240 RHT BEV Base 230 = M240 V6 Base 231 = M240 RHT V6 Base 232 = M183 BEV 2MOT Premium (Alpine 17ch) NA 233 = M183 BEV 2MOT Premium (Alpine 17ch) 234 = M183 BEV 2MOT High Premium (Alpine 24ch) NA 235 = M183 BEV 2MOT High Premium (Alpine 24ch) 236 = M183 BEV 3MOT Premium (Alpine 17ch) NA 237 = M183 BEV 3MOT Premium (Alpine 17ch) 238 = M183 BEV 3MOT High Premium (Alpine 24ch) NA 239 = M183 BEV 3MOT High Premium (Alpine 24ch) 241 = M182 Premium BEV NA 242 = M182 High Premium BEV NA 243 = M189 Coupè Premium BEV NA 244 = M189 Coupè High Premium BEV NA 245 = M189 Cabrio Premium BEV NA 246 = M189 Cabrio High Premium BEV NA		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r864（Parameter Group: Car_Configuration_49；查詢鍵 Atlantis Signal Name=Sound_Generator_Profile ¦ Logical Identifier=Sound_Generator_Profile）	
179	Sound_Zone_Present							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['EC_AudTel4B: <Sound_Zone_Presence>', 'Sound_Zone_Present']	
180	Special_Brand_Configuration		Special_Brand_Configuration	Atlantis Signal Name=Special_Brand_Configuration ¦ Logical Identifier=Special_Brand_Configuration	472	0 = None 1 = POS - Point of Service 2 = ePTO - Elect Power Takeoff 3 = POS and ePTO		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r472（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Special_Brand_Configuration ¦ Logical Identifier=Special_Brand_Configuration）	
181	Speedometer_Range	Feature present	Speedometer_Range	Atlantis Signal Name=Speedometer_Range ¦ Logical Identifier=Speedometer_Range	776			proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r776（Parameter Group: Infotainment_Configuration_27；查詢鍵 Atlantis Signal Name=Speedometer_Range ¦ Logical Identifier=Speedometer_Range）	
182	Splashscreen_Type	Splashscreen Type	Audio_Brand	Atlantis Signal Name=Audio_Brand	597	0 = No Audio Brand 1 = Beats 2 = Alpine 3 = Harman 4 = McIntosh		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r597（Parameter Group: Infotainment_Configuration_15；查詢鍵 Atlantis Signal Name=Audio_Brand）	僅揭露，非錨：screen
183	SRRP_Presence	Inform the HU if the BSIS feature is enabled in the vehicle.	CAN node 25 (SRRP)					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['CAN node 25 (SRRP)', 'SRRP_Presence']	
184	SRRP2_Presence	Inform the HU if the BSIS feature is enabled in the vehicle.	CAN node 33 (SRRP2)					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['CAN node 33 (SRRP2)', 'SRRP2_Presence']	
185	SteeringWheelButtonGroups	Identifies the steering wheel commands configuration (position, number of switches, etc...).	Infotainment_Configuration_7.RRM_VPx_Steering_Wheel_Command_Type					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Infotainment_Configuration_7.RRM_VPx_Steering_Wheel_Command_Type', 'Proxi_RRM_VPx_Steering_Wheel_Command_Type', 'SteeringWheelButtonGroups']	
186	SteeringWheelType	Defines whether the Brand Focus versus Core Steering Wheel is installed.						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['EC_AudTel2-<VC_AUD_SWS_CF>', 'SteeringWheelType']	
187	SteeringWheelType	Defines whether the Brand Focus versus Core Steering Wheel is installed.						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['EC_AudTel2-<VC_AUD_SWS_CF>', 'SteeringWheelType']	
188	Stop_And_Start_cfg	Stop And Start Configuration (1=present)	Car_Configuration_1.Stop_And_Start					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Car_Configuration_1.Stop_And_Start', 'Proxi_StartAndStop', 'Stop_And_Start_cfg']	
189	SuperTrackPack							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_STP_PRSNT', 'SuperTrackPack']	
190	Surround	Surround Sound Present	<Surround>	Logical Identifier=Surround	500	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r500（Parameter Group: （空）；查詢鍵 Logical Identifier=Surround）	
191	SVC_SK_PRSNT		Surround_View_Camera	Atlantis Signal Name=Surround_View_Camera	761	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r761（Parameter Group: Adas_Configuration_5；查詢鍵 Atlantis Signal Name=Surround_View_Camera）	
192	TBM_Audio_Config		TBM_Audio_Config	Atlantis Signal Name=TBM_Audio_Config ¦ Logical Identifier=TBM_Audio_Config	738	0 = Type 1 1 = Type 2		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r738（Parameter Group: Telematic_Configuration_3；查詢鍵 Atlantis Signal Name=TBM_Audio_Config ¦ Logical Identifier=TBM_Audio_Config）	
193	TBM_Default_DRM_Level			Logical Identifier=TBM_Default_DRM_Level	928	0 = Level 0 - TBM SR21 and earlier 1 = Level 1 - TBM SR22 and beyond		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r928（Parameter Group: Telematic_Configuration_6；查詢鍵 Logical Identifier=TBM_Default_DRM_Level）	
194	TBM_Present	If TBM is present or not	CAN node 35 (TBM) CAN node 35 (TBM/FTM)	Atlantis Signal Name=CAN node 35 (TBM/FTM)	41	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r41（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=CAN node 35 (TBM/FTM)）	
195	TBM_Second_Generation							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['EC_AudTel4B: <TBM Second Generation>', 'TBM_Second_Generation']	
196	Temp_Display_Resolution	Temperature Display Resolution in 0.5 degree or 1 degree C steps	Temp_Display_Resolution	Atlantis Signal Name=Temp_Display_Resolution ¦ Logical Identifier=Temp_Display_Resolution	344	0 = 0.5 degree C 1 = 1 degree C		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r344（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Temp_Display_Resolution ¦ Logical Identifier=Temp_Display_Resolution）	僅揭露，非錨：Disp
197	Themed_Sounds		Themed_Sounds	Atlantis Signal Name=Themed_Sounds ¦ Logical Identifier=Themed_Sounds	856	0 = Not present 1 = Default Synthesized 2 = Default Wave 3 = 332 BEV 4 = Follow Brand_Configuration_2 5 = Fiat LATAM		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r856（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Themed_Sounds ¦ Logical Identifier=Themed_Sounds）	
198	Tow_Specific_Navigation	Tow Specific Navigation						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['EC_AudTel3B <Tow_Specific_Navigation>', 'Tow_Specific_Navigation']	
199	Traffic_Sign_Connected_Service	Feature present	Traffic_Sign_Connected_Service	Atlantis Signal Name=Traffic_Sign_Connected_Service ¦ Logical Identifier=Traffic_Sign_Connected_Service	953	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r953（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Traffic_Sign_Connected_Service ¦ Logical Identifier=Traffic_Sign_Connected_Service）	
200	Traffic_Sign_Recognition	Traffic Sign Information Feature	Traffic_Sign_Recognition	Atlantis Signal Name=Traffic_Sign_Recognition ¦ Logical Identifier=Traffic_Sign_Recognition	676	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r676（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Traffic_Sign_Recognition ¦ Logical Identifier=Traffic_Sign_Recognition）	
201	TriMode_cfg		HVAC_Mode_Type	Atlantis Signal Name=HVAC_Mode_Type	880	0 = No Trimode 1 = Trimode_5 modes 2 = Trimode_7 modes		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r880（Parameter Group: infotainment_Configuration_30；查詢鍵 Atlantis Signal Name=HVAC_Mode_Type）	
202	TRSCPresence	Trailer reverse steering control Present	Trailer_Reverse_Steering_Presence	Atlantis Signal Name=Trailer_Reverse_Steering_Presence	927	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r927（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Trailer_Reverse_Steering_Presence）	
203	Unique_CoreSteeringWheel							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Unique_CoreSteeringWheel']	
204	USB_Connection_Present		USB_Connection_Present	Atlantis Signal Name=USB_Connection_Present ¦ Logical Identifier=USB_Connection_Present	733	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r733（Parameter Group: Telematic_Configuration_2；查詢鍵 Atlantis Signal Name=USB_Connection_Present ¦ Logical Identifier=USB_Connection_Present）	
205	USB_Presence		USB_Presence	Atlantis Signal Name=USB_Presence ¦ Logical Identifier=USB_Presence	638	0 = Absent 1 = 1 USB 2 = 2 USB 3 = 3 USB 4 = 4 USB 5 = 5 USB 6 = 6 USB 7 = 7 USB		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r638（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=USB_Presence ¦ Logical Identifier=USB_Presence）	
206	V2H_Present	Feature present	V2H_Present	Atlantis Signal Name=V2H_Present ¦ Logical Identifier=V2H_Present	1030	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r1030（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=V2H_Present ¦ Logical Identifier=V2H_Present）	
207	V2L_Present	Feature present	V2L_Present	Atlantis Signal Name=V2L_Present ¦ Logical Identifier=V2L_Present	1031	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r1031（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=V2L_Present ¦ Logical Identifier=V2L_Present）	
208	V2V_Present	Feature present	V2V_Present	Atlantis Signal Name=V2V_Present ¦ Logical Identifier=V2V_Present	1029	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r1029（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=V2V_Present ¦ Logical Identifier=V2V_Present）	
209	VC_ABSM							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ABSM', 'VC_ABSM']	
210	VC_AC_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AC_Prsnt', 'VC_AC_Prsnt']	
211	VC_ACC_DLY_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ACC_DLY_CSO', 'VC_ACC_DLY_CSO']	
212	VC_ACC_Type	Adaptive Cruise Control	Adaptive_Cruise_Control	Atlantis Signal Name=Adaptive_Cruise_Control	402	0 = Absent 1 = ACC 2 = ACC with Stop 3 = ACC with Stop/Go		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r402（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Adaptive_Cruise_Control）	
213	VC_ADJ_PDL_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ADJ_PDL_PRSNT', 'VC_ADJ_PDL_PRSNT']	
214	VC_ADR_PRSNT	ADR Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ADR_PRSNT', 'VC_ADR_PRSNT']	
215	VC_AFLS_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AFLS_CSO', 'VC_AFLS_CSO']	
216	VC_AMB_DMR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AMB_DMR_CSO', 'VC_AMB_DMR_CSO']	
217	VC_AmbLtgPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AmbLtgPrsnt', 'VC_AmbLtgPrsnt']	
218	VC_AmbTempLct							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AmbTempLct', 'VC_AmbTempLct']	
219	VC_AnlgDrSnsr							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AnlgDrSnsr', 'VC_AnlgDrSnsr']	
220	VC_AQS_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AQS_Prsnt', 'VC_AQS_Prsnt']	
221	VC_ARC_PRSNT	Race Cooldown Present	After_Run_Cooling_Presence	Atlantis Signal Name=After_Run_Cooling_Presence	933	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r933（Parameter Group: Infotainment_Configuration_32；查詢鍵 Atlantis Signal Name=After_Run_Cooling_Presence）	
222	VC_AS_ERS		ERS_Autostick_Presence					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['ERS_Autostick_Presence', 'VC_AS_ERS', 'VC_AS_ERS']	
223	VC_ASCM_TJ_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ASCM_TJ_CSO', 'VC_ASCM_TJ_CSO']	
224	VC_ASCM_WRN_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ASCM_WRN_CSO', 'VC_ASCM_WRN_CSO']	
225	VC_AUTO_AERO_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AUTO_AERO_CSO', 'VC_AUTO_AERO_CSO']	
226	VC_AUTO_HB_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AUTO_HB_CSO', 'VC_AUTO_HB_CSO']	
227	VC_AUTO_HL							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AUTO_HL', 'VC_AUTO_HL']	
228	VC_AUTO_HL	Auto headlamp feature present	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_AUTO_HL', 'VC_AUTO_HL']	
229	VC_AUTO_PRK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AUTO_PRK_CSO', 'VC_AUTO_PRK_CSO']	
230	VC_AUTO_SS_CSO	Automatic side step customer settings menu	CAN node 97 (PSSM)	Atlantis Signal Name=CAN node 97 (PSSM)	103	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r103（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=CAN node 97 (PSSM)）	
231	VC_AutoParkPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_AutoParkPrsnt', 'VC_AutoParkPrsnt']	
232	VC_AxleLockerPrsnt	Axle Locker Present	Drive_Type_Variant	Atlantis Signal Name=Drive_Type_Variant	423	0 = FWD 1 = RWD 2 = Single Speed AWD 3 = 2 Speed 4WD 4 = 2 Speed 4WD with ELSD		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r423（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Drive_Type_Variant）	
233	VC_Base_TPM							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Base_TPM', 'VC_Base_TPM']	
234	VC_BLIND_SPOT_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_BLIND_SPOT_CSO', 'VC_BLIND_SPOT_CSO']	
235	VC_BODY_STYLE	Body style	Car_Shape_Configuration and Number_Of_Doors	Atlantis Signal Name=Number_Of_Doors	309	0 = No doors (Special Version) 1 = 2 Doors (Regular Cab) 2 = 3 Doors 3 = 4 Doors (Mega Cab or Crew Cab)		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r309（Parameter Group: Car_Configuration_11；查詢鍵 Atlantis Signal Name=Number_Of_Doors）	
236	VC_BrkTyp							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_BrkTyp', 'VC_BrkTyp']	
237	VC_CAPACITY_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CAPACITY_CSO', 'VC_CAPACITY_CSO']	
238	VC_ChassisType							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ChassisType', 'VC_ChassisType']	
239	VC_ChildDisp_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ChildDisp_Prsnt', 'VC_ChildDisp_Prsnt']	僅揭露，非錨：Disp
240	VC_CHILLER_PRSNT	Chiller Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CHILLER_PRSNT', 'VC_CHILLER_PRSNT']	
241	VC_CHMCM_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CHMCM_Prsnt', 'VC_CHMCM_Prsnt']	
242	VC_CHMSL_LINE_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CHMSL_LINE_CSO', 'VC_CHMSL_LINE_CSO']	
243	VC_CLK_DSP_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CLK_DSP_CSO', 'VC_CLK_DSP_CSO']	
244	VC_CMP_CAL_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CMP_CAL_CSO', 'VC_CMP_CAL_CSO']	
245	VC_CMP_DISP	Display compass heading present	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_CMP_DISP', 'VC_CMP_DISP']	僅揭露，非錨：DISP,Disp
246	VC_CMP_VAR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CMP_VAR_CSO', 'VC_CMP_VAR_CSO']	
247	VC_CMRA_GRDLNS_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CMRA_GRDLNS_CSO', 'VC_CMRA_GRDLNS_CSO']	
248	VC_CMS							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CMS', 'VC_CMS']	
249	VC_CONS_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CONS_CSO', 'VC_CONS_CSO']	
250	VC_COUNTRY	Vehicle Configuration by Destination Country (this has a different set of values than is in the PNet Local Signal ECUCfg3.EC_AudTel1b-<DEST> or PROXI Car_Configuration_16.Country_Code parameter.	Country_Code	Atlantis Signal Name=Country_Code	468	0 = World 2 = United States of America 4 = Canada 14 = Mexico 16 = China Mainland 18 = Bahrain 97 = Iraq 104 = Jordan 108 = Kuwait 112 = Lebanon 149 = Oman 160 = Qatar 165 = Saudi Arabia 204 = United Arab Emirates 215 = Yemen		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r468（Parameter Group: Car_Configuration_16；查詢鍵 Atlantis Signal Name=Country_Code）	
251	VC_CRUISE_PRSNT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_CRUISE_PRSNT', 'VC_CRUISE_PRSNT']	
252	VC_DampingPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DampingPrsnt', 'VC_DampingPrsnt']	
253	VC_Dgtl_CHMSL_Cam_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Dgtl_CHMSL_Cam_Prsnt']	
254	VC_DISTANCE_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DISTANCE_CSO', 'VC_DISTANCE_CSO']	
255	VC_DNTMD_PRSNT		Donut_Mode	Atlantis Signal Name=Donut_Mode	984	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r984（Parameter Group: Infotainment_Configuration_34；查詢鍵 Atlantis Signal Name=Donut_Mode）	
256	VC_DR_LK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DR_LK_CSO', 'VC_DR_LK_CSO']	
257	VC_DR_UNLK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DR_UNLK_CSO', 'VC_DR_UNLK_CSO']	
258	VC_DRAG_PRESENT	Drag Mode Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_DRAG_PRESENT', 'VC_DRAG_PRESENT']	
259	VC_DrAlrPrsnt	Door alert feature present	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_DrAlrPrsnt', 'VC_DrAlrPrsnt']	
260	VC_DRFTMD_PRSNT		Drift_Mode	Atlantis Signal Name=Drift_Mode	985	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r985（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Drift_Mode）	
