tc_id	req_id	sections_before	sections_after	external_before	external_after	same_set	own_first	ascending_rest
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	2.14|6.3|9.1|9.2|16.2	9.2|2.14|6.3|9.1|16.2			True	True	True
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	2.14|6.3|14.15|14.18|16.2	14.18|2.14|6.3|14.15|16.2			True	True	True
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	2.14|3.2|6.3|16.2|16.3|16.13	16.3|2.14|3.2|6.3|16.2|16.13			True	True	True
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	2.14|6.3|16.2|16.3	16.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	2.14|6.3|16.2|16.6	16.6|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	2.14|6.3|16.2|16.6.1	16.6.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	2.14|6.3|16.2|16.6.1	16.6.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	2.14|6.3|16.2|16.6.1	16.6.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-417	SWE1-HVAC-112-04	2.14|6.3|16.2|16.7	16.7|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-418	SWE1-HVAC-112-04	2.14|6.3|16.2|16.7	16.7|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-419	SWE1-HVAC-112-04	2.14|6.3|16.2|16.7	16.7|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-420	SWE1-HVAC-112-05	2.14|6.3|16.2|16.7	16.7|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-421	SWE1-HVAC-113-09	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-422	SWE1-HVAC-113-09	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-423	SWE1-HVAC-113-09	2.14|3.2|6.3|16.2|16.8	16.8|2.14|3.2|6.3|16.2			True	True	True
NR1L-ComfortHMI-424	SWE1-HVAC-115-05	2.14|3.4|6.3|16.2|16.10|17.3	16.10|2.14|3.4|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-425	SWE1-HVAC-115-05	2.14|3.4|6.3|16.2|16.10|17.3	16.10|2.14|3.4|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-426	SWE1-HVAC-118-07	2.14|6.3|16.2|16.12.1	16.12.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-427	SWE1-HVAC-119-08	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-428	SWE1-HVAC-119-08	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-429	SWE1-HVAC-119-08	2.14|6.3|16.2|16.13	16.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-430	SWE1-HVAC-015-04	2.11|2.14|6.3|16.2	2.11|2.14|6.3|16.2	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	True	True	True
NR1L-ComfortHMI-431	SWE1-HVAC-015-05	2.11|2.14|6.3|16.2	2.11|2.14|6.3|16.2	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	True	True	True
NR1L-ComfortHMI-432	SWE1-HVAC-116-03	2.14|6.3|16.2|16.11	16.11|2.14|6.3|16.2	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	True	True	True
NR1L-ComfortHMI-433	SWE1-HVAC-116-04	2.14|6.3|16.2|16.11	16.11|2.14|6.3|16.2	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	True	True	True
NR1L-ComfortHMI-434	SWE1-HVAC-083	2.14|6.3|14.1|16.2	14.1|2.14|6.3|16.2	Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023)_Main	Pop Up List HMI R1 SR24 Post 2A (Dec 15, 2023)_Main	True	True	True
NR1L-ComfortHMI-435	SWE1-HVAC-001-01	2.1|2.14|6.3	2.1|2.14|6.3			True	True	True
NR1L-ComfortHMI-436	SWE1-HVAC-001-01	2.1|2.14|6.3	2.1|2.14|6.3			True	True	True
NR1L-ComfortHMI-437	SWE1-HVAC-001-01	2.1|2.14|6.3	2.1|2.14|6.3			True	True	True
NR1L-ComfortHMI-438	SWE1-HVAC-001-02	2.1|2.14|6.3	2.1|2.14|6.3			True	True	True
NR1L-ComfortHMI-439	SWE1-HVAC-006-04	2.5|2.14|6.3|16.2	2.5|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-440	SWE1-HVAC-016-01	2.12|2.14|6.3|16.2	2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-441	SWE1-HVAC-016-01	2.12|2.14|6.3|16.2	2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-442	SWE1-HVAC-016-01	2.12|2.14|6.3|16.2	2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-443	SWE1-HVAC-016-01	2.12|2.14|6.3|16.2	2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-444	SWE1-HVAC-016-02	2.12|2.14|6.3|16.2	2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-445	SWE1-HVAC-016-03	2.12|2.14|6.3|16.2	2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-446	SWE1-HVAC-018-01	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-447	SWE1-HVAC-018-01	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-448	SWE1-HVAC-018-01	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-449	SWE1-HVAC-018-01	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-450	SWE1-HVAC-018-01	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-451	SWE1-HVAC-018-02	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-452	SWE1-HVAC-018-03	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-453	SWE1-HVAC-018-04	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-454	SWE1-HVAC-018-04	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-455	SWE1-HVAC-018-04	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-456	SWE1-HVAC-018-05	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-457	SWE1-HVAC-018-06	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-458	SWE1-HVAC-019-02	2.13|2.14|6.3|16.2	2.13|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-459	SWE1-HVAC-039	2.14|6.3|9.1|16.2	9.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-460	SWE1-HVAC-047	2.3|2.14|10.1|10.4	10.4|2.3|2.14|10.1			True	True	True
NR1L-ComfortHMI-461	SWE1-HVAC-099	2.14|6.3|14.15|16.2	14.15|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-462	SWE1-HVAC-122-02	6.3|16.2|16.16	16.16|6.3|16.2			True	True	True
NR1L-ComfortHMI-463	SWE1-HVAC-129-01	2.14|6.3|16.2|17.3|18.1	18.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-464	SWE1-HVAC-129-02	2.14|6.3|16.2|18.1	18.1|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-465	SWE1-HVAC-129-03	2.14|6.3|16.2|17.3|18.1	18.1|2.14|6.3|16.2|17.3			True	True	True
NR1L-ComfortHMI-466	SWE1-HVAC-019-03	2.13	2.13			True	True	True
NR1L-ComfortHMI-467	SWE1-HVAC-003-07	2.3|2.14|6.3|16.2	2.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-468	SWE1-HVAC-003-07	2.3|2.14|6.3|16.2	2.3|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-469	SWE1-HVAC-009-04	2.6.1|2.14|16.2	2.6.1|2.14|16.2			True	True	True
NR1L-ComfortHMI-470	SWE1-HVAC-010-03	2.7|2.14|16.2	2.7|2.14|16.2			True	True	True
NR1L-ComfortHMI-471	SWE1-HVAC-015-04	2.11|2.14|6.3|16.2	2.11|2.14|6.3|16.2	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	CFTS043-HVAC Controls and Displays_Tree view_R1L-R scope_NEWR1L-53677	True	True	True
NR1L-ComfortHMI-472	SWE1-HVAC-018-05	2.12|2.12.2|2.14|6.3|16.2	2.12.2|2.12|2.14|6.3|16.2			True	True	True
NR1L-ComfortHMI-473	SWE1-HVAC-080-01	13.4	13.4			True	True	True
NR1L-ComfortHMI-474	SWE1-HVAC-111-04	2.14|6.3|16.2|16.6.1	16.6.1|2.14|6.3|16.2			True	True	True
