sheet	cell	tc_id	item	before	after
Test Case Specification 測試用例規範	X215	NR1L-ComfortHMI-077	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y215	NR1L-ComfortHMI-077	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I216	NR1L-ComfortHMI-078	M9-compound	"EH9.) The comfort pop ups triggered by hard controls interaction shall reflect the AUTO ECO and AUTO states.

(press the AUTO button once, then change the fan speed using the fan speed hard control -> The comfort pop up reflects the AUTO ON state)"	"EH9.) The comfort pop ups triggered by hard controls interaction shall reflect the AUTO ECO and AUTO states.

(change the fan speed using the fan speed hard control -> The comfort pop up reflects the AUTO ON state)"
Test Case Specification 測試用例規範	L216	NR1L-ComfortHMI-078	M7+M9-compound	"1. Press the AUTO button until the AUTO ECO mode is active, then change the fan speed using the fan speed hard control
2. Press the AUTO button once, then change the fan speed using the fan speed hard control"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Change the fan speed using the fan speed hard control
3. Press the ""AUTO"" button until the AUTO ON state is active
4. Change the fan speed using the fan speed hard control"
Test Case Specification 測試用例規範	M216	NR1L-ComfortHMI-078	M9-compound	"1. The comfort pop up reflects the AUTO ECO state
2. The comfort pop up reflects the AUTO ON state"	"1. The AUTO state is AUTO ECO
2. The comfort pop up reflects the AUTO ECO state
3. The AUTO state is AUTO ON
4. The comfort pop up reflects the AUTO ON state"
Test Case Specification 測試用例規範	N216	NR1L-ComfortHMI-078	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9、10.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.1"
Test Case Specification 測試用例規範	T216	NR1L-ComfortHMI-078	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U216	NR1L-ComfortHMI-078	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W216	NR1L-ComfortHMI-078	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X216	NR1L-ComfortHMI-078	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y216	NR1L-ComfortHMI-078	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I217	NR1L-ComfortHMI-079	M7	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the AUTO button once and read the AUTO pop up -> The AUTO pop up reads ""Press again to improve climate performance"")"	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the ""AUTO"" button once and read the AUTO pop up -> The AUTO pop up reads ""Press again to improve climate performance"")"
Test Case Specification 測試用例規範	L217	NR1L-ComfortHMI-079	M7	"1. Press the AUTO button until AUTO is off
2. Press the AUTO button once and read the AUTO pop up"	"1. Press the ""AUTO"" button until AUTO is off
2. Press the ""AUTO"" button once and read the AUTO pop up"
Test Case Specification 測試用例規範	N217	NR1L-ComfortHMI-079	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9.1、10.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.1"
Test Case Specification 測試用例規範	T217	NR1L-ComfortHMI-079	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U217	NR1L-ComfortHMI-079	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W217	NR1L-ComfortHMI-079	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X217	NR1L-ComfortHMI-079	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y217	NR1L-ComfortHMI-079	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I218	NR1L-ComfortHMI-080	M7	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the AUTO button once and read the AUTO pop up -> The AUTO pop up reads ""Press again for lower battery consumption"")"	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the ""AUTO"" button once and read the AUTO pop up -> The AUTO pop up reads ""Press again for lower battery consumption"")"
Test Case Specification 測試用例規範	L218	NR1L-ComfortHMI-080	M7	"1. Press the AUTO button until the AUTO ECO mode is active
2. Press the AUTO button once and read the AUTO pop up"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Press the ""AUTO"" button once and read the AUTO pop up"
Test Case Specification 測試用例規範	N218	NR1L-ComfortHMI-080	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9.1、10.1、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.9.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_10.1"
Test Case Specification 測試用例規範	T218	NR1L-ComfortHMI-080	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U218	NR1L-ComfortHMI-080	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W218	NR1L-ComfortHMI-080	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X218	NR1L-ComfortHMI-080	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y218	NR1L-ComfortHMI-080	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N219	NR1L-ComfortHMI-304	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T219	NR1L-ComfortHMI-304	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U219	NR1L-ComfortHMI-304	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W219	NR1L-ComfortHMI-304	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X219	NR1L-ComfortHMI-304	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y219	NR1L-ComfortHMI-304	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N220	NR1L-ComfortHMI-305	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T220	NR1L-ComfortHMI-305	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U220	NR1L-ComfortHMI-305	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W220	NR1L-ComfortHMI-305	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X220	NR1L-ComfortHMI-305	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y220	NR1L-ComfortHMI-305	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N221	NR1L-ComfortHMI-306	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T221	NR1L-ComfortHMI-306	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U221	NR1L-ComfortHMI-306	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W221	NR1L-ComfortHMI-306	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X221	NR1L-ComfortHMI-306	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y221	NR1L-ComfortHMI-306	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N222	NR1L-ComfortHMI-307	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T222	NR1L-ComfortHMI-307	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U222	NR1L-ComfortHMI-307	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W222	NR1L-ComfortHMI-307	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X222	NR1L-ComfortHMI-307	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y222	NR1L-ComfortHMI-307	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N223	NR1L-ComfortHMI-308	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2、11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T223	NR1L-ComfortHMI-308	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U223	NR1L-ComfortHMI-308	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W223	NR1L-ComfortHMI-308	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X223	NR1L-ComfortHMI-308	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y223	NR1L-ComfortHMI-308	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N224	NR1L-ComfortHMI-309	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2、11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T224	NR1L-ComfortHMI-309	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U224	NR1L-ComfortHMI-309	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W224	NR1L-ComfortHMI-309	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X224	NR1L-ComfortHMI-309	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y224	NR1L-ComfortHMI-309	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N225	NR1L-ComfortHMI-310	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2、11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T225	NR1L-ComfortHMI-310	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U225	NR1L-ComfortHMI-310	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W225	NR1L-ComfortHMI-310	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X225	NR1L-ComfortHMI-310	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y225	NR1L-ComfortHMI-310	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N226	NR1L-ComfortHMI-311	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2、11.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T226	NR1L-ComfortHMI-311	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U226	NR1L-ComfortHMI-311	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W226	NR1L-ComfortHMI-311	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X226	NR1L-ComfortHMI-311	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y226	NR1L-ComfortHMI-311	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N227	NR1L-ComfortHMI-312	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.3、17.3、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
Test Case Specification 測試用例規範	T227	NR1L-ComfortHMI-312	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U227	NR1L-ComfortHMI-312	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W227	NR1L-ComfortHMI-312	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X227	NR1L-ComfortHMI-312	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y227	NR1L-ComfortHMI-312	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N228	NR1L-ComfortHMI-313	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.4、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
Test Case Specification 測試用例規範	T228	NR1L-ComfortHMI-313	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U228	NR1L-ComfortHMI-313	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W228	NR1L-ComfortHMI-313	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X228	NR1L-ComfortHMI-313	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y228	NR1L-ComfortHMI-313	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N229	NR1L-ComfortHMI-314	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.4、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
Test Case Specification 測試用例規範	T229	NR1L-ComfortHMI-314	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U229	NR1L-ComfortHMI-314	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W229	NR1L-ComfortHMI-314	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X229	NR1L-ComfortHMI-314	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y229	NR1L-ComfortHMI-314	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N230	NR1L-ComfortHMI-382	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.5、17.3、2.14、16.2; HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026)_Settings	"HMI Settings List R1 SR25 Post R1L-R (Feb 13 2026)_Settings
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
Test Case Specification 測試用例規範	T230	NR1L-ComfortHMI-382	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U230	NR1L-ComfortHMI-382	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W230	NR1L-ComfortHMI-382	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X230	NR1L-ComfortHMI-382	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y230	NR1L-ComfortHMI-382	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N231	NR1L-ComfortHMI-315	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T231	NR1L-ComfortHMI-315	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U231	NR1L-ComfortHMI-315	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W231	NR1L-ComfortHMI-315	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X231	NR1L-ComfortHMI-315	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y231	NR1L-ComfortHMI-315	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N232	NR1L-ComfortHMI-316	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T232	NR1L-ComfortHMI-316	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U232	NR1L-ComfortHMI-316	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W232	NR1L-ComfortHMI-316	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X232	NR1L-ComfortHMI-316	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y232	NR1L-ComfortHMI-316	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N233	NR1L-ComfortHMI-317	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T233	NR1L-ComfortHMI-317	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U233	NR1L-ComfortHMI-317	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W233	NR1L-ComfortHMI-317	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X233	NR1L-ComfortHMI-317	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y233	NR1L-ComfortHMI-317	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N234	NR1L-ComfortHMI-318	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T234	NR1L-ComfortHMI-318	R-C48(amend2)/R-C62 車型欄	1	0
