# vm_unmapped.tsv —— CMF-04 §2（**只出 plan，未填入任何工作簿**：§3 四個停點全數命中，見上繳包 §0）。
# PROXI 值取 docs/reports/proxi_axis_values.tsv 之 `Dec`（含 label）—— R-C62 之裁定；
#   `Dec` 與 `PROXI Read` 不一致者，另一值以 [PROXI Read=n] 併列於同格。
# V=Promaster、Y=Toro、Z=Fastback（工作簿欄名）。
# R-C62-4：PC 載有軸，但該軸無 PROXI 參數對應 —— 三台維持 1，待 Pei。
tc_id	req_id	pc_line_verbatim	reason
NR1L-ComfortHMI-296	SWE1-HVAC-036-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-297	SWE1-HVAC-036-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-298	SWE1-HVAC-036-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-299	SWE1-HVAC-036-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-300	SWE1-HVAC-036-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-301	SWE1-HVAC-037	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-302	SWE1-HVAC-038-01	The vehicle is a 4 Zone Climate vehicle, which includes two temperature zones in the rear climate	PROXI 無 4-zone 參數
NR1L-ComfortHMI-302	SWE1-HVAC-038-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-303	SWE1-HVAC-038-02	The vehicle is a 4 Zone Climate vehicle, which includes two temperature zones in the rear climate	PROXI 無 4-zone 參數
NR1L-ComfortHMI-303	SWE1-HVAC-038-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-304	SWE1-HVAC-054-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-305	SWE1-HVAC-054-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-306	SWE1-HVAC-054-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-307	SWE1-HVAC-054-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-308	SWE1-HVAC-055-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-309	SWE1-HVAC-055-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-310	SWE1-HVAC-055-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-311	SWE1-HVAC-055-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-312	SWE1-HVAC-056	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-313	SWE1-HVAC-057-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-314	SWE1-HVAC-057-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-315	SWE1-HVAC-059-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-316	SWE1-HVAC-059-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-317	SWE1-HVAC-059-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-318	SWE1-HVAC-059-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-319	SWE1-HVAC-059-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-320	SWE1-HVAC-059-06	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-321	SWE1-HVAC-060-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-322	SWE1-HVAC-060-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-323	SWE1-HVAC-061-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-324	SWE1-HVAC-061-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-325	SWE1-HVAC-061-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-326	SWE1-HVAC-061-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-327	SWE1-HVAC-062-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-328	SWE1-HVAC-062-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-329	SWE1-HVAC-062-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-330	SWE1-HVAC-062-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-331	SWE1-HVAC-063-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-332	SWE1-HVAC-063-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-333	SWE1-HVAC-064-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-334	SWE1-HVAC-064-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-335	SWE1-HVAC-064-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-336	SWE1-HVAC-065-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-337	SWE1-HVAC-065-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-338	SWE1-HVAC-065-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-339	SWE1-HVAC-066	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-340	SWE1-HVAC-067-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-341	SWE1-HVAC-067-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-342	SWE1-HVAC-067-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-343	SWE1-HVAC-067-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-344	SWE1-HVAC-068-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-345	SWE1-HVAC-068-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-346	SWE1-HVAC-068-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-347	SWE1-HVAC-068-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-348	SWE1-HVAC-069-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-349	SWE1-HVAC-069-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-350	SWE1-HVAC-070	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-351	SWE1-HVAC-071-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-352	SWE1-HVAC-071-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-353	SWE1-HVAC-073-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-354	SWE1-HVAC-073-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-355	SWE1-HVAC-074-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-356	SWE1-HVAC-074-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-357	SWE1-HVAC-074-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-358	SWE1-HVAC-075-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-359	SWE1-HVAC-075-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-360	SWE1-HVAC-075-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-361	SWE1-HVAC-125-08	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-362	SWE1-HVAC-126-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-363	SWE1-HVAC-004-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-364	SWE1-HVAC-004-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-365	SWE1-HVAC-007-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-366	SWE1-HVAC-007-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-367	SWE1-HVAC-040-01	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-367	SWE1-HVAC-040-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-368	SWE1-HVAC-040-02	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-368	SWE1-HVAC-040-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-369	SWE1-HVAC-041	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-369	SWE1-HVAC-041	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-370	SWE1-HVAC-042-01	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-370	SWE1-HVAC-042-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-371	SWE1-HVAC-042-02	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-371	SWE1-HVAC-042-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-372	SWE1-HVAC-042-03	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-372	SWE1-HVAC-042-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-373	SWE1-HVAC-043	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-373	SWE1-HVAC-043	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-374	SWE1-HVAC-096-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-375	SWE1-HVAC-096-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-376	SWE1-HVAC-096-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-377	SWE1-HVAC-098	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-378	SWE1-HVAC-127-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-379	SWE1-HVAC-127-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-380	SWE1-HVAC-128-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-381	SWE1-HVAC-128-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-382	SWE1-HVAC-058	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-383	SWE1-HVAC-072	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-384	SWE1-HVAC-105-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-385	SWE1-HVAC-105-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-386	SWE1-HVAC-003-06	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-387	SWE1-HVAC-003-06	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-388	SWE1-HVAC-007-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-389	SWE1-HVAC-008-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-390	SWE1-HVAC-009-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-391	SWE1-HVAC-009-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-392	SWE1-HVAC-009-06	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-393	SWE1-HVAC-010-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-394	SWE1-HVAC-010-03	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-395	SWE1-HVAC-010-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-396	SWE1-HVAC-012-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-400	SWE1-HVAC-031-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-401	SWE1-HVAC-032-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-402	SWE1-HVAC-032-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-403	SWE1-HVAC-032-04	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-404	SWE1-HVAC-033-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-405	SWE1-HVAC-036-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-406	SWE1-HVAC-036-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-407	SWE1-HVAC-036-05	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-408	SWE1-HVAC-040-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	On some vehicles (See CFTS043 for details), there are additional Rear Climate controls and shortcuts	ch9 變體之決定者未知（DR #41）；非 `Rear_Climate`
NR1L-ComfortHMI-409	SWE1-HVAC-040-01	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-410	SWE1-HVAC-103-02	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-411	SWE1-HVAC-107-06	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-412	SWE1-HVAC-107-07	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-413	SWE1-HVAC-110-01	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-414	SWE1-HVAC-111-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-415	SWE1-HVAC-111-03	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
NR1L-ComfortHMI-416	SWE1-HVAC-111-05	The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16	EMEA ICS 於 129 節零字面（`EMEA` 0 命中）；PROXI 無對應參數
