tc_id	req_id	nav_steps	destination	entry_fixed_today	enter_comfort_reaches	missing_hop	hop_label_in_comfort_spec	hop_label_evidence	er_shift_if_rewritten
NR1L-ComfortHMI-222	SWE1-HVAC-115-08	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-223	SWE1-HVAC-116-01	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-224	SWE1-HVAC-116-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-225	SWE1-HVAC-119-01	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-226	SWE1-HVAC-119-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-227	SWE1-HVAC-119-03	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-228	SWE1-HVAC-119-04		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-229	SWE1-HVAC-119-05	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-230	SWE1-HVAC-119-06	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-231	SWE1-HVAC-119-07	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-232	SWE1-HVAC-119-08	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-233	SWE1-HVAC-119-09		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-234	SWE1-HVAC-119-10		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-235	SWE1-HVAC-119-11	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-236	SWE1-HVAC-119-12	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-237	SWE1-HVAC-113-01	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-238	SWE1-HVAC-113-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-239	SWE1-HVAC-113-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-240	SWE1-HVAC-113-04	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-241	SWE1-HVAC-113-05	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-242	SWE1-HVAC-113-06	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-243	SWE1-HVAC-113-07	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-244	SWE1-HVAC-113-08	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-245	SWE1-HVAC-113-09		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-246	SWE1-HVAC-113-10		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-247	SWE1-HVAC-113-11	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-248	SWE1-HVAC-113-12	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-249	SWE1-HVAC-114-01	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-250	SWE1-HVAC-114-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-251	SWE1-HVAC-117-01	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-252	SWE1-HVAC-117-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	Open Climate main on the climate screen	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	Open Climate main on the climate screen	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	Open a screen other than Climate main	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	Open a screen other than Climate main	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	Open a screen other than Climate main	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	Open the Rear Climate screen and note the front airflow mode	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-264	SWE1-HVAC-121-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-265	SWE1-HVAC-121-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	Open the rear climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	Open the rear climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	Open the rear climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-269	SWE1-HVAC-029-01	(入口只宣告於 PC)	Climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> climate screen	none	129 節全文掃描：2.3／2.7／2.10／2.12 只寫 `main category control`／`Category button`，無引號標籤；無任何節給出開啟 climate screen 之按鍵逐字	yes
NR1L-ComfortHMI-270	SWE1-HVAC-029-02	Open the rear climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	Open the rear climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	Open the rear climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-293	SWE1-HVAC-035-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-294	SWE1-HVAC-035-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-295	SWE1-HVAC-035-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-296	SWE1-HVAC-036-01	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-297	SWE1-HVAC-036-02	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-298	SWE1-HVAC-036-03	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-299	SWE1-HVAC-036-04	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-300	SWE1-HVAC-036-05	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-301	SWE1-HVAC-037	(入口只宣告於 PC)	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-302	SWE1-HVAC-038-01	Open the rear climate screen	Rear climate screen	no	yes（2 hops 到 Comfort app）	Comfort app -> rear climate screen	none	7.6 只寫 `REAR CLIMATE OFF screen`／`REAR OFF button`；無到達該畫面之 hop 標籤	yes
NR1L-ComfortHMI-303	SWE1-HVAC-038-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-304	SWE1-HVAC-054-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-305	SWE1-HVAC-054-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-306	SWE1-HVAC-054-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-307	SWE1-HVAC-054-04		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-308	SWE1-HVAC-055-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-309	SWE1-HVAC-055-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-310	SWE1-HVAC-055-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-311	SWE1-HVAC-055-04		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-312	SWE1-HVAC-056		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-313	SWE1-HVAC-057-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-314	SWE1-HVAC-057-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-315	SWE1-HVAC-059-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-316	SWE1-HVAC-059-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-317	SWE1-HVAC-059-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-318	SWE1-HVAC-059-04		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-319	SWE1-HVAC-059-05		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-320	SWE1-HVAC-059-06		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-321	SWE1-HVAC-060-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-322	SWE1-HVAC-060-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-323	SWE1-HVAC-061-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-324	SWE1-HVAC-061-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-325	SWE1-HVAC-061-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-326	SWE1-HVAC-061-04		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-327	SWE1-HVAC-062-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-328	SWE1-HVAC-062-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-329	SWE1-HVAC-062-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-330	SWE1-HVAC-062-04		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-331	SWE1-HVAC-063-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-332	SWE1-HVAC-063-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-333	SWE1-HVAC-064-01		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-334	SWE1-HVAC-064-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-335	SWE1-HVAC-064-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-336	SWE1-HVAC-065-01	Open the comfort section	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-337	SWE1-HVAC-065-02	Open the temperature/comfort popup	無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-338	SWE1-HVAC-065-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-339	SWE1-HVAC-066		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-340	SWE1-HVAC-067-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-341	SWE1-HVAC-067-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-342	SWE1-HVAC-067-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-343	SWE1-HVAC-067-04		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-344	SWE1-HVAC-068-01	(入口只宣告於 PC)	Comfort category	no	yes（2 hops 到 Comfort app）	Comfort app -> Climate main	none	2.12.2／16.12.1 寫 `Climate main category control`，為描述語非按鍵標籤；10.8 之 `The Comfort main Menu Bar icon` 亦無 label	yes
NR1L-ComfortHMI-345	SWE1-HVAC-068-02		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-346	SWE1-HVAC-068-03		無導航標的	no	n/a		n/a		no
NR1L-ComfortHMI-347	SWE1-HVAC-068-04		無導航標的	no	n/a		n/a		no
