cell	sheet	tc_id	item	v3	v4
Y342	Test Case Specification 測試用例規範	NR1L-ComfortHMI-087	R-C48(amend2)/R-C62 車型欄	1	0
V343	Test Case Specification 測試用例規範	NR1L-ComfortHMI-088	R-C48(amend2)/R-C62 車型欄	1	0
Y343	Test Case Specification 測試用例規範	NR1L-ComfortHMI-088	R-C48(amend2)/R-C62 車型欄	1	0
Z343	Test Case Specification 測試用例規範	NR1L-ComfortHMI-088	R-C48(amend2)/R-C62 車型欄	1	0
Y344	Test Case Specification 測試用例規範	NR1L-ComfortHMI-089	R-C48(amend2)/R-C62 車型欄	1	0
Y345	Test Case Specification 測試用例規範	NR1L-ComfortHMI-090	R-C48(amend2)/R-C62 車型欄	1	0
Y346	Test Case Specification 測試用例規範	NR1L-ComfortHMI-203	R-C48(amend2)/R-C62 車型欄	1	0
Y347	Test Case Specification 測試用例規範	NR1L-ComfortHMI-204	R-C48(amend2)/R-C62 車型欄	1	0
Y348	Test Case Specification 測試用例規範	NR1L-ComfortHMI-205	R-C48(amend2)/R-C62 車型欄	1	0
Y349	Test Case Specification 測試用例規範	NR1L-ComfortHMI-206	R-C48(amend2)/R-C62 車型欄	1	0
Y350	Test Case Specification 測試用例規範	NR1L-ComfortHMI-207	R-C48(amend2)/R-C62 車型欄	1	0
Y351	Test Case Specification 測試用例規範	NR1L-ComfortHMI-208	R-C48(amend2)/R-C62 車型欄	1	0
Y352	Test Case Specification 測試用例規範	NR1L-ComfortHMI-411	R-C48(amend2)/R-C62 車型欄	1	0
Y353	Test Case Specification 測試用例規範	NR1L-ComfortHMI-209	R-C48(amend2)/R-C62 車型欄	1	0
Y354	Test Case Specification 測試用例規範	NR1L-ComfortHMI-412	R-C48(amend2)/R-C62 車型欄	1	0
Y355	Test Case Specification 測試用例規範	NR1L-ComfortHMI-210	R-C48(amend2)/R-C62 車型欄	1	0
V356	Test Case Specification 測試用例規範	NR1L-ComfortHMI-211	R-C48(amend2)/R-C62 車型欄	1	0
Y356	Test Case Specification 測試用例規範	NR1L-ComfortHMI-211	R-C48(amend2)/R-C62 車型欄	1	0
Z356	Test Case Specification 測試用例規範	NR1L-ComfortHMI-211	R-C48(amend2)/R-C62 車型欄	1	0
Y357	Test Case Specification 測試用例規範	NR1L-ComfortHMI-212	R-C48(amend2)/R-C62 車型欄	1	0
Y358	Test Case Specification 測試用例規範	NR1L-ComfortHMI-213	R-C48(amend2)/R-C62 車型欄	1	0
Y359	Test Case Specification 測試用例規範	NR1L-ComfortHMI-214	R-C48(amend2)/R-C62 車型欄	1	0
Y360	Test Case Specification 測試用例規範	NR1L-ComfortHMI-098	R-C48(amend2)/R-C62 車型欄	1	0
Y361	Test Case Specification 測試用例規範	NR1L-ComfortHMI-413	R-C48(amend2)/R-C62 車型欄	1	0
Y362	Test Case Specification 測試用例規範	NR1L-ComfortHMI-099	R-C48(amend2)/R-C62 車型欄	1	0
Y363	Test Case Specification 測試用例規範	NR1L-ComfortHMI-100	R-C48(amend2)/R-C62 車型欄	1	0
Y364	Test Case Specification 測試用例規範	NR1L-ComfortHMI-101	R-C48(amend2)/R-C62 車型欄	1	0
Y365	Test Case Specification 測試用例規範	NR1L-ComfortHMI-102	R-C48(amend2)/R-C62 車型欄	1	0
Y366	Test Case Specification 測試用例規範	NR1L-ComfortHMI-103	R-C48(amend2)/R-C62 車型欄	1	0
Y367	Test Case Specification 測試用例規範	NR1L-ComfortHMI-104	R-C48(amend2)/R-C62 車型欄	1	0
Y368	Test Case Specification 測試用例規範	NR1L-ComfortHMI-105	R-C48(amend2)/R-C62 車型欄	1	0
Y369	Test Case Specification 測試用例規範	NR1L-ComfortHMI-106	R-C48(amend2)/R-C62 車型欄	1	0
Y370	Test Case Specification 測試用例規範	NR1L-ComfortHMI-414	R-C48(amend2)/R-C62 車型欄	1	0
Y371	Test Case Specification 測試用例規範	NR1L-ComfortHMI-415	R-C48(amend2)/R-C62 車型欄	1	0
Y372	Test Case Specification 測試用例規範	NR1L-ComfortHMI-107	R-C48(amend2)/R-C62 車型欄	1	0
Y373	Test Case Specification 測試用例規範	NR1L-ComfortHMI-108	R-C48(amend2)/R-C62 車型欄	1	0
Y374	Test Case Specification 測試用例規範	NR1L-ComfortHMI-416	R-C48(amend2)/R-C62 車型欄	1	0
Y375	Test Case Specification 測試用例規範	NR1L-ComfortHMI-109	R-C48(amend2)/R-C62 車型欄	1	0
Y376	Test Case Specification 測試用例規範	NR1L-ComfortHMI-110	R-C48(amend2)/R-C62 車型欄	1	0
Y377	Test Case Specification 測試用例規範	NR1L-ComfortHMI-111	R-C48(amend2)/R-C62 車型欄	1	0
Y378	Test Case Specification 測試用例規範	NR1L-ComfortHMI-112	R-C48(amend2)/R-C62 車型欄	1	0
Y379	Test Case Specification 測試用例規範	NR1L-ComfortHMI-417	R-C48(amend2)/R-C62 車型欄	1	0
Y380	Test Case Specification 測試用例規範	NR1L-ComfortHMI-418	R-C48(amend2)/R-C62 車型欄	1	0
Y381	Test Case Specification 測試用例規範	NR1L-ComfortHMI-419	R-C48(amend2)/R-C62 車型欄	1	0
Y382	Test Case Specification 測試用例規範	NR1L-ComfortHMI-113	R-C48(amend2)/R-C62 車型欄	1	0
Y383	Test Case Specification 測試用例規範	NR1L-ComfortHMI-420	R-C48(amend2)/R-C62 車型欄	1	0
Y384	Test Case Specification 測試用例規範	NR1L-ComfortHMI-237	R-C48(amend2)/R-C62 車型欄	1	0
Y385	Test Case Specification 測試用例規範	NR1L-ComfortHMI-238	R-C48(amend2)/R-C62 車型欄	1	0
Y386	Test Case Specification 測試用例規範	NR1L-ComfortHMI-239	R-C48(amend2)/R-C62 車型欄	1	0
Y387	Test Case Specification 測試用例規範	NR1L-ComfortHMI-240	R-C48(amend2)/R-C62 車型欄	1	0
Y388	Test Case Specification 測試用例規範	NR1L-ComfortHMI-241	R-C48(amend2)/R-C62 車型欄	1	0
Y389	Test Case Specification 測試用例規範	NR1L-ComfortHMI-242	R-C48(amend2)/R-C62 車型欄	1	0
Y390	Test Case Specification 測試用例規範	NR1L-ComfortHMI-243	R-C48(amend2)/R-C62 車型欄	1	0
Y391	Test Case Specification 測試用例規範	NR1L-ComfortHMI-244	R-C48(amend2)/R-C62 車型欄	1	0
Y392	Test Case Specification 測試用例規範	NR1L-ComfortHMI-245	R-C48(amend2)/R-C62 車型欄	1	0
Y393	Test Case Specification 測試用例規範	NR1L-ComfortHMI-421	R-C48(amend2)/R-C62 車型欄	1	0
Y394	Test Case Specification 測試用例規範	NR1L-ComfortHMI-422	R-C48(amend2)/R-C62 車型欄	1	0
Y395	Test Case Specification 測試用例規範	NR1L-ComfortHMI-423	R-C48(amend2)/R-C62 車型欄	1	0
Y396	Test Case Specification 測試用例規範	NR1L-ComfortHMI-246	R-C48(amend2)/R-C62 車型欄	1	0
Y397	Test Case Specification 測試用例規範	NR1L-ComfortHMI-247	R-C48(amend2)/R-C62 車型欄	1	0
Y398	Test Case Specification 測試用例規範	NR1L-ComfortHMI-248	R-C48(amend2)/R-C62 車型欄	1	0
Y399	Test Case Specification 測試用例規範	NR1L-ComfortHMI-249	R-C48(amend2)/R-C62 車型欄	1	0
L400	Test Case Specification 測試用例規範	NR1L-ComfortHMI-250	M6+R-C64/DR-46	"1. PENDING: DR-46 DBC message and raw value for $EBL_Stat$ = ""not available/Blink""
2. Read the ""REAR DEFROST"" button on the climate screen"	"1. Send CAN: STATUS_CLIMATE2.HVACRearDef_Sts = 2 (BLINK)
2. Read the ""REAR DEFROST"" button on the climate screen"
M400	Test Case Specification 測試用例規範	NR1L-ComfortHMI-250	R-C64/DR-46	"1. The climate screen is displayed
2. The ""REAR DEFROST"" button is greyed out"	"1. STATUS_CLIMATE2.HVACRearDef_Sts = 2 (BLINK) is sent
2. The ""REAR DEFROST"" button is greyed out"
Y400	Test Case Specification 測試用例規範	NR1L-ComfortHMI-250	R-C48(amend2)/R-C62 車型欄	1	0
Y401	Test Case Specification 測試用例規範	NR1L-ComfortHMI-215	R-C48(amend2)/R-C62 車型欄	1	0
Y402	Test Case Specification 測試用例規範	NR1L-ComfortHMI-216	R-C48(amend2)/R-C62 車型欄	1	0
Y403	Test Case Specification 測試用例規範	NR1L-ComfortHMI-217	R-C48(amend2)/R-C62 車型欄	1	0
Y404	Test Case Specification 測試用例規範	NR1L-ComfortHMI-218	R-C48(amend2)/R-C62 車型欄	1	0
Y405	Test Case Specification 測試用例規範	NR1L-ComfortHMI-219	R-C48(amend2)/R-C62 車型欄	1	0
Y406	Test Case Specification 測試用例規範	NR1L-ComfortHMI-424	R-C48(amend2)/R-C62 車型欄	1	0
Y407	Test Case Specification 測試用例規範	NR1L-ComfortHMI-425	R-C48(amend2)/R-C62 車型欄	1	0
Y408	Test Case Specification 測試用例規範	NR1L-ComfortHMI-220	R-C48(amend2)/R-C62 車型欄	1	0
Y409	Test Case Specification 測試用例規範	NR1L-ComfortHMI-221	R-C48(amend2)/R-C62 車型欄	1	0
Y410	Test Case Specification 測試用例規範	NR1L-ComfortHMI-222	R-C48(amend2)/R-C62 車型欄	1	0
Y411	Test Case Specification 測試用例規範	NR1L-ComfortHMI-223	R-C48(amend2)/R-C62 車型欄	1	0
Y412	Test Case Specification 測試用例規範	NR1L-ComfortHMI-224	R-C48(amend2)/R-C62 車型欄	1	0
J413	Test Case Specification 測試用例規範	NR1L-ComfortHMI-432	R-C64/PROXI	"1. The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16
2. The vehicle is not a single zone climate configuration, for which Sync is not shown
3. The below requirements shall be implemented when the PROXI parameter $Rear_HVAC_cfg$ = [Present] — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)
4. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
5. The vehicle is not configured with a non-foldable secondary lower screen containing comfort information, for which the comfort section is removed from the head unit"	"1. The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16
2. The vehicle is not a single zone climate configuration, for which Sync is not shown
3. PROXI Rear_Climate = 1 (Present) — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)
4. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
5. The vehicle is not configured with a non-foldable secondary lower screen containing comfort information, for which the comfort section is removed from the head unit"
V413	Test Case Specification 測試用例規範	NR1L-ComfortHMI-432	R-C48(amend2)/R-C62 車型欄	1	0
Y413	Test Case Specification 測試用例規範	NR1L-ComfortHMI-432	R-C48(amend2)/R-C62 車型欄	1	0
Z413	Test Case Specification 測試用例規範	NR1L-ComfortHMI-432	R-C48(amend2)/R-C62 車型欄	1	0
J414	Test Case Specification 測試用例規範	NR1L-ComfortHMI-433	R-C64/PROXI	"1. The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16
2. The vehicle is not a single zone climate configuration, for which Sync is not shown
3. The below requirements shall be implemented when the PROXI parameter $Rear_HVAC_cfg$ = [Present] — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)
4. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
5. The vehicle is not configured with a non-foldable secondary lower screen containing comfort information, for which the comfort section is removed from the head unit"	"1. The vehicle is an EMEA ICS vehicle, whose climate interface is specified in chapter 16
2. The vehicle is not a single zone climate configuration, for which Sync is not shown
3. PROXI Rear_Climate = 1 (Present) — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)
4. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
5. The vehicle is not configured with a non-foldable secondary lower screen containing comfort information, for which the comfort section is removed from the head unit"
V414	Test Case Specification 測試用例規範	NR1L-ComfortHMI-433	R-C48(amend2)/R-C62 車型欄	1	0
Y414	Test Case Specification 測試用例規範	NR1L-ComfortHMI-433	R-C48(amend2)/R-C62 車型欄	1	0
Z414	Test Case Specification 測試用例規範	NR1L-ComfortHMI-433	R-C48(amend2)/R-C62 車型欄	1	0
Y415	Test Case Specification 測試用例規範	NR1L-ComfortHMI-251	R-C48(amend2)/R-C62 車型欄	1	0
Y416	Test Case Specification 測試用例規範	NR1L-ComfortHMI-252	R-C48(amend2)/R-C62 車型欄	1	0
Y417	Test Case Specification 測試用例規範	NR1L-ComfortHMI-253	R-C48(amend2)/R-C62 車型欄	1	0
Y418	Test Case Specification 測試用例規範	NR1L-ComfortHMI-254	R-C48(amend2)/R-C62 車型欄	1	0
Y419	Test Case Specification 測試用例規範	NR1L-ComfortHMI-255	R-C48(amend2)/R-C62 車型欄	1	0
Y420	Test Case Specification 測試用例規範	NR1L-ComfortHMI-256	R-C48(amend2)/R-C62 車型欄	1	0
Y421	Test Case Specification 測試用例規範	NR1L-ComfortHMI-257	R-C48(amend2)/R-C62 車型欄	1	0
Y422	Test Case Specification 測試用例規範	NR1L-ComfortHMI-258	R-C48(amend2)/R-C62 車型欄	1	0
Y423	Test Case Specification 測試用例規範	NR1L-ComfortHMI-259	R-C48(amend2)/R-C62 車型欄	1	0
Y424	Test Case Specification 測試用例規範	NR1L-ComfortHMI-260	R-C48(amend2)/R-C62 車型欄	1	0
Y425	Test Case Specification 測試用例規範	NR1L-ComfortHMI-426	R-C48(amend2)/R-C62 車型欄	1	0
Y426	Test Case Specification 測試用例規範	NR1L-ComfortHMI-261	R-C48(amend2)/R-C62 車型欄	1	0
Y427	Test Case Specification 測試用例規範	NR1L-ComfortHMI-262	R-C48(amend2)/R-C62 車型欄	1	0
Y428	Test Case Specification 測試用例規範	NR1L-ComfortHMI-263	R-C48(amend2)/R-C62 車型欄	1	0
Y429	Test Case Specification 測試用例規範	NR1L-ComfortHMI-225	R-C48(amend2)/R-C62 車型欄	1	0
Y430	Test Case Specification 測試用例規範	NR1L-ComfortHMI-226	R-C48(amend2)/R-C62 車型欄	1	0
Y431	Test Case Specification 測試用例規範	NR1L-ComfortHMI-227	R-C48(amend2)/R-C62 車型欄	1	0
Y432	Test Case Specification 測試用例規範	NR1L-ComfortHMI-228	R-C48(amend2)/R-C62 車型欄	1	0
Y433	Test Case Specification 測試用例規範	NR1L-ComfortHMI-229	R-C48(amend2)/R-C62 車型欄	1	0
Y434	Test Case Specification 測試用例規範	NR1L-ComfortHMI-230	R-C48(amend2)/R-C62 車型欄	1	0
Y435	Test Case Specification 測試用例規範	NR1L-ComfortHMI-231	R-C48(amend2)/R-C62 車型欄	1	0
Y436	Test Case Specification 測試用例規範	NR1L-ComfortHMI-232	R-C48(amend2)/R-C62 車型欄	1	0
Y437	Test Case Specification 測試用例規範	NR1L-ComfortHMI-427	R-C48(amend2)/R-C62 車型欄	1	0
Y438	Test Case Specification 測試用例規範	NR1L-ComfortHMI-428	R-C48(amend2)/R-C62 車型欄	1	0
Y439	Test Case Specification 測試用例規範	NR1L-ComfortHMI-429	R-C48(amend2)/R-C62 車型欄	1	0
Y440	Test Case Specification 測試用例規範	NR1L-ComfortHMI-233	R-C48(amend2)/R-C62 車型欄	1	0
Y441	Test Case Specification 測試用例規範	NR1L-ComfortHMI-234	R-C48(amend2)/R-C62 車型欄	1	0
Y442	Test Case Specification 測試用例規範	NR1L-ComfortHMI-235	R-C48(amend2)/R-C62 車型欄	1	0
Y443	Test Case Specification 測試用例規範	NR1L-ComfortHMI-236	R-C48(amend2)/R-C62 車型欄	1	0
V444	Test Case Specification 測試用例規範	NR1L-ComfortHMI-091	R-C48(amend2)/R-C62 車型欄	1	0
Y444	Test Case Specification 測試用例規範	NR1L-ComfortHMI-091	R-C48(amend2)/R-C62 車型欄	1	0
Z444	Test Case Specification 測試用例規範	NR1L-ComfortHMI-091	R-C48(amend2)/R-C62 車型欄	1	0
V445	Test Case Specification 測試用例規範	NR1L-ComfortHMI-092	R-C48(amend2)/R-C62 車型欄	1	0
Y445	Test Case Specification 測試用例規範	NR1L-ComfortHMI-092	R-C48(amend2)/R-C62 車型欄	1	0
Z445	Test Case Specification 測試用例規範	NR1L-ComfortHMI-092	R-C48(amend2)/R-C62 車型欄	1	0
V446	Test Case Specification 測試用例規範	NR1L-ComfortHMI-093	R-C48(amend2)/R-C62 車型欄	1	0
Y446	Test Case Specification 測試用例規範	NR1L-ComfortHMI-093	R-C48(amend2)/R-C62 車型欄	1	0
Z446	Test Case Specification 測試用例規範	NR1L-ComfortHMI-093	R-C48(amend2)/R-C62 車型欄	1	0
Y447	Test Case Specification 測試用例規範	NR1L-ComfortHMI-264	R-C48(amend2)/R-C62 車型欄	1	0
Y448	Test Case Specification 測試用例規範	NR1L-ComfortHMI-265	R-C48(amend2)/R-C62 車型欄	1	0
Y454	Test Case Specification 測試用例規範	NR1L-ComfortHMI-114	R-C48(amend2)/R-C62 車型欄	1	0
Y455	Test Case Specification 測試用例規範	NR1L-ComfortHMI-115	R-C48(amend2)/R-C62 車型欄	1	0
Y456	Test Case Specification 測試用例規範	NR1L-ComfortHMI-116	R-C48(amend2)/R-C62 車型欄	1	0
Y457	Test Case Specification 測試用例規範	NR1L-ComfortHMI-117	R-C48(amend2)/R-C62 車型欄	1	0
Y458	Test Case Specification 測試用例規範	NR1L-ComfortHMI-118	R-C48(amend2)/R-C62 車型欄	1	0
Y459	Test Case Specification 測試用例規範	NR1L-ComfortHMI-119	R-C48(amend2)/R-C62 車型欄	1	0
Y460	Test Case Specification 測試用例規範	NR1L-ComfortHMI-120	R-C48(amend2)/R-C62 車型欄	1	0
Y461	Test Case Specification 測試用例規範	NR1L-ComfortHMI-121	R-C48(amend2)/R-C62 車型欄	1	0
Y462	Test Case Specification 測試用例規範	NR1L-ComfortHMI-122	R-C48(amend2)/R-C62 車型欄	1	0
Y463	Test Case Specification 測試用例規範	NR1L-ComfortHMI-123	R-C48(amend2)/R-C62 車型欄	1	0
Y464	Test Case Specification 測試用例規範	NR1L-ComfortHMI-124	R-C48(amend2)/R-C62 車型欄	1	0
Y465	Test Case Specification 測試用例規範	NR1L-ComfortHMI-361	R-C48(amend2)/R-C62 車型欄	1	0
Y466	Test Case Specification 測試用例規範	NR1L-ComfortHMI-125	R-C48(amend2)/R-C62 車型欄	1	0
Y467	Test Case Specification 測試用例規範	NR1L-ComfortHMI-362	R-C48(amend2)/R-C62 車型欄	1	0
Y468	Test Case Specification 測試用例規範	NR1L-ComfortHMI-126	R-C48(amend2)/R-C62 車型欄	1	0
Y469	Test Case Specification 測試用例規範	NR1L-ComfortHMI-378	R-C48(amend2)/R-C62 車型欄	1	0
Y470	Test Case Specification 測試用例規範	NR1L-ComfortHMI-379	R-C48(amend2)/R-C62 車型欄	1	0
Y471	Test Case Specification 測試用例規範	NR1L-ComfortHMI-380	R-C48(amend2)/R-C62 車型欄	1	0
Y472	Test Case Specification 測試用例規範	NR1L-ComfortHMI-381	R-C48(amend2)/R-C62 車型欄	1	0
Y473	Test Case Specification 測試用例規範	NR1L-ComfortHMI-463	R-C48(amend2)/R-C62 車型欄	1	0
Y474	Test Case Specification 測試用例規範	NR1L-ComfortHMI-464	R-C48(amend2)/R-C62 車型欄	1	0
Y475	Test Case Specification 測試用例規範	NR1L-ComfortHMI-465	R-C48(amend2)/R-C62 車型欄	1	0
Y476	Test Case Specification 測試用例規範	NR1L-ComfortHMI-467	§3 sibling	1	0
Y477	Test Case Specification 測試用例規範	NR1L-ComfortHMI-468	§3 sibling	1	0
Y478	Test Case Specification 測試用例規範	NR1L-ComfortHMI-469	§3 sibling	1	0
Y479	Test Case Specification 測試用例規範	NR1L-ComfortHMI-470	§3 sibling	1	0
J480	Test Case Specification 測試用例規範	NR1L-ComfortHMI-471	§3 sibling	"1. The vehicle is not a single zone climate configuration, for which Sync is not shown
2. The below requirements shall be implemented when the PROXI parameter $Rear_HVAC_cfg$ = [Present] — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)
3. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
4. The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16
5. The vehicle is not configured with a non-foldable secondary lower screen containing comfort information, for which the comfort section is removed from the head unit"	"1. The vehicle is not a single zone climate configuration, for which Sync is not shown
2. PROXI Rear_Climate = 1 (Present) — the vehicle is equipped with rear climate (CFTS043 NEWR1L-53677)
3. The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed
4. The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16
5. The vehicle is not configured with a non-foldable secondary lower screen containing comfort information, for which the comfort section is removed from the head unit"
V480	Test Case Specification 測試用例規範	NR1L-ComfortHMI-471	§3 sibling	1	0
Y480	Test Case Specification 測試用例規範	NR1L-ComfortHMI-471	§3 sibling	1	0
Z480	Test Case Specification 測試用例規範	NR1L-ComfortHMI-471	§3 sibling	1	0
Y481	Test Case Specification 測試用例規範	NR1L-ComfortHMI-472	§3 sibling	1	0
Y483	Test Case Specification 測試用例規範	NR1L-ComfortHMI-474	§3 sibling	1	0
Y484	Test Case Specification 測試用例規範	NR1L-ComfortHMI-475	§3 sibling	1	0
Y485	Test Case Specification 測試用例規範	NR1L-ComfortHMI-476	§3 sibling	1	0
