# vm_assign.tsv —— CMF-04 §2（**只出 plan，未填入任何工作簿**：§3 四個停點全數命中，見上繳包 §0）。
# PROXI 值取 docs/reports/proxi_axis_values.tsv 之 `Dec`（含 label）—— R-C62 之裁定；
#   `Dec` 與 `PROXI Read` 不一致者，另一值以 [PROXI Read=n] 併列於同格。
# V=Promaster、Y=Toro、Z=Fastback（工作簿欄名）。
# rule_branch 對應 CMF-04 §1 之四列；`(test-setup 蘊含)` 為執行層之判斷，見上繳包 §2-3。
# ~~CMF-06 §2／R-C67（2026-09-22）：R-C67 裁「本交付三台皆非 EMEA ICS 車」，**本輪未套用**。~~
#   其所指之 `-403`／`-404` 為**工作簿 F**（req `116-03`／`116-04`），該二列已為 V=Y=Z=0，無格可改。
#   若套用，涵蓋面為帶正向 EMEA PC 之 119 條 TC（112 列／229 格），三台皆 0 由 65 升為 177 —— 見 A-CMF24。
#   本表之值仍為 R-C62 之判定（＝候選本 v4 與交付候選本所填之值）。
# CMF-07／R-C68（Pei 2026-09-22「可以的話不寫 EMEA 也沒問題，因為不含在販售的範圍內」）：
#   帶正向 EMEA PC 之 119 條 TC，V／Y／Z 全 0（判準機械化：PC 含該句）。**列保留、不刪**（R-C46）。
#   實改 112 列／229 格；307 條否定式 EMEA PC 不動。依 R-C63 不加 Remarks。
tc_id	req_id	V_Promaster	Y_Toro	Z_Fastback	all_zero	rule_branch	deciding_pc_lines	proxi_params	proxi_values_dec	per_axis_result
NR1L-ComfortHMI-253	SWE1-HVAC-117-03	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-254	SWE1-HVAC-118-01	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-255	SWE1-HVAC-118-02	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-256	SWE1-HVAC-118-03	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-257	SWE1-HVAC-118-04	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-258	SWE1-HVAC-118-05	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-259	SWE1-HVAC-118-06	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-260	SWE1-HVAC-118-07	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-261	SWE1-HVAC-118-08	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-262	SWE1-HVAC-118-09	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-263	SWE1-HVAC-118-10	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-264	SWE1-HVAC-121-01	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-265	SWE1-HVAC-121-02	0	0	0	YES	R-C68（EMEA ICS 不在販售範圍；Pei 2026-09-22）	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-266	SWE1-HVAC-028-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-267	SWE1-HVAC-028-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-268	SWE1-HVAC-028-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-269	SWE1-HVAC-029-01	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-270	SWE1-HVAC-029-02	1	0	1		R-C62-1	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-271	SWE1-HVAC-029-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-272	SWE1-HVAC-030-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-273	SWE1-HVAC-030-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-274	SWE1-HVAC-030-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-275	SWE1-HVAC-030-04	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-276	SWE1-HVAC-030-05	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-277	SWE1-HVAC-031-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-278	SWE1-HVAC-031-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-279	SWE1-HVAC-031-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-280	SWE1-HVAC-032-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle has an ATC climate system, for which the temperature displays the current degree ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Type ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=2(Automatic)[PROXI Read=3]／Toro=1(Manual)／Fastback=2(Automatic)[PROXI Read=3] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-281	SWE1-HVAC-032-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-282	SWE1-HVAC-032-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-283	SWE1-HVAC-032-04	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-284	SWE1-HVAC-033-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-285	SWE1-HVAC-033-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-286	SWE1-HVAC-033-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-287	SWE1-HVAC-033-04	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-288	SWE1-HVAC-034-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-289	SWE1-HVAC-034-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-290	SWE1-HVAC-034-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-291	SWE1-HVAC-034-04	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-292	SWE1-HVAC-034-05	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-293	SWE1-HVAC-035-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-294	SWE1-HVAC-035-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-295	SWE1-HVAC-035-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-296	SWE1-HVAC-036-01	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-297	SWE1-HVAC-036-02	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-298	SWE1-HVAC-036-03	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
NR1L-ComfortHMI-299	SWE1-HVAC-036-04	0	0	0	YES	R-C62-1(test-setup 蘊含)	The rear climate screen is open and the climate system is on ‖ The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Rear_Climate ‖ Climate_Panel_Type+Integrated_Climate_Touchscreen	Promaster=0(Absent)[PROXI Read=1]／Toro=1(Present)／Fastback=0(Absent)[PROXI Read=1] ‖ Promaster=7(No knobs)／Toro=6(3 knobs)／Fastback=0(Only blower knob)[PROXI Read=7]	Promaster=0／Toro=1／Fastback=0 ‖ Promaster=1／Toro=0／Fastback=1
