# label_quote_plan.tsv - CMF-02 M7 (quote plan only; nothing applied)
# source: features/comfort/sandbox/revise_0918/FM-WI-FSM-036-A01 STLA 測試用例規範與結果_SWQT STLA Test Case Specification & Result_SWQT_ComfortHMI_20260918.xlsx
# source sha256: 28a0998c8b36a88b182b3fa209492cc5c6fda3999f48e6031d571d66439a266f
# sheet: Test Case Specification 測試用例規範; rows 10-483; columns L (Test procedure) + M (Expected Result); F = tc_id, D = req_id
# scan: case-sensitive whole word \b(AUTO|Face|Feet|RECIRC|SYNC|Sync)\b per physical line; a hit is "already quoted" when it lies inside a "..." span on the same line (ASCII double quotes; no curly quotes found)
# line_no = 1-based physical line within the cell; context = that line verbatim
# counts (unquoted hits listed below / already-quoted not listed): AUTO 173/45; Face 54/10; Feet 55/12; RECIRC 29/18; SYNC 24/39; Sync 4/0
# CMF-01 L+M (0907 workbook, unquoted): AUTO 161 (quoted 43), Face 54, Feet 55, RECIRC 29, SYNC 24, Sync 4
# class totals: label 144, state 184, verbatim 11; of which ambiguous (note starts with "ambiguous:") 25
# per token x class: AUTO l92/s70/v11; Face l8/s46/v0; Feet l10/s45/v0; RECIRC l14/s15/v0; SYNC l19/s5/v0; Sync l1/s3/v0 (l=label s=state v=verbatim)
# suggestion: label -> full line with every label hit of that line quoted (same text on each hit row of the line); state/verbatim -> keep
row	tc_id_F	req_id	column	line_no	token	class	context	suggestion	note
375	NR1L-ComfortHMI-365	SWE1-HVAC-112-01	M	2	AUTO	label	2. The fan speed indicator shows the AUTO label instead of a fan speed	2. The fan speed indicator shows the "AUTO" label instead of a fan speed	value read off the UI; 16.7 ICE6 "show AUTO label instead"
387	NR1L-ComfortHMI-377	SWE1-HVAC-113-04	L	1	RECIRC	label	1. Set RECIRC to closed on the climate screen	1. Set "RECIRC" to closed on the climate screen	ambiguous: "Set RECIRC to <value>" treated like "Turn X on" (tester operates the RECIRC control; precedent `Turn "RECIRC" on`); alternative reading = function set-up by value (state). Row 433 has this line unquoted next to quoted `read the "RECIRC" state` in the same cell
387	NR1L-ComfortHMI-377	SWE1-HVAC-113-04	L	2	RECIRC	state	2. Press "MAX DEF" and read the RECIRC state and its LED	keep	ambiguous: the word names the function whose state is read, not a control; kept as state for consistency with "The AUTO state is AUTO ECO". Conflicts with already-quoted precedent row 433 L2 `Press "MAX A/C" and read the "RECIRC" state and its LED` - one of the two conventions must win
387	NR1L-ComfortHMI-377	SWE1-HVAC-113-04	M	1	RECIRC	state	1. RECIRC is closed	keep	
387	NR1L-ComfortHMI-377	SWE1-HVAC-113-04	M	2	RECIRC	state	2. RECIRC is open and its LED is off	keep	
393	NR1L-ComfortHMI-383	SWE1-HVAC-113-09	L	3	RECIRC	label	3. Change RECIRC and read the "MAX DEF" button	3. Change "RECIRC" and read the "MAX DEF" button	ambiguous: "Change RECIRC" = operate the RECIRC control (label); could also be read as changing the recirc state in prose (state)
415	NR1L-ComfortHMI-405	SWE1-HVAC-117-01	L	1	Face	label	1. Select the Face airflow mode on the climate screen	1. Select the "Face" airflow mode on the climate screen	
415	NR1L-ComfortHMI-405	SWE1-HVAC-117-01	L	2	Feet	label	2. Select the Feet airflow mode and read the mode buttons	2. Select the "Feet" airflow mode and read the mode buttons	
415	NR1L-ComfortHMI-405	SWE1-HVAC-117-01	M	1	Face	state	1. The Face airflow mode is active	keep	
415	NR1L-ComfortHMI-405	SWE1-HVAC-117-01	M	2	Feet	state	2. The Feet airflow mode is active and the Face airflow mode is not	keep	
415	NR1L-ComfortHMI-405	SWE1-HVAC-117-01	M	2	Face	state	2. The Feet airflow mode is active and the Face airflow mode is not	keep	
416	NR1L-ComfortHMI-406	SWE1-HVAC-117-02	L	1	Feet	label	1. Read the size and highlight of the Feet airflow mode button and record them	1. Read the size and highlight of the "Feet" airflow mode button and record them	
416	NR1L-ComfortHMI-406	SWE1-HVAC-117-02	L	2	Feet	label	2. Select the Feet airflow mode and read that button	2. Select the "Feet" airflow mode and read that button	
416	NR1L-ComfortHMI-406	SWE1-HVAC-117-02	M	1	Feet	label	1. The Feet airflow mode button is not highlighted	1. The "Feet" airflow mode button is not highlighted	
416	NR1L-ComfortHMI-406	SWE1-HVAC-117-02	M	2	Feet	label	2. The Feet airflow mode button is highlighted and larger than in step 1	2. The "Feet" airflow mode button is highlighted and larger than in step 1	
417	NR1L-ComfortHMI-407	SWE1-HVAC-117-03	L	1	Feet	label	1. Select the Feet airflow mode on the climate screen	1. Select the "Feet" airflow mode on the climate screen	
417	NR1L-ComfortHMI-407	SWE1-HVAC-117-03	M	1	Feet	state	1. The Feet airflow mode is active	keep	
417	NR1L-ComfortHMI-407	SWE1-HVAC-117-03	M	2	Feet	state	2. The main category control shows the Feet airflow mode inside the fan space	keep	ambiguous: the main category control displays an airflow-mode icon (2.12 "inside the fan space"); Feet names the displayed mode value, not text label -> state
418	NR1L-ComfortHMI-408	SWE1-HVAC-118-01	L	1	Face	label	1. Select the Face airflow mode on the climate screen	1. Select the "Face" airflow mode on the climate screen	
418	NR1L-ComfortHMI-408	SWE1-HVAC-118-01	M	1	Face	state	1. The Face airflow mode is active	keep	
418	NR1L-ComfortHMI-408	SWE1-HVAC-118-01	M	2	Face	state	2. The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield	keep	mode names listed in spec loop order (2.12.1/2.12.2/16.12.1); prose about which mode is active, not a label; notation of 16.12.1 ICE11.1 loop
418	NR1L-ComfortHMI-408	SWE1-HVAC-118-01	M	2	Feet	state	2. The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield	keep	mode names listed in spec loop order (2.12.1/2.12.2/16.12.1); prose about which mode is active, not a label; notation of 16.12.1 ICE11.1 loop
418	NR1L-ComfortHMI-408	SWE1-HVAC-118-01	M	2	Feet	state	2. The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield	keep	mode names listed in spec loop order (2.12.1/2.12.2/16.12.1); prose about which mode is active, not a label; notation of 16.12.1 ICE11.1 loop
418	NR1L-ComfortHMI-408	SWE1-HVAC-118-01	M	2	Feet	state	2. The modes were Face/Feet, then Feet, then Feet/Windshield, then Windshield	keep	mode names listed in spec loop order (2.12.1/2.12.2/16.12.1); prose about which mode is active, not a label; notation of 16.12.1 ICE11.1 loop
419	NR1L-ComfortHMI-409	SWE1-HVAC-118-02	L	1	Face	label	1. Select the Face airflow mode on the climate screen	1. Select the "Face" airflow mode on the climate screen	
419	NR1L-ComfortHMI-409	SWE1-HVAC-118-02	M	1	Face	state	1. The Face airflow mode is active	keep	
419	NR1L-ComfortHMI-409	SWE1-HVAC-118-02	M	2	Face	state	2. The Face/Feet airflow mode is active and the mode does not move further while the control is held	keep	
419	NR1L-ComfortHMI-409	SWE1-HVAC-118-02	M	2	Feet	state	2. The Face/Feet airflow mode is active and the mode does not move further while the control is held	keep	
430	NR1L-ComfortHMI-420	SWE1-HVAC-119-02	L	1	Face	state	1. Select an airflow mode other than Face on the climate screen	keep	
430	NR1L-ComfortHMI-420	SWE1-HVAC-119-02	M	2	Face	state	2. The Face airflow mode is active	keep	
433	NR1L-ComfortHMI-423	SWE1-HVAC-119-05	L	1	RECIRC	label	1. Set RECIRC to open on the climate screen	1. Set "RECIRC" to open on the climate screen	ambiguous: "Set RECIRC to <value>" treated like "Turn X on" (tester operates the RECIRC control; precedent `Turn "RECIRC" on`); alternative reading = function set-up by value (state). Row 433 has this line unquoted next to quoted `read the "RECIRC" state` in the same cell
433	NR1L-ComfortHMI-423	SWE1-HVAC-119-05	M	1	RECIRC	state	1. RECIRC is open	keep	
433	NR1L-ComfortHMI-423	SWE1-HVAC-119-05	M	2	RECIRC	state	2. RECIRC is closed and its LED is on	keep	
435	NR1L-ComfortHMI-425	SWE1-HVAC-119-07	M	2	Face	state	2. The "MAX A/C" button is no longer highlighted, the airflow mode is still Face and the temperature is still LO	keep	
437	NR1L-ComfortHMI-427	SWE1-HVAC-119-08	L	2	RECIRC	label	2. Change RECIRC and read the "MAX A/C" button	2. Change "RECIRC" and read the "MAX A/C" button	ambiguous: "Change RECIRC" = operate the RECIRC control (label); could also be read as changing the recirc state in prose (state)
448	NR1L-ComfortHMI-438	SWE1-HVAC-121-02	L	2	AUTO	label	2. Turn AUTO on and read the exterior rear-view mirror defrost state	2. Turn "AUTO" on and read the exterior rear-view mirror defrost state	
476	NR1L-ComfortHMI-467	SWE1-HVAC-003-07	L	1	AUTO	label	1. Turn AUTO on from the climate screen	1. Turn "AUTO" on from the climate screen	
476	NR1L-ComfortHMI-467	SWE1-HVAC-003-07	M	2	AUTO	verbatim	2. PENDING: DR-47 the manual mode the system goes to when AUTO is broken without a mode button	keep	PENDING line (DR-47), wording follows 2.3 / 10.5 "AUTO mode will only be broken"
477	NR1L-ComfortHMI-468	SWE1-HVAC-003-07	L	1	AUTO	label	1. Turn AUTO on from the climate screen	1. Turn "AUTO" on from the climate screen	
477	NR1L-ComfortHMI-468	SWE1-HVAC-003-07	M	2	AUTO	verbatim	2. PENDING: DR-47 the manual mode the system goes to when AUTO is broken without a mode button	keep	PENDING line (DR-47), wording follows 2.3 / 10.5 "AUTO mode will only be broken"
