cell	tc_id	item	before	after
T231	NR1L-ComfortHMI-315	R-C48(amend)	1	0
U231	NR1L-ComfortHMI-315	R-C48(amend)	1	0
W231	NR1L-ComfortHMI-315	R-C48(amend)	1	0
X231	NR1L-ComfortHMI-315	R-C48(amend)	1	0
N232	NR1L-ComfortHMI-316	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T232	NR1L-ComfortHMI-316	R-C48(amend)	1	0
U232	NR1L-ComfortHMI-316	R-C48(amend)	1	0
W232	NR1L-ComfortHMI-316	R-C48(amend)	1	0
X232	NR1L-ComfortHMI-316	R-C48(amend)	1	0
N233	NR1L-ComfortHMI-317	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T233	NR1L-ComfortHMI-317	R-C48(amend)	1	0
U233	NR1L-ComfortHMI-317	R-C48(amend)	1	0
W233	NR1L-ComfortHMI-317	R-C48(amend)	1	0
X233	NR1L-ComfortHMI-317	R-C48(amend)	1	0
N234	NR1L-ComfortHMI-318	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T234	NR1L-ComfortHMI-318	R-C48(amend)	1	0
U234	NR1L-ComfortHMI-318	R-C48(amend)	1	0
W234	NR1L-ComfortHMI-318	R-C48(amend)	1	0
X234	NR1L-ComfortHMI-318	R-C48(amend)	1	0
N235	NR1L-ComfortHMI-319	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T235	NR1L-ComfortHMI-319	R-C48(amend)	1	0
U235	NR1L-ComfortHMI-319	R-C48(amend)	1	0
W235	NR1L-ComfortHMI-319	R-C48(amend)	1	0
X235	NR1L-ComfortHMI-319	R-C48(amend)	1	0
N236	NR1L-ComfortHMI-320	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T236	NR1L-ComfortHMI-320	R-C48(amend)	1	0
U236	NR1L-ComfortHMI-320	R-C48(amend)	1	0
W236	NR1L-ComfortHMI-320	R-C48(amend)	1	0
X236	NR1L-ComfortHMI-320	R-C48(amend)	1	0
N237	NR1L-ComfortHMI-321	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1、11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T237	NR1L-ComfortHMI-321	R-C48(amend)	1	0
U237	NR1L-ComfortHMI-321	R-C48(amend)	1	0
W237	NR1L-ComfortHMI-321	R-C48(amend)	1	0
X237	NR1L-ComfortHMI-321	R-C48(amend)	1	0
N238	NR1L-ComfortHMI-322	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1、11.6、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T238	NR1L-ComfortHMI-322	R-C48(amend)	1	0
U238	NR1L-ComfortHMI-322	R-C48(amend)	1	0
W238	NR1L-ComfortHMI-322	R-C48(amend)	1	0
X238	NR1L-ComfortHMI-322	R-C48(amend)	1	0
N239	NR1L-ComfortHMI-323	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7、11.6、11.6.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T239	NR1L-ComfortHMI-323	R-C48(amend)	1	0
U239	NR1L-ComfortHMI-323	R-C48(amend)	1	0
W239	NR1L-ComfortHMI-323	R-C48(amend)	1	0
X239	NR1L-ComfortHMI-323	R-C48(amend)	1	0
N240	NR1L-ComfortHMI-324	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7、11.6、11.6.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T240	NR1L-ComfortHMI-324	R-C48(amend)	1	0
U240	NR1L-ComfortHMI-324	R-C48(amend)	1	0
W240	NR1L-ComfortHMI-324	R-C48(amend)	1	0
X240	NR1L-ComfortHMI-324	R-C48(amend)	1	0
N241	NR1L-ComfortHMI-325	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7、11.6、11.6.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T241	NR1L-ComfortHMI-325	R-C48(amend)	1	0
U241	NR1L-ComfortHMI-325	R-C48(amend)	1	0
W241	NR1L-ComfortHMI-325	R-C48(amend)	1	0
X241	NR1L-ComfortHMI-325	R-C48(amend)	1	0
N242	NR1L-ComfortHMI-326	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7、11.6、11.6.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T242	NR1L-ComfortHMI-326	R-C48(amend)	1	0
U242	NR1L-ComfortHMI-326	R-C48(amend)	1	0
W242	NR1L-ComfortHMI-326	R-C48(amend)	1	0
X242	NR1L-ComfortHMI-326	R-C48(amend)	1	0
N243	NR1L-ComfortHMI-327	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T243	NR1L-ComfortHMI-327	R-C48(amend)	1	0
U243	NR1L-ComfortHMI-327	R-C48(amend)	1	0
W243	NR1L-ComfortHMI-327	R-C48(amend)	1	0
X243	NR1L-ComfortHMI-327	R-C48(amend)	1	0
N244	NR1L-ComfortHMI-328	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T244	NR1L-ComfortHMI-328	R-C48(amend)	1	0
U244	NR1L-ComfortHMI-328	R-C48(amend)	1	0
W244	NR1L-ComfortHMI-328	R-C48(amend)	1	0
X244	NR1L-ComfortHMI-328	R-C48(amend)	1	0
N245	NR1L-ComfortHMI-329	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T245	NR1L-ComfortHMI-329	R-C48(amend)	1	0
U245	NR1L-ComfortHMI-329	R-C48(amend)	1	0
W245	NR1L-ComfortHMI-329	R-C48(amend)	1	0
X245	NR1L-ComfortHMI-329	R-C48(amend)	1	0
N246	NR1L-ComfortHMI-330	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T246	NR1L-ComfortHMI-330	R-C48(amend)	1	0
U246	NR1L-ComfortHMI-330	R-C48(amend)	1	0
W246	NR1L-ComfortHMI-330	R-C48(amend)	1	0
X246	NR1L-ComfortHMI-330	R-C48(amend)	1	0
N247	NR1L-ComfortHMI-331	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.9、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.9
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T247	NR1L-ComfortHMI-331	R-C48(amend)	1	0
U247	NR1L-ComfortHMI-331	R-C48(amend)	1	0
W247	NR1L-ComfortHMI-331	R-C48(amend)	1	0
X247	NR1L-ComfortHMI-331	R-C48(amend)	1	0
N248	NR1L-ComfortHMI-332	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.9、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.9
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T248	NR1L-ComfortHMI-332	R-C48(amend)	1	0
U248	NR1L-ComfortHMI-332	R-C48(amend)	1	0
W248	NR1L-ComfortHMI-332	R-C48(amend)	1	0
X248	NR1L-ComfortHMI-332	R-C48(amend)	1	0
N249	NR1L-ComfortHMI-333	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
T249	NR1L-ComfortHMI-333	R-C48(amend)	1	0
U249	NR1L-ComfortHMI-333	R-C48(amend)	1	0
W249	NR1L-ComfortHMI-333	R-C48(amend)	1	0
X249	NR1L-ComfortHMI-333	R-C48(amend)	1	0
I250	NR1L-ComfortHMI-334	M9-compound	"If an item in the popup is selected the timer will restart.

(display the popup again and select an item in it -> The popup remains displayed for a further 3 seconds from the selection)"	"If an item in the popup is selected the timer will restart.

(select an item in the popup -> The popup remains displayed for a further 3 seconds from the selection)"
L250	NR1L-ComfortHMI-334	M9-compound	"1. Press the heated seat control so that the popup is displayed
2. Wait without touching the popup
3. Display the popup again and select an item in it"	"1. Press the heated seat control so that the popup is displayed
2. Wait without touching the popup
3. Display the popup again
4. Select an item in the popup"
M250	NR1L-ComfortHMI-334	M9-compound	"1. The popup is displayed
2. The popup closes after 3 seconds
3. The popup remains displayed for a further 3 seconds from the selection"	"1. The popup is displayed
2. The popup closes after 3 seconds
3. The popup is displayed
4. The popup remains displayed for a further 3 seconds from the selection"
N250	NR1L-ComfortHMI-334	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
T250	NR1L-ComfortHMI-334	R-C48(amend)	1	0
U250	NR1L-ComfortHMI-334	R-C48(amend)	1	0
W250	NR1L-ComfortHMI-334	R-C48(amend)	1	0
X250	NR1L-ComfortHMI-334	R-C48(amend)	1	0
N251	NR1L-ComfortHMI-335	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10、17.3、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.10
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
T251	NR1L-ComfortHMI-335	R-C48(amend)	1	0
U251	NR1L-ComfortHMI-335	R-C48(amend)	1	0
W251	NR1L-ComfortHMI-335	R-C48(amend)	1	0
X251	NR1L-ComfortHMI-335	R-C48(amend)	1	0
N252	NR1L-ComfortHMI-336	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T252	NR1L-ComfortHMI-336	R-C48(amend)	1	0
U252	NR1L-ComfortHMI-336	R-C48(amend)	1	0
W252	NR1L-ComfortHMI-336	R-C48(amend)	1	0
X252	NR1L-ComfortHMI-336	R-C48(amend)	1	0
N253	NR1L-ComfortHMI-337	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T253	NR1L-ComfortHMI-337	R-C48(amend)	1	0
U253	NR1L-ComfortHMI-337	R-C48(amend)	1	0
W253	NR1L-ComfortHMI-337	R-C48(amend)	1	0
X253	NR1L-ComfortHMI-337	R-C48(amend)	1	0
N254	NR1L-ComfortHMI-338	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T254	NR1L-ComfortHMI-338	R-C48(amend)	1	0
U254	NR1L-ComfortHMI-338	R-C48(amend)	1	0
W254	NR1L-ComfortHMI-338	R-C48(amend)	1	0
X254	NR1L-ComfortHMI-338	R-C48(amend)	1	0
N255	NR1L-ComfortHMI-339	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11.1、17.3、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_11.11.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_17.3"
T255	NR1L-ComfortHMI-339	R-C48(amend)	1	0
U255	NR1L-ComfortHMI-339	R-C48(amend)	1	0
W255	NR1L-ComfortHMI-339	R-C48(amend)	1	0
X255	NR1L-ComfortHMI-339	R-C48(amend)	1	0
N256	NR1L-ComfortHMI-340	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T256	NR1L-ComfortHMI-340	R-C48(amend)	1	0
U256	NR1L-ComfortHMI-340	R-C48(amend)	1	0
W256	NR1L-ComfortHMI-340	R-C48(amend)	1	0
X256	NR1L-ComfortHMI-340	R-C48(amend)	1	0
N257	NR1L-ComfortHMI-341	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1、2.14、16.2、6.3、2.1	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_12.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
T257	NR1L-ComfortHMI-341	R-C48(amend)	1	0
U257	NR1L-ComfortHMI-341	R-C48(amend)	1	0
W257	NR1L-ComfortHMI-341	R-C48(amend)	1	0
X257	NR1L-ComfortHMI-341	R-C48(amend)	1	0
