cell	sheet	tc_id	item	revise_0918	revise_0921
T160	Test Case Specification 測試用例規範	NR1L-ComfortHMI-278	R-C48(amend)	1	0
U160	Test Case Specification 測試用例規範	NR1L-ComfortHMI-278	R-C48(amend)	1	0
T161	Test Case Specification 測試用例規範	NR1L-ComfortHMI-279	R-C48(amend)	1	0
U161	Test Case Specification 測試用例規範	NR1L-ComfortHMI-279	R-C48(amend)	1	0
T162	Test Case Specification 測試用例規範	NR1L-ComfortHMI-280	R-C48(amend)	1	0
U162	Test Case Specification 測試用例規範	NR1L-ComfortHMI-280	R-C48(amend)	1	0
T163	Test Case Specification 測試用例規範	NR1L-ComfortHMI-401	R-C48(amend)	1	0
U163	Test Case Specification 測試用例規範	NR1L-ComfortHMI-401	R-C48(amend)	1	0
T164	Test Case Specification 測試用例規範	NR1L-ComfortHMI-402	R-C48(amend)	1	0
U164	Test Case Specification 測試用例規範	NR1L-ComfortHMI-402	R-C48(amend)	1	0
T165	Test Case Specification 測試用例規範	NR1L-ComfortHMI-281	R-C48(amend)	1	0
U165	Test Case Specification 測試用例規範	NR1L-ComfortHMI-281	R-C48(amend)	1	0
T166	Test Case Specification 測試用例規範	NR1L-ComfortHMI-282	R-C48(amend)	1	0
U166	Test Case Specification 測試用例規範	NR1L-ComfortHMI-282	R-C48(amend)	1	0
L167	Test Case Specification 測試用例規範	NR1L-ComfortHMI-283	M7	"1. Turn SYNC on
2. Change the driver temperature"	"1. Turn ""SYNC"" on
2. Change the driver temperature"
M167	Test Case Specification 測試用例規範	NR1L-ComfortHMI-283	M7	"1. The SYNC button is highlighted
2. The passenger temperature follows the driver temperature"	"1. The ""SYNC"" button is highlighted
2. The passenger temperature follows the driver temperature"
T167	Test Case Specification 測試用例規範	NR1L-ComfortHMI-283	R-C48(amend)	1	0
U167	Test Case Specification 測試用例規範	NR1L-ComfortHMI-283	R-C48(amend)	1	0
I168	Test Case Specification 測試用例規範	NR1L-ComfortHMI-403	M7	"If SYNC is ON, adjusting driver temperature affects passenger temperatures, adjusting passenger temperatures would break SYNC and turn it off.

(change the passenger temperature -> SYNC is turned off and the SYNC button is no longer highlighted)"	"If SYNC is ON, adjusting driver temperature affects passenger temperatures, adjusting passenger temperatures would break SYNC and turn it off.

(change the passenger temperature -> SYNC is turned off and the ""SYNC"" button is no longer highlighted)"
L168	Test Case Specification 測試用例規範	NR1L-ComfortHMI-403	M7	"1. Turn SYNC on
2. Change the passenger temperature"	"1. Turn ""SYNC"" on
2. Change the passenger temperature"
M168	Test Case Specification 測試用例規範	NR1L-ComfortHMI-403	M7	"1. The SYNC button is highlighted
2. SYNC is turned off and the SYNC button is no longer highlighted"	"1. The ""SYNC"" button is highlighted
2. SYNC is turned off and the ""SYNC"" button is no longer highlighted"
T168	Test Case Specification 測試用例規範	NR1L-ComfortHMI-403	R-C48(amend)	1	0
U168	Test Case Specification 測試用例規範	NR1L-ComfortHMI-403	R-C48(amend)	1	0
T169	Test Case Specification 測試用例規範	NR1L-ComfortHMI-284	R-C48(amend)	1	0
U169	Test Case Specification 測試用例規範	NR1L-ComfortHMI-284	R-C48(amend)	1	0
I170	Test Case Specification 測試用例規範	NR1L-ComfortHMI-404	M7	"CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead).

(read the rear fan speed indicator -> The rear fan speed indicator shows AUTO)"	"CR5.) Fan ranges: Off, 1-7, 15h (denoting to show AUTO instead).

(read the rear fan speed indicator -> The rear fan speed indicator shows ""AUTO"")"
L170	Test Case Specification 測試用例規範	NR1L-ComfortHMI-404	M7	"1. Turn rear AUTO on
2. Read the rear fan speed indicator"	"1. Turn rear ""AUTO"" on
2. Read the rear fan speed indicator"
M170	Test Case Specification 測試用例規範	NR1L-ComfortHMI-404	M7	"1. The rear AUTO button is highlighted
2. The rear fan speed indicator shows AUTO"	"1. The rear ""AUTO"" button is highlighted
2. The rear fan speed indicator shows ""AUTO"""
T170	Test Case Specification 測試用例規範	NR1L-ComfortHMI-404	R-C48(amend)	1	0
U170	Test Case Specification 測試用例規範	NR1L-ComfortHMI-404	R-C48(amend)	1	0
T171	Test Case Specification 測試用例規範	NR1L-ComfortHMI-285	R-C48(amend)	1	0
U171	Test Case Specification 測試用例規範	NR1L-ComfortHMI-285	R-C48(amend)	1	0
T172	Test Case Specification 測試用例規範	NR1L-ComfortHMI-286	R-C48(amend)	1	0
U172	Test Case Specification 測試用例規範	NR1L-ComfortHMI-286	R-C48(amend)	1	0
T173	Test Case Specification 測試用例規範	NR1L-ComfortHMI-287	R-C48(amend)	1	0
U173	Test Case Specification 測試用例規範	NR1L-ComfortHMI-287	R-C48(amend)	1	0
T174	Test Case Specification 測試用例規範	NR1L-ComfortHMI-288	R-C48(amend)	1	0
U174	Test Case Specification 測試用例規範	NR1L-ComfortHMI-288	R-C48(amend)	1	0
T175	Test Case Specification 測試用例規範	NR1L-ComfortHMI-289	R-C48(amend)	1	0
U175	Test Case Specification 測試用例規範	NR1L-ComfortHMI-289	R-C48(amend)	1	0
T176	Test Case Specification 測試用例規範	NR1L-ComfortHMI-290	R-C48(amend)	1	0
U176	Test Case Specification 測試用例規範	NR1L-ComfortHMI-290	R-C48(amend)	1	0
T177	Test Case Specification 測試用例規範	NR1L-ComfortHMI-291	R-C48(amend)	1	0
U177	Test Case Specification 測試用例規範	NR1L-ComfortHMI-291	R-C48(amend)	1	0
T178	Test Case Specification 測試用例規範	NR1L-ComfortHMI-292	R-C48(amend)	1	0
U178	Test Case Specification 測試用例規範	NR1L-ComfortHMI-292	R-C48(amend)	1	0
L179	Test Case Specification 測試用例規範	NR1L-ComfortHMI-293	M7	"1. Turn SYNC on
2. Change the driver temperature
3. Read the rear temperature"	"1. Turn ""SYNC"" on
2. Change the driver temperature
3. Read the rear temperature"
M179	Test Case Specification 測試用例規範	NR1L-ComfortHMI-293	M7	"1. The SYNC button is highlighted
2. The driver temperature changes
3. The rear temperature follows the driver temperature"	"1. The ""SYNC"" button is highlighted
2. The driver temperature changes
3. The rear temperature follows the driver temperature"
T179	Test Case Specification 測試用例規範	NR1L-ComfortHMI-293	R-C48(amend)	1	0
U179	Test Case Specification 測試用例規範	NR1L-ComfortHMI-293	R-C48(amend)	1	0
I180	Test Case Specification 測試用例規範	NR1L-ComfortHMI-294	M7	"Adjusting the front or rear passenger temperature, mode, and fan speed via touchscreen or hard control would break SYNC.

(read the SYNC button -> SYNC is off and the SYNC button is no longer highlighted)"	"Adjusting the front or rear passenger temperature, mode, and fan speed via touchscreen or hard control would break SYNC.

(read the ""SYNC"" button -> SYNC is off and the ""SYNC"" button is no longer highlighted)"
L180	Test Case Specification 測試用例規範	NR1L-ComfortHMI-294	M7	"1. Turn SYNC on
2. Change the rear passenger temperature using the rear climate controls
3. Read the SYNC button"	"1. Turn ""SYNC"" on
2. Change the rear passenger temperature using the rear climate controls
3. Read the ""SYNC"" button"
M180	Test Case Specification 測試用例規範	NR1L-ComfortHMI-294	M7	"1. The SYNC button is highlighted
2. The rear passenger temperature changes
3. SYNC is off and the SYNC button is no longer highlighted"	"1. The ""SYNC"" button is highlighted
2. The rear passenger temperature changes
3. SYNC is off and the ""SYNC"" button is no longer highlighted"
T180	Test Case Specification 測試用例規範	NR1L-ComfortHMI-294	R-C48(amend)	1	0
U180	Test Case Specification 測試用例規範	NR1L-ComfortHMI-294	R-C48(amend)	1	0
L181	Test Case Specification 測試用例規範	NR1L-ComfortHMI-295	M7	"1. Turn SYNC on
2. Change the front fan speed
3. Read the rear fan speed"	"1. Turn ""SYNC"" on
2. Change the front fan speed
3. Read the rear fan speed"
M181	Test Case Specification 測試用例規範	NR1L-ComfortHMI-295	M7	"1. The SYNC button is highlighted
2. The front fan speed changes
3. The rear fan speed follows the front fan speed"	"1. The ""SYNC"" button is highlighted
2. The front fan speed changes
3. The rear fan speed follows the front fan speed"
T181	Test Case Specification 測試用例規範	NR1L-ComfortHMI-295	R-C48(amend)	1	0
U181	Test Case Specification 測試用例規範	NR1L-ComfortHMI-295	R-C48(amend)	1	0
L182	Test Case Specification 測試用例規範	NR1L-ComfortHMI-296	M7	"1. Select the rear Feet mode
2. Read the rear airflow mode"	"1. Select the rear ""Feet"" mode
2. Read the rear airflow mode"
T182	Test Case Specification 測試用例規範	NR1L-ComfortHMI-296	R-C48(amend)	1	0
U182	Test Case Specification 測試用例規範	NR1L-ComfortHMI-296	R-C48(amend)	1	0
L183	Test Case Specification 測試用例規範	NR1L-ComfortHMI-405	M7	"1. Select the rear Face + Feet mode
2. Read the rear airflow mode"	"1. Select the rear ""Face + Feet"" mode
2. Read the rear airflow mode"
T183	Test Case Specification 測試用例規範	NR1L-ComfortHMI-405	R-C48(amend)	1	0
U183	Test Case Specification 測試用例規範	NR1L-ComfortHMI-405	R-C48(amend)	1	0
L184	Test Case Specification 測試用例規範	NR1L-ComfortHMI-406	M7	"1. Select the rear Face mode
2. Read the rear airflow mode"	"1. Select the rear ""Face"" mode
2. Read the rear airflow mode"
T184	Test Case Specification 測試用例規範	NR1L-ComfortHMI-406	R-C48(amend)	1	0
U184	Test Case Specification 測試用例規範	NR1L-ComfortHMI-406	R-C48(amend)	1	0
T185	Test Case Specification 測試用例規範	NR1L-ComfortHMI-297	R-C48(amend)	1	0
U185	Test Case Specification 測試用例規範	NR1L-ComfortHMI-297	R-C48(amend)	1	0
L186	Test Case Specification 測試用例規範	NR1L-ComfortHMI-298	M7	"1. Select a rear airflow mode
2. Turn rear AUTO on
3. Read the rear airflow mode buttons"	"1. Select a rear airflow mode
2. Turn rear ""AUTO"" on
3. Read the rear airflow mode buttons"
M186	Test Case Specification 測試用例規範	NR1L-ComfortHMI-298	M7	"1. The selected rear airflow mode button is highlighted
2. The rear AUTO button is highlighted
3. The rear airflow mode buttons are turned off"	"1. The selected rear airflow mode button is highlighted
2. The rear ""AUTO"" button is highlighted
3. The rear airflow mode buttons are turned off"
T186	Test Case Specification 測試用例規範	NR1L-ComfortHMI-298	R-C48(amend)	1	0
U186	Test Case Specification 測試用例規範	NR1L-ComfortHMI-298	R-C48(amend)	1	0
I187	Test Case Specification 測試用例規範	NR1L-ComfortHMI-299	M7	"Only one mode can be selected at a time.

(read the rear airflow mode buttons -> Only the rear Face mode button is highlighted)"	"Only one mode can be selected at a time.

(read the rear airflow mode buttons -> Only the rear ""Face"" mode button is highlighted)"
L187	Test Case Specification 測試用例規範	NR1L-ComfortHMI-299	M7	"1. Select the rear Feet mode
2. Select the rear Face mode
3. Read the rear airflow mode buttons"	"1. Select the rear ""Feet"" mode
2. Select the rear ""Face"" mode
3. Read the rear airflow mode buttons"
M187	Test Case Specification 測試用例規範	NR1L-ComfortHMI-299	M7	"1. The rear Feet mode is selected
2. The rear Face mode is selected
3. Only the rear Face mode button is highlighted"	"1. The rear Feet mode is selected
2. The rear Face mode is selected
3. Only the rear ""Face"" mode button is highlighted"
T187	Test Case Specification 測試用例規範	NR1L-ComfortHMI-299	R-C48(amend)	1	0
U187	Test Case Specification 測試用例規範	NR1L-ComfortHMI-299	R-C48(amend)	1	0
T188	Test Case Specification 測試用例規範	NR1L-ComfortHMI-300	R-C48(amend)	1	0
U188	Test Case Specification 測試用例規範	NR1L-ComfortHMI-300	R-C48(amend)	1	0
T189	Test Case Specification 測試用例規範	NR1L-ComfortHMI-407	R-C48(amend)	1	0
U189	Test Case Specification 測試用例規範	NR1L-ComfortHMI-407	R-C48(amend)	1	0
T190	Test Case Specification 測試用例規範	NR1L-ComfortHMI-301	R-C48(amend)	1	0
U190	Test Case Specification 測試用例規範	NR1L-ComfortHMI-301	R-C48(amend)	1	0
T191	Test Case Specification 測試用例規範	NR1L-ComfortHMI-302	R-C48(amend)	1	0
U191	Test Case Specification 測試用例規範	NR1L-ComfortHMI-302	R-C48(amend)	1	0
T192	Test Case Specification 測試用例規範	NR1L-ComfortHMI-303	R-C48(amend)	1	0
U192	Test Case Specification 測試用例規範	NR1L-ComfortHMI-303	R-C48(amend)	1	0
T193	Test Case Specification 測試用例規範	NR1L-ComfortHMI-459	R-C48(amend)	1	0
U193	Test Case Specification 測試用例規範	NR1L-ComfortHMI-459	R-C48(amend)	1	0
T194	Test Case Specification 測試用例規範	NR1L-ComfortHMI-367	R-C48(amend)	1	0
U194	Test Case Specification 測試用例規範	NR1L-ComfortHMI-367	R-C48(amend)	1	0
I195	Test Case Specification 測試用例規範	NR1L-ComfortHMI-408	M7	"The pop up will show the front fan speed status (level number, AUTO, OFF) and the Rear fan status (level number, AUTO, OFF).

(trigger the fan speed pop up using the hard controls -> The pop up shows AUTO as the front fan status)"	"The pop up will show the front fan speed status (level number, AUTO, OFF) and the Rear fan status (level number, AUTO, OFF).

(trigger the fan speed pop up using the hard controls -> The pop up shows ""AUTO"" as the front fan status)"
L195	Test Case Specification 測試用例規範	NR1L-ComfortHMI-408	M7	"1. Turn AUTO on for the front climate
2. Trigger the fan speed pop up using the hard controls"	"1. Turn ""AUTO"" on for the front climate
2. Trigger the fan speed pop up using the hard controls"
M195	Test Case Specification 測試用例規範	NR1L-ComfortHMI-408	M7	"1. The front climate is in AUTO
2. The pop up shows AUTO as the front fan status"	"1. The front climate is in AUTO
2. The pop up shows ""AUTO"" as the front fan status"
T195	Test Case Specification 測試用例規範	NR1L-ComfortHMI-408	R-C48(amend)	1	0
U195	Test Case Specification 測試用例規範	NR1L-ComfortHMI-408	R-C48(amend)	1	0
T196	Test Case Specification 測試用例規範	NR1L-ComfortHMI-409	R-C48(amend)	1	0
U196	Test Case Specification 測試用例規範	NR1L-ComfortHMI-409	R-C48(amend)	1	0
T197	Test Case Specification 測試用例規範	NR1L-ComfortHMI-368	R-C48(amend)	1	0
U197	Test Case Specification 測試用例規範	NR1L-ComfortHMI-368	R-C48(amend)	1	0
T198	Test Case Specification 測試用例規範	NR1L-ComfortHMI-369	R-C48(amend)	1	0
U198	Test Case Specification 測試用例規範	NR1L-ComfortHMI-369	R-C48(amend)	1	0
T199	Test Case Specification 測試用例規範	NR1L-ComfortHMI-370	R-C48(amend)	1	0
U199	Test Case Specification 測試用例規範	NR1L-ComfortHMI-370	R-C48(amend)	1	0
T200	Test Case Specification 測試用例規範	NR1L-ComfortHMI-371	R-C48(amend)	1	0
U200	Test Case Specification 測試用例規範	NR1L-ComfortHMI-371	R-C48(amend)	1	0
T201	Test Case Specification 測試用例規範	NR1L-ComfortHMI-372	R-C48(amend)	1	0
U201	Test Case Specification 測試用例規範	NR1L-ComfortHMI-372	R-C48(amend)	1	0
T202	Test Case Specification 測試用例規範	NR1L-ComfortHMI-373	R-C48(amend)	1	0
U202	Test Case Specification 測試用例規範	NR1L-ComfortHMI-373	R-C48(amend)	1	0
I203	Test Case Specification 測試用例規範	NR1L-ComfortHMI-067	M7	"EH1.) ECO HVAC is an HVAC Mode, used on EV Vehicles only, to reduce Climate control System Power Consumption.

(press the AUTO button -> The AUTO ECO mode is active)"	"EH1.) ECO HVAC is an HVAC Mode, used on EV Vehicles only, to reduce Climate control System Power Consumption.

(press the ""AUTO"" button -> The AUTO ECO mode is active)"
L203	Test Case Specification 測試用例規範	NR1L-ComfortHMI-067	M7	"1. Open the climate screen
2. Press the AUTO button"	"1. Open the climate screen
2. Press the ""AUTO"" button"
M203	Test Case Specification 測試用例規範	NR1L-ComfortHMI-067	M7	"1. The climate screen shows the AUTO control
2. The AUTO ECO mode is active"	"1. The climate screen shows the ""AUTO"" control
2. The AUTO ECO mode is active"
T203	Test Case Specification 測試用例規範	NR1L-ComfortHMI-067	R-C48(amend)	1	0
U203	Test Case Specification 測試用例規範	NR1L-ComfortHMI-067	R-C48(amend)	1	0
T204	Test Case Specification 測試用例規範	NR1L-ComfortHMI-081	R-C48(amend)	1	0
U204	Test Case Specification 測試用例規範	NR1L-ComfortHMI-081	R-C48(amend)	1	0
I205	Test Case Specification 測試用例規範	NR1L-ComfortHMI-068	M7	"EH2.) For BEV vehicles, the AUTO functionality can have 3 states: AUTO ECO, AUTO ON, AUTO OFF.

(press the AUTO button -> The AUTO state is AUTO ON)"	"EH2.) For BEV vehicles, the AUTO functionality can have 3 states: AUTO ECO, AUTO ON, AUTO OFF.

(press the ""AUTO"" button -> The AUTO state is AUTO ON)"
L205	Test Case Specification 測試用例規範	NR1L-ComfortHMI-068	M7	"1. Press the AUTO button until AUTO is off
2. Press the AUTO button
3. Press the AUTO button"	"1. Press the ""AUTO"" button until AUTO is off
2. Press the ""AUTO"" button
3. Press the ""AUTO"" button"
T205	Test Case Specification 測試用例規範	NR1L-ComfortHMI-068	R-C48(amend)	1	0
U205	Test Case Specification 測試用例規範	NR1L-ComfortHMI-068	R-C48(amend)	1	0
I206	Test Case Specification 測試用例規範	NR1L-ComfortHMI-069	M7	"EH3.) Button label will read AUTO ECO.

(read the label on the AUTO button -> The button label reads AUTO ECO)"	"EH3.) Button label will read AUTO ECO.

(read the label on the ""AUTO"" button -> The button label reads ""AUTO ECO"")"
L206	Test Case Specification 測試用例規範	NR1L-ComfortHMI-069	M7	"1. Press the AUTO button until the AUTO ECO mode is active
2. Read the label on the AUTO button"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Read the label on the ""AUTO"" button"
M206	Test Case Specification 測試用例規範	NR1L-ComfortHMI-069	M7	"1. The AUTO ECO mode is active
2. The button label reads AUTO ECO"	"1. The AUTO ECO mode is active
2. The button label reads ""AUTO ECO"""
T206	Test Case Specification 測試用例規範	NR1L-ComfortHMI-069	R-C48(amend)	1	0
U206	Test Case Specification 測試用例規範	NR1L-ComfortHMI-069	R-C48(amend)	1	0
I207	Test Case Specification 測試用例規範	NR1L-ComfortHMI-070	M7	"EH4.) When the AUTO function is off and available, the user s first press of the AUTO button will activate the AUTO ECO functionality.

(press the AUTO button once -> The AUTO ECO functionality is activated)"	"EH4.) When the AUTO function is off and available, the user s first press of the AUTO button will activate the AUTO ECO functionality.

(press the ""AUTO"" button once -> The AUTO ECO functionality is activated)"
L207	Test Case Specification 測試用例規範	NR1L-ComfortHMI-070	M7	"1. Press the AUTO button until AUTO is off
2. Press the AUTO button once"	"1. Press the ""AUTO"" button until AUTO is off
2. Press the ""AUTO"" button once"
T207	Test Case Specification 測試用例規範	NR1L-ComfortHMI-070	R-C48(amend)	1	0
U207	Test Case Specification 測試用例規範	NR1L-ComfortHMI-070	R-C48(amend)	1	0
I208	Test Case Specification 測試用例規範	NR1L-ComfortHMI-460	M7	"EH4.) When the AUTO function is off and available, the user s first press of the AUTO button will activate the AUTO ECO functionality.

(press the position at which the AUTO button is shown in an ATC configuration -> The AUTO ECO functionality is not activated)"	"EH4.) When the AUTO function is off and available, the user s first press of the AUTO button will activate the AUTO ECO functionality.

(press the position at which the ""AUTO"" button is shown in an ATC configuration -> The AUTO ECO functionality is not activated)"
L208	Test Case Specification 測試用例規範	NR1L-ComfortHMI-460	M7	"1. Open the climate screen
2. Press the position at which the AUTO button is shown in an ATC configuration"	"1. Open the climate screen
2. Press the position at which the ""AUTO"" button is shown in an ATC configuration"
M208	Test Case Specification 測試用例規範	NR1L-ComfortHMI-460	M7	"1. The climate screen is displayed and no AUTO button is shown
2. The AUTO ECO functionality is not activated"	"1. The climate screen is displayed and no ""AUTO"" button is shown
2. The AUTO ECO functionality is not activated"
T208	Test Case Specification 測試用例規範	NR1L-ComfortHMI-460	R-C48(amend)	1	0
U208	Test Case Specification 測試用例規範	NR1L-ComfortHMI-460	R-C48(amend)	1	0
I209	Test Case Specification 測試用例規範	NR1L-ComfortHMI-071	M7	"EH5.) The second press will switch to AUTO on.

(press the AUTO button once -> The AUTO state is AUTO ON)"	"EH5.) The second press will switch to AUTO on.

(press the ""AUTO"" button once -> The AUTO state is AUTO ON)"
L209	Test Case Specification 測試用例規範	NR1L-ComfortHMI-071	M7	"1. Press the AUTO button until the AUTO ECO mode is active
2. Press the AUTO button once"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Press the ""AUTO"" button once"
T209	Test Case Specification 測試用例規範	NR1L-ComfortHMI-071	R-C48(amend)	1	0
U209	Test Case Specification 測試用例規範	NR1L-ComfortHMI-071	R-C48(amend)	1	0
I210	Test Case Specification 測試用例規範	NR1L-ComfortHMI-072	M7	"A third press would go back to AUTO ECO.

(press the AUTO button once -> The AUTO state is AUTO ECO)"	"A third press would go back to AUTO ECO.

(press the ""AUTO"" button once -> The AUTO state is AUTO ECO)"
L210	Test Case Specification 測試用例規範	NR1L-ComfortHMI-072	M7	"1. Press the AUTO button until the AUTO ON state is active
2. Press the AUTO button once"	"1. Press the ""AUTO"" button until the AUTO ON state is active
2. Press the ""AUTO"" button once"
T210	Test Case Specification 測試用例規範	NR1L-ComfortHMI-072	R-C48(amend)	1	0
U210	Test Case Specification 測試用例規範	NR1L-ComfortHMI-072	R-C48(amend)	1	0
L211	Test Case Specification 測試用例規範	NR1L-ComfortHMI-073	M7+M9-compound	"1. Press the AUTO button until the AUTO ECO mode is active
2. Press the AUTO button repeatedly
3. Change the fan speed
4. Press the AUTO button until the AUTO ECO mode is active
5. Change the airflow mode"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Press the ""AUTO"" button repeatedly
3. Change the fan speed
4. Press the ""AUTO"" button until the AUTO ECO mode is active
5. Change the airflow mode"
T211	Test Case Specification 測試用例規範	NR1L-ComfortHMI-073	R-C48(amend)	1	0
U211	Test Case Specification 測試用例規範	NR1L-ComfortHMI-073	R-C48(amend)	1	0
I212	Test Case Specification 測試用例規範	NR1L-ComfortHMI-074	M7	"EH6.) When AUTO ECO is on, deselect airflow modes as in standard AUTO mode; fan speed indication should denote that AUTO ECO is active.

(press the AUTO button until the AUTO ECO mode is active -> The airflow modes are deselected)"	"EH6.) When AUTO ECO is on, deselect airflow modes as in standard AUTO mode; fan speed indication should denote that AUTO ECO is active.

(press the ""AUTO"" button until the AUTO ECO mode is active -> The airflow modes are deselected)"
L212	Test Case Specification 測試用例規範	NR1L-ComfortHMI-074	M7	"1. Select an airflow mode on the climate screen
2. Press the AUTO button until the AUTO ECO mode is active"	"1. Select an airflow mode on the climate screen
2. Press the ""AUTO"" button until the AUTO ECO mode is active"
T212	Test Case Specification 測試用例規範	NR1L-ComfortHMI-074	R-C48(amend)	1	0
U212	Test Case Specification 測試用例規範	NR1L-ComfortHMI-074	R-C48(amend)	1	0
L213	Test Case Specification 測試用例規範	NR1L-ComfortHMI-075	M7	"1. Press the AUTO button until the AUTO ECO mode is active
2. Read the fan speed indication on the climate screen"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Read the fan speed indication on the climate screen"
T213	Test Case Specification 測試用例規範	NR1L-ComfortHMI-075	R-C48(amend)	1	0
U213	Test Case Specification 測試用例規範	NR1L-ComfortHMI-075	R-C48(amend)	1	0
L214	Test Case Specification 測試用例規範	NR1L-ComfortHMI-076	M7	"1. Press the AUTO button until the AUTO ECO mode is active
2. Run an ignition cycle
3. Read the AUTO state on the climate screen"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Run an ignition cycle
3. Read the AUTO state on the climate screen"
T214	Test Case Specification 測試用例規範	NR1L-ComfortHMI-076	R-C48(amend)	1	0
U214	Test Case Specification 測試用例規範	NR1L-ComfortHMI-076	R-C48(amend)	1	0
I215	Test Case Specification 測試用例規範	NR1L-ComfortHMI-077	M7	"EH8.) The Comfort main Menu Bar icon shall reflect the AUTO ECO and AUTO states.

(press the AUTO button once, then read the Comfort main Menu Bar icon -> The Comfort main Menu Bar icon reflects the AUTO ON state)"	"EH8.) The Comfort main Menu Bar icon shall reflect the AUTO ECO and AUTO states.

(press the ""AUTO"" button once, then read the Comfort main Menu Bar icon -> The Comfort main Menu Bar icon reflects the AUTO ON state)"
L215	Test Case Specification 測試用例規範	NR1L-ComfortHMI-077	M7	"1. Press the AUTO button until the AUTO ECO mode is active, then read the Comfort main Menu Bar icon
2. Press the AUTO button once, then read the Comfort main Menu Bar icon"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active, then read the Comfort main Menu Bar icon
2. Press the ""AUTO"" button once, then read the Comfort main Menu Bar icon"
T215	Test Case Specification 測試用例規範	NR1L-ComfortHMI-077	R-C48(amend)	1	0
U215	Test Case Specification 測試用例規範	NR1L-ComfortHMI-077	R-C48(amend)	1	0
L216	Test Case Specification 測試用例規範	NR1L-ComfortHMI-078	M7+M9-compound	"1. Press the AUTO button until the AUTO ECO mode is active
2. Change the fan speed using the fan speed hard control
3. Press the AUTO button until the AUTO ON state is active
4. Change the fan speed using the fan speed hard control"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Change the fan speed using the fan speed hard control
3. Press the ""AUTO"" button until the AUTO ON state is active
4. Change the fan speed using the fan speed hard control"
T216	Test Case Specification 測試用例規範	NR1L-ComfortHMI-078	R-C48(amend)	1	0
U216	Test Case Specification 測試用例規範	NR1L-ComfortHMI-078	R-C48(amend)	1	0
I217	Test Case Specification 測試用例規範	NR1L-ComfortHMI-079	M7	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the AUTO button once and read the AUTO pop up -> The AUTO pop up reads ""Press again to improve climate performance"")"	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the ""AUTO"" button once and read the AUTO pop up -> The AUTO pop up reads ""Press again to improve climate performance"")"
L217	Test Case Specification 測試用例規範	NR1L-ComfortHMI-079	M7	"1. Press the AUTO button until AUTO is off
2. Press the AUTO button once and read the AUTO pop up"	"1. Press the ""AUTO"" button until AUTO is off
2. Press the ""AUTO"" button once and read the AUTO pop up"
T217	Test Case Specification 測試用例規範	NR1L-ComfortHMI-079	R-C48(amend)	1	0
U217	Test Case Specification 測試用例規範	NR1L-ComfortHMI-079	R-C48(amend)	1	0
I218	Test Case Specification 測試用例規範	NR1L-ComfortHMI-080	M7	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the AUTO button once and read the AUTO pop up -> The AUTO pop up reads ""Press again for lower battery consumption"")"	"When entering the AUTO ECO mode, text will read «Press again to improve climate performance»; when standard AUTO is activated, the text will read «Press again for lower battery consumption»

(press the ""AUTO"" button once and read the AUTO pop up -> The AUTO pop up reads ""Press again for lower battery consumption"")"
L218	Test Case Specification 測試用例規範	NR1L-ComfortHMI-080	M7	"1. Press the AUTO button until the AUTO ECO mode is active
2. Press the AUTO button once and read the AUTO pop up"	"1. Press the ""AUTO"" button until the AUTO ECO mode is active
2. Press the ""AUTO"" button once and read the AUTO pop up"
T218	Test Case Specification 測試用例規範	NR1L-ComfortHMI-080	R-C48(amend)	1	0
U218	Test Case Specification 測試用例規範	NR1L-ComfortHMI-080	R-C48(amend)	1	0
T219	Test Case Specification 測試用例規範	NR1L-ComfortHMI-304	R-C48(amend)	1	0
U219	Test Case Specification 測試用例規範	NR1L-ComfortHMI-304	R-C48(amend)	1	0
T220	Test Case Specification 測試用例規範	NR1L-ComfortHMI-305	R-C48(amend)	1	0
U220	Test Case Specification 測試用例規範	NR1L-ComfortHMI-305	R-C48(amend)	1	0
T221	Test Case Specification 測試用例規範	NR1L-ComfortHMI-306	R-C48(amend)	1	0
U221	Test Case Specification 測試用例規範	NR1L-ComfortHMI-306	R-C48(amend)	1	0
T222	Test Case Specification 測試用例規範	NR1L-ComfortHMI-307	R-C48(amend)	1	0
U222	Test Case Specification 測試用例規範	NR1L-ComfortHMI-307	R-C48(amend)	1	0
T223	Test Case Specification 測試用例規範	NR1L-ComfortHMI-308	R-C48(amend)	1	0
U223	Test Case Specification 測試用例規範	NR1L-ComfortHMI-308	R-C48(amend)	1	0
T224	Test Case Specification 測試用例規範	NR1L-ComfortHMI-309	R-C48(amend)	1	0
