swe_id	test_set	kind	sys1_book	section	spec_reference	title	verification_point	axis	est_tc	note
SWE1-RVC-116	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.3	Make-Favorite Confirmation Popup with 5s Auto-Dismiss	The pop-up updates to show the confirmation screen above. User presses OK or‘X’to clear, else pop-up dismissed…	none	1	
SWE1-RVC-117	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.4	Remove as Favorite Button Toggle After Favorite Set	Once the camera has been made favorite, the button in the settings menu updates to read “Remove as favorite”. …	none	1	
SWE1-RVC-118	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.5	Favorite Star Shown on Camera Line in Settings Menu	Once the user exits the AUX Cam settings menu, there will be a star shown in that camera’s line item now to si…	none	1	
SWE1-RVC-119	AUX Camera Settings	umbrella	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.6	Favorite Camera Homepage Indicators and Ordering (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-119-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.6	Show favorite star inside camera icon	Once the user returns to the homepage, the favorites star will be shown inside the camera icon circle to signi…	none	1	
SWE1-RVC-119-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.6	Move favorite camera to favorite filter	Once the user returns to the homepage, the favorites star will be shown inside the camera icon circle to signi…	none	1	
SWE1-RVC-119-03	AUX Camera Settings	leaf	HeadUnitCameraSystems	30.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_30.1.6	Label remaining cameras sequentially	Once the user returns to the homepage, the favorites star will be shown inside the camera icon circle to signi…	none	1	
SWE1-RVC-120	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.1	"Edit-Name Flow: Press ""Edit Name"" in Settings Menu"	From the AUX Cam settings menu, the user presses “Edit Name”._x000D_ (image: image163.png)	none	1	
SWE1-RVC-121	AUX Camera Settings	umbrella	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.2	Camera Name Editing Keyboard Flow (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-121-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.2	Display full QWERTY keyboard popup	The pop-up updates to show a full QWERTY keyboard. The user uses this to edit the name of the camera. The came…	none	1	
SWE1-RVC-121-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.2	Typing or backspace overwrites default name	The pop-up updates to show a full QWERTY keyboard. The user uses this to edit the name of the camera. The came…	none	1	
SWE1-RVC-121-03	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.2	OK confirms camera name change	The pop-up updates to show a full QWERTY keyboard. The user uses this to edit the name of the camera. The came…	none	1	
SWE1-RVC-122	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.3	Settings Menu Title Updates After Name Change	After the name change has been confirmed, the settings menu is updated to read “NEW NAME” Settings (NEW NAME =…	none	1	
SWE1-RVC-123	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.4	New Camera Name Reflected in Settings Line Item	The updated name also is reflected in the settings menu line item for that camera._x000D_ (image: image166.png…	none	1	
SWE1-RVC-124	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.5	New Camera Name Reflected on Camera App Homepage Soft Button	The updated name also is reflected on the camera app homepage, in that camera’s soft button_x000D_ (image: ima…	none	1	
SWE1-RVC-125	AUX Camera Settings	umbrella	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.6	AUX Camera Name Character Limit and Truncation Rules	—	—	0	UMBRELLA — covered by children
SWE1-RVC-125-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.6	Name character limit (2 lines x 7 chars = 14 total)	The Character limit for an Aux camera name is 2 lines with 7 characters. There is a total character limit of 1…	none	1	
SWE1-RVC-125-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.6	Truncate at character limit per Core Truncation rules	The Character limit for an Aux camera name is 2 lines with 7 characters. There is a total character limit of 1…	none	1	
SWE1-RVC-125-03	AUX Camera Settings	leaf	HeadUnitCameraSystems	31.1.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_31.1.6	Do not truncate when full word fits	The Character limit for an Aux camera name is 2 lines with 7 characters. There is a total character limit of 1…	none	1	
SWE1-RVC-126	Wireless Camera Pairing	leaf	HeadUnitCameraSystems	33.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_33.1.1	"Auto-Enable and Start Pairing on ""Add Camera"" (No Projection)"	If the ‘enable wireless cameras’ setting is not enabled, no wireless projection session is active and the user…	none	1	
SWE1-RVC-127	Wireless Camera Pairing	umbrella	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_33.1.2	Add-Camera Flow with Projection Active (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-127-01	Wireless Camera Pairing	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_33.1.2	Display confirmation popup on Add camera	If the ‘enable wireless cameras’ setting is not enabled, a wireless projection session is active and the user …	none	1	
SWE1-RVC-127-02	Wireless Camera Pairing	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_33.1.2	YES: disconnect projection, enable, start pairing	If the ‘enable wireless cameras’ setting is not enabled, a wireless projection session is active and the user …	none	1	
SWE1-RVC-127-03	Wireless Camera Pairing	leaf	HeadUnitCameraSystems	33.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_33.1.2	NO: maintain projection, stop pairing	If the ‘enable wireless cameras’ setting is not enabled, a wireless projection session is active and the user …	none	1	
SWE1-RVC-128	Wireless Camera Pairing	leaf	HeadUnitCameraSystems	33.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_33.2.1	Add Camera Function Locked Out While Vehicle in Drive	Function not available while vehicle in drive_x000D_ (image: %E5%9C%96%E7%89%87_1459069355.png)	none	1	
SWE1-RVC-129	AUX Camera Access	leaf	HeadUnitCameraSystems	34.1.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.1.1.1	Second-Surface AUX Cam Controls in Back-Up / CHMSL (Variant 2)	Second surface (AUX Cam controls within camera view – back up and CHMSL)	none	1	
SWE1-RVC-130	AUX Camera Access	leaf	HeadUnitCameraSystems	34.1.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.1.2.1	AUX Cameras Icons in Camera Views (Variant 2)	Icons will exist for “AUX Cameras” in the camera views	none	1	
SWE1-RVC-131	AUX Camera Access	leaf	HeadUnitCameraSystems	34.1.3.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.1.3.1	AUX Cam is Always a Selectable Option (Variant)	AUX cam will always be a selectable field	none	1	
SWE1-RVC-132	AUX Camera Access	leaf	HeadUnitCameraSystems	34.1.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.1.4.1	"Personalization Settings Grouped under ""Cameras"" (Variant)"	Personalization settings to be grouped within the “Cameras” line	none	1	
SWE1-RVC-133	AUX Camera Access	leaf	HeadUnitCameraSystems	34.1.5.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.1.5.1	RearView Camera / Cargo Camera / Apps Page Set	RearView Camera, Cargo Camera, and Apps Page	none	1	
SWE1-RVC-134	AUX Camera Access	leaf	HeadUnitCameraSystems	34.3.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.3.2	X Absent When Camera Screen Accessed via Reverse Shift	Below screen is also accessed when shifting to REVERSE, but <X> is not present	PROXI 配備	1	
SWE1-RVC-135	AUX Camera Access	leaf	HeadUnitCameraSystems	34.4.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.4.1	CHMSL-Only Camera Configuration Does Not Exist	CHMSL cam only configuration does not exist	none	1	
SWE1-RVC-136	AUX Camera Access	leaf	HeadUnitCameraSystems	34.4.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.4.2	X Absent When Camera Screen Accessed via Reverse Shift (Variant)	Below screen is also accessed when shifting to REVERSE, but <X> is not present	PROXI 配備	1	
SWE1-RVC-137	AUX Camera Access	leaf	HeadUnitCameraSystems	34.4.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.4.3	AUX Cam Button Always Lands on AUX 1 Screen	Pressing the AUX Cam button will always take the user to the Aux 1 screen	none	1	
SWE1-RVC-138	AUX Camera Access	leaf	HeadUnitCameraSystems	34.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.6	AUX Camera Access from Back-Up and Cargo Cam	Accessing Aux Cameras – Backup and Cargo Cam_x000D_ (image: %E5%9C%96%E7%89%87_1910091578.png)	none	1	
SWE1-RVC-139	AUX Camera Access	leaf	HeadUnitCameraSystems	34.6.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.6.1	CHMSL-Only Camera Configuration Does Not Exist (Variant)	CHMSL cam only configuration does not exist	none	1	
SWE1-RVC-140	AUX Camera Access	leaf	HeadUnitCameraSystems	34.6.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.6.2	X Absent When Accessed via Reverse Shift (Cargo Variant)	Below screen is also accessed when shifting to REVERSE, but <X> is not present	PROXI 配備	1	
SWE1-RVC-141	AUX Camera Access	leaf	HeadUnitCameraSystems	34.6.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.6.3	Same AUX Behavior When Accessing from Cargo Cam	Same behavior applies when accessing from cargo cam	none	1	
SWE1-RVC-142	AUX Camera Access	leaf	HeadUnitCameraSystems	34.7.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.7.1	DT/HDCC + SVC + Camera App: No AUX via Left-Corner Views	DT and HDCC programs with SVC and Camera app will not have access to AUX cameras via the left corner of views_…	車型	1	
SWE1-RVC-143	AUX Camera Access	umbrella	HeadUnitCameraSystems	34.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.7.2	X Availability in Reverse and Camera Persistence (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-143-01	AUX Camera Access	leaf	HeadUnitCameraSystems	34.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.7.2	X not available in REVERSE except as back button	<X> not available in REVERSE, unless acting as a back button within camera views. Camera image must always be …	none	1	
SWE1-RVC-143-02	AUX Camera Access	leaf	HeadUnitCameraSystems	34.7.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.7.2	Camera image always up while in REVERSE	<X> not available in REVERSE, unless acting as a back button within camera views. Camera image must always be …	none	1	
SWE1-RVC-144	AUX Camera Access	leaf	HeadUnitCameraSystems	34.8.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.8.1	AUX Button Always Lands on AUX 1 Screen (Variant)	Pressing the AUX button will always take the user to the AUX 1 screen	none	1	
SWE1-RVC-145	AUX Camera Access	leaf	HeadUnitCameraSystems	34.8.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.8.2	Camera System Unavailable Screen When AUX Not Connected (Variant)	If AUX camera is not connected, display blue screen “camera system unavailable”	none	1	
SWE1-RVC-146	AUX Camera Access	leaf	HeadUnitCameraSystems	34.8.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.8.3	AUX 2 Selectable When AUX 1 Missing but AUX 2 Connected	If AUX 2 connected, but AUX 1 not connected, system shall display blue screen “camera system unavailable” with…	none	1	
SWE1-RVC-147	AUX Camera Access	leaf	HeadUnitCameraSystems	34.8.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.8.4	Same AUX Behavior When Accessing from Cargo Cam (Variant)	Same behavior applies when accessing from cargo cam	none	1	
SWE1-RVC-148	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.1	Individual AUX Cam Settings Popup via Settings Line Tap (Variant 3)	The user can access the individual AUX Cam settings pop-up by pressing anywhere on the camera line item in the…	none	1	
SWE1-RVC-149	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.2.1	Edit Name of Selected AUX Camera	Edit the name of the selected camera	none	1	
SWE1-RVC-150	AUX Camera Settings	umbrella	HeadUnitCameraSystems	34.9.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.2.2	Reset Camera Default-Name Restoration (Umbrella)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-150-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.2.2	Reset Camera restores default camera name	Reset Camera- Deletes the edited saved name of the camera, returning the name to “AUX Camera 1” or “AUX Camera…	none	1	
SWE1-RVC-150-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.2.2	Reset Camera restores default soft-control label	Reset Camera- Deletes the edited saved name of the camera, returning the name to “AUX Camera 1” or “AUX Camera…	none	1	
SWE1-RVC-151	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.4	"Edit-Favorite Flow: Press ""Edit Favorite"" in Settings Menu"	From the AUX Cam settings menu, the user presses “Edit Favorite”_x000D_ (image: image183.png)	none	1	
SWE1-RVC-152	AUX Camera Settings	umbrella	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.5	AUX Camera Name Character Limit and Truncation (Settings Flow)	—	—	0	UMBRELLA — covered by children
SWE1-RVC-152-01	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.5	Name character limit (7 chars/line, 2 lines)	There is a 7 character limit per each line. With a limit of 2 lines 14 characters. Once character limit is rea…	none	1	
SWE1-RVC-152-02	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.5	Truncate at character limit per Core Truncation rules	There is a 7 character limit per each line. With a limit of 2 lines 14 characters. Once character limit is rea…	none	1	
SWE1-RVC-152-03	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.5	Do not truncate when full word fits	There is a 7 character limit per each line. With a limit of 2 lines 14 characters. Once character limit is rea…	none	1	
SWE1-RVC-153	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.6	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.6	QWERTY Keyboard for Editing Camera Name with OK Confirmation	The pop-up updates to show a full QWERTY keyboard. The user uses this to edit the name of the camera. The came…	none	1	
SWE1-RVC-154	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.7	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.7	Settings Menu Title Updates After Name Change (Variant)	After the name change has been confirmed, the settings menu is updated to read “NEW NAME” Settings (NEW NAME =…	none	1	
SWE1-RVC-155	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.8	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.8	New Camera Name Reflected in Settings Line Item (Variant)	The updated name also is reflected in the settings menu line item for that camera._x000D_ (image: image186.png…	none	1	
SWE1-RVC-156	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.9.9	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.9.9	New Camera Name Reflected on Camera App Soft Button (Variant)	The updated name also is reflected on the camera app homepage, in that camera’s soft button._x000D_ (image: im…	none	1	
SWE1-RVC-157	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.10.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.10.1	User Can Access Connected AUX Cameras	The user can access AUX cameras that have been connected to the system	none	1	
SWE1-RVC-158	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.10.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.10.2	Tap AUX Soft Control to Display Camera View Full-Screen	The user simply taps on the (image: Image_3960.png) Soft controls in the Camera App AUX and the associated fac…	none	1	
SWE1-RVC-159	AUX Camera Settings	leaf	HeadUnitCameraSystems	34.10.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th, 2023)_34.10.3	DT/HDCC + SVC + Camera App: No Left-Corner AUX Access (Variant)	DT and HDCC programs with SVC and Camera app will not have access to AUX cameras via the left corner of views	車型	1	
