sheet_row	polarion_id	melco_id	chapter_for_vf	document_id	function_level1	verification_method_trunc	denominator	mark
1036	NRL-385565		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional validation  Timer reset verification  Integration testing with IP	EXCLUDED	VF655_誤植疑義(DR-VT2)
1037	NRL-385566		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional verification  Timer reset validation  Integration testing with IP	EXCLUDED	VF655_誤植疑義(DR-VT2)
1038	NRL-385567		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional verification against HMI logic & flow document  Timer reset verif	EXCLUDED	VF655_誤植疑義(DR-VT2)
1039	NRL-385568		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional verification  Timer reset verification  Integration testing with 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1040	NRL-385569		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Communication loss simulation  Timeout scenario validation  HMI functional testing  Integration testing with IPC  Negati	EXCLUDED	VF655_誤植疑義(DR-VT2)
1041	NRL-385570		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional verification  Integration testing with IPC  Negative testing for 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1042	NRL-385571		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional verification  Integration testing with IPC  Negative testing for 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1043	NRL-385572		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional verification  Integration testing with IPC  Negative testing for 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1044	NRL-385573		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional verification  Integration testing with IPC  Negative testing for 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1045	NRL-385574		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	SW supplier will read the  CAN signal IPC_VEHICLE_SETUP2.EPB_MaintenanceMode  value and check the value is on  then Upda	EXCLUDED	VF655_誤植疑義(DR-VT2)
1046	NRL-385575		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation for speed signal transitions  Ignition transition simulation  HMI functional verification  Integrat	EXCLUDED	VF655_誤植疑義(DR-VT2)
1047	NRL-385576		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional test  Signal-to-display consistency verification  Integration tes	EXCLUDED	VF655_誤植疑義(DR-VT2)
1048	NRL-385577		01.11.01.01.11	VF655_V43_R3	A. 核心顯示管理(Core Display Management)		EXCLUDED	VF655_誤植疑義(DR-VT2)
1050	NRL-385579		01.11.01.01.12	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1051	NRL-385580		01.11.01.01.12	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1052	NRL-385581		01.11.01.01.12	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Negative testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
1053	NRL-385582		01.11.01.01.12	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Negative testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
1054	NRL-385583		01.11.01.01.12	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1057	NRL-385586		01.11.01.01.13	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	PROXI configuration validation  LID mapping verification  HMI functional testing  Market-based configuration testing  Re	EXCLUDED	VF655_誤植疑義(DR-VT2)
1058	NRL-385587		01.11.01.01.13	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Language mapping	EXCLUDED	VF655_誤植疑義(DR-VT2)
1059	NRL-385588		01.11.01.01.13	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1060	NRL-385589		01.11.01.01.13	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1062	NRL-385591		01.11.01.01.14	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1063	NRL-385592		01.11.01.01.14	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1064	NRL-385593		01.11.01.01.14	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Negative testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
1065	NRL-385594		01.11.01.01.14	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Negative testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
1066	NRL-385595		01.11.01.01.14	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1068	NRL-385597		01.11.01.01.15	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1069	NRL-385598		01.11.01.01.15	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1070	NRL-385599		01.11.01.01.15	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Boundary testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
1071	NRL-385600		01.11.01.01.15	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Boundary testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
1072	NRL-385601		01.11.01.01.15	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Boundary testing	EXCLUDED	VF655_誤植疑義(DR-VT2)
1073	NRL-385602		01.11.01.01.15	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1075	NRL-385604		01.11.01.01.16	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	PROXI/LID configuration validation  HMI functional testing  Brand-based configuration testing  Regression testing across	EXCLUDED	VF655_誤植疑義(DR-VT2)
1076	NRL-385605		01.11.01.01.16	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Boundary and val	EXCLUDED	VF655_誤植疑義(DR-VT2)
1077	NRL-385606		01.11.01.01.16	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Boundary and val	EXCLUDED	VF655_誤植疑義(DR-VT2)
1078	NRL-385607		01.11.01.01.16	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Boundary and val	EXCLUDED	VF655_誤植疑義(DR-VT2)
1079	NRL-385608		01.11.01.01.16	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Boundary and val	EXCLUDED	VF655_誤植疑義(DR-VT2)
1080	NRL-385609		01.11.01.01.16	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1082	NRL-385611		01.11.01.01.17	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1083	NRL-385612		01.11.01.01.17	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1084	NRL-385613		01.11.01.01.17	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1085	NRL-385614		01.11.01.01.17	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1086	NRL-385615		01.11.01.01.17	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1088	NRL-385617		01.11.01.01.18	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1089	NRL-385618		01.11.01.01.18	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1090	NRL-385619		01.11.01.01.18	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Option mapping v	EXCLUDED	VF655_誤植疑義(DR-VT2)
1091	NRL-385620		01.11.01.01.18	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Option mapping v	EXCLUDED	VF655_誤植疑義(DR-VT2)
1092	NRL-385621		01.11.01.01.18	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1094	NRL-385623		01.11.01.01.19	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1095	NRL-385624		01.11.01.01.19	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1096	NRL-385625		01.11.01.01.19	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Feature behavior	EXCLUDED	VF655_誤植疑義(DR-VT2)
1097	NRL-385626		01.11.01.01.19	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Feature behavior	EXCLUDED	VF655_誤植疑義(DR-VT2)
1098	NRL-385627		01.11.01.01.19	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1100	NRL-385629		01.11.01.01.20	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1101	NRL-385630		01.11.01.01.20	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1102	NRL-385631		01.11.01.01.20	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Feature behavior	EXCLUDED	VF655_誤植疑義(DR-VT2)
1103	NRL-385632		01.11.01.01.20	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Feature behavior	EXCLUDED	VF655_誤植疑義(DR-VT2)
1104	NRL-385633		01.11.01.01.20	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1106	NRL-385635		01.11.01.01.21	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1107	NRL-385636		01.11.01.01.21	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1108	NRL-385637		01.11.01.01.21	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Feature behavior	EXCLUDED	VF655_誤植疑義(DR-VT2)
1109	NRL-385638		01.11.01.01.21	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  Feature behavior	EXCLUDED	VF655_誤植疑義(DR-VT2)
1110	NRL-385639		01.11.01.01.21	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1112	NRL-385641		01.11.01.01.22	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1113	NRL-385642		01.11.01.01.22	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1114	NRL-385643		01.11.01.01.22	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  Inter-module communication validation  Software integration testing with VF456  Functi	EXCLUDED	VF655_誤植疑義(DR-VT2)
1115	NRL-385644		01.11.01.01.22	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  Inter-module communication validation  Software integration testing with VF456  Functi	EXCLUDED	VF655_誤植疑義(DR-VT2)
1117	NRL-385646		01.11.01.01.23	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  Internal signal monitoring validation  Inter-module communication test with VF46	EXCLUDED	VF655_誤植疑義(DR-VT2)
1118	NRL-385647		01.11.01.01.23	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  Internal signal monitoring validation  Inter-module communication test with VF46	EXCLUDED	VF655_誤植疑義(DR-VT2)
1120	NRL-385649		01.11.01.01.24	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  Internal signal monitoring validation  Inter-module communication test with VF17	EXCLUDED	VF655_誤植疑義(DR-VT2)
1121	NRL-385650		01.11.01.01.24	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  Internal signal monitoring validation  Inter-module communication test with VF17	EXCLUDED	VF655_誤植疑義(DR-VT2)
1123	NRL-385652		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1124	NRL-385653		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe / CANalyzer)  Integration testing with IPC  Functional ver	EXCLUDED	VF655_誤植疑義(DR-VT2)
1125	NRL-385654		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  PAM alert mode b	EXCLUDED	VF655_誤植疑義(DR-VT2)
1126	NRL-385655		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe / CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integratio	EXCLUDED	VF655_誤植疑義(DR-VT2)
1128	NRL-385657		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1129	NRL-385658		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe / CANalyzer)  Integration testing with IPC  Functional ver	EXCLUDED	VF655_誤植疑義(DR-VT2)
1130	NRL-385659		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  PAM rear chime v	EXCLUDED	VF655_誤植疑義(DR-VT2)
1131	NRL-385660		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  PAM rear chime v	EXCLUDED	VF655_誤植疑義(DR-VT2)
1132	NRL-385661		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1133	NRL-385662		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1135	NRL-385664		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1136	NRL-385665		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe / CANalyzer)  Integration testing with IPC  Functional ver	EXCLUDED	VF655_誤植疑義(DR-VT2)
1137	NRL-385666		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  PAM front chime 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1138	NRL-385667		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	Internal signal stimulation test  CAN trace validation (CANoe/CANalyzer)  Integration testing with IPC  PAM front chime 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1139	NRL-385668		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1140	NRL-385669		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1141	NRL-385670		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1142	NRL-385671		01.11.01.01.25	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	CAN trace validation (CANoe/CANalyzer)  HMI functional testing  Signal-to-display consistency verification  Integration 	EXCLUDED	VF655_誤植疑義(DR-VT2)
1144	NRL-385673		01.11.01.01.26	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1145	NRL-385674		01.11.01.01.26	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1146	NRL-385675		01.11.01.01.26	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	"""1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation"""	EXCLUDED	VF655_誤植疑義(DR-VT2)
1147	NRL-385676		01.11.01.01.26	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	"""1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation"""	EXCLUDED	VF655_誤植疑義(DR-VT2)
1148	NRL-385677		01.11.01.01.26	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	"""1. Peer review 2. Unit test 3. Integration test 4. SW validation 5. System Validation"""	EXCLUDED	VF655_誤植疑義(DR-VT2)
1150	NRL-385679		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1151	NRL-385680		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1152	NRL-385681		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1153	NRL-385682		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1154	NRL-385683		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1155	NRL-385684		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1156	NRL-385685		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1157	NRL-385686		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1158	NRL-385687		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1160	NRL-385689		01.11.01.01.27	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1162	NRL-385691		01.11.01.01.28	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1163	NRL-385692		01.11.01.01.28	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1164	NRL-385693		01.11.01.01.28	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1165	NRL-385694		01.11.01.01.28	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1166	NRL-385695		01.11.01.01.28	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1168	NRL-385697		01.11.01.01.29	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1169	NRL-385698		01.11.01.01.29	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1170	NRL-385699		01.11.01.01.29	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1171	NRL-385700		01.11.01.01.29	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1172	NRL-385701		01.11.01.01.29	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1174	NRL-385703		01.11.01.01.30	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1175	NRL-385704		01.11.01.01.30	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1176	NRL-385705		01.11.01.01.30	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1177	NRL-385706		01.11.01.01.30	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1178	NRL-385707		01.11.01.01.30	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1180	NRL-385709		01.11.01.01.31	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1181	NRL-385710		01.11.01.01.31	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1182	NRL-385711		01.11.01.01.31	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
1184	NRL-385713		01.11.01.01.32	VF655_V43_R3	A. 核心顯示管理(Core Display Management)	1. Software Validation 2. System Validation 3. Integration test.	EXCLUDED	VF655_誤植疑義(DR-VT2)
