sheet	row	col	tc_id	rule	old_text	new_text	mechanical
Test Case Specification&Result	287		NR1L-PowerManagement-216	X-nav	"2. Read the ""Disclaimer"" screen text and check that it contains ""SOS"""	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	288		NR1L-PowerManagement-217	X-nav	"2. Read the ""Disclaimer"" screen text and check that it contains ""Help"" and does "	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	289		NR1L-PowerManagement-218	X-nav	"2. After each cycle, read the HU screen and record whether the ""Disclaimer"" scre"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	289		NR1L-PowerManagement-218	X-nav	"3. Count the cycles in which the ""Disclaimer"" screen was shown"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	290		NR1L-PowerManagement-219	X-nav	"2. Read the HU screen and check that the ""Geolocation + SOS"" pop-up is shown on "	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	291		NR1L-PowerManagement-220	X-nav	"2. Read the HU screen and check that the ""Geolocation + SOS"" pop-up is shown on "	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	292		NR1L-PowerManagement-221	X-nav	"2. Read the HU screen and check that the ""Geolocation + SOS"" pop-up is shown on "	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	293		NR1L-PowerManagement-222	X-nav	"2. Read the ""Disclaimer"" screen text and check the added text"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	294		NR1L-PowerManagement-223	X-nav	"2. Read the ""Disclaimer"" screen text and check the added text"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	295		NR1L-PowerManagement-224	X-nav	"2. Read the HU screen and check whether the ""Disclaimer"" screen or the geolocati"	（須查 HMI 來源，R-G71(d)：不造 hop）	N
Test Case Specification&Result	297		NR1L-PowerManagement-226	X-nav	2. Bring the HU to FULL OPERATION again and read the screen to check the disclai	（須查 HMI 來源，R-G71(d)：不造 hop）	N
