path	size	sha256	filename	doc_id_or_NONE	dup_group	note
features/display/inputs/SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx	193683	421c8eef3f5cb01a2d4d4768b41d38897009c53cdfdff2ff1b6ab80ba72adb1d	SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx	NONE	G006	
features/ics_management/inputs/SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx	193683	421c8eef3f5cb01a2d4d4768b41d38897009c53cdfdff2ff1b6ab80ba72adb1d	SYS2_CFTS_020_DISP_TCH_ICS_20260616_All_HW_System_Accepted & Released.xlsx	NONE	G006	
features/audio_mgmt/inputs/SYS3_CFTS019-Audio_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD.docx	12964371	1cc6849939bfbde3f52fb3ebf217a3ec8baf4d57e3ce8204d1e211a099f71a83	SYS3_CFTS019-Audio_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD.docx	NONE		
features/ics_management/inputs/SYS3_CFTS020_ICS_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	496171	f1a1c2a598d0750b6faac4424e2cf17338c2b5f9170e2cce54476d6b5426879a	SYS3_CFTS020_ICS_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	NONE		
features/power/inputs/SYS3_CFTS_009_Power_Management_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.1.0.docx	3474091	cb6bf7d81030abc8ce47a444b4cf90b6bf527816fde7887b9e9b872c22338ae4	SYS3_CFTS_009_Power_Management_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.1.0.docx	NONE		
_intake/Display/SYS3_CFTS_020_display_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	3663612	be9c97af0211a70357d4484fcfbd19b72d3d439ff28e7d09a11dda3146b3c298	SYS3_CFTS_020_display_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	NONE	G020	
features/display/inputs/SYS3_CFTS_020_display_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	3663612	be9c97af0211a70357d4484fcfbd19b72d3d439ff28e7d09a11dda3146b3c298	SYS3_CFTS_020_display_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	NONE	G020	
_intake/SW_Update/SYS3_CFTS_057_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD_V03_06042026_V3.0.docx	3764644	93389691bf2fa217c26dfc2558fa21fd52478f054b1b38763bd9eb915fd23019	SYS3_CFTS_057_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD_V03_06042026_V3.0.docx	NONE	G014	
features/sw_update/inputs/SYS3_CFTS_057_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD_V03_06042026_V3.0.docx	3764644	93389691bf2fa217c26dfc2558fa21fd52478f054b1b38763bd9eb915fd23019	SYS3_CFTS_057_FM-WI-FSM-011-A01 系統架構設計 System Architectural Design_SYSAD_V03_06042026_V3.0.docx	NONE	G014	
features/driver_distraction/inputs/SYS3_Driver_Distraction_FM-WI-FSM-015-A01 系統架構設計 System Architectural Design_SYSAD_V1 (1).docx	5412577	025ed9acbb263e8bf324c9fc552d6b5bbb8a95ed9fa01362b12cad6c3711c8de	SYS3_Driver_Distraction_FM-WI-FSM-015-A01 系統架構設計 System Architectural Design_SYSAD_V1 (1).docx	NONE		
features/privacy/inputs/SYS3_PrivacyMode_System Architectural Design_SYSAD_V1.docx	3448554	e534afa55710547f6fc53de21de3c1830073bf17f162e835668b153c3a93158c	SYS3_PrivacyMode_System Architectural Design_SYSAD_V1.docx	NONE		
features/vehicle_setting/inputs/SYS3_Vehicle_Settings_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	16694938	469162b81bf3101855089feb87b4a155d4ce867860c194d65d2a901bad08b200	SYS3_Vehicle_Settings_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	vf665_sysad_sys3	G008	
sources/raw/vf665_sysad_sys3/SYS3_Vehicle_Settings_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	16694938	469162b81bf3101855089feb87b4a155d4ce867860c194d65d2a901bad08b200	SYS3_Vehicle_Settings_FM-WI-FSM-011-A01_System Architectural Design_SYSAD_v1.0.docx	vf665_sysad_sys3	G008	
_intake/SW_Update/Software Updates FOTA HMI Logic and Flow R1 SR24 post 2A (Aug 30 2023).pdf	4955682	faa58c3131df3ee4117ac880324af1de634b0bc3fc445f15519b825d0e75d11e	Software Updates FOTA HMI Logic and Flow R1 SR24 post 2A (Aug 30 2023).pdf	NONE	G027	
features/sw_update/inputs/Software Updates FOTA HMI Logic and Flow R1 SR24 post 2A (Aug 30 2023).pdf	4955682	faa58c3131df3ee4117ac880324af1de634b0bc3fc445f15519b825d0e75d11e	Software Updates FOTA HMI Logic and Flow R1 SR24 post 2A (Aug 30 2023).pdf	NONE	G027	
_intake/SW_Update/SoftwareUpdate_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	205123	5d67ffc17b9847a10463e2eb7372e77af39742de6670d066d482db1669a99fbf	SoftwareUpdate_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	NONE	G009	
features/sw_update/inputs/SoftwareUpdate_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	205123	5d67ffc17b9847a10463e2eb7372e77af39742de6670d066d482db1669a99fbf	SoftwareUpdate_FM-WI-FSM-037-A03_STLA_Report_SWRA.xlsx	NONE	G009	
_intake/Vehicle_Category/Vehicle Category HMI Logic and Flow R1 SR24 Post 2A (December 27 2023).pdf	2828253	3a6752c83bed1582485ad5e1aa7052ae63e6f0bb94304839beaf0e0b12776a76	Vehicle Category HMI Logic and Flow R1 SR24 Post 2A (December 27 2023).pdf	NONE	G004	
features/vehicle_category/inputs/Vehicle Category HMI Logic and Flow R1 SR24 Post 2A (December 27 2023).pdf	2828253	3a6752c83bed1582485ad5e1aa7052ae63e6f0bb94304839beaf0e0b12776a76	Vehicle Category HMI Logic and Flow R1 SR24 Post 2A (December 27 2023).pdf	NONE	G004	
sources/raw/vf665_v43_spec_r4/Vehicle_Setup_Management_by_VP_-_LTM_(R1L)_with_TBM_VF665_V43_R4.docx	83068	c922b4763eec45ca0c294e354788591ededc5d4189387332061288de9b00edbe	Vehicle_Setup_Management_by_VP_-_LTM_(R1L)_with_TBM_VF665_V43_R4.docx	vf665_v43_spec_r4		
sources/raw/vf665_v42_spec_r6/Vehicle_Setup_Management_by_VP_-_LTM_(R1_Low)_VF665_V42_R6.docx	118453	148956e9ccf77620dbc0e500971d7c8a59bf19352b88e4eed2b0cf4c8416ba99	Vehicle_Setup_Management_by_VP_-_LTM_(R1_Low)_VF665_V42_R6.docx	vf665_v42_spec_r6		
features/vehicle_setting/inputs/_vf230_036_append_backup.xlsx	186784	73e28c740fe79055b480c871f491400fa88d76993a0d30c5d89e830d3197dbbf	_vf230_036_append_backup.xlsx	NONE		
features/vehicle_setting/inputs/_vf230_036_docsort_backup.xlsx	189846	67256f58bd570dbc854555be28077388a5f5150a8e9d6f375f613285ed07d4cb	_vf230_036_docsort_backup.xlsx	NONE		
features/vehicle_setting/inputs/_vf230_036_prewrite_backup.xlsx	82467	5dd5431e6286a0af3064fe16c4b678d1d77b6652f1094cf4e4d3f3eae67fe9cc	_vf230_036_prewrite_backup.xlsx	NONE		
features/vehicle_setting/inputs/_vf230_036_reorder_backup.xlsx	191421	b93ee1c00d5417302fa8d55b54ea70e51d02e0cb1d6cb215e5afe0e6529b457c	_vf230_036_reorder_backup.xlsx	NONE		
_intake/AMFM/intake.json	69	d87a5024c89d470878f0cdc31ca15062f4ac7fd460c9970175be23c509dcb0d8	intake.json	NONE		NAME_COLLISION;META
_intake/Comfort/intake.json	72	e9bbfee6f5d93c5da0ac87e759af9e5170e7bd69fc618562964e6e47411b089b	intake.json	NONE		NAME_COLLISION;META
_intake/Display/intake.json	1094	778d6deb5ad05a23766a6363b6587f9a22ff92cf37b0b58c4dfa92b6af95c1d2	intake.json	NONE		NAME_COLLISION;META
_intake/Privacy/intake.json	72	c51de26033d5a30d645fcc727655883f88b8233655ebfb2e95d5876df1f9fa20	intake.json	NONE		NAME_COLLISION;META
_intake/SW_Update/intake.json	1891	1c18cd5c3dd5b08c57701c962928e55e9f699d344b2a39368459e51464633f29	intake.json	NONE		NAME_COLLISION;META
_intake/SXM/intake.json	488	42d8a406082b3590ca025d37b3ec50ff23bd9247db3c29f04fc0caa5f7bd0c9b	intake.json	NONE		NAME_COLLISION;META
_intake/Time_Management/intake.json	80	af941333d036de48fda86df071bb6d47775fdbefc62ef579f102fd0024fbec1a	intake.json	NONE		NAME_COLLISION;META
_intake/Vehicle_Category/intake.json	1047	e581efa442b0d3d2d338704e535d3c3b0d3788923e77fc72185e2edd49c4f89a	intake.json	NONE		NAME_COLLISION;META
