needle	path	line	category	text
MASTER	features/power/sandbox/backup/20260818T092338Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T092338Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T092338Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T092338Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T092338Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T092338Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T092338Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T092338Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T092338Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T090813Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T090813Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T090813Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T090813Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T090813Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T090813Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T090813Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T090813Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T090813Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T090813Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260820T021505Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260820T021505Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/scripts/verify_gates_03.py	54	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/scripts/verify_gates_03.py	193	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260820T021505Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T021505Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T021505Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260820T021505Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T021505Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T021505Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260820T021505Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260820T021505Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260820T021505Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260820T021505Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260820T011645Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260820T011645Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/scripts/verify_gates_03.py	54	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/scripts/verify_gates_03.py	193	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260820T011645Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T011645Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T011645Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260820T011645Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T011645Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T011645Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260820T011645Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260820T011645Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260820T011645Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260820T011645Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260820T023816Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260820T023816Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/scripts/verify_gates_03.py	54	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/scripts/verify_gates_03.py	193	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/scripts/lint_tcs.py	1088	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260820T023816Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T023816Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260820T023816Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260820T023816Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T023816Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260820T023816Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260820T023816Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260820T023816Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260820T023816Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260820T023816Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260819T022421Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260819T022421Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/scripts/verify_gates_03.py	54	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/scripts/verify_gates_03.py	193	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260819T022421Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T022421Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T022421Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260819T022421Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T022421Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T022421Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260819T022421Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260819T022421Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260819T022421Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260819T022421Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260819T012114Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260819T012114Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260819T012114Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T012114Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260819T012114Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260819T012114Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T012114Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260819T012114Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260819T012114Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260819T012114Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260819T012114Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260819T012114Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T111427Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T111427Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T111427Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T111427Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T111427Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T111427Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T111427Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T111427Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/data/b1_column_crosscheck.md	10	doc	| **Power** | `Test Case Specification&Result` | **35** | 0（BLANK，G10） | 待產出 |
MASTER	features/power/sandbox/backup/20260818T111427Z/data/b1_column_crosscheck.md	11	doc	| Comfort | `Test Case Specification 測試用例規範` | 34 | 466 | **已交付、已驗收** |
MASTER	features/power/sandbox/backup/20260818T111427Z/data/b1_column_crosscheck.md	12	doc	| Privacy | `Test Case Specification 測試用例規範` | 34 | 11 | **已交付、已驗收** |
FICTITIOUS	features/power/sandbox/backup/20260818T111427Z/data/b1_column_crosscheck.md	14	doc	> **第一項發現：分頁名不同。** Power 為 `Test Case Specification&Result`，
MASTER	features/power/sandbox/backup/20260818T111427Z/data/b1_column_crosscheck.md	15	doc	> Comfort / Privacy 為 `Test Case Specification 測試用例規範`。
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/scripts/build_arif_final_step.py	38	code other	"SHEET = ""Test Case Specification&Result"""
MASTER	features/power/sandbox/backup/20260818T105309Z/scripts/build_er_restatement.py	51	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 601),"
MASTER	features/power/sandbox/backup/20260818T105309Z/scripts/build_er_restatement.py	56	code other	"""Test Case Specification 測試用例規範"", 10, 12, 13, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/scripts/verify_gates_03.py	52	code other	"""FW036 TC Spec&Result"": (""Test Case Specification&Result"", 9, 10, 221),"
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/scripts/verify_gates_03.py	191	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/scripts/build_b4_b5.py	63	code read/write	"header = wb[""Test Case Specification&Result""][9]"
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/scripts/lint_tcs.py	1076	code read/write	"ws = wb[""Test Case Specification&Result""]"
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/scripts/build_template_diff.py	33	code other	"""Test Case Specification&Result""),"
MASTER	features/power/sandbox/backup/20260818T105309Z/scripts/build_template_diff.py	37	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T105309Z/scripts/build_template_diff.py	41	code other	"""Test Case Specification 測試用例規範""),"
MASTER	features/power/sandbox/backup/20260818T105309Z/scripts/build_precond_verbs.py	36	code other	"""Test Case Specification 測試用例規範"", 12, 10, 601),"
MASTER	features/power/sandbox/backup/20260818T105309Z/scripts/build_precond_verbs.py	41	code other	"""Test Case Specification 測試用例規範"", 12, 10, 20),"
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
MASTER	features/power/sandbox/backup/20260818T105309Z/data/b1_tc_framework_sheet.md	39	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/data/b3_dryrun.json	8	doc	"""Test Case Specification&Result"": 170"
FICTITIOUS	features/power/sandbox/backup/20260818T105309Z/data/b1_template_diff.md	45	doc	| 6 | `Test Case Specification&Result` | `Test Case Specification 測試用例規範` | `Test Case Specification 測試用例規範` |
