kind	target	file	line	text	prune_class
ruling	R-VC6	ANOMALIES.md	79	**裁定（R-VC6，Pei 2026-08-25）—— 提案 (a)(b) 全採，(c) 已解**	a 純編號引用
ruling	R-VC6	ANOMALIES.md	86	R-VC6 立四項拘束，其 (a)(b)(c) **不屬本異常之處置而屬 Phase 4 之範圍**：	a 純編號引用
ruling	R-VC6	ANOMALIES.md	209	**正向要求**：該九欄是必須使用的上游輸入，見 R-VC6(a)(b)。	a 純編號引用
ruling	R-VC6	ANOMALIES.md	221	T12 已以 R-VC6 之條文為基準重跑，見上繳包 02 §3。	a 純編號引用
ruling	R-VC6	docs/REVISIONS.md	11	- **修訂依據**：R-VC6（下放包 02 §二）	a 純編號引用
ruling	R-VC6	docs/REVISIONS.md	18	- **連帶**：A-VC1 撤銷。九欄改為**有效上游輸入**，並生 R-VC6(a)–(d) 四項拘束。	a 純編號引用
ruling	R-VC7	RULINGS.md	188	R-VC7（規格 PDF 之權威複本）	a 純編號引用
ruling	R-VC7	ANOMALIES.md	16	| A-VC7 | 規格 PDF 之位元組數與下放包 01 §3.1 不符 | **RESOLVED（R-VC7）** | — |	b 清單成員
ruling	R-VC7	ANOMALIES.md	280	## A-VC7 —— 規格 PDF 之位元組數與下放包 01 §3.1 不符 —— **RESOLVED（R-VC7）**	a 純編號引用
ruling	R-VC7	ANOMALIES.md	306	**裁定（R-VC7，Pei 2026-08-25）—— repo 內複本為權威**	a 純編號引用
ruling	R-VC7	ANOMALIES.md	1006	取材時以 SYS1／037 為準（R-VC7），記明以免日後誤判為抄錯。	a 純編號引用
ruling	R-VC7	docs/REVISIONS.md	24	- **修訂依據**：R-VC7（下放包 02 §二）	a 純編號引用
ruling	R-VC8	RULINGS.md	210	R-VC8（recon.py 於 spec_reference_template 為 null 時之行為；Tier 2 修法授權）	a 純編號引用
ruling	R-VC8	ANOMALIES.md	15	| A-VC6 | `recon.py` 於 `spec_reference_template: null` 崩潰 | **RESOLVED（R-VC8）** | — |	b 清單成員
ruling	R-VC8	ANOMALIES.md	150	**R-VC8 之修法不得順手併入 A-VC4 / A-TM04** —— 三者標的不同	a 純編號引用
ruling	R-VC8	ANOMALIES.md	225	## A-VC6 —— `recon.py` 於 `spec_reference_template: null` 崩潰 —— **RESOLVED（R-VC8）**	a 純編號引用
ruling	R-VC8	ANOMALIES.md	264	**裁定（R-VC8，Pei 2026-08-25）—— 採提案 (b)，不採 (a)**	a 純編號引用
ruling	R-VC8	ANOMALIES.md	271	R-VC8 為 Tier 2 修法之授權，另立三項實作拘束（保留 `first` 之原值而	a 純編號引用
ruling	R-VC8	ANOMALIES.md	342	屬 Tier 2 工具修法，**與 R-VC8 之修法非同一件，不得併案順手為之**。	a 純編號引用
ruling	R-VC8	ANOMALIES.md	351	不得併入 R-VC8 之授權範圍）。	a 純編號引用
ruling	R-VC8	ANOMALIES.md	360	**授權邊界再申明**：R-VC8 之修法不得順手併入 A-VC4（`new_feature.py`	a 純編號引用
ruling	R-VC8	ANOMALIES.md	602	根治須改顯示層，屬 Tier 2 工具修法，**與 R-VC8 之資料層修法非同一件，	a 純編號引用
ruling	R-VC8	ANOMALIES.md	614	3. 根治屬 Tier 2 工具修法，**與 R-VC8 之資料層修法非同一件，不得併案**	a 純編號引用
ruling	R-VC8	ANOMALIES.md	805	(c) 二者**與 R-VC8 之授權非同一件，不得併案**（同 A-VC8／A-VC11 之邊界）。	a 純編號引用
ruling	R-VC8	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	78	**不得改 lint**」（R-VC8 之授權邊界不涵蓋 lint）：	a 純編號引用
ruling	R-VC9	ANOMALIES.md	356	（非計數相等 —— 「數目對但成員錯」會被抓到），且每包負 R-VC9 之揭露義務。	a 純編號引用
ruling	R-VC9	DECISIONS.md	45	> —— R-VC9 之揭露義務，簽署時請一併確認。	a 純編號引用
ruling	R-VC9	docs/REVISIONS.md	48	- **修訂依據**：R-VC9（下放包 02 §二）	a 純編號引用
ruling	R-VC9	docs/REVISIONS.md	55	並負 R-VC9 之逐包揭露義務。A-VC8 記其工具面缺口。	a 純編號引用
section	1	ANOMALIES.md	155	（見上繳包 01 §1）。	a 純編號引用
section	1	ANOMALIES.md	694	修改前後之 SHA256 與 diff 見上繳包 08 §1。	a 純編號引用
section	1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	62	但其能力與 §1(c) 所需相距三層：	a 純編號引用
section	1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	82	**在該限制解除前，§1(c) 由人工承擔** ——	a 純編號引用
section	1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	338	本節為**產出之形式要求**（上半該長什麼樣），與 §1 之引號例外同類，	a 純編號引用
section	1.2	RULINGS.md	423	> **⚠ 本加註最該記的一點**（下放包 28 §1.2）：	a 純編號引用
section	1.2	ANOMALIES.md	1079	### ⚠ 成因（下放包 28 §1.2 之自認，T149 補記）	a 純編號引用
section	1.3	RULINGS.md	910	判別之問法（下放包 24 §1.3）：	a 純編號引用
section	1.4	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	468	## 11. `split_flag`／`split_reason` 於本 feature 不使用（下放包 24 §1.4，裁甲）	a 純編號引用
section	1.4	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	475	**三項理由（下放包 24 §1.4）**：	a 純編號引用
section	10	RULINGS.md	407	（FO §3 Mode A 之盲點，執行層已於上繳包 02 §10 揭露）。	a 純編號引用
section	10.1	RULINGS.md	391	§10.1／10.2 —— 「Type / Power Source / Last State 之四種組合、	a 純編號引用
section	10.1	ANOMALIES.md	1038	| §10.1 | `The flow of pressing the Aux settings from Controls / (image: image9.png) / (image: image10.png) / **Refer to the HMI Settings list for settings location.** / **All four Aux switches (Aux 1 Aux 2, Aux 3, and Aux 4) can be used simultaneously** / Graphics are visual aids only. Please see PDO release for official graphics` |	b 清單成員
section	10.1	ANOMALIES.md	1049	### 為什麼 §10.1／§10.2 這一項要緊	a 純編號引用
section	10.1	DATA_REQUESTS.md	152	self-test 之已知標的（§10.1 應同時列出本欄與 R-VC12 二(a) 二處）。	a 純編號引用
section	10.1	docs/REVISIONS.md	77	- §10.1／10.2 —— 「Type / Power Source / Last State 之四種組合、	a 純編號引用
section	10.1	data/tableB_draft.md	8	> （R-VC12 二已就 §15／§10.1／§10.2 作廢之，見 `docs/REVISIONS.md` REV-07）。	a 純編號引用
section	10.1	data/tableB_draft.md	59	2. **§10.1／10.2／§15** 三節 —— **R-VC12 二(a) 已作廢，改依 R-VC27**	a 純編號引用
section	10.2	RULINGS.md	174	leaf 之優先級判斷。TC 之 `priority` 欄（IN §10.2 之 P0–P3）	a 純編號引用
section	10.2	RULINGS.md	179	(c) 欄 14 `Risk Factor` 與欄 12 `Impact` 為 §10.2 映射之佐證，	a 純編號引用
section	10.2	RULINGS.md	333	(a) **主判準** —— IN §10.2 之 P0–P3 rubric，逐 TC 判定。	a 純編號引用
section	10.2	RULINGS.md	349	引 §10.2 之對應款。**不得為求一致而遷就任一方。**	a 純編號引用
section	10.2	RULINGS.md	480	其嚴重性不因本條而被否認；惟 §10.2 之 P0 類目	a 純編號引用
section	10.2	ANOMALIES.md	89	欄 14 `Risk Factor` 與欄 12 `Impact` 為 §10.2 映射之佐證，	a 純編號引用
section	10.2	ANOMALIES.md	394	同為 Medium。二者於 IN §10.2 之 rubric 下語意相距甚遠。	a 純編號引用
section	10.2	ANOMALIES.md	1049	### 為什麼 §10.1／§10.2 這一項要緊	a 純編號引用
section	10.2	DECISIONS.md	89	- 判準：R-VC11(a) 之 IN §10.2 rubric 逐 TC 判 ＋ R-VC13 之**章級**	a 純編號引用
section	10.2	DECISIONS.md	96	須於 `reasoning` 記明分歧與 §10.2 對應款	a 純編號引用
section	10.2	data/tableB_draft.md	8	> （R-VC12 二已就 §15／§10.1／§10.2 作廢之，見 `docs/REVISIONS.md` REV-07）。	a 純編號引用
section	10.3	RULINGS.md	998	—— 與 req_id 之 `SWE1-HMI-VC-###` 一致；IN §10.3 之範例	a 純編號引用
section	10.7	RULINGS.md	23	母文件為 spec，`spec_reference` 走 IN §10.7(a) 之	a 純編號引用
section	10.7	RULINGS.md	127	排列一律依 IN §10.7 之「一個章節號一行、前綴逐行重述」，	a 純編號引用
section	11	RULINGS.md	669	R-VC19（VC profile 之設立；§11 引號例外之啟動）	a 純編號引用
section	11	RULINGS.md	678	profile 之**首要條款**為啟動 IN §11 之引號例外，其範圍嚴格限定：	a 純編號引用
section	11	RULINGS.md	839	**IN §11 之方括號禁令於本例外之範圍內讓位** ——	a 純編號引用
section	11	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	27	## 1. `[OVERRIDE]` —— IN §11 引號例外之啟動	a 純編號引用
section	11.9	ANOMALIES.md	21	| A-VC12 | §11.9 群與 §12.3 群之行為重疊 | PENDING | 條件性，待 DR-VC3 |	b 清單成員
section	11.9	ANOMALIES.md	621	## A-VC12 —— §11.9 群與 §12.3 群之行為重疊（條件性，新立，下放包 06 §二）	a 純編號引用
section	11.9	ANOMALIES.md	628	規格 §11.9 群（11.9／11.9.1／11.9.2／11.9.3，「General logic for	a 純編號引用
section	11.9	data/tableB_draft.md	27	| **§11.9 群**（執行層補列，下放包 28 §2.1 **追認**）| 10–13 | 其歸 #5 為**條件性生效**，待 DR-VC3（R-VC16(d)）|	b 清單成員
section	12.3	ANOMALIES.md	21	| A-VC12 | §11.9 群與 §12.3 群之行為重疊 | PENDING | 條件性，待 DR-VC3 |	b 清單成員
section	12.3	ANOMALIES.md	621	## A-VC12 —— §11.9 群與 §12.3 群之行為重疊（條件性，新立，下放包 06 §二）	a 純編號引用
section	12.3	ANOMALIES.md	629	setting with options」）與 §12.3 群（12.3／12.3.1，設定列之按壓與	a 純編號引用
section	12.3.2	RULINGS.md	586	FROP = `Audio Management` 之 1 列（`VC-048-02`，§12.3.2）落在 #5。	a 純編號引用
section	12.3.2	framework.md	134	（`SWE1-HMI-VC-048-02`，§12.3.2）落在 **#5 `Settings List`**。	a 純編號引用
section	13.1	ANOMALIES.md	985	§13.1 於 Key Off 擋住 **Settings 頁籤**（上繳包 22 §2 之路徑解）。	a 純編號引用
section	13.1	DATA_REQUESTS.md	322	（第 650 列），即在被 §13.1 擋住的 Settings 頁籤後方；	a 純編號引用
section	13.2	DATA_REQUESTS.md	309	`059-*` 有 §13.2 之 `through the Phone screens`、	a 純編號引用
section	13.2	DATA_REQUESTS.md	331	或告知 §13.4 是否應比照 §13.2／§13.3 補寫路徑。	a 純編號引用
section	13.3	DATA_REQUESTS.md	310	`060-*` 有 §13.3 之 `through the Media`、	a 純編號引用
section	13.3	DATA_REQUESTS.md	331	或告知 §13.4 是否應比照 §13.2／§13.3 補寫路徑。	a 純編號引用
section	13.4	DATA_REQUESTS.md	331	或告知 §13.4 是否應比照 §13.2／§13.3 補寫路徑。	a 純編號引用
section	13.4.1	ANOMALIES.md	931	| SYS1 §13.4.1 s1 | `the user shall be presented with the “**Feature** not available while vehicle is in motion” popup (PU0091)` |	b 清單成員
section	13.4.1	DATA_REQUESTS.md	291	2. 若彈窗清單為準，SYS1 §13.4.1／§13.4.2 之引文是否應更正？	a 純編號引用
section	13.4.1	docs/TABLE_A_frop_crossdomain.md	87	- `VC-062-01`（§13.4.1） —— When the user presses 'Software Downloads Over Wi-Fi' while the …	a 純編號引用
section	13.4.1	docs/TABLE_A_frop_crossdomain.md	88	- `VC-062-02`（§13.4.1） —— When the user presses OK or X on the in-motion popup launched fr…	a 純編號引用
section	13.4.2	ANOMALIES.md	932	| SYS1 §13.4.2 s1 | `…the “**Feature** not available while vehicle is in motion” popup (PU0091)`（同上）|	b 清單成員
section	13.4.2	DATA_REQUESTS.md	291	2. 若彈窗清單為準，SYS1 §13.4.1／§13.4.2 之引文是否應更正？	a 純編號引用
section	13.4.2	docs/TABLE_A_frop_crossdomain.md	89	- `VC-063-01`（§13.4.2） —— When the vehicle starts moving while the user is mid-flow in FOT…	a 純編號引用
section	13.4.2	docs/TABLE_A_frop_crossdomain.md	90	- `VC-063-02`（§13.4.2） —— When the user presses OK or X on the in-motion popup launched fr…	a 純編號引用
section	13.5	ANOMALIES.md	988	即它本來就在頁籤後方。§13.5 之 `Settings tab **or a Settings category**`	a 純編號引用
section	14.2	framework.md	158	| #7 `Brake Service` | 2 leaf | §14.2（彈窗優先序）、§15（EPB 彈窗）| 2 + N |	b 清單成員
section	14.2	data/tableB_draft.md	25	| `Brake Service` 待補節 | 14–15（§14.2／§15）| 併入 #7，該組由 2 leaf 長大 |	b 清單成員
section	15	ANOMALIES.md	1040	| §15 | `Electronic Park Brake Service Mode Pop-up / (image: image20.png) / (image: image21.png) / (image: image22.png)` |	b 清單成員
section	15	framework.md	158	| #7 `Brake Service` | 2 leaf | §14.2（彈窗優先序）、§15（EPB 彈窗）| 2 + N |	b 清單成員
section	15	data/tableB_draft.md	8	> （R-VC12 二已就 §15／§10.1／§10.2 作廢之，見 `docs/REVISIONS.md` REV-07）。	a 純編號引用
section	15	data/tableB_draft.md	25	| `Brake Service` 待補節 | 14–15（§14.2／§15）| 併入 #7，該組由 2 leaf 長大 |	b 清單成員
section	15	data/tableB_draft.md	59	2. **§10.1／10.2／§15** 三節 —— **R-VC12 二(a) 已作廢，改依 R-VC27**	a 純編號引用
section	16.2.1	framework.md	159	| #8 `Cabrio Widget` | 1 leaf | §16.2.1、§16.2.2 | 3 |	b 清單成員
section	16.2.1	data/tableB_draft.md	26	| `Cabrio Widget` 待補節 | 16–17（§16.2.1／§16.2.2）| 併入 #8，該組由 1 leaf 長大 |	b 清單成員
section	16.2.2	framework.md	159	| #8 `Cabrio Widget` | 1 leaf | §16.2.1、§16.2.2 | 3 |	b 清單成員
section	16.2.2	data/tableB_draft.md	26	| `Cabrio Widget` 待補節 | 16–17（§16.2.1／§16.2.2）| 併入 #8，該組由 1 leaf 長大 |	b 清單成員
section	2	RULINGS.md	9	逐條字面一致核對結果見 `docs/upstream/01_intake_recon.md` §2。	a 純編號引用
section	2	RULINGS.md	421	> simultaneously` 為實質需求敘述（上繳包 27 §2，A-VC20）。	a 純編號引用
section	2	ANOMALIES.md	985	§13.1 於 Key Off 擋住 **Settings 頁籤**（上繳包 22 §2 之路徑解）。	a 純編號引用
section	2	framework.md	18	| Layer 2 — Test Set | **8 組**（§2）| 工作簿 **H 欄** |	b 清單成員
section	2	framework.md	174	§2 之規則「章 11，次級節號 ≥ 7」已涵蓋之，不需另設例外。	a 純編號引用
section	2	framework.md	207	> **本節為規則之展開結果，非權威。** 二者若不一致，以 §2 之規則為準，	a 純編號引用
section	2	docs/TABLE_A_frop_crossdomain.md	103	- **`Test Set` 取自 `data/test_set_map.tsv`**（framework §2 之 8 組）——	a 純編號引用
section	2.1	RULINGS.md	55	(a) `write_back.fill_test_group_set = true`（canon §2.1，BLANK -> FILL）	a 純編號引用
section	2.1	ANOMALIES.md	868	分析層於下放包 14 §2.1 以 `VC-013-04` 舉例，並明文	a 純編號引用
section	2.1	ANOMALIES.md	1017	### 處置（下放包 25 §2.1 之裁定 —— **推翻上開提案**）	a 純編號引用
section	2.1	DATA_REQUESTS.md	252	（下放包 14 §2.1 之明文）。	a 純編號引用
section	2.1	DATA_REQUESTS.md	271	> **範圍於下放包 25 §2.1 擴為二問**（沿 DR-VC9 之雙標的先例，一封信兩問）——	a 純編號引用
section	2.1	DATA_REQUESTS.md	306	### （二）`061` 之 Software Updates 於 Key Off 之進入路徑（下放包 25 §2.1）	a 純編號引用
section	2.1	DATA_REQUESTS.md	313	**為何不能以通稱表述帶過**（下放包 25 §2.1 之裁定）：	a 純編號引用
section	2.1	DECISIONS.md	135	- Verification:  diff -q vs docs/DECISIONS_signoff_draft.md → 一致（上繳包 07 §2.1）	a 純編號引用
section	2.1	data/tableB_draft.md	20	### ⚠ 待 DR-VC3 之**四處**（下放包 28 §2.1 追認；下放包 27 §2.2 原列三處）	a 純編號引用
section	2.1	data/tableB_draft.md	27	| **§11.9 群**（執行層補列，下放包 28 §2.1 **追認**）| 10–13 | 其歸 #5 為**條件性生效**，待 DR-VC3（R-VC16(d)）|	b 清單成員
section	2.1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	346	## 9. `CONT` 表之收錄判準（下放包 20 §2.1 ＋ 23 §2.2）	a 純編號引用
section	2.1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	348	**本節之由來須先記明**：收錄判準自下放包 20 §2.1 明文起，	a 純編號引用
section	2.2	DATA_REQUESTS.md	226	**(三) `VC-014` 之 `(See table above)`（下放包 20 §2.2）**：	a 純編號引用
section	2.2	DATA_REQUESTS.md	241	> 而非「我們沒找到」（下放包 20 §2.2）。	a 純編號引用
section	2.2	data/tableB_draft.md	10	### ⚠ 本表全體之效力限制（R-VC12 二(d)；下放包 27 §2.2 要求寫在表上）	a 純編號引用
section	2.2	data/tableB_draft.md	20	### ⚠ 待 DR-VC3 之**四處**（下放包 28 §2.1 追認；下放包 27 §2.2 原列三處）	a 純編號引用
section	2.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	3	- 設立依據：**R-VC19**（下放包 11 §2.2，Pei 2026-08-26）	a 純編號引用
section	2.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	346	## 9. `CONT` 表之收錄判準（下放包 20 §2.1 ＋ 23 §2.2）	a 純編號引用
section	2.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	416	### 9.4.1 第一層之已知偽陰性 —— 三型、六實例（下放包 25 §2.2）	a 純編號引用
section	2.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	432	**本 feature 不擴充第一層**（下放包 25 §2.2 裁定），理由：	a 純編號引用
section	2.3	RULINGS.md	867	本條由來：上繳包 19 §2.3，執行層提出之判別，分析層採為正式判準。	a 純編號引用
section	2.3	RULINGS.md	995	`newR1L`（上繳包 28 §2.3：VC 母本、display／privacy／sxm 交付本、	a 純編號引用
section	2.3	ANOMALIES.md	781	**登記依據**：R-VC19 §2.3 第 3 項明文「先查 `lint036.py` 對 `--profile` 之	a 純編號引用
section	2.3	docs/REVISIONS.md	145	## REV-11 —— 下放包 05 §2.3「章 13 恰等於 FROP=PM 之 16 筆」：跨母體互援	a 純編號引用
section	2.3	framework.md	146	> 「章 13 之 16 leaf 恰等於 FROP=PM 之 16 列」曾被寫入下放包 05 §2.3，	a 純編號引用
section	2.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	56	R-VC19 §2.3 第 3 項要求「先查 `scripts/lint036.py` 對 `--profile` 之	a 純編號引用
section	2.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	77	依 R-VC19 §2.3 第 3 項「如實記為 profile 之已知限制並登記 A-VC{n}，	a 純編號引用
section	2.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	449	## 10. R-3 之 `token` 工作定義（下放包 23 §2.3）	a 純編號引用
section	2.4	DATA_REQUESTS.md	235	- 章 2 之 §2.4 雖有表，但其為 Vehicle Tab Labels and Order（頁籤名與位置），	a 純編號引用
section	2.5	DATA_REQUESTS.md	30	**DR-VC10（下放包 24 T128 新立）獨立發送**（下放包 25 §2.5 裁定）——	a 純編號引用
section	2.6.2	DATA_REQUESTS.md	208	**(一) 素材**：`PDO Graphics` 於規格 §2.6.2／§2.6.3 被引為版面之權威來源	a 純編號引用
section	2.6.3	DATA_REQUESTS.md	208	**(一) 素材**：`PDO Graphics` 於規格 §2.6.2／§2.6.3 被引為版面之權威來源	a 純編號引用
section	3	RULINGS.md	407	（FO §3 Mode A 之盲點，執行層已於上繳包 02 §10 揭露）。	a 純編號引用
section	3	RULINGS.md	685	上繳包 10 §3 第 7 項已驗此層全數合規，該狀態須維持。	a 純編號引用
section	3	ANOMALIES.md	166	3. 其餘 §三／§四 之 29 項數字**全部相符**（見上繳包 §3 之比對表）——	a 純編號引用
section	3	ANOMALIES.md	221	T12 已以 R-VC6 之條文為基準重跑，見上繳包 02 §3。	a 純編號引用
section	3	DATA_REQUESTS.md	200	（其餘 9 筆候選為假陽性）。掃描方法與其偽陰性見上繳包 10 §3。	a 純編號引用
section	3	docs/REVISIONS.md	19	- **軌跡**：`docs/upstream/01_intake_recon.md` §3 之比對表第 23 項判 `≠`	a 純編號引用
section	3	docs/REVISIONS.md	87	（FO §3 Mode A 之盲點）。	a 純編號引用
section	3	data/tableB_draft.md	16	FO §3 之 Mode A 盲點：匯出可能靜默漏句，而本法看不見 ——	a 純編號引用
section	3	data/tableB_draft.md	67	**非「與規格原件相符」** —— FO §3 之 Mode A 盲點（匯出可能靜默漏句）	a 純編號引用
section	3.1	ANOMALIES.md	16	| A-VC7 | 規格 PDF 之位元組數與下放包 01 §3.1 不符 | **RESOLVED（R-VC7）** | — |	b 清單成員
section	3.1	ANOMALIES.md	163	1. 檔案大小一致：下放包 §3.1 記 037 為 100,475 B；repo 內複本亦為 100,475 B。	a 純編號引用
section	3.1	ANOMALIES.md	280	## A-VC7 —— 規格 PDF 之位元組數與下放包 01 §3.1 不符 —— **RESOLVED（R-VC7）**	a 純編號引用
section	3.1	ANOMALIES.md	284	下放包 §3.1 記規格 PDF 為 **3,552,260 B**。	a 純編號引用
section	3.1	DATA_REQUESTS.md	234	**位於 §3.1 之後方**；	a 純編號引用
section	3.1	DATA_REQUESTS.md	253	- **批次（下放包 15 §3.1 已裁）—— 維持單一編號，雙標的分送**：	a 純編號引用
section	3.1	docs/REVISIONS.md	22	## REV-02 —— 下放包 01 §3.1 規格 PDF 之位元組數	a 純編號引用
section	3.1	docs/REVISIONS.md	241	## REV-14 —— 下放包 24 §3.1「FROP = Power Management 全批」：REV-11 之病灶再現	a 純編號引用
section	3.1	docs/TABLE_A_frop_crossdomain.md	77	下放包 24 §3.1 曾稱「章 13 之 FROP = Power Management **全批**」，	a 純編號引用
section	3.2	RULINGS.md	701	> **⚠ (a) 已擴充、(d) 已作廢 —— 見 R-VC23（下放包 17 §3.2）。**	a 純編號引用
section	3.2	ANOMALIES.md	478	| 三 · **記法不對稱** | 同一字串在二欄用不同引號記法 | `051-03`（彎單 vs 直單）、`053`（`“info icon”`／`“i”` vs `'i'`）| 下放包 18 §3.2 |	b 清單成員
section	3.2	ANOMALIES.md	542	| 三 · **記法不對稱** | 同一字串在二欄用不同引號記法 | `051-03`（彎單 vs 直單）、`053`（`“info icon”`／`“i”` vs `'i'`）| 下放包 18 §3.2 |	b 清單成員
section	3.2	ANOMALIES.md	771	⚠ **掃描器初版漏抓本案自身**（類別切分錯誤，詳見上繳包 10 §3.2）。	a 純編號引用
section	3.3	ANOMALIES.md	14	| A-VC5 | 下放包 01 §3.3 與 repo 037 複本不一致（A-VC1 之成因）| **RESOLVED（包 02 §一）** | — |	b 清單成員
section	3.3	ANOMALIES.md	33	> 依 R-VC6（下放包 02 §二，`RULINGS.md:157`）：下放包 01 §3.3 所記	a 純編號引用
section	3.3	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	208	**與 §5 分立**（下放包 15 §3.3）：§5 之標的為 IN §5.3 之	a 純編號引用
section	3.4	ANOMALIES.md	769	其偽陰性見上繳包 10 §3.4。掃描腳本：`scripts/t52_numeric_conflict_scan.py`。	a 純編號引用
section	3.8	RULINGS.md	924	本條由來：執行層於上繳包 24 §3.8 提出，並回頭驗證四筆既有處置	a 純編號引用
section	3.9	DATA_REQUESTS.md	233	- 章 3 之唯一表在 **§3.9**（`C1.) Controls Button Table`，二欄 28 列），	a 純編號引用
section	4	ANOMALIES.md	274	修法與回歸證據見上繳包 02 §4（T13）。	a 純編號引用
section	4	ANOMALIES.md	590	`scripts/recon.py` 產生 `DECISIONS.new.md` 之 §4 Style bindings 時，	a 純編號引用
section	4	ANOMALIES.md	651	共 9 leaf）」已重測 —— 見上繳包 06 §4，**9 leaf 相符**。	a 純編號引用
section	4	ANOMALIES.md	829	**我當時之判讀（上繳包 10 §4 第 3 項）**：	a 純編號引用
section	4	framework.md	198	**5 checked / 0 failed。** 原始輸出見 `docs/upstream/07_framework.md` §4。	a 純編號引用
section	4.1.2	framework.md	71	### 3.1 §4.1.2 之二來源：先退化，再由 `Sub Categorization` 救回	a 純編號引用
section	4.1.2	framework.md	73	IN §4.1.2 要求 Layer 2 候選取二來源之交集：	a 純編號引用
section	4.1.3	framework.md	153	#7（2 leaf）與 #8（1 leaf）觸 §4.1.3 之「filter 後應得有意義之群」測試。	a 純編號引用
section	4.1.5	framework.md	21	### Layer 3 之二禁（IN §4.1.5）	a 純編號引用
section	4.2	RULINGS.md	378	下放包 01 §4.2 之計數修訂為：	a 純編號引用
section	4.2	ANOMALIES.md	741	上繳包 11 §4.2 查明其**更精確之形態**：	a 純編號引用
section	4.2	docs/REVISIONS.md	57	## REV-06 —— 下放包 01 §4.2 之分類計數（24 ＋ 18 → 25 ＋ 17）	a 純編號引用
section	4.2	framework.md	109	「too granular」。依 §4.2「Prefer broader shared capability when unsure」	a 純編號引用
section	4.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	276	### 7.2.1 `PENDING` 之**位置**依其所影響之欄位而定（下放包 26 §4.2）	a 純編號引用
section	4.3	DECISIONS.md	57	- test item shape: `[PROPOSED: standard §4.3 tc_title]`	a 純編號引用
section	4.4	ANOMALIES.md	818	**不立新條** —— IN §4.4 與 §8.4.1 皆已明文，**缺的是檢查覆蓋，不是規則**	a 純編號引用
section	4.4	ANOMALIES.md	855	`verify_pilot.py` 新增第 11 項（§4.4 三類齊備）與第 12 項（隱性依賴），	a 純編號引用
section	4.4	docs/REVISIONS.md	97	與下放包 01 §4.4 逐項相符；其餘 6 列（`-062`、`-063` 及其子，	a 純編號引用
section	4.4	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	210	本節之標的為 **Pre-Condition**，其規制來源為 **IN §4.4** 而非 §5.3。	a 純編號引用
section	4.4	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	211	二者之判準與禁項不同，混為一表會使 §4.4 之三類禁項失去對應。	a 純編號引用
section	4.4	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	222	**§4.4 之類別：hardware / peripheral。**	a 純編號引用
section	4.4	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	241	**故 §4.4 之三類禁項檢查（第 11 項）仍為主防線，本表為輔。**	a 純編號引用
section	5	RULINGS.md	262	檢查（canon §5a）」同源，本案為其鏡像。	a 純編號引用
section	5	RULINGS.md	776	14. 該批所用之 setup 片語皆取自 VC profile §5 之常數表	a 純編號引用
section	5	ANOMALIES.md	612	2. **跨 feature 範圍已獨立查證** —— 見上繳包 05 §5。條文所稱	a 純編號引用
section	5	framework.md	7	- 驗算腳本：`scripts/verify_partn.py`（五個 assertion，見 §5）。	a 純編號引用
section	5	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	208	**與 §5 分立**（下放包 15 §3.3）：§5 之標的為 IN §5.3 之	a 純編號引用
section	5.1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	198	其常數**自本檔解析**（讀 §5.1 之 code fence），非硬編於腳本 ——	a 純編號引用
section	5.1.1	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	164	本節之格式即為其唯一實例所定，日後若另有需求須另裁（同 §5.1.1）。	a 純編號引用
section	5.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	160	**分歧從值域移到了格式**，而 §5.2(a) 之「二處不得分歧」是對值域說的，	a 純編號引用
section	5.2	docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	173	### 5.1.1 帶參數常數之凍結語意（§5.2(c) 之補充，非重寫）	a 純編號引用
