kind	target	owner	file	line	text
ruling	R-VC13		DECISIONS.md	89	- 判準：R-VC11(a) 之 IN §10.2 rubric 逐 TC 判 ＋ R-VC13 之**章級**
ruling	R-VC13		docs/REVISIONS.md	103	- **修訂依據**：R-VC13（下放包 04 §二）
ruling	R-VC13		docs/REVISIONS.md	110	- **正解（新 (b)，R-VC13）**：上游約束**作用於章，不作用於 leaf**。
ruling	R-VC13		docs/REVISIONS.md	117	於其後加註「(b) 已作廢，見 R-VC13」。加註後條文本體經 byte-level diff
ruling	R-VC13		docs/REVISIONS.md	122	- **修訂依據**：R-VC13（八筆）＋ R-VC14（一筆），下放包 04 §三第 1／2 項
ruling	R-VC13		docs/REVISIONS.md	129	| `VC-027` | 4.2 | High | P1 | **P2** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	130	| `VC-031` | 6.2 | High | P1 | **P2** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	131	| `VC-032` | 6.3 | High | P1 | **P3** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	132	| `VC-033-02` | 7.1 | High | P1 | **P2** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	134	| `VC-058-02` | 13.1.1 | High | P1 | **P2** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	135	| `VC-058-03` | 13.1.1 | High | P1 | **P2** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	136	| `VC-062-02` | 13.4.1 | High | P1 | **P2** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	137	| `VC-063-02` | 13.4.2 | High | P1 | **P2** | R-VC13 |
ruling	R-VC13		docs/REVISIONS.md	139	八筆 R-VC13 者全部**回歸本地判定**（非另行判過）；
ruling	R-VC13		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	23	| `priority` | `data/priority_final.tsv`（P0 5／P1 32／P2 45／P3 35）| R-VC11／R-VC13／R-VC14 |
ruling	R-VC14		RULINGS.md	468	R-VC14（P0 之判準：攔阻失效與執行失效之區分）
ruling	R-VC14		RULINGS.md	761	4  `Settings Behavior`       15 leaf   無 DR 阻斷；含 2 個 P0 ＋ R-VC14 揭露
ruling	R-VC14		RULINGS.md	767	（`035-03`／`036-02`）與 R-VC14 之分歧揭露義務（`036-01`）；
ruling	R-VC14		ANOMALIES.md	456	「回上一頁」。該差額正是二筆判定 P0 之依據（R-VC14(a)）。
ruling	R-VC14		ANOMALIES.md	529	差額成立，且正是該二筆定案 P0 之依據（R-VC14(a)）。
ruling	R-VC14		DECISIONS.md	91	＋ R-VC14 之攔阻／執行失效區分
ruling	R-VC14		DECISIONS.md	95	而 037=Medium）與 `VC-036-01`（R-VC14(b)，隱私外洩風險）
ruling	R-VC14		docs/REVISIONS.md	122	- **修訂依據**：R-VC13（八筆）＋ R-VC14（一筆），下放包 04 §三第 1／2 項
ruling	R-VC14		docs/REVISIONS.md	133	| `VC-036-01` | 11.3 | Medium | P0 | **P1** | R-VC14 |
ruling	R-VC14		docs/REVISIONS.md	140	一筆 R-VC14 者為 data-loss 之**執行失效**（該清而未清，資料仍在），
ruling	R-VC14		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	23	| `priority` | `data/priority_final.tsv`（P0 5／P1 32／P2 45／P3 35）| R-VC11／R-VC13／R-VC14 |
ruling	R-VC15		RULINGS.md	498	R-VC15（母體標註義務）
ruling	R-VC15		RULINGS.md	550	驗算目標（**母體標註依 R-VC15**）：
ruling	R-VC15		RULINGS.md	588	（R-VC15）。
ruling	R-VC15		RULINGS.md	623	本條與 R-VC15 之分工：
ruling	R-VC15		RULINGS.md	624	R-VC15 —— 拘束**跨母體**之數字互援（不同母體之數字不可互援）
ruling	R-VC15		RULINGS.md	629	分析層同期之 REV-11 為 R-VC15 之由來，二者為同一病灶之跨母體版與
ruling	R-VC15		ANOMALIES.md	652	母體標註（R-VC15）：9 為 **leaf 母體**之數。
ruling	R-VC15		docs/REVISIONS.md	147	- **修訂依據**：R-VC15（下放包 06 §一）
ruling	R-VC15		docs/REVISIONS.md	164	**同型犯了兩次**，故本次立條文 R-VC15（母體標註義務）而非僅記修訂。
ruling	R-VC15		docs/REVISIONS.md	169	- **修訂依據**：R-VC15（本輪 T38 覆核所得，執行層自查）
ruling	R-VC15		docs/REVISIONS.md	174	但其論證形式為**計數相等**，R-VC15 明文「不得以計數相等代替成員比對」。
ruling	R-VC15		docs/REVISIONS.md	185	- 性質：**非錯誤，是論證強度不足**。列此以示 R-VC15 之適用不限於
ruling	R-VC15		docs/REVISIONS.md	220	（R-VC15、R-VC17）。
ruling	R-VC15		docs/REVISIONS.md	243	- **修訂依據**：R-VC15；下放包 25 §一（分析層自認）
ruling	R-VC15		docs/REVISIONS.md	258	- **性質**：R-VC15 立條後之**第一次違反**（下放包 25 §一，分析層自認）。
ruling	R-VC15		framework.md	5	- 母體標註依 **R-VC15**：本檔凡引用計數必標母體，限
ruling	R-VC15		framework.md	137	（R-VC15）。
ruling	R-VC15		framework.md	147	> 為跨母體互援，已由 R-VC15 作廢（`docs/REVISIONS.md` REV-11）。
ruling	R-VC15		docs/TABLE_A_frop_crossdomain.md	12	## 0. 母體標註（R-VC15）
ruling	R-VC15		docs/TABLE_A_frop_crossdomain.md	35	### 0.2 ⚠ 兩個 17，落在不同母體（R-VC15／R-VC17）
ruling	R-VC15		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	6	- 母體標註依 **R-VC15**：本檔凡引用計數必標母體，限
ruling	R-VC16		RULINGS.md	529	R-VC16（Layer 2 定案：8 個 Test Set）
ruling	R-VC16		RULINGS.md	640	pilot Test Set ＝ **#3 `Glove Box`**（R-VC16）。
ruling	R-VC16		RULINGS.md	770	第 6／7 批置末之理由：R-VC16(c) 明文其邊界待 DR-VC3 重審，
ruling	R-VC16		DECISIONS.md	133	> 表 A 之編製**依 leaf 母體之實測**，不得沿用任何由 R-VC16(e) 反推之敘述。
ruling	R-VC16		docs/REVISIONS.md	248	- **成因**：母體混用。R-VC16(e) 之結論為「FROP = PM 之 **16 列**（145 列母體）
ruling	R-VC16		docs/REVISIONS.md	262	- **落點**：下放包 24 之原文未改（R-TM13）；R-VC16(e) 加註（T129）。
ruling	R-VC16		framework.md	3	- 裁決依據：**R-VC16**（Pei 2026-08-26，下放包 07 §一）——
ruling	R-VC16		framework.md	9	**規則為權威，本檔之節次清單為其展開結果**（R-VC16）。
ruling	R-VC16		framework.md	50	### 邊界規則（R-VC16，規則為權威）
ruling	R-VC16		framework.md	91	### 3.2 ⚠ 弱點揭露（R-VC16(b)，不得因已簽署而略去）
ruling	R-VC16		framework.md	129	### 3.6 FROP 之對應（R-VC16(e)）
ruling	R-VC16		framework.md	151	## 4. 待補節對 #7／#8 之影響（R-VC16(c)）
ruling	R-VC16		framework.md	168	### 4.1 11.9 群之條件性歸屬（R-VC16(d)）
ruling	R-VC16		framework.md	188	分組以 `partn.test_set()`（R-VC16 之規則）實作，**不硬編 leaf 清單**。
ruling	R-VC16		framework.md	194	| 3 | 各組 leaf 數與 section 數與 R-VC16 驗算目標逐組相符 | PASS |
ruling	R-VC16		data/tableB_draft.md	24	| 章 8／9 Cabrio 本體 | 1–7（§8.1–§9.2）| 另立 Test Set `Cabrio Rooftop`，**framework 由 8 組變 9 組**（R-VC16(c)）|
ruling	R-VC16		data/tableB_draft.md	27	| **§11.9 群**（執行層補列，下放包 28 §2.1 **追認**）| 10–13 | 其歸 #5 為**條件性生效**，待 DR-VC3（R-VC16(d)）|
ruling	R-VC16		data/tableB_draft.md	73	R-VC16(d) 明文「11.9 群歸 #5 …**條件性生效，待 DR-VC3**」。
ruling	R-VC16		docs/TABLE_A_frop_crossdomain.md	92	**R-VC16(e) 之正確讀法**：`Power Management` 之 16 **列**全部落在章 13
ruling	R-VC16		docs/TABLE_A_frop_crossdomain.md	105	**本表之 `Test Set` 欄須重編**（R-VC16(c)）。
ruling	R-VC16		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	20	| Layer 2 Test Set（H 欄）| 8 組 | **R-VC16** |
ruling	R-VC17		RULINGS.md	608	R-VC17（一對一之主張須以成員比對為據）
ruling	R-VC17		RULINGS.md	625	R-VC17 —— 拘束**等同性主張之論證形式**（不論母體是否相同）
ruling	R-VC17		docs/REVISIONS.md	220	（R-VC15、R-VC17）。
ruling	R-VC17		framework.md	139	**成員比對方法（R-VC17 之書寫要求）**：取 145 列母體中
ruling	R-VC17		docs/TABLE_A_frop_crossdomain.md	35	### 0.2 ⚠ 兩個 17，落在不同母體（R-VC15／R-VC17）
ruling	R-VC18		RULINGS.md	636	R-VC18（Phase 4 pilot：Glove Box）
ruling	R-VC18		RULINGS.md	740	DR-VC8 回覆後，本筆依其值 Revise，並依 R-VC18 另裁是否補拆
ruling	R-VC19		RULINGS.md	669	R-VC19（VC profile 之設立；§11 引號例外之啟動）
ruling	R-VC19		RULINGS.md	816	R-VC23（R-VC19 之擴充：來源記法之通則化）
ruling	R-VC19		RULINGS.md	818	R-VC19(a) 之「037 `Title` 之 `'...'` 與 `Description` 之 `«...»`」
ruling	R-VC19		RULINGS.md	827	R-VC19(b)(c)(d) 之其餘拘束**不變且更形吃重**：
ruling	R-VC19		ANOMALIES.md	24	| A-VC15 | `lint036.py --profile` 不讀 profile 內容，無法實作 R-VC19(c) | PENDING | 全域排程（工具修法）|
ruling	R-VC19		ANOMALIES.md	781	**登記依據**：R-VC19 §2.3 第 3 項明文「先查 `lint036.py` 對 `--profile` 之
ruling	R-VC19		ANOMALIES.md	795	**後果**：R-VC19(c)「lint 之職責由禁止改為驗證其來源」**現階段無承載者**。
ruling	R-VC19		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	3	- 設立依據：**R-VC19**（下放包 11 §2.2，Pei 2026-08-26）
ruling	R-VC19		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	8	- **本檔只寫當前需要者，不預先設計未來條款**（R-VC19 §2.3）——
ruling	R-VC19		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	30	本節即該啟動，其範圍**嚴格限定於下列四項**，逐字採 R-VC19 (a)–(d)：
ruling	R-VC19		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	50	（R-VC19 末段）。本節為 feature-scoped 之例外啟動，非全域鬆綁。
ruling	R-VC19		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	56	R-VC19 §2.3 第 3 項要求「先查 `scripts/lint036.py` 對 `--profile` 之
ruling	R-VC19		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	77	依 R-VC19 §2.3 第 3 項「如實記為 profile 之已知限制並登記 A-VC{n}，
ruling	R-VC19		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	105	下列各項**刻意未寫入**，因其現無需要（R-VC19 §2.3）：
ruling	R-VC2		RULINGS.md	43	R-VC2（036 母本與 workbook_state）
ruling	R-VC2		DECISIONS.md	30	- workbook_state: `[AUTO]` **BLANK**（R-VC2 所裁；done 0 / draft 0 / authors none）
ruling	R-VC2		DECISIONS.md	59	（R-VC2(a) 已裁 `fill_test_group_set: true`）
ruling	R-VC2		DECISIONS.md	62	- author on new rows: `[PROPOSED: PeiPYHsu]`（R-VC2(b) 已裁，一致）
ruling	R-VC20		RULINGS.md	715	R-VC20（verbatim 上半含爭議值之處置）
ruling	R-VC21		RULINGS.md	747	R-VC21（Phase 4 全量批次計畫）
ruling	R-VC22		RULINGS.md	786	R-VC22（批次之 DR 保留段）
ruling	R-VC23		RULINGS.md	701	> **⚠ (a) 已擴充、(d) 已作廢 —— 見 R-VC23（下放包 17 §3.2）。**
ruling	R-VC23		RULINGS.md	816	R-VC23（R-VC19 之擴充：來源記法之通則化）
ruling	R-VC23		ANOMALIES.md	505	**第三面之後果落在 R-VC23(c)**：`test_item` 上半取哪一欄，
ruling	R-VC23		ANOMALIES.md	569	**第三面之後果落在 R-VC23(c)**：`test_item` 上半取哪一欄，
ruling	R-VC24		RULINGS.md	850	R-VC24（Title 越界之判別：情境脈絡 vs 行為主張）
ruling	R-VC24		RULINGS.md	882	(b) 逐筆施 R-VC24 之判別並記其結果（防第四面）；
ruling	R-VC24		RULINGS.md	883	(c) 該 Title 不得為 R-VC24 所判之行為主張型。
ruling	R-VC24		RULINGS.md	890	既有 TC 不回溯：pilot 之 8 筆 Title 取材已經 R-VC24 判別
ruling	R-VC24		ANOMALIES.md	1055	`Aux 1`／`Aux 2` 之字面另與 R-VC24 已判之 `VC-025-02`（`Aux Camera 1`／`2`）
ruling	R-VC25		RULINGS.md	873	R-VC25（test_item 上半之取材優先序）
ruling	R-VC26		RULINGS.md	900	R-VC26（拆分之第四個充分條件：互相消耗）
ruling	R-VC27		RULINGS.md	417	> **本條之二(a) 作廢，見 R-VC27。**
ruling	R-VC27		RULINGS.md	953	R-VC27（R-VC12 二(a) 之修訂：三節之內容欄改為逐節實測）
ruling	R-VC27		RULINGS.md	977	R-VC12 二(a) 之原文依 R-TM13 不刪除，加註「作廢，見 R-VC27」。
ruling	R-VC27		ANOMALIES.md	1101	### 處置（下放包 28 §一，R-VC27）
ruling	R-VC27		ANOMALIES.md	1103	- **R-VC12 二(a) 作廢**，代以 R-VC27：表 B 之「內容」欄一律**逐字引錄
ruling	R-VC27		ANOMALIES.md	1106	- **DR-VC6 之問法改為三問**（R-VC27 末段，T148 已落）。
ruling	R-VC27		ANOMALIES.md	1108	狀態：**已解**（R-VC27）。其成因記錄保留為常設參照。
ruling	R-VC27		DATA_REQUESTS.md	73	- **T17 之實質發現（發出前須知）** —— **本段已依 R-VC27 改寫（下放包 32 §1.1，
ruling	R-VC27		DATA_REQUESTS.md	77	T17 之實質發現（發出前須知）—— 逐節分列（R-VC27 修訂，2026-08-27）
ruling	R-VC27		DATA_REQUESTS.md	98	係據 R-VC12 二(a) 而寫，該款已由 **R-VC27 作廢**（A-VC20）。
ruling	R-VC27		DATA_REQUESTS.md	99	原文不刪，於本段末加註「原措辭作廢，見 R-VC27」（R-TM13）。
ruling	R-VC27		DATA_REQUESTS.md	109	> **原措辭作廢，見 R-VC27。** 其對 **§15 成立**，對 **§10.1／§10.2 不成立**
ruling	R-VC27		DATA_REQUESTS.md	143	- **⚠ 問法已改（下放包 28 §一 R-VC27 末段，T148）**。原問「該三節之內容
ruling	R-VC27		data/tableB_draft.md	59	2. **§10.1／10.2／§15** 三節 —— **R-VC12 二(a) 已作廢，改依 R-VC27**
ruling	R-VC27		data/tableB_draft.md	76	6. **A-VC20 已解**（R-VC27，下放包 28 §一）。其成因值得留在這裡：
ruling	R-VC28		RULINGS.md	989	R-VC28（本 feature 之 TC ID）
ruling	R-VC28		ANOMALIES.md	1135	本 feature 依 R-VC28 採 `newR1L-`（與 D2 及 amfm 既有實例一致）。
ruling	R-VC3		RULINGS.md	73	R-VC3（驗證範圍與兩張強制揭露表）
ruling	R-VC3		RULINGS.md	264	揭露義務：R-VC3 之 leaf 全集 117 與覆蓋落差 18，在對應 assertion
ruling	R-VC3		RULINGS.md	270	117 —— 子需求 ∪ 無子之父（R-VC3 所裁之驗證母體）
ruling	R-VC3		RULINGS.md	382	R-VC3 所稱「表 B｜覆蓋落差揭露」之母體隨之改為 **17 節**：
ruling	R-VC3		RULINGS.md	386	R-VC3 之其餘部分（117 leaf 全取、表 A、兩表為出貨門檻）**不變**。
ruling	R-VC3		RULINGS.md	504	117 leaf  —— R-VC3 所裁之驗證母體（子需求 ∪ 無子之父）
ruling	R-VC3		RULINGS.md	587	R-VC3 表 A 據此編製。**此為成員集合之比對結果，非計數相等之推論**
ruling	R-VC3		ANOMALIES.md	332	R-VC3 所裁之驗證母體為 leaf 全集 117（子需求 ∪ 無子之父），
ruling	R-VC3		ANOMALIES.md	339	提案處置：`recon.py` 增設 `leaf_count` assertion，判準取 R-VC3 之定義
ruling	R-VC3		ANOMALIES.md	636	現況：11.9 群為 037 零涵蓋（R-VC3 表 B 之 17 節之一），
ruling	R-VC3		ANOMALIES.md	915	- **不得自行剔除該三 leaf** —— 117 母體為 R-VC3 所裁，剔除屬 Tier 2。
ruling	R-VC3		DATA_REQUESTS.md	16	| DR-VC5 | **未結** | 037 作者 | 不阻斷（R-VC3 已裁全取）|
ruling	R-VC3		DATA_REQUESTS.md	67	- **阻斷範圍**：不阻斷本次交付（R-VC3）。惟表 B 之措辭取決於此答覆。
ruling	R-VC3		DATA_REQUESTS.md	134	- **阻斷範圍**：不阻斷（R-VC3 已裁全取）。答覆到後若需縮限，以 `[OVERRIDE]`
ruling	R-VC3		DATA_REQUESTS.md	167	依 R-VC3 本次不產出 TC。**僅當 DR-VC3 回覆為「應補」時始為必要素材**；
ruling	R-VC3		DATA_REQUESTS.md	292	- **不得自行剔除該三 leaf** —— 117 母體為 R-VC3 所裁，剔除屬 Tier 2
ruling	R-VC3		DECISIONS.md	41	> ⚠ **此為 `Categorization == Functional` 判準之 145，非 R-VC3 所裁之
ruling	R-VC3		DECISIONS.md	52	即 R-VC3 之「有子之父」28，數字一致
ruling	R-VC3		docs/REVISIONS.md	66	- **連帶**：**R-VC3 之「表 B｜覆蓋落差揭露」母體由 18 節改為 17 節**：
ruling	R-VC3		docs/REVISIONS.md	69	R-VC3 之其餘部分（117 leaf 全取、表 A、兩表為出貨門檻）**不變**。
ruling	R-VC3		framework.md	136	R-VC3 之表 A 據此編製。**此為成員集合之比對結果，非計數相等之推論**
ruling	R-VC3		framework.md	323	（R-VC12 一之修訂計數）。後者為 R-VC3 之表 B 母體，
ruling	R-VC3		data/tableB_draft.md	69	4. 本表為 **R-VC3 之出貨門檻二表之一**，缺之不得出貨。表 A（FROP 跨域，
ruling	R-VC3		docs/TABLE_A_frop_crossdomain.md	3	> **出貨門檻二表之一**（R-VC3）。缺之不得出貨。
ruling	R-VC3		docs/TABLE_A_frop_crossdomain.md	19	| **117 leaf** | 其中之 leaf（R-VC3 全取）| 117 |
ruling	R-VC3		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	22	| 驗證母體 | **117 leaf** | R-VC3 |
ruling	R-VC4		RULINGS.md	102	R-VC4（spec_reference 之錨點形態）
ruling	R-VC4		RULINGS.md	145	(a) 本 feature 之 `spec_reference` 一律取 `HMI Source ID` 欄（R-VC4），
ruling	R-VC4		RULINGS.md	214	R-VC4 明文要求該鍵為 `null`，故本 feature 必然觸發。
ruling	R-VC4		RULINGS.md	218	`HMI Source ID` 欄之原值**，使資料件與 R-VC4 一致。
ruling	R-VC4		RULINGS.md	221	與 R-VC4 所裁之全名不同，等於在資料件中埋一個與裁決相左的值。
ruling	R-VC4		RULINGS.md	566	section 與 TC 之關聯由 `specification_reference` 承載（R-VC4），
ruling	R-VC4		ANOMALIES.md	242	`dict.get` 之預設值僅在**鍵不存在**時生效；R-VC4 明文要求該鍵為
ruling	R-VC4		ANOMALIES.md	256	與 R-VC4 所裁之「逐字抄 037 `HMI Source ID` 欄原值」不同，
ruling	R-VC4		ANOMALIES.md	260	驗明對 SYS1 命中 66/66），使資料件與 R-VC4 一致。
ruling	R-VC4		ANOMALIES.md	262	`spec_reference_template` 填成任何字串 —— 那會違反 R-VC4。
ruling	R-VC4		ANOMALIES.md	268	不採 (a)：其產出為光禿之章節號，與 R-VC4 所裁之全名不同 ——
ruling	R-VC4		DECISIONS.md	63	- **spec_reference**：**逐字取 037 `HMI Source ID` 欄原值（R-VC4）。**
ruling	R-VC4		DECISIONS.md	76	> 本 feature 之情形不同 —— R-VC4 已裁明其值，故採實值覆蓋而非留 `[PEI]`。
ruling	R-VC4		framework.md	28	其值逐字取 037 `HMI Source ID` 欄原值（R-VC4）。
ruling	R-VC4		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	21	| `spec_reference`（N 欄）| 逐字取 037 `HMI Source ID` 欄原值，不構造 | **R-VC4** |
ruling	R-VC5		RULINGS.md	134	R-VC5（037 之 Source Requirement ID 不作為錨點）
ruling	R-VC5		DATA_REQUESTS.md	52	- **阻斷範圍**：不阻斷生成（R-VC5(c)）。**交付前須有答覆**以完成雙向追溯。
ruling	R-VC6		RULINGS.md	157	R-VC6（037 分析九欄為有效上游輸入；A-VC1 撤銷）
ruling	R-VC6		RULINGS.md	314	R-VC11（TC priority 之判定；R-VC6(a) 之落地）
ruling	R-VC6		RULINGS.md	343	此為 R-VC6(a)「不得於忽略本欄之情況下本地推導」之落地形式：
ruling	R-VC6		RULINGS.md	351	R-VC6(a) 之「priority 欄不得產出」之凍結，於本條落地後**解除**。
ruling	R-VC6		ANOMALIES.md	10	| A-VC1 | 037 第 10–18 欄全為 `\xa0` | **撤銷（R-VC6）** | — |
ruling	R-VC6		ANOMALIES.md	30	## A-VC1 —— 037 第 10–18 欄之 `\xa0` —— **撤銷（R-VC6，Pei 2026-08-25）**
ruling	R-VC6		ANOMALIES.md	33	> 依 R-VC6（下放包 02 §二，`RULINGS.md:157`）：下放包 01 §3.3 所記
ruling	R-VC6		ANOMALIES.md	79	**裁定（R-VC6，Pei 2026-08-25）—— 提案 (a)(b) 全採，(c) 已解**
ruling	R-VC6		ANOMALIES.md	82	(b) 採：R-VC6(d) 逐字保留「strip 含 `\xa0` 之技術手段」，
ruling	R-VC6		ANOMALIES.md	86	R-VC6 立四項拘束，其 (a)(b)(c) **不屬本異常之處置而屬 Phase 4 之範圍**：
ruling	R-VC6		ANOMALIES.md	207	提案 (a)（以 repo 內複本之實測為準）已由 R-VC6 全採；
ruling	R-VC6		ANOMALIES.md	208	提案 (c)（裁定前不得建立依賴「這九欄無內容」之判準）已被 R-VC6 反轉為
ruling	R-VC6		ANOMALIES.md	209	**正向要求**：該九欄是必須使用的上游輸入，見 R-VC6(a)(b)。
ruling	R-VC6		ANOMALIES.md	221	T12 已以 R-VC6 之條文為基準重跑，見上繳包 02 §3。
ruling	R-VC6		docs/REVISIONS.md	11	- **修訂依據**：R-VC6（下放包 02 §二）
ruling	R-VC6		docs/REVISIONS.md	18	- **連帶**：A-VC1 撤銷。九欄改為**有效上游輸入**，並生 R-VC6(a)–(d) 四項拘束。
ruling	R-VC7		RULINGS.md	188	R-VC7（規格 PDF 之權威複本）
ruling	R-VC7		RULINGS.md	394	依 R-VC7，該等文字係讀 Project 附件之衍生 PDF 所得，
ruling	R-VC7		RULINGS.md	822	（037 `Title`／`Description`，或 R-VC7 所定之 SYS1 權威複本）
ruling	R-VC7		ANOMALIES.md	16	| A-VC7 | 規格 PDF 之位元組數與下放包 01 §3.1 不符 | **RESOLVED（R-VC7）** | — |
ruling	R-VC7		ANOMALIES.md	280	## A-VC7 —— 規格 PDF 之位元組數與下放包 01 §3.1 不符 —— **RESOLVED（R-VC7）**
ruling	R-VC7		ANOMALIES.md	306	**裁定（R-VC7，Pei 2026-08-25）—— repo 內複本為權威**
ruling	R-VC7		ANOMALIES.md	313	連帶拘束（R-VC7 末段）：下放包 01 §4.2(b) 之 18 節「規格內容摘要」
ruling	R-VC7		ANOMALIES.md	1006	取材時以 SYS1／037 為準（R-VC7），記明以免日後誤判為抄錯。
ruling	R-VC7		DATA_REQUESTS.md	69	- **措辭依據（R-VC7）**：18 節之內容摘要**已於 T17 以 repo 內權威素材逐節
ruling	R-VC7		DATA_REQUESTS.md	272	**執行層已實測 SYS1**（R-VC7 之權威複本）：
ruling	R-VC7		docs/REVISIONS.md	24	- **修訂依據**：R-VC7（下放包 02 §二）
ruling	R-VC7		docs/REVISIONS.md	79	- **理由**：該等文字係讀 Project 附件之衍生 PDF 所得（R-VC7 所禁）；
ruling	R-VC8		RULINGS.md	210	R-VC8（recon.py 於 spec_reference_template 為 null 時之行為；Tier 2 修法授權）
ruling	R-VC8		ANOMALIES.md	15	| A-VC6 | `recon.py` 於 `spec_reference_template: null` 崩潰 | **RESOLVED（R-VC8）** | — |
ruling	R-VC8		ANOMALIES.md	150	**R-VC8 之修法不得順手併入 A-VC4 / A-TM04** —— 三者標的不同
ruling	R-VC8		ANOMALIES.md	152	併案會使 R-VC8 之授權範圍失去邊界。已遵守：T13 之修法僅動 R-VC8 所指之處。
ruling	R-VC8		ANOMALIES.md	225	## A-VC6 —— `recon.py` 於 `spec_reference_template: null` 崩潰 —— **RESOLVED（R-VC8）**
ruling	R-VC8		ANOMALIES.md	264	**裁定（R-VC8，Pei 2026-08-25）—— 採提案 (b)，不採 (a)**
ruling	R-VC8		ANOMALIES.md	269	「崩潰會停，錯值不會，後者為害更甚」（R-VC8 原文）。
ruling	R-VC8		ANOMALIES.md	271	R-VC8 為 Tier 2 修法之授權，另立三項實作拘束（保留 `first` 之原值而
ruling	R-VC8		ANOMALIES.md	342	屬 Tier 2 工具修法，**與 R-VC8 之修法非同一件，不得併案順手為之**。
ruling	R-VC8		ANOMALIES.md	351	不得併入 R-VC8 之授權範圍）。
ruling	R-VC8		ANOMALIES.md	360	**授權邊界再申明**：R-VC8 之修法不得順手併入 A-VC4（`new_feature.py`
ruling	R-VC8		ANOMALIES.md	362	併案即失去授權邊界。已遵守 —— T13 之修法僅動 R-VC8 所指之二處。
ruling	R-VC8		ANOMALIES.md	602	根治須改顯示層，屬 Tier 2 工具修法，**與 R-VC8 之資料層修法非同一件，
ruling	R-VC8		ANOMALIES.md	614	3. 根治屬 Tier 2 工具修法，**與 R-VC8 之資料層修法非同一件，不得併案**
ruling	R-VC8		ANOMALIES.md	805	(c) 二者**與 R-VC8 之授權非同一件，不得併案**（同 A-VC8／A-VC11 之邊界）。
ruling	R-VC8		ANOMALIES.md	806	R-VC8 之授權範圍為 `recon.py`，不涵蓋 `lint036.py`。
ruling	R-VC8		DECISIONS.md	66	（145/145 逐字相符，R-VC8 修法後之產出）。
ruling	R-VC8		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	78	**不得改 lint**」（R-VC8 之授權邊界不涵蓋 lint）：
ruling	R-VC9		RULINGS.md	242	R-VC9（recon_assertions 之宣告範圍與未機器化之揭露義務）
ruling	R-VC9		ANOMALIES.md	343	在其落地前，117 之守護僅靠 T4 重測與上繳交叉檢查（R-VC9 之揭露義務）。
ruling	R-VC9		ANOMALIES.md	350	（145 / 117 / 79）之註解。**工具修法本身未實作**（R-VC9 明文：
ruling	R-VC9		ANOMALIES.md	356	（非計數相等 —— 「數目對但成員錯」會被抓到），且每包負 R-VC9 之揭露義務。
ruling	R-VC9		DECISIONS.md	45	> —— R-VC9 之揭露義務，簽署時請一併確認。
ruling	R-VC9		docs/REVISIONS.md	48	- **修訂依據**：R-VC9（下放包 02 §二）
ruling	R-VC9		docs/REVISIONS.md	55	並負 R-VC9 之逐包揭露義務。A-VC8 記其工具面缺口。
section	1		ANOMALIES.md	700	**本體（§1–§8）逐字未動** —— 已以 diff 驗證，含 §4 之
section	1		docs/REVISIONS.md	93	- **修訂依據**：`docs/upstream/01_intake_recon.md` §1 T5（執行層實測，未經另裁）
section	1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	54	## 2. lint 之 profile 分流 —— **現行機制無法實作 §1(c)**
section	1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	62	但其能力與 §1(c) 所需相距三層：
section	1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	76	§1(c) 之「驗證其來源」**現階段無承載者**。
section	1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	82	**在該限制解除前，§1(c) 由人工承擔** ——
section	1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	107	- `[OVERRIDE]` 之其他條款 —— 本 feature 目前只需 §1 一項
section	1		docs/runtime/profiles/FW036_R1L_VehicleCategory_Profile.md	338	本節為**產出之形式要求**（上半該長什麼樣），與 §1 之引號例外同類，
section	10.1		RULINGS.md	391	§10.1／10.2 —— 「Type / Power Source / Last State 之四種組合、
