leaf_id	test_set	layer3	delegate	target_feature	basis	screen_source
SWE1-VC-SWITCH3HoldLastState-028	Auxiliary Switches	SWITCH 3 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3PowerMode-013	Auxiliary Switches	SWITCH 3 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3PowerMode-015	Auxiliary Switches	SWITCH 3 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3PowerMode-014	Auxiliary Switches	SWITCH 3 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3PowerMode-038	Auxiliary Switches	SWITCH 3 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3PowerMode-039	Auxiliary Switches	SWITCH 3 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3PowerMode-040	Auxiliary Switches	SWITCH 3 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3Type-037	Auxiliary Switches	SWITCH 3 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3Type-038	Auxiliary Switches	SWITCH 3 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3Type-039	Auxiliary Switches	SWITCH 3 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3Type-010	Auxiliary Switches	SWITCH 3 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3Type-011	Auxiliary Switches	SWITCH 3 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH3Type-012	Auxiliary Switches	SWITCH 3 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4HoldLastState-066	Auxiliary Switches	SWITCH 4 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4HoldLastState-067	Auxiliary Switches	SWITCH 4 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4HoldLastState-068	Auxiliary Switches	SWITCH 4 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4HoldLastState-030	Auxiliary Switches	SWITCH 4 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4HoldLastState-031	Auxiliary Switches	SWITCH 4 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4HoldLastState-032	Auxiliary Switches	SWITCH 4 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4PowerMode-017	Auxiliary Switches	SWITCH 4 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4PowerMode-018	Auxiliary Switches	SWITCH 4 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4PowerMode-019	Auxiliary Switches	SWITCH 4 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4PowerMode-042	Auxiliary Switches	SWITCH 4 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4PowerMode-043	Auxiliary Switches	SWITCH 4 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4PowerMode-044	Auxiliary Switches	SWITCH 4 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4Type-041	Auxiliary Switches	SWITCH 4 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4Type-042	Auxiliary Switches	SWITCH 4 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4Type-043	Auxiliary Switches	SWITCH 4 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4Type-014	Auxiliary Switches	SWITCH 4 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4Type-015	Auxiliary Switches	SWITCH 4 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH4Type-016	Auxiliary Switches	SWITCH 4 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5HoldLastState-070	Auxiliary Switches	SWITCH 5 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5HoldLastState-071	Auxiliary Switches	SWITCH 5 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5HoldLastState-072	Auxiliary Switches	SWITCH 5 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5PowerMode-021	Auxiliary Switches	SWITCH 5 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5PowerMode-022	Auxiliary Switches	SWITCH 5 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5PowerMode-023	Auxiliary Switches	SWITCH 5 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5Type-046	Auxiliary Switches	SWITCH 5 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5Type-047	Auxiliary Switches	SWITCH 5 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH5Type-045	Auxiliary Switches	SWITCH 5 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6HoldLastState-074	Auxiliary Switches	SWITCH 6 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6HoldLastState-075	Auxiliary Switches	SWITCH 6 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6HoldLastState-076	Auxiliary Switches	SWITCH 6 Hold Last State	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6PowerMode-025	Auxiliary Switches	SWITCH 6 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6PowerMode-027	Auxiliary Switches	SWITCH 6 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6PowerMode-026	Auxiliary Switches	SWITCH 6 Power Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6Type-049	Auxiliary Switches	SWITCH 6 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6Type-050	Auxiliary Switches	SWITCH 6 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SWITCH6Type-051	Auxiliary Switches	SWITCH 6 Type	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SignatureLighting-021	Lane and Lighting	Signature Lighting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SignatureLighting-022	Lane and Lighting	Signature Lighting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SignatureLighting-023	Lane and Lighting	Signature Lighting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SignatureLighting-024	Lane and Lighting	Signature Lighting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SignatureLighting-025	Lane and Lighting	Signature Lighting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SpeedUnit-026	Units and Cameras	Speed Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SpeedUnit-027	Units and Cameras	Speed Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SpeedUnit-028	Units and Cameras	Speed Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SpeedUnit-029	Units and Cameras	Speed Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraDelay-053	Units and Cameras	Surround View Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraDelay-054	Units and Cameras	Surround View Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraDelay-055	Units and Cameras	Surround View Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraDelay-056	Units and Cameras	Surround View Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraDelay-057	Units and Cameras	Surround View Camera Delay	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraGuidelines-059	Units and Cameras	Surround View Camera Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraGuidelines-060	Units and Cameras	Surround View Camera Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraGuidelines-061	Units and Cameras	Surround View Camera Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraGuidelines-062	Units and Cameras	Surround View Camera Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SurroundViewCameraGuidelines-063	Units and Cameras	Surround View Camera Guidelines	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionAutoEntryorExit-090	Suspension and Comfort	Suspension Auto Entry or Exit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionAutoEntryorExit-091	Suspension and Comfort	Suspension Auto Entry or Exit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionAutoEntryorExit-092	Suspension and Comfort	Suspension Auto Entry or Exit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionAutoEntryorExit-093	Suspension and Comfort	Suspension Auto Entry or Exit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionAutoEntryorExit-094	Suspension and Comfort	Suspension Auto Entry or Exit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionAutoEntryorExit-095	Suspension and Comfort	Suspension Auto Entry or Exit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDefaultRideHeight-020	Suspension and Comfort	Suspension Default Ride Height	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDefaultRideHeight-021	Suspension and Comfort	Suspension Default Ride Height	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDefaultRideHeight-022	Suspension and Comfort	Suspension Default Ride Height	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDefaultRideHeight-023	Suspension and Comfort	Suspension Default Ride Height	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDefaultRideHeight-024	Suspension and Comfort	Suspension Default Ride Height	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDefaultRideHeight-025	Suspension and Comfort	Suspension Default Ride Height	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDisplayMessages-008	Suspension and Comfort	Suspension Display Messages	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDisplayMessages-009	Suspension and Comfort	Suspension Display Messages	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDisplayMessages-010	Suspension and Comfort	Suspension Display Messages	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDisplayMessages-011	Suspension and Comfort	Suspension Display Messages	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionDisplayMessages-012	Suspension and Comfort	Suspension Display Messages	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionFlashLightsWithLower-002	Suspension and Comfort	Suspension Flash Lights With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionFlashLightsWithLower-003	Suspension and Comfort	Suspension Flash Lights With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionFlashLightsWithLower-004	Suspension and Comfort	Suspension Flash Lights With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionFlashLightsWithLower-005	Suspension and Comfort	Suspension Flash Lights With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionFlashLightsWithLower-006	Suspension and Comfort	Suspension Flash Lights With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionServiceMode-002	Suspension and Comfort	Suspension Service Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionServiceMode-003	Suspension and Comfort	Suspension Service Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionServiceMode-004	Suspension and Comfort	Suspension Service Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionServiceMode-005	Suspension and Comfort	Suspension Service Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionServiceMode-006	Suspension and Comfort	Suspension Service Mode	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionSoundHornWithLower-008	Suspension and Comfort	Suspension Sound Horn With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionSoundHornWithLower-009	Suspension and Comfort	Suspension Sound Horn With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionSoundHornWithLower-010	Suspension and Comfort	Suspension Sound Horn With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionSoundHornWithLower-011	Suspension and Comfort	Suspension Sound Horn With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-SuspensionSoundHornWithLower-012	Suspension and Comfort	Suspension Sound Horn With Lower	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TemperatureUnit-046	Units and Cameras	Temperature Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TemperatureUnit-047	Units and Cameras	Temperature Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TemperatureUnit-048	Units and Cameras	Temperature Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TemperatureUnit-049	Units and Cameras	Temperature Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TemperatureUnit-050	Units and Cameras	Temperature Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TiltMirrorinReverse-014	Suspension and Comfort	Tilt Mirror in Reverse	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TiltMirrorinReverse-015	Suspension and Comfort	Tilt Mirror in Reverse	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TiltMirrorinReverse-016	Suspension and Comfort	Tilt Mirror in Reverse	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TiltMirrorinReverse-017	Suspension and Comfort	Tilt Mirror in Reverse	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TiltMirrorinReverse-018	Suspension and Comfort	Tilt Mirror in Reverse	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TimeandDateSettings-002	Units and Cameras	Time and Date Settings	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TimeandDateSettings-003	Units and Cameras	Time and Date Settings	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TimeandDateSettings-004	Units and Cameras	Time and Date Settings	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TimeandDateSettings-005	Units and Cameras	Time and Date Settings	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TimeandDateSettings-006	Units and Cameras	Time and Date Settings	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TimeandDateSettings-007	Units and Cameras	Time and Date Settings	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TimeandDateSettings-008	Units and Cameras	Time and Date Settings	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TireFillAlert-020	Suspension and Comfort	Tire Fill Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TireFillAlert-021	Suspension and Comfort	Tire Fill Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TireFillAlert-022	Suspension and Comfort	Tire Fill Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TireFillAlert-023	Suspension and Comfort	Tire Fill Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TireFillAlert-024	Suspension and Comfort	Tire Fill Alert	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TorqueUnit-016	Measurement Units	Torque Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TorqueUnit-017	Measurement Units	Torque Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TorqueUnit-018	Measurement Units	Torque Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TorqueUnit-019	Measurement Units	Torque Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TorqueUnit-020	Measurement Units	Torque Unit	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-057	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-058	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-059	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-060	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-061	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-062	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-063	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-064	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-065	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-066	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-067	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-068	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-069	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-070	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-071	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-072	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-073	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-074	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-075	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-076	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-077	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-078	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-079	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-080	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-081	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-082	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-083	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-084	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-085	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-086	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-087	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-088	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - NAFTASetting-089	Trailer and Signage	Traffic Sign Assist Offset - NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-091	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-092	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-093	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-094	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-095	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-096	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-097	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-098	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-099	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
SWE1-VC-TrafficSignAssistOffset - non-NAFTASetting-100	Trailer and Signage	Traffic Sign Assist Offset - non-NAFTA Setting	no		已比對之 5 個 feature 之 037 全集皆無同一實體功能之對應	
