leaf_id	test_set	layer3	src_ref	writable	blocker_class	blocker_detail	value_source	dr_id	vcvm_not_clear	disagree
SWE1-VC-ChargePowerLevel-045	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2387	W0					0	0
SWE1-VC-ChargePowerLevel-046	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2388	W0			PwrLevReq=2-DBC		0	0
SWE1-VC-ChargePowerLevel-047	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2389	W0			PwrLevReq=2-DBC		0	0
SWE1-VC-ChargePowerLevel-048	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2390	W0			PwrLevReq=2-DBC		0	0
SWE1-VC-ChargePowerLevel-049	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2391	W0			PwrLevReq=2-DBC		0	0
SWE1-VC-ChargePowerLevel-050	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2392	W0			PwrLevReq=2-DBC		0	0
SWE1-VC-ChargePowerLevel-051	Approach and Tailgate	Charge Power Level	SYS-RA-VF230_V1-2393	W0			PwrLev=2-DBC		0	0
SWE1-VC-RearSeatReminder-053	Approach and Tailgate	Rear Seat Reminder	SYS-RA-VF230_V1-2395	W1		PROXI 參數之值域無來源：FOA_Presence	PROXI:FOA_Presence=PENDING	DR-34	0	0
SWE1-VC-RearSeatReminder-054	Approach and Tailgate	Rear Seat Reminder	SYS-RA-VF230_V1-2396	W1		PROXI 參數之值域無來源：FOA_Presence	PROXI:FOA_Presence=PENDING	DR-34	0	0
SWE1-VC-RearSeatReminder-055	Approach and Tailgate	Rear Seat Reminder	SYS-RA-VF230_V1-2397	W0			FOA_Alert_Type_Req=2-DBC		0	0
SWE1-VC-RearSeatReminder-056	Approach and Tailgate	Rear Seat Reminder	SYS-RA-VF230_V1-2398	W0			FOA_Alert_Type=2-DBC		0	0
SWE1-VC-RearSeatReminder-057	Approach and Tailgate	Rear Seat Reminder	SYS-RA-VF230_V1-2399	W0			FOA_Alert_Type_Req=2-DBC		0	0
SWE1-VC-TrailerNumber-059	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2401	W0					0	0
SWE1-VC-TrailerNumber-060	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2402	W0					0	0
SWE1-VC-TrailerNumber-061	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2403	W0			Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerNumber-062	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2404	W0			Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerNumber-063	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2405	W0			Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerNumber-064	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2406	W0			Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerNumber-065	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2407	W0			Trail_Num=2-DBC		0	0
SWE1-VC-TrailerNumber-066	Trailer and Signage	Trailer Number	SYS-RA-VF230_V1-2408	W0			Trail_Num=2-DBC		0	0
SWE1-VC-SWITCH1Type-002	Auxiliary Switches	SWITCH 1 Type	SYS-RA-VF230_V1-2227	W0			AUX1_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH1Type-003	Auxiliary Switches	SWITCH 1 Type	SYS-RA-VF230_V1-2228	W0			AUX1_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH1Type-004	Auxiliary Switches	SWITCH 1 Type	SYS-RA-VF230_V1-2229	W0			AUX1_TYPE=2-DBC		1	0
SWE1-VC-SWITCH2Type-006	Auxiliary Switches	SWITCH 2 Type	SYS-RA-VF230_V1-2231	W0			AUX2_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH2Type-007	Auxiliary Switches	SWITCH 2 Type	SYS-RA-VF230_V1-2232	W0			AUX2_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH2Type-008	Auxiliary Switches	SWITCH 2 Type	SYS-RA-VF230_V1-2233	W0			AUX2_TYPE=2-DBC		1	0
SWE1-VC-SWITCH3Type-010	Auxiliary Switches	SWITCH 3 Type	SYS-RA-VF230_V1-2235	W0			AUX3_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH3Type-011	Auxiliary Switches	SWITCH 3 Type	SYS-RA-VF230_V1-2236	W0			AUX3_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH3Type-012	Auxiliary Switches	SWITCH 3 Type	SYS-RA-VF230_V1-2237	W0			AUX3_TYPE=2-DBC		1	0
SWE1-VC-SWITCH4Type-014	Auxiliary Switches	SWITCH 4 Type	SYS-RA-VF230_V1-2239	W0			AUX4_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH4Type-015	Auxiliary Switches	SWITCH 4 Type	SYS-RA-VF230_V1-2240	W0			AUX4_TYPE_Req=2-DBC		0	0
SWE1-VC-SWITCH4Type-016	Auxiliary Switches	SWITCH 4 Type	SYS-RA-VF230_V1-2241	W0			AUX4_TYPE=2-DBC		1	0
SWE1-VC-SWITCH1HoldLastState-018	Auxiliary Switches	SWITCH 1 Hold Last State	SYS-RA-VF230_V1-2243	W0			AUX1_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH1HoldLastState-019	Auxiliary Switches	SWITCH 1 Hold Last State	SYS-RA-VF230_V1-2244	W0			AUX1_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH1HoldLastState-020	Auxiliary Switches	SWITCH 1 Hold Last State	SYS-RA-VF230_V1-2245	W0			AUX1_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH2HoldLastState-022	Auxiliary Switches	SWITCH 2 Hold Last State	SYS-RA-VF230_V1-2247	W0			AUX2_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH2HoldLastState-023	Auxiliary Switches	SWITCH 2 Hold Last State	SYS-RA-VF230_V1-2248	W0			AUX2_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH2HoldLastState-024	Auxiliary Switches	SWITCH 2 Hold Last State	SYS-RA-VF230_V1-2249	W0			AUX2_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH3HoldLastState-026	Auxiliary Switches	SWITCH 3 Hold Last State	SYS-RA-VF230_V1-2251	W0			AUX3_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH3HoldLastState-027	Auxiliary Switches	SWITCH 3 Hold Last State	SYS-RA-VF230_V1-2252	W0			AUX3_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH3HoldLastState-028	Auxiliary Switches	SWITCH 3 Hold Last State	SYS-RA-VF230_V1-2253	W0			AUX3_HLEnbl=2-DBC		1	0
SWE1-VC-SWITCH4HoldLastState-030	Auxiliary Switches	SWITCH 4 Hold Last State	SYS-RA-VF230_V1-2255	W0			AUX4_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH4HoldLastState-031	Auxiliary Switches	SWITCH 4 Hold Last State	SYS-RA-VF230_V1-2256	W0			AUX4_HLEnbl_Req=2-DBC		0	0
SWE1-VC-SWITCH4HoldLastState-032	Auxiliary Switches	SWITCH 4 Hold Last State	SYS-RA-VF230_V1-2257	W0			AUX4_HLEnbl=2-DBC		1	0
SWE1-VC-SuspensionFlashLightsWithLower-002	Suspension and Comfort	Suspension Flash Lights With Lower	SYS-RA-VF230_V1-2453	W0					1	0
SWE1-VC-SuspensionFlashLightsWithLower-003	Suspension and Comfort	Suspension Flash Lights With Lower	SYS-RA-VF230_V1-2454	W0					1	0
SWE1-VC-SuspensionFlashLightsWithLower-004	Suspension and Comfort	Suspension Flash Lights With Lower	SYS-RA-VF230_V1-2455	W0			Susp_Flsh_Lght_Low_Req=2-DBC		0	0
SWE1-VC-SuspensionFlashLightsWithLower-005	Suspension and Comfort	Suspension Flash Lights With Lower	SYS-RA-VF230_V1-2456	W0			Susp_Flsh_Lght_Low_Req=2-DBC		0	0
SWE1-VC-SuspensionFlashLightsWithLower-006	Suspension and Comfort	Suspension Flash Lights With Lower	SYS-RA-VF230_V1-2457	W0			Susp_Flsh_Lght_Low=2-DBC		1	0
SWE1-VC-SuspensionSoundHornWithLower-008	Suspension and Comfort	Suspension Sound Horn With Lower	SYS-RA-VF230_V1-2459	W0					1	0
SWE1-VC-SuspensionSoundHornWithLower-009	Suspension and Comfort	Suspension Sound Horn With Lower	SYS-RA-VF230_V1-2460	W0					1	0
SWE1-VC-SuspensionSoundHornWithLower-010	Suspension and Comfort	Suspension Sound Horn With Lower	SYS-RA-VF230_V1-2461	W0			Susp_Sound_Hrn_Low_Req=2-DBC		0	0
SWE1-VC-SuspensionSoundHornWithLower-011	Suspension and Comfort	Suspension Sound Horn With Lower	SYS-RA-VF230_V1-2462	W0			Susp_Sound_Hrn_Low_Req=2-DBC		0	0
SWE1-VC-SuspensionSoundHornWithLower-012	Suspension and Comfort	Suspension Sound Horn With Lower	SYS-RA-VF230_V1-2463	W0			Susp_Sound_Hrn_Low=2-DBC		1	0
SWE1-VC-RearGuidanceLightswith\nCargoLights-014	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	SYS-RA-VF230_V1-2547	W0					0	0
SWE1-VC-RearGuidanceLightswith\nCargoLights-015	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	SYS-RA-VF230_V1-2548	W0					0	0
SWE1-VC-RearGuidanceLightswith\nCargoLights-016	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	SYS-RA-VF230_V1-2549	W0			Rear_G_LGT_with_Cargo_Lights_Req=2-DBC		0	0
SWE1-VC-RearGuidanceLightswith\nCargoLights-017	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	SYS-RA-VF230_V1-2550	W0			Rear_G_LGT_with_Cargo_Lights_Req=2-DBC		0	0
SWE1-VC-RearGuidanceLightswith\nCargoLights-018	Auxiliary Switches	Rear Guidance Lights with Cargo Lights	SYS-RA-VF230_V1-2551	W0			Rear_G_LGT_with_Cargo_Lights=2-DBC		0	0
SWE1-VC-SuspensionDefaultRideHeight-020	Suspension and Comfort	Suspension Default Ride Height	SYS-RA-VF230_V1-2590	W0					0	0
SWE1-VC-SuspensionDefaultRideHeight-021	Suspension and Comfort	Suspension Default Ride Height	SYS-RA-VF230_V1-2591	W0					0	0
SWE1-VC-SuspensionDefaultRideHeight-022	Suspension and Comfort	Suspension Default Ride Height	SYS-RA-VF230_V1-2592	W0					0	0
SWE1-VC-SuspensionDefaultRideHeight-023	Suspension and Comfort	Suspension Default Ride Height	SYS-RA-VF230_V1-2593	W0			Default_Ride_Height_Req=2-DBC		0	0
SWE1-VC-SuspensionDefaultRideHeight-024	Suspension and Comfort	Suspension Default Ride Height	SYS-RA-VF230_V1-2594	W0			Default_Ride_Height_Req=2-DBC		0	0
SWE1-VC-SuspensionDefaultRideHeight-025	Suspension and Comfort	Suspension Default Ride Height	SYS-RA-VF230_V1-2595	W0			Default_Ride_Height=2-DBC		0	0
SWE1-VC-4AUXSwitches-027	Auxiliary Switches	4 AUX Switches	SYS-RA-VF230_V1-2208	W0					1	0
SWE1-VC-4AUXSwitches-028	Auxiliary Switches	4 AUX Switches	SYS-RA-VF230_V1-2209	W1		PROXI 參數之值域無來源：AUX_Switch_Types	PROXI:AUX_Switch_Types=PENDING	DR-34	1	0
SWE1-VC-SWITCH1PowerMode-030	Auxiliary Switches	SWITCH 1 Power Mode	SYS-RA-VF230_V1-2211	W0			AUX1_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH1PowerMode-031	Auxiliary Switches	SWITCH 1 Power Mode	SYS-RA-VF230_V1-2212	W0			AUX1_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH1PowerMode-032	Auxiliary Switches	SWITCH 1 Power Mode	SYS-RA-VF230_V1-2213	W0			AUX1_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH2PowerMode-034	Auxiliary Switches	SWITCH 2 Power Mode	SYS-RA-VF230_V1-2215	W0			AUX2_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH2PowerMode-035	Auxiliary Switches	SWITCH 2 Power Mode	SYS-RA-VF230_V1-2216	W0			AUX2_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH2PowerMode-036	Auxiliary Switches	SWITCH 2 Power Mode	SYS-RA-VF230_V1-2217	W0			AUX2_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH3PowerMode-038	Auxiliary Switches	SWITCH 3 Power Mode	SYS-RA-VF230_V1-2219	W0			AUX3_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH3PowerMode-039	Auxiliary Switches	SWITCH 3 Power Mode	SYS-RA-VF230_V1-2220	W0			AUX3_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH3PowerMode-040	Auxiliary Switches	SWITCH 3 Power Mode	SYS-RA-VF230_V1-2221	W0			AUX3_PWRMD=2-DBC		1	0
SWE1-VC-SWITCH4PowerMode-042	Auxiliary Switches	SWITCH 4 Power Mode	SYS-RA-VF230_V1-2223	W0			AUX4_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH4PowerMode-043	Auxiliary Switches	SWITCH 4 Power Mode	SYS-RA-VF230_V1-2224	W0			AUX4_PWRMD_Req=2-DBC		0	0
SWE1-VC-SWITCH4PowerMode-044	Auxiliary Switches	SWITCH 4 Power Mode	SYS-RA-VF230_V1-2225	W0			AUX4_PWRMD=2-DBC		1	0
SWE1-VC-SuspensionServiceMode-002	Suspension and Comfort	Suspension Service Mode	SYS-RA-VF230_V1-857	W0					0	0
SWE1-VC-SuspensionServiceMode-003	Suspension and Comfort	Suspension Service Mode	SYS-RA-VF230_V1-858	W0					0	0
SWE1-VC-SuspensionServiceMode-004	Suspension and Comfort	Suspension Service Mode	SYS-RA-VF230_V1-859	W0			Susp_Tire_Jack_Req=2-DBC		0	0
SWE1-VC-SuspensionServiceMode-005	Suspension and Comfort	Suspension Service Mode	SYS-RA-VF230_V1-860	W0			Susp_Tire_Jack_Req=2-DBC		0	0
SWE1-VC-SuspensionServiceMode-006	Suspension and Comfort	Suspension Service Mode	SYS-RA-VF230_V1-861	W0			Susp_Tire_Jack=2-DBC		0	0
SWE1-VC-SuspensionDisplayMessages-008	Suspension and Comfort	Suspension Display Messages	SYS-RA-VF230_V1-863	W0					0	0
SWE1-VC-SuspensionDisplayMessages-009	Suspension and Comfort	Suspension Display Messages	SYS-RA-VF230_V1-864	W0					0	0
SWE1-VC-SuspensionDisplayMessages-010	Suspension and Comfort	Suspension Display Messages	SYS-RA-VF230_V1-865	W0			Susp_Disp_Message_Req=2-DBC		0	0
SWE1-VC-SuspensionDisplayMessages-011	Suspension and Comfort	Suspension Display Messages	SYS-RA-VF230_V1-866	W0			Susp_Disp_Message_Req=2-DBC		0	0
SWE1-VC-SuspensionDisplayMessages-012	Suspension and Comfort	Suspension Display Messages	SYS-RA-VF230_V1-867	W0			Susp_Disp_Message=2-DBC		0	0
SWE1-VC-TiltMirrorinReverse-014	Suspension and Comfort	Tilt Mirror in Reverse	SYS-RA-VF230_V1-869	W0					0	0
SWE1-VC-TiltMirrorinReverse-015	Suspension and Comfort	Tilt Mirror in Reverse	SYS-RA-VF230_V1-870	W0					0	0
SWE1-VC-TiltMirrorinReverse-016	Suspension and Comfort	Tilt Mirror in Reverse	SYS-RA-VF230_V1-871	W0			Tilt_Mirr_Rev_Req=2-DBC		0	0
SWE1-VC-TiltMirrorinReverse-017	Suspension and Comfort	Tilt Mirror in Reverse	SYS-RA-VF230_V1-872	W0			Tilt_Mirr_Rev_Req=2-DBC		0	0
SWE1-VC-TiltMirrorinReverse-018	Suspension and Comfort	Tilt Mirror in Reverse	SYS-RA-VF230_V1-873	W0			Tilt_Mirr_Rev=2-DBC		0	0
SWE1-VC-TireFillAlert-020	Suspension and Comfort	Tire Fill Alert	SYS-RA-VF230_V1-875	W0					0	0
SWE1-VC-TireFillAlert-021	Suspension and Comfort	Tire Fill Alert	SYS-RA-VF230_V1-876	W0					0	0
SWE1-VC-TireFillAlert-022	Suspension and Comfort	Tire Fill Alert	SYS-RA-VF230_V1-877	W0			Tire_Fill_Alert_Req=2-DBC		0	0
SWE1-VC-TireFillAlert-023	Suspension and Comfort	Tire Fill Alert	SYS-RA-VF230_V1-878	W0			Tire_Fill_Alert_Req=2-DBC		0	0
SWE1-VC-TireFillAlert-024	Suspension and Comfort	Tire Fill Alert	SYS-RA-VF230_V1-879	W0			Tire_Fill_Alert=2-DBC		0	0
SWE1-VC-ReadytoDrivePopUp-026	Suspension and Comfort	Ready to Drive Pop-Up	SYS-RA-VF230_V1-881	W0					0	0
SWE1-VC-ReadytoDrivePopUp-027	Suspension and Comfort	Ready to Drive Pop-Up	SYS-RA-VF230_V1-882	W0					0	0
SWE1-VC-ReadytoDrivePopUp-028	Suspension and Comfort	Ready to Drive Pop-Up	SYS-RA-VF230_V1-883	W0			Rdy_To_Drive_Req=2-DBC		0	0
SWE1-VC-ReadytoDrivePopUp-029	Suspension and Comfort	Ready to Drive Pop-Up	SYS-RA-VF230_V1-884	W0			Rdy_To_Drive_Req=2-DBC		0	0
SWE1-VC-ReadytoDrivePopUp-030	Suspension and Comfort	Ready to Drive Pop-Up	SYS-RA-VF230_V1-885	W0			Rdy_To_Drive=2-DBC		0	0
SWE1-VC-AutoFoldMirrors-032	Suspension and Comfort	Auto Fold Mirrors	SYS-RA-VF230_V1-2099	W0					0	0
SWE1-VC-AutoFoldMirrors-033	Suspension and Comfort	Auto Fold Mirrors	SYS-RA-VF230_V1-2100	W0					0	0
SWE1-VC-AutoFoldMirrors-034	Suspension and Comfort	Auto Fold Mirrors	SYS-RA-VF230_V1-2101	W0			Auto_Fold_Mirr_Req=2-DBC		0	0
SWE1-VC-AutoFoldMirrors-035	Suspension and Comfort	Auto Fold Mirrors	SYS-RA-VF230_V1-2102	W0			Auto_Fold_Mirr_Req=2-DBC		0	0
SWE1-VC-AutoFoldMirrors-036	Suspension and Comfort	Auto Fold Mirrors	SYS-RA-VF230_V1-2103	W0			Auto_Fold_Mirr=2-DBC		0	0
SWE1-VC-DriverEasyExitSeat-038	Suspension and Comfort	Driver Easy Exit Seat	SYS-RA-VF230_V1-2105	W0					0	0
SWE1-VC-DriverEasyExitSeat-039	Suspension and Comfort	Driver Easy Exit Seat	SYS-RA-VF230_V1-2106	W0					0	0
SWE1-VC-DriverEasyExitSeat-040	Suspension and Comfort	Driver Easy Exit Seat	SYS-RA-VF230_V1-2107	W0			Easy_Exit_D_Req=2-DBC		0	0
SWE1-VC-DriverEasyExitSeat-041	Suspension and Comfort	Driver Easy Exit Seat	SYS-RA-VF230_V1-2108	W0			Easy_Exit_D_Req=2-DBC		0	0
SWE1-VC-DriverEasyExitSeat-042	Suspension and Comfort	Driver Easy Exit Seat	SYS-RA-VF230_V1-2109	W0			Easy_Exit_D=2-DBC		0	0
SWE1-VC-EngineOffPowerDelay-044	Suspension and Comfort	Engine Off Power Delay	SYS-RA-VF230_V1-2111	W0					0	0
SWE1-VC-EngineOffPowerDelay-045	Suspension and Comfort	Engine Off Power Delay	SYS-RA-VF230_V1-2112	W0					0	0
SWE1-VC-EngineOffPowerDelay-046	Suspension and Comfort	Engine Off Power Delay	SYS-RA-VF230_V1-2113	W0			Eng_Off_Pwr_Delay_Req=2-DBC		0	0
SWE1-VC-EngineOffPowerDelay-047	Suspension and Comfort	Engine Off Power Delay	SYS-RA-VF230_V1-2114	W0			Eng_Off_Pwr_Delay_Req=2-DBC		0	0
SWE1-VC-EngineOffPowerDelay-048	Suspension and Comfort	Engine Off Power Delay	SYS-RA-VF230_V1-2115	W0			Eng_Off_Pwr_Delay_Req=2-DBC		0	0
SWE1-VC-EngineOffPowerDelay-049	Suspension and Comfort	Engine Off Power Delay	SYS-RA-VF230_V1-2116	W0			Eng_Off_Pwr_Delay_Req=2-DBC		0	0
SWE1-VC-EngineOffPowerDelay-050	Suspension and Comfort	Engine Off Power Delay	SYS-RA-VF230_V1-2117	W0			Eng_Off_Pwr_Delay=2-DBC		0	0
SWE1-VC-HillStartAssist-052	Suspension and Comfort	Hill Start Assist	SYS-RA-VF230_V1-2119	W0					0	0
SWE1-VC-HillStartAssist-053	Suspension and Comfort	Hill Start Assist	SYS-RA-VF230_V1-2120	W0					0	0
SWE1-VC-HillStartAssist-054	Suspension and Comfort	Hill Start Assist	SYS-RA-VF230_V1-2121	W0			Hill_Start_Assist_Req=2-DBC		0	0
SWE1-VC-HillStartAssist-055	Suspension and Comfort	Hill Start Assist	SYS-RA-VF230_V1-2122	W0			Hill_Start_Assist_Req=2-DBC		0	0
SWE1-VC-HillStartAssist-056	Suspension and Comfort	Hill Start Assist	SYS-RA-VF230_V1-2123	W0			Hill_Start_Assist=2-DBC		0	0
SWE1-VC-HeadlightswithWipers-058	Suspension and Comfort	Headlights with Wipers	SYS-RA-VF230_V1-2125	W0					0	0
SWE1-VC-HeadlightswithWipers-059	Suspension and Comfort	Headlights with Wipers	SYS-RA-VF230_V1-2126	W0					0	0
SWE1-VC-HeadlightswithWipers-060	Suspension and Comfort	Headlights with Wipers	SYS-RA-VF230_V1-2127	W0			HeadLightWipers_Req=2-DBC		0	0
SWE1-VC-HeadlightswithWipers-061	Suspension and Comfort	Headlights with Wipers	SYS-RA-VF230_V1-2128	W0			HeadLightWipers_Req=2-DBC		0	0
SWE1-VC-HeadlightswithWipers-062	Suspension and Comfort	Headlights with Wipers	SYS-RA-VF230_V1-2129	W0			HeadLightWipers=2-DBC		0	0
SWE1-VC-TrailerName-002	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2410	W0					0	0
SWE1-VC-TrailerName-003	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2411	W0					0	0
SWE1-VC-TrailerName-004	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2412	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-005	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2413	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-006	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2414	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-007	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2415	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-008	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2416	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-009	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2417	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-010	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2418	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-011	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2419	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-012	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2420	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-013	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2421	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-014	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2422	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-015	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2423	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-016	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2424	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-017	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2425	W0			Trail_Name=2-DBC		0	0
SWE1-VC-TrailerName-018	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2426	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-019	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2427	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-020	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2428	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-021	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2429	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerName-022	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2430	W0			Trail_Brk_Type_Req=2-DBC		0	0
SWE1-VC-TrailerName-023	Trailer and Signage	Trailer Name	SYS-RA-VF230_V1-2431	W0			Trail_Name_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType025	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2433	W0					0	0
SWE1-VC-TrailerBrakeType026	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2434	W0					0	0
SWE1-VC-TrailerBrakeType027	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2435	W0			Trail_Brk_Type_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType028	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2436	W0			Trail_Brk_Type_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType029	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2437	W0			Trail_Brk_Type_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType030	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2438	W0			Trail_Brk_Type_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType031	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2439	W0			Trail_Brk_Type=2-DBC		0	0
SWE1-VC-TrailerBrakeType032	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2440	W0			Trail_Brk_Type_Req=2-DBC;Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType033	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2441	W0			Trail_Brk_Type_Req=2-DBC;Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType034	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2442	W0			Trail_Brk_Type_Req=2-DBC;Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType035	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2443	W0			Trail_Brk_Type_Req=2-DBC;Trail_Num_Req=2-DBC		0	0
SWE1-VC-TrailerBrakeType036	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2444	W0			Trail_Brk_Type_Req=2-DBC		1	0
SWE1-VC-TrailerBrakeType037	Trailer and Signage	Trailer Brake Type	SYS-RA-VF230_V1-2445	W0			Trail_Brk_Type_Req=2-DBC		0	0
SWE1-VC-AutomaticTrailerLight Check-039	Trailer and Signage	Automatic Trailer Light Check	SYS-RA-VF230_V1-2447	W1		PROXI 參數之值域無來源：Trailer_Light_Check	PROXI:Trailer_Light_Check=PENDING	DR-34	1	0
SWE1-VC-AutomaticTrailerLight Check-040	Trailer and Signage	Automatic Trailer Light Check	SYS-RA-VF230_V1-2448	W1		PROXI 參數之值域無來源：Trailer_Light_Check	PROXI:Trailer_Light_Check=PENDING	DR-34	1	0
SWE1-VC-AutomaticTrailerLight Check-041	Trailer and Signage	Automatic Trailer Light Check	SYS-RA-VF230_V1-2449	W0			Auto_Trailer_Light_Check_Req=2-DBC		0	0
SWE1-VC-AutomaticTrailerLight Check-042	Trailer and Signage	Automatic Trailer Light Check	SYS-RA-VF230_V1-2450	W0			Auto_Trailer_Light_Check_Req=2-DBC		0	0
