leaf_id	layer3	delegate	comfort_leaf_ids	basis	blocked_ref	screen_source
SWE1-VC-StopStartSystemBehavior-054	StopStartSystemBehavior	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-StopStartSystemBehavior-055	StopStartSystemBehavior	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-StopStartSystemBehavior-056	StopStartSystemBehavior	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-SwitchLHD/RHDConfiguration-009	SwitchLHD/RHDConfiguration	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-SwitchLHD/RHDConfiguration-010	SwitchLHD/RHDConfiguration	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-SwitchLHD/RHDConfiguration-011	SwitchLHD/RHDConfiguration	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-SwitchLHD/RHDConfiguration-012	SwitchLHD/RHDConfiguration	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-SwitchLHD/RHDConfiguration-013	SwitchLHD/RHDConfiguration	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-SwitchLHD/RHDConfiguration-014	SwitchLHD/RHDConfiguration	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-025	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-026	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-027	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-028	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-029	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-030	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-031	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-032	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-033	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-034	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-035	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-036	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-037	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-038	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-039	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-040	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-041	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-042	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-043	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-044	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThirdRowHeadrestDump-045	ThirdRowHeadrestDump	no		Comfort 037 全集無同一實體功能之對應		
SWE1-VC-ThreeStagesHeatedSeat-078	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-079	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-080	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-081	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-082	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-083	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-084	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-085	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-086	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-087	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-088	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-089	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-090	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-091	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-092	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-093	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-094	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-095	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-096	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-097	ThreeStagesHeatedSeat	yes	SWE1-HVAC-054;SWE1-HVAC-054-01;SWE1-HVAC-057;SWE1-HVAC-057-01;SWE1-HVAC-067;SWE1-HVAC-071;SWE1-HVAC-071-01;SWE1-HVAC-074;SWE1-HVAC-100;SWE1-HVAC-100-03;SWE1-HVAC-104;SWE1-HVAC-104-06	同一實體功能：座椅加熱（Layer 3 `ThreeStagesHeatedSeat`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesHeatedSeat-098	ThreeStagesHeatedSeat	yes		R-VS7(b)：條文自身引 TLM HMI Document／PDO graphics	CFTS044-4859422	comfort
SWE1-VC-ThreeStagesHeatedSeat-099	ThreeStagesHeatedSeat	yes		R-VS7(b)：條文自身引 TLM HMI Document／PDO graphics	CFTS044-4859423	comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-060	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-061	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-062	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-063	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-064	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-065	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-066	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-067	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-068	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-069	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-070	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-071	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-072	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-073	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-074	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
SWE1-VC-ThreeStagesVentedSeatsManagement-075	ThreeStagesVentedSeatsManagement	yes	SWE1-HVAC-014;SWE1-HVAC-054;SWE1-HVAC-055;SWE1-HVAC-056;SWE1-HVAC-057;SWE1-HVAC-057-02;SWE1-HVAC-058;SWE1-HVAC-059;SWE1-HVAC-059-02;SWE1-HVAC-059-06;SWE1-HVAC-060;SWE1-HVAC-060-02	同一實體功能：座椅通風（Layer 3 `ThreeStagesVentedSeatsManagement`）｜**Layer 3 層級，未逐 leaf 收斂**（W-34(1)：側別與階數收斂皆無效，見上繳 §2）  ← **反向新增**（06 輪表未涵蓋此 Layer 3）		comfort
