tc_id	swe1_id	field	placeholder	dr_token	source_anchor	class
NR1L-DIAG-348	SWE1-Diagnostics-231	expected_result	<package validation routine results>	DR-DIAG-5	CFTS004-4940454	TOOL_RESOLVED
NR1L-DIAG-348	SWE1-Diagnostics-231	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940454	ASSET_MISSING
NR1L-DIAG-349	SWE1-Diagnostics-232	expected_result	<CA Pellet status record>	DR-DIAG-5	CFTS004-4939896	TOOL_RESOLVED
NR1L-DIAG-351	SWE1-Diagnostics-233	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939896	TOOL_RESOLVED
NR1L-DIAG-352	SWE1-Diagnostics-234	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939896	TOOL_RESOLVED
NR1L-DIAG-352	SWE1-Diagnostics-234	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939896	TOOL_RESOLVED
NR1L-DIAG-353	SWE1-Diagnostics-235	test_procedure	<Sirius XM package ID>	DR-DIAG-4	CFTS004-4939890	TOOL_RESOLVED
NR1L-DIAG-354	SWE1-Diagnostics-236	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939890	TOOL_RESOLVED
NR1L-DIAG-354	SWE1-Diagnostics-236	test_procedure	<Sirius XM package ID>	DR-DIAG-4	CFTS004-4939890	TOOL_RESOLVED
NR1L-DIAG-354	SWE1-Diagnostics-236	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939890	TOOL_RESOLVED
NR1L-DIAG-355	SWE1-Diagnostics-237	test_procedure	<Sirius XM package ID>	DR-DIAG-4	CFTS004-4939892	TOOL_RESOLVED
NR1L-DIAG-356	SWE1-Diagnostics-238	test_procedure	<Sirius XM package ID>	DR-DIAG-4	CFTS004-4939891	TOOL_RESOLVED
NR1L-DIAG-357	SWE1-Diagnostics-239	expected_result	<CA Pellet validation status record>	DR-DIAG-5	CFTS004-4939885	TOOL_RESOLVED
NR1L-DIAG-359	SWE1-Diagnostics-240	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939885	TOOL_RESOLVED
NR1L-DIAG-360	SWE1-Diagnostics-241	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939885	TOOL_RESOLVED
NR1L-DIAG-360	SWE1-Diagnostics-241	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939885	TOOL_RESOLVED
NR1L-DIAG-361	SWE1-Diagnostics-242	expected_result	<Event data record>	DR-DIAG-5	CFTS004-4939881	TOOL_RESOLVED
NR1L-DIAG-363	SWE1-Diagnostics-243	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939881	TOOL_RESOLVED
NR1L-DIAG-364	SWE1-Diagnostics-244	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939881	TOOL_RESOLVED
NR1L-DIAG-364	SWE1-Diagnostics-244	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939881	TOOL_RESOLVED
NR1L-DIAG-365	SWE1-Diagnostics-245	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939873	TOOL_RESOLVED
NR1L-DIAG-367	SWE1-Diagnostics-246	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939873	TOOL_RESOLVED
NR1L-DIAG-368	SWE1-Diagnostics-247	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939873	TOOL_RESOLVED
NR1L-DIAG-368	SWE1-Diagnostics-247	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939873	TOOL_RESOLVED
NR1L-DIAG-369	SWE1-Diagnostics-248	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939872	TOOL_RESOLVED
NR1L-DIAG-371	SWE1-Diagnostics-249	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939872	TOOL_RESOLVED
NR1L-DIAG-372	SWE1-Diagnostics-250	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939872	TOOL_RESOLVED
NR1L-DIAG-372	SWE1-Diagnostics-250	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939872	TOOL_RESOLVED
NR1L-DIAG-373	SWE1-Diagnostics-251	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939871	TOOL_RESOLVED
NR1L-DIAG-375	SWE1-Diagnostics-252	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939871	TOOL_RESOLVED
NR1L-DIAG-376	SWE1-Diagnostics-253	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939871	TOOL_RESOLVED
NR1L-DIAG-376	SWE1-Diagnostics-253	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939871	TOOL_RESOLVED
NR1L-DIAG-377	SWE1-Diagnostics-254	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939874	TOOL_RESOLVED
NR1L-DIAG-379	SWE1-Diagnostics-255	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939874	TOOL_RESOLVED
NR1L-DIAG-380	SWE1-Diagnostics-256	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939874	TOOL_RESOLVED
NR1L-DIAG-380	SWE1-Diagnostics-256	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939874	TOOL_RESOLVED
NR1L-DIAG-381	SWE1-Diagnostics-257	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939870	TOOL_RESOLVED
NR1L-DIAG-383	SWE1-Diagnostics-258	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939870	TOOL_RESOLVED
NR1L-DIAG-384	SWE1-Diagnostics-259	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939870	TOOL_RESOLVED
NR1L-DIAG-384	SWE1-Diagnostics-259	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939870	TOOL_RESOLVED
NR1L-DIAG-385	SWE1-Diagnostics-260	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939868	TOOL_RESOLVED
NR1L-DIAG-387	SWE1-Diagnostics-261	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939868	TOOL_RESOLVED
NR1L-DIAG-388	SWE1-Diagnostics-262	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939868	TOOL_RESOLVED
NR1L-DIAG-388	SWE1-Diagnostics-262	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939868	TOOL_RESOLVED
NR1L-DIAG-389	SWE1-Diagnostics-263	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939875	TOOL_RESOLVED
NR1L-DIAG-391	SWE1-Diagnostics-264	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939875	TOOL_RESOLVED
NR1L-DIAG-392	SWE1-Diagnostics-265	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939875	TOOL_RESOLVED
NR1L-DIAG-392	SWE1-Diagnostics-265	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939875	TOOL_RESOLVED
NR1L-DIAG-393	SWE1-Diagnostics-266	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939869	TOOL_RESOLVED
NR1L-DIAG-394	SWE1-Diagnostics-266	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939869	TOOL_RESOLVED
NR1L-DIAG-395	SWE1-Diagnostics-266	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939869	TOOL_RESOLVED
NR1L-DIAG-396	SWE1-Diagnostics-266	expected_result	<Sirius XM subscription data record>	DR-DIAG-5	CFTS004-4939869	TOOL_RESOLVED
NR1L-DIAG-398	SWE1-Diagnostics-267	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939869	TOOL_RESOLVED
NR1L-DIAG-399	SWE1-Diagnostics-268	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939869	TOOL_RESOLVED
NR1L-DIAG-399	SWE1-Diagnostics-268	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939869	TOOL_RESOLVED
NR1L-DIAG-400	SWE1-Diagnostics-269	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939853	TOOL_RESOLVED
NR1L-DIAG-402	SWE1-Diagnostics-270	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939853	TOOL_RESOLVED
NR1L-DIAG-403	SWE1-Diagnostics-271	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939853	TOOL_RESOLVED
NR1L-DIAG-403	SWE1-Diagnostics-271	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939853	TOOL_RESOLVED
NR1L-DIAG-404	SWE1-Diagnostics-272	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939852	TOOL_RESOLVED
NR1L-DIAG-406	SWE1-Diagnostics-273	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939852	TOOL_RESOLVED
NR1L-DIAG-407	SWE1-Diagnostics-274	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939852	TOOL_RESOLVED
NR1L-DIAG-407	SWE1-Diagnostics-274	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939852	TOOL_RESOLVED
NR1L-DIAG-408	SWE1-Diagnostics-275	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939854	TOOL_RESOLVED
NR1L-DIAG-410	SWE1-Diagnostics-276	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939854	TOOL_RESOLVED
NR1L-DIAG-411	SWE1-Diagnostics-277	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939854	TOOL_RESOLVED
NR1L-DIAG-411	SWE1-Diagnostics-277	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939854	TOOL_RESOLVED
NR1L-DIAG-412	SWE1-Diagnostics-278	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939862	TOOL_RESOLVED
NR1L-DIAG-414	SWE1-Diagnostics-279	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939862	TOOL_RESOLVED
NR1L-DIAG-415	SWE1-Diagnostics-280	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939862	TOOL_RESOLVED
NR1L-DIAG-415	SWE1-Diagnostics-280	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939862	TOOL_RESOLVED
NR1L-DIAG-416	SWE1-Diagnostics-281	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939861	TOOL_RESOLVED
NR1L-DIAG-418	SWE1-Diagnostics-282	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939861	TOOL_RESOLVED
NR1L-DIAG-419	SWE1-Diagnostics-283	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939861	TOOL_RESOLVED
NR1L-DIAG-419	SWE1-Diagnostics-283	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939861	TOOL_RESOLVED
NR1L-DIAG-420	SWE1-Diagnostics-284	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939863	TOOL_RESOLVED
NR1L-DIAG-422	SWE1-Diagnostics-285	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939863	TOOL_RESOLVED
NR1L-DIAG-423	SWE1-Diagnostics-286	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939863	TOOL_RESOLVED
NR1L-DIAG-423	SWE1-Diagnostics-286	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939863	TOOL_RESOLVED
NR1L-DIAG-424	SWE1-Diagnostics-287	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939845	TOOL_RESOLVED
NR1L-DIAG-426	SWE1-Diagnostics-288	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939845	TOOL_RESOLVED
NR1L-DIAG-427	SWE1-Diagnostics-289	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939845	TOOL_RESOLVED
NR1L-DIAG-427	SWE1-Diagnostics-289	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939845	TOOL_RESOLVED
NR1L-DIAG-428	SWE1-Diagnostics-290	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939844	TOOL_RESOLVED
NR1L-DIAG-430	SWE1-Diagnostics-291	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939844	TOOL_RESOLVED
NR1L-DIAG-431	SWE1-Diagnostics-292	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939844	TOOL_RESOLVED
NR1L-DIAG-431	SWE1-Diagnostics-292	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939844	TOOL_RESOLVED
NR1L-DIAG-432	SWE1-Diagnostics-293	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939843	TOOL_RESOLVED
NR1L-DIAG-434	SWE1-Diagnostics-294	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939843	TOOL_RESOLVED
NR1L-DIAG-435	SWE1-Diagnostics-295	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939843	TOOL_RESOLVED
NR1L-DIAG-435	SWE1-Diagnostics-295	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939843	TOOL_RESOLVED
NR1L-DIAG-436	SWE1-Diagnostics-296	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939848	TOOL_RESOLVED
NR1L-DIAG-438	SWE1-Diagnostics-297	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939848	TOOL_RESOLVED
NR1L-DIAG-439	SWE1-Diagnostics-298	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939848	TOOL_RESOLVED
NR1L-DIAG-439	SWE1-Diagnostics-298	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939848	TOOL_RESOLVED
NR1L-DIAG-440	SWE1-Diagnostics-299	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939847	TOOL_RESOLVED
NR1L-DIAG-442	SWE1-Diagnostics-300	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939847	TOOL_RESOLVED
NR1L-DIAG-443	SWE1-Diagnostics-301	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939847	TOOL_RESOLVED
NR1L-DIAG-443	SWE1-Diagnostics-301	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939847	TOOL_RESOLVED
NR1L-DIAG-444	SWE1-Diagnostics-302	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939846	TOOL_RESOLVED
NR1L-DIAG-446	SWE1-Diagnostics-303	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939846	TOOL_RESOLVED
NR1L-DIAG-447	SWE1-Diagnostics-304	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939846	TOOL_RESOLVED
NR1L-DIAG-447	SWE1-Diagnostics-304	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939846	TOOL_RESOLVED
NR1L-DIAG-448	SWE1-Diagnostics-305	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939850	TOOL_RESOLVED
NR1L-DIAG-450	SWE1-Diagnostics-306	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939850	TOOL_RESOLVED
NR1L-DIAG-451	SWE1-Diagnostics-307	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939850	TOOL_RESOLVED
NR1L-DIAG-451	SWE1-Diagnostics-307	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939850	TOOL_RESOLVED
NR1L-DIAG-452	SWE1-Diagnostics-308	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939849	TOOL_RESOLVED
NR1L-DIAG-454	SWE1-Diagnostics-309	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939849	TOOL_RESOLVED
NR1L-DIAG-455	SWE1-Diagnostics-310	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939849	TOOL_RESOLVED
NR1L-DIAG-455	SWE1-Diagnostics-310	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939849	TOOL_RESOLVED
NR1L-DIAG-456	SWE1-Diagnostics-311	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939851	TOOL_RESOLVED
NR1L-DIAG-458	SWE1-Diagnostics-312	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939851	TOOL_RESOLVED
NR1L-DIAG-459	SWE1-Diagnostics-313	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939851	TOOL_RESOLVED
NR1L-DIAG-459	SWE1-Diagnostics-313	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939851	TOOL_RESOLVED
NR1L-DIAG-460	SWE1-Diagnostics-314	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939859	TOOL_RESOLVED
NR1L-DIAG-462	SWE1-Diagnostics-315	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939859	TOOL_RESOLVED
NR1L-DIAG-463	SWE1-Diagnostics-316	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939859	TOOL_RESOLVED
NR1L-DIAG-463	SWE1-Diagnostics-316	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939859	TOOL_RESOLVED
NR1L-DIAG-464	SWE1-Diagnostics-317	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939858	TOOL_RESOLVED
NR1L-DIAG-466	SWE1-Diagnostics-318	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939858	TOOL_RESOLVED
NR1L-DIAG-467	SWE1-Diagnostics-319	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939858	TOOL_RESOLVED
NR1L-DIAG-467	SWE1-Diagnostics-319	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939858	TOOL_RESOLVED
NR1L-DIAG-468	SWE1-Diagnostics-320	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939860	TOOL_RESOLVED
NR1L-DIAG-470	SWE1-Diagnostics-321	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939860	TOOL_RESOLVED
NR1L-DIAG-471	SWE1-Diagnostics-322	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939860	TOOL_RESOLVED
NR1L-DIAG-471	SWE1-Diagnostics-322	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939860	TOOL_RESOLVED
NR1L-DIAG-472	SWE1-Diagnostics-323	expected_result	<module version record>	DR-DIAG-5	CFTS004-4939864	TOOL_RESOLVED
NR1L-DIAG-474	SWE1-Diagnostics-324	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939864	TOOL_RESOLVED
NR1L-DIAG-475	SWE1-Diagnostics-325	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939864	TOOL_RESOLVED
NR1L-DIAG-475	SWE1-Diagnostics-325	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939864	TOOL_RESOLVED
NR1L-DIAG-476	SWE1-Diagnostics-326	expected_result	<overlay signal quality record>	DR-DIAG-5	CFTS004-4939839	TOOL_RESOLVED
NR1L-DIAG-478	SWE1-Diagnostics-327	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939839	TOOL_RESOLVED
NR1L-DIAG-479	SWE1-Diagnostics-328	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939839	TOOL_RESOLVED
NR1L-DIAG-479	SWE1-Diagnostics-328	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939839	TOOL_RESOLVED
NR1L-DIAG-480	SWE1-Diagnostics-329	expected_result	<USB device count byte>	DR-DIAG-5	CFTS004-4939921	TOOL_RESOLVED
NR1L-DIAG-482	SWE1-Diagnostics-330	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939921	TOOL_RESOLVED
NR1L-DIAG-483	SWE1-Diagnostics-331	expected_result	<USB Hub count byte>	DR-DIAG-5	CFTS004-4939919	TOOL_RESOLVED
NR1L-DIAG-485	SWE1-Diagnostics-332	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939919	TOOL_RESOLVED
NR1L-DIAG-487	SWE1-Diagnostics-334	expected_result	<Front Seat Video Playback state byte>	DR-DIAG-5	CFTS004-4939688	TOOL_RESOLVED
NR1L-DIAG-488	SWE1-Diagnostics-334	expected_result	<Front Seat Video Playback state byte>	DR-DIAG-5	CFTS004-4939688	TOOL_RESOLVED
NR1L-DIAG-488	SWE1-Diagnostics-334	test_procedure	<Front Seat Video Playback state byte>	DR-DIAG-5	CFTS004-4939688	TOOL_RESOLVED
NR1L-DIAG-491	SWE1-Diagnostics-336	test_procedure	<controlState for "video input">	DR-DIAG-4	CFTS004-4940358	TOOL_RESOLVED
NR1L-DIAG-492	SWE1-Diagnostics-336	expected_result	<video input selection byte>	DR-DIAG-5	CFTS004-4940358	TOOL_RESOLVED
NR1L-DIAG-493	SWE1-Diagnostics-337	test_procedure	<controlState for "normal operation">	DR-DIAG-4	CFTS004-4940358	TOOL_RESOLVED
NR1L-DIAG-494	SWE1-Diagnostics-337	expected_result	<video input selection byte>	DR-DIAG-5	CFTS004-4940358	TOOL_RESOLVED
NR1L-DIAG-496	SWE1-Diagnostics-338	test_procedure	<out-of-range controlState>	DR-DIAG-4	CFTS004-4940359	TOOL_RESOLVED
NR1L-DIAG-497	SWE1-Diagnostics-339	expected_result	<video input byte>	DR-DIAG-5	CFTS004-4940355	TOOL_RESOLVED
NR1L-DIAG-497	SWE1-Diagnostics-339	test_procedure	<controlState for "video input">	DR-DIAG-4	CFTS004-4940355	TOOL_RESOLVED
NR1L-DIAG-498	SWE1-Diagnostics-340-001	test_procedure	<controlState for "incompatible video input">	DR-DIAG-4	CFTS004-4940355	TOOL_RESOLVED
NR1L-DIAG-499	SWE1-Diagnostics-340-002	expected_result	<Clock Defeat setting byte>	DR-DIAG-5	CFTS004-4939684	TOOL_RESOLVED
NR1L-DIAG-500	SWE1-Diagnostics-340-002	expected_result	<Clock Defeat setting byte>	DR-DIAG-5	CFTS004-4939684	TOOL_RESOLVED
NR1L-DIAG-500	SWE1-Diagnostics-340-002	test_procedure	<Clock Defeat setting byte>	DR-DIAG-5	CFTS004-4939684	TOOL_RESOLVED
NR1L-DIAG-503	SWE1-Diagnostics-342	expected_result	<12/24 Time Selection setting byte>	DR-DIAG-5	CFTS004-4939687	TOOL_RESOLVED
NR1L-DIAG-504	SWE1-Diagnostics-342	expected_result	<12/24 Time Selection setting byte>	DR-DIAG-5	CFTS004-4939687	TOOL_RESOLVED
NR1L-DIAG-504	SWE1-Diagnostics-342	test_procedure	<12/24 Time Selection setting byte>	DR-DIAG-5	CFTS004-4939687	TOOL_RESOLVED
NR1L-DIAG-507	SWE1-Diagnostics-344	expected_result	<steering wheel button status record>	DR-DIAG-5	CFTS004-4939651	TOOL_RESOLVED
NR1L-DIAG-507	SWE1-Diagnostics-344	expected_result	<steering wheel button status record>	DR-DIAG-5	CFTS004-4939651	TOOL_RESOLVED
NR1L-DIAG-509	SWE1-Diagnostics-345	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939651	TOOL_RESOLVED
NR1L-DIAG-510	SWE1-Diagnostics-346	expected_result	<routine results>	DR-DIAG-5	CFTS004-4940469	TOOL_RESOLVED
NR1L-DIAG-511	SWE1-Diagnostics-347	expected_result	<package select routine results>	DR-DIAG-5	CFTS004-4940463	TOOL_RESOLVED
NR1L-DIAG-511	SWE1-Diagnostics-347	test_procedure	<Package Indication value>	DR-DIAG-8	CFTS004-4940463	ASSET_MISSING
NR1L-DIAG-512	SWE1-Diagnostics-348	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4940463	TOOL_RESOLVED
NR1L-DIAG-512	SWE1-Diagnostics-348	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4940463	TOOL_RESOLVED
NR1L-DIAG-513	SWE1-Diagnostics-349	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939727	TOOL_RESOLVED
NR1L-DIAG-515	SWE1-Diagnostics-350	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939727	TOOL_RESOLVED
NR1L-DIAG-516	SWE1-Diagnostics-351	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939727	TOOL_RESOLVED
NR1L-DIAG-516	SWE1-Diagnostics-351	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939727	TOOL_RESOLVED
NR1L-DIAG-517	SWE1-Diagnostics-352	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939720	TOOL_RESOLVED
NR1L-DIAG-519	SWE1-Diagnostics-353	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939720	TOOL_RESOLVED
NR1L-DIAG-520	SWE1-Diagnostics-354	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939720	TOOL_RESOLVED
NR1L-DIAG-520	SWE1-Diagnostics-354	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939720	TOOL_RESOLVED
NR1L-DIAG-521	SWE1-Diagnostics-355	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939719	TOOL_RESOLVED
NR1L-DIAG-523	SWE1-Diagnostics-356	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939719	TOOL_RESOLVED
NR1L-DIAG-524	SWE1-Diagnostics-357	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939719	TOOL_RESOLVED
NR1L-DIAG-524	SWE1-Diagnostics-357	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939719	TOOL_RESOLVED
NR1L-DIAG-525	SWE1-Diagnostics-358	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939718	TOOL_RESOLVED
NR1L-DIAG-527	SWE1-Diagnostics-359	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939718	TOOL_RESOLVED
NR1L-DIAG-528	SWE1-Diagnostics-360	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939718	TOOL_RESOLVED
NR1L-DIAG-528	SWE1-Diagnostics-360	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939718	TOOL_RESOLVED
NR1L-DIAG-529	SWE1-Diagnostics-361	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939724	TOOL_RESOLVED
NR1L-DIAG-531	SWE1-Diagnostics-362	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939724	TOOL_RESOLVED
NR1L-DIAG-532	SWE1-Diagnostics-363	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939724	TOOL_RESOLVED
NR1L-DIAG-532	SWE1-Diagnostics-363	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939724	TOOL_RESOLVED
NR1L-DIAG-533	SWE1-Diagnostics-364	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939728	TOOL_RESOLVED
NR1L-DIAG-535	SWE1-Diagnostics-365	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939728	TOOL_RESOLVED
NR1L-DIAG-536	SWE1-Diagnostics-366	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939728	TOOL_RESOLVED
NR1L-DIAG-536	SWE1-Diagnostics-366	test_procedure	<unsupported SID>	DR-DIAG-6	CFTS004-4939728	TOOL_RESOLVED
NR1L-DIAG-537	SWE1-Diagnostics-367	expected_result	<GPS signal data record>	DR-DIAG-5	CFTS004-4939722	TOOL_RESOLVED
NR1L-DIAG-539	SWE1-Diagnostics-368	test_procedure	<unsupported DID>	DR-DIAG-6	CFTS004-4939722	TOOL_RESOLVED
NR1L-DIAG-540	SWE1-Diagnostics-369	expected_result	<unsupported SID>	DR-DIAG-6	CFTS004-4939722	TOOL_RESOLVED
