# source_sha256	d9a16eed89203e4c110fd4882f84124c4e6c86654ef3bc2cc6d99732456e2e11	 sheet	Basic Report
ID	Space / Document	Outline Number	Description	SYSRE_HMI_Source ID	Type	_polarion
NRL-168377	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.2	LM3.) Scroll bar+ up/ down arrows (or left/right for horizontal scrolling) are only presented if list items exceed maximum number of items that can be displayed at once. The maximum number of list entries presented on the screen varies. Use scroll knob to move cursor one item down/ up in list per turn. Use arrows to move one page down/up (or right/left) per press. Scrubber indicates position in the list. Use scrubber to quickly move up/ down the list. User can press scrubber to move list position; if user initially presses scrubber area outside of scrubber, ignore the press. Continue to track position and move handle while user holds finger down on the scrubber. If user moves outside scrubber area without releasing continue sliding function until finger is released. If user releases finger within scrubber area, keep last valid scrubber position and deactivate sliding function. Long press is to advance one page per 200ms. When applicable a dynamic scroll bar will be available which illustrates where the user is in the list. The dynamic scroll bar should only appear when there is more than one page of content. For 7" only, dynamic scroll bar will appear on the screen while user is interacting with the list and disappear after 5 seconds. This scroll bar is not interactive but exists to show the user where they are within a list.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.2	SYSRE_HMI	NR1L/NRL-168377
NRL-168378	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.3	LM4.) For alphabetical lists (e.g. Media song lists and mobile phone book) ten pages or longer, show popup next to scrubber (similar behavior to temp scrubber popup) with the first letter or number of the entry corresponding to that scrubber position (excluding "The "or artists). Use"!#;" (exclamation mark, pound, and semicolon) in the popup for the symbol portion of the list. As possible, update the list view while in this alpha-popup mode; the highest priority is to update the active letter as the user slides the scrubber up and down. Provide only available letters (present just the base capital letter for all versions of the letter) and numbers to the user (as well as !#;). Once the user releases the scrubber, remove the letter popup and maintain the final list position.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.3	SYSRE_HMI	NR1L/NRL-168378
NRL-168379	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.4	LM5.) If back button is pressed when the user is at the top level of a list browsing hierarchy, user is taken back to the main screen mode of the mode from which they entered the list from (see Last Mode notes). Category sorting does not qualify as a level in a list browsing hierarchy. Example of levels in a list browsing hierarchy, where the "Genre" category is the TOP level, and the album, "Dark Side of the Moon" is he BOTTOM level: Genre> Rock> Pink Floyd> Dark Side of the Moon.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.4	SYSRE_HMI	NR1L/NRL-168379
NRL-168380	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.5	LM6.) Alphabetical lists order should have the following priority: symbols, letters, numbers. The only exception to the alphabetization is for artists lists in Media, which ignores "The " before an artist name when alphabetizing.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.5	SYSRE_HMI	NR1L/NRL-168380
NRL-168381	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.5.1	LM6.1.) Symbols should be ordered by their Unicode value (with the exception that space is first). 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.5.1	SYSRE_HMI	NR1L/NRL-168381
NRL-168382	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.5.2	LM6.2.) Numbers should be ordered by their Unicode value.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.5.2	SYSRE_HMI	NR1L/NRL-168382
NRL-168383	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.5.3	LM6.3.) Letters should be alphabetized in a two-state method. First, alphabetize by the stripped down version of the letters, i.e. convert international and capital letters to the lower case letter base version of that letter (e.g. Ö becomes o). Next, if there are two or more entries that have the exact same base entry, use the letter's non-stripped Unicode value to disambiguate the order. For example, if the database has motorhead, Motorhead, and Mötorhead, they would all have the same base version (motorhead). The unicode value of the first character (m vs M) would place Motorhead and Mötorhead ahead of motorhead. Next, between Motorhead and Mötorhead, the unicode value of o is less than ö and so Motorhead would appear before Mötorhead. The final list order would be Motorhead, Mötorhead, and then motorhead.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.5.3	SYSRE_HMI	NR1L/NRL-168383
NRL-168384	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.6	LM7.) Empty Lists: For all lists, display 'No items' as first list item if list is empty; exceptions: presets will display 'HOLD to Save' for empty presets, Phone Browsing will display 'No contacts in phonebook' and Recent calls will display 'No Recent Calls'. This applies to lists that will become populated at some point, not lists that are empty based on configuration. If a list is empty based on configuration and will never be populated with content, do not show it.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.6	SYSRE_HMI	NR1L/NRL-168384
NRL-168385	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.7	LM8.) Whenever a list takes too long to display, show "Please Wait..." popup with animated dots.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.7	SYSRE_HMI	NR1L/NRL-168385
NRL-168386	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.8	LM9.) List scrolling is one item at a time, not one page at a time. For clockwise turning of the knob, the cursor box moves tom the top of the list (position #1), to position #2, then #3, to the bottom of the list, and then adds one item at a time to last position, scrolling the other list items upward. For counter-clockwise motion, if not already in position #1 (ie. Moves from position #4, to 3, to 2, to 1), then scrolls items downward. If item is greyed out in a list, cursor would jump over that item to the next viable option. If whole list is greyed out, cursor would not be shown. If user puts vehicle in motion while on greyed out list item, cursor does not move.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.8	SYSRE_HMI	NR1L/NRL-168386
NRL-168387	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.9	LM10.) While in lists, have the final page full. Bring items from the next to last page to the final page and have the final item(s) at the bottom of the list. Lists can have a maximum of 6 items.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.9	SYSRE_HMI	NR1L/NRL-168387
NRL-168388	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.10	LM11.) List item selection: The user can select a list item either by pressing on the screen or by pressing the ENTER button inside the scroll knob. When selecting an item in a list, it should be momentarily highlighted before moving to the next screen.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.10	SYSRE_HMI	NR1L/NRL-168388
NRL-168389	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.11	LM12.) When in sub-browsing menus, using the back button takes the user back to the previous list screen. The user should be positioned in the list on the item which they selected to enter that sub-browsing menu, not at the top of the list. While in any list, the Back button will be available. If the user is on the top page of the menu they will be taken out of the list and back to the main screen they were at before enteri1g the list.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.11	SYSRE_HMI	NR1L/NRL-168389
NRL-168390	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.12	LM13.) While browsing, lists do not wrap. If the user gets to the bottom of the list, they can use the page up or scroll knob to move back up the list. Page up button to be greyed-out when at the top of a list. Page down button to be greyed-out when at the bottom of a list.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.12	SYSRE_HMI	NR1L/NRL-168390
NRL-168391	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.13	LM14.) Browse lists are not numbered. Lists of songs after a user selects an album are numbered in their track order.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.13	SYSRE_HMI	NR1L/NRL-168391
NRL-168392	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.14	LM15.) R1 LOW ONLY_x000D_\nFor vertical (e.g. Media Browsing categories) banks scrolling, if multiple banks (vertical banks can have a maximum of 6 buttons per banks) of items are present the logic for scrolling banks is:	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.14	SYSRE_HMI	NR1L/NRL-168392
NRL-168393	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.14.1	2 pages on banks: Last button on the first page of banks will be down arrow. The second page of banks will have an up arrow in the first button position.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.14.1	SYSRE_HMI	NR1L/NRL-168393
NRL-168394	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.14.2	3+ pages of banks: Last button on first page of banks will be a down arrow. Pages in the middle will have an up arrow in the first button position and a down arrow in the last button position. The last page of banks will have an up arrow in the first button position.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.14.2	SYSRE_HMI	NR1L/NRL-168394
NRL-168395	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.15	LM15.) R1 HIGH ONLY_x000D_\nFor vertical filter banks (e.g. Settings List categories), banks can have a maximum of 6 buttons per bank.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.15	SYSRE_HMI	NR1L/NRL-168395
NRL-168396	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.15.1	LM15.1.) If there are multiple filter banks, show an up arrow and down arrow.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.15.1	SYSRE_HMI	NR1L/NRL-168396
NRL-168397	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.15.2	LM15.2.) If the number of filters is equal to the maximum buttons allowed for the screen size, do not show the up and down arrows. 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.15.2	SYSRE_HMI	NR1L/NRL-168397
NRL-168398	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.15.3	LM15.3.) For multiple banks, on the first page of banks do not show the up arrow. On the last page of banks, do not show the down arrow. 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.15.3	SYSRE_HMI	NR1L/NRL-168398
NRL-168399	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.15.4	LM15.4.) The filter banks can be swiped up and down, and will move only one page of banks at a time.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.15.4	SYSRE_HMI	NR1L/NRL-168399
NRL-168400	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.15.5	LM15.5.) Always show a full bank of buttons on the last page of banks.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.15.5	SYSRE_HMI	NR1L/NRL-168400
NRL-168401	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.16	LM16.) For list browsing, when using the scroll knob, the cursor box appears when the knob is first turned. It appears in list position #1 (top of the list). If the user touches the touch screen, the cursor box disappears and is not saved. If the scroll knob is turned again, the cursor box appears again in list position #1 of the current page. The cursor box is the system highlight color.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.16	SYSRE_HMI	NR1L/NRL-168401
NRL-168402	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.17	LM17.) In all list browsing menus, if new content becomes available to the list while the user is actively viewing/browsing the list, content shall not be updated in front of the user. Applicable interfaces include, but are not limited to: Phonebook while updating, Apps Drawer while an app is downloading/being deleted, Media Browse while media content is being sync'd.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.17	SYSRE_HMI	NR1L/NRL-168402
NRL-168403	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.18	LM18.) List Titles: The title on a list page should show the title of the section that the user is in.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.18	SYSRE_HMI	NR1L/NRL-168403
NRL-168404	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.19	LM19.) Left Menu Rail List Appearance: When in a list with a left rail menu, highlight the category button of the currently browsed section of the list. 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.19	SYSRE_HMI	NR1L/NRL-168404
NRL-168405	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	14.20	LM20.) The Search Bar, A:Z/Z-A Sort buttons, or Search parameters should be pinned at the top of a list unless there are fewer than 4 list items.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_14.20	SYSRE_HMI	NR1L/NRL-168405
NRL-168406	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15	Anti-Theft	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15	SYSRE_HMI	NR1L/NRL-168406
NRL-168407	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15.1	AT1) If the vehicle VIN/exchange code does not match the radio the user will be asked to enter the anti-theft code._x000D_\n (image: %E5%9C%96%E7%89%87_679050710.png) 	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15.1	SYSRE_HMI	NR1L/NRL-168407
NRL-168408	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15.2	AT2) If the user enters an incorrect anti-theft code it will be displayed 'Incorrect Code Please Try Again'. The user can press ok and go back to the Enter Pin screen.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15.2	SYSRE_HMI	NR1L/NRL-168408
NRL-168409	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15.3	AT3). If the user has used up all of their attempts 'Incorrect code Please wail XX minutes' will be displayed. The time will countdown tow hen they can enter the code again.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15.3	SYSRE_HMI	NR1L/NRL-168409
NRL-168410	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15.4	AT4.) If head unit maintains pow er button off state upon startup, follow start up behavior for animation/splash screen (see Startup Logic and Flow). User must press pow er button to turn on head unit and disclaimer screen is shown followed by the enter Anti-Theft code screen. If head unit is pow er on upon startup, show animation/s plash screen followed by disclaimer (see Startup Logic and Flow) and then show enter Anti-Theft code screen.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15.4	SYSRE_HMI	NR1L/NRL-168410
NRL-168411	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15.4.1	AT4.1). If the user enters the correct anti-theft code, the user will be taken to the last Head Unit mode.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15.4.1	SYSRE_HMI	NR1L/NRL-168411
NRL-168412	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15.5	AT5). During Anti-Theft mode the user will only be able to go to the climate, controls and settings screens. During the procedure, icons in the Main Menu bar are greyed out except Comfort or Vehicle category and App button. Pressing the Comfort or Vehicle category buttons will take the user to the Comfort or Vehicle category. Pressing the OK button on 'Incorrect Code Please wail XX minutes' will take the user to the Last viewed tab of the App Draw er screen. In the App Draw er, only Comfort or Vehicle category icons will be displayed available, all the other icons are greyed out. Within the Vehicle category only Settings and Controls tabs will be available. Grey out other Vehicle tabs if shown. If they try to access another area, the pop-up 'Incorrect Code Please wail XX minutes' will appear.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15.5	SYSRE_HMI	NR1L/NRL-168412
NRL-168413	Requirements / SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)	15.6	AT6.) If the vehicle is currently in accessory mode, Please start vehicle' will be displayed on the screen. If the vehicle is currently in Key off mode, To enable radio set key to On.' will be displayed on the screen.	SYS1_HMI_Core_HMI_Logic_and_Flow_R1_SR24_Post_2A_(February_2_2023)_15.6	SYSRE_HMI	NR1L/NRL-168413
						
