para_idx	text
1029	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.PassiveEntrySelection_Req" B-CAN signal equal to "Apporach_Door" and sends this signal to IPC
1030	IFthe user sets "PassiveEntrySelection.Req" internal signals to "All_Doors"
1031	
1032	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.PassiveEntrySelection_Req" B-CAN signal equal to "All_Doors" and sends this signal to IPC
1033	WHEN TLM receives "IPC_VEHICLE_SETUP2.PassiveEntrySelection" message
1034	
1035	THEN TLM updates the Passive Entry information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1036	Remote Door Unlock
1037	IF"Remote_Door_Unlock_Menu" PROXI parameter is equal to "Absent"
1038	THENTLM shall not display the Remote Door Unlock menu item and the user can not perform any setting.
1039	IF"Remote_Door_Unlock_Menu" PROXI parameter is equal to "Present"
1040	THENTLM shall display the Remote Door Unlock menu item and the user can perform setting.
1041	IFthe user sets "Remote_Door_Unlock_Setting.Req" internal signals to "Driver"
1042	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock._Req" B-CAN signal equal to "Driver" and sends this signal to IPC
1043	IFthe user sets "Remote_Door_Unlock_Setting.Req" internal signals to "All"
1044	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.RemoteDoorUnlock._Req" B-CAN signal equal to "All" and sends this signal to IPC
1045	WHEN TLM receives "IPC_VEHICLE_SETUP.RemoteDoorUnlock" message
1046	THEN TLM updates the Remote Door Unlock information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1047	EPB Maintenance Mode
1048	IF"EPB_Maintenance_Menu" PROXI parameter is equal to "Absent"
1049	THENTLM shall not display the EPB Maintance Mode  menu item and the user can not perform any setting.
1050	IF" EPB_Maintenance_Menu " PROXI parameter is equal to "Present"
1051	THENTLM shall display the EPB Maintance Mode menu item and the user can perform setting.
1052	IFthe user sets "Maintenance_Mode_Enable.Req" internal signals equal to " On"
1053	THENTLM shall:
1054	 Set "TELEMATIC_VEHICLE_SETUP2.EPB_MaintenanceMode_Req" B-CAN signal equal to " On  " and sends this signal to IPC
1055	activate and display the Popup related to "  initializing "  like described in the "Human Machine Interface logic &  flow" document
1056	Start T_EPB_MM 
1057	T_EPB_MM  is the timeout for the EPB Maintenance Mode setting
1058	IF  T_EPB_MM  is not expired
1059	IF        "IPC_VEHICLE_SETUP2.EPB_MaintenanceMode" B CAN signal  change from "Off"  to "On"   
1060	THEN TLM shall:
1061	activate and display the  Popup related to " the user selected yes to exiting service mode and the first step is to step on the brake pedal " like described in the "Human Machine Interface logic &  flow" document
1062	 reset T_EPB_MM
1063	
1064	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 2 "
1065	THEN TLM sall:
1066	activate and display the  Popup related to "  the user elected yes to entering service mode but he vehicle speed is not at 0mph "  like described in the "Human Machine Interface logic &  flow" document
1067	Reset T_EPB_MM
1068	
1069	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 3 "
1070	THEN TLM sall:
1071	activate and display the Popup related to "the user selected yes to entering service mode but the vehicle is not in park or neutral"  like described in the "Human Machine Interface logic &  flow" document. 
1072	Reset T_EPB_MM
1073	
1074	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 4 "
1075	THEN TLM sall:
1076	activate and display the Popup related to "the user selected yes to entering service mode but the EPB switch is currently engaged"  like described in the "Human Machine Interface logic &  flow" document
1077	Reset T_EPB_MM
1078	
1079	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 5 "
1080	THEN TLM sall:
1081	activate and display the Popup related to " the user selected yes to entering service mode but the EPB switch is currently engaged" "  like described in the "Human Machine Interface logic &  flow" document
1082	Reset T_EPB_MM
1083	
1084	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 6 "
1085	THEN TLM sall:
1086	activate and display the Popup related to " the user selected yes to entering service mode but the brake pedal is currently pressed"  like described in the "Human Machine Interface logic &  flow" document
1087	Reset T_EPB_MM
1088	
1089	ELSE
1090	THEN    TLM shall:
1091	activate and display the Popup related to " no response from EPB module " like described in the "Human Machine Interface logic &  flow" document
1092	
1093	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 8 "
1094	THEN TLM sall:
1095	activate and display the  Popup related to " Brake Service Park Brake Retracted. To reset, press brake pedal and activate Park Brake switch."  like described in the "Human Machine Interface logic &  flow" document
1096	
1097	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 9 "
1098	THEN TLM sall:
1099	activate and display the Popup related to "  the user selected yes to exiting service mode but the vehicle speed is not at 0mph "  like described in the "Human Machine Interface logic &  flow" document
1100	
1101	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 10  "
1102	THEN TLM sall:
1103	activate and display the  Popup related to “Brake Service To exit Service Mode, vehicle must not be in motion.”  like described in the "Human Machine Interface logic &  flow" document
1104	
1105	IF TLM receives "IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk" set to " 11  "
1106	THEN TLM sall:
1107	activate and display the Popup related to " once the Service Mode exit process is complete"  like described in the "Human Machine Interface logic &  flow" document
1108	
1109	IF        "IPC_VEHICLE_SETUP2.EPB_MaintenanceMode" B CAN signal  is equal  to "On"  
1110	THEN
1111	IF  "STATUS_CCAN3.VehicleSpeedVSOSig" B CAN signal changes from a value  ≤  "V_Car_Moving" to a value  >  "V_Car_Moving" OR  in case of  transition from "Ignition Off" to "Inigtion On"
1112	
1113	THEN  TLM shall activate and display the PopUp related to " the user selected yes to exiting service mode and the first step is to step on the brake pedal" like described in the "Human Machine Interface logic &  flow" document.
1114	
1115	WHEN TLM receives "IPC_VEHICLE_SETUP2.EPB_MaintenanceMode" message  
1116	THEN TLM shall update the EPB Maintenance Mode information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1117	Fore more information about the Popup visualizzation for the EPB Maintenance Mode settings, refer to  "Service Mode Pop-up Messages " session of the "Human Machine Interface logic &  flow" document
1118	Auto Park Brake
1119	IF"Auto_Park_Brake_Menu" PROXI parameter is equal to "Absent"
1120	THENTLM shall not display the Auto Park Brake menu item and the user can not perform any setting.
1121	IF"Auto_Park_Brake_Menu" PROXI parameter is equal to "Present"
1122	THENTLM shall display the Auto Park Brake menu item and the user can perform setting.
1123	IFthe user sets "Auto_Park_Brake_Enable.Req" internal signals to "On"
1124	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.AutoParkBrake_Req" B-CAN signal equal to "On" and sends this signal to IPC
1125	IFthe user sets "Auto_Park_Brake_Enable.Req" internal signals to "Off"
1126	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.AutoParkBrake_Req" B-CAN signal equal to "Off" and sends this signal to IPC
1127	WHEN TLM receives "IPC_VEHICLE_SETUP.AutoParkBrake" message
1128	THEN TLM updates the Auto Park Brake information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1129	Horn With Lock
1130	IF"Horn_Chirp_Menu" PROXI parameter is equal to "Absent"
1131	THENTLM shall not display the Sound Horn with Lock menu item and the user can not perform any setting.
1132	IF"Horn_Chirp_Menu" PROXI parameter is equal to "Present"
1133	THENTLM shall display the Sound Horn with Lock menu item and the user can perform setting.
1134	IFthe user sets "Sound_Horn_With_Lock_Setting.Req" internal signals to "Off"
1135	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.SoundHornLock_Req" B-CAN signal equal to "Off" and sends this signal to IPC
1136	IFthe user sets "Sound_Horn_With_Lock_Setting.Req" internal signals to "1st Press"
1137	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.SoundHornLock_Req" B-CAN signal equal to "1st Press" and sends this signal to IPC
1138	IFthe user sets "Sound_Horn_With_Lock_Setting.Req" internal signals to "2st Press"
1139	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.SoundHornLock_Req" B-CAN signal equal to "2st Press" and sends this signal to IPC
1140	WHEN TLM receives "IPC_VEHICLE_SETUP.SoundHornLock" message
1141	THEN TLM updates the Horn with Lock information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1142	Horn With Remote Start
1143	IF"Sound_Horn_Remote_Start_Menu" PROXI parameter is equal to "Absent"
1144	THENTLM shall not display the Sound Horn with Remote Start menu item and the user can not perform any setting.
1145	IF"Sound_Horn_Remote_Start_Menu" PROXI parameter is equal to "Present"
1146	THENTLM shall display the Sound Horn with Remote Start menu item and the user can perform setting.
1147	IFthe user sets "Sound_Horn_Remote_Start_Enable.Req" internal signals to "Enable"
1148	
1149	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.SoundHornRemoteStart_Req" B-CAN signal equal to "On" and sends this signal to IPC
1150	IFthe user sets "Sound_Horn_Remote_Start_Enable.Req" internal signals to "Not_Enable"
1151	
1152	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.SoundHornRemoteStart_Req" B-CAN signal equal to "Off" and sends this signal to IPC
1153	WHEN TLM receives "IPC_VEHICLE_SETUP.SoundHornRemoteStart" message
1154	THEN TLM updates the Horn with Remote Start information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1155	Auto Unlock on Exit
1156	IF"Auto_Door_Unlock_Menu" PROXI parameter is equal to "Absent"
1157	THENTLM shall not display the Auto Unlock Door Exit menu item and the user can not perform any setting.
1158	IF"Auto_Door_Unlock_Menu" PROXI parameter is equal to "Present"
1159	THENTLM shall display the Auto Unlock Door Exit menu item and the user can perform setting.
1160	IFthe user sets "Auto_Unlock_Door_Exit_Enable.Req" internal signals to " Enable"
1161	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.AutoUnlockDoorExit_Req" B-CAN signal equal to "Enable" and sends this signal to IPC
1162	IFthe user sets "Auto_Unlock_Door_Exit_Enable.Req" internal signals to " Not_Enable"
1163	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.AutoUnlockDoorExit_Req" B-CAN signal equal to "Not_Enable" and sends this signal to IPC
1164	WHEN TLM receives "IPC_VEHICLE_SETUP2.AutoUnlockDoorExit" message
1165	THEN TLM updates the Auto Unlock Door Exit information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal 
1166	Flash Light With Lock
1167	IF"Flash_Light_With_Lock_Menu" PROXI parameter is equal to "Absent"
1168	THENTLM shall not display the Flash Light With Lock menu item and the user can not perform any setting.
1169	IF"Flash_Light_With_Lock_Menu" PROXI parameter is equal to "Present"
1170	THENTLM shall display the Flash Light With Lock menu item and the user can perform setting.
1171	IF             the user sets  " Flash_Light_With_Lock_Enable.Req " internal signal to " Off" 
1172	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FlashLightWLock_Req" B-CAN signal equal to "Off" and sends this signal to IPC
1173	IF             the user sets  " Flash_Light_With_Lock_Enable.Req " internal signal to " On" 
1174	THENTLM shall set "TELEMATIC_VEHICLE_SETUP2.FlashLightWLock_Req" B-CAN signal equal to "On" and sends this signal to IPC
1175	WHEN TLM receives "IPC_VEHICLE_SETUP2.FlashLightWLock" message
1176	THEN TLM updates the Flash Light With Lock  information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1177	GPS Automatic Time Adjustment
1178	IF"GPS_Presence" PROXI parameter is equal to "Absent"
1179	THENTLM shall not display the GPS Automatic Time Adjustment menu item and the user can not perform any setting.
1180	IF"GPS_Presence" PROXI parameter is equal to "Present"
1181	THENTLM shall display the GPS Automatic Time Adjustment menu item and the user can perform setting.
1182	IFthe user sets "GPS_Automatic_Time_Adj_Enable.Req" internal signals to "Not_Enable" 
1183	THENTLM updates and sends the GPS Time Adjustment information to VF456 through "GPS_Automatic_Time_Adj_Setup.Info" internal signal
1184	IFthe user sets "GPS_Automatic_Time_Adj_Enable.Req" internal signals to "Enable" 
1185	THENTLM updates and sends the GPS Time Adjustment information to VF456 through "GPS_Automatic_Time_Adj_Setup.Info" internal signal
1186	Phone Repetition
1187	IFTLM receives "IPC_VEHICLE_SETUP.PhoneRepetition"set to "Present"
1188	THENTLM updates and sends the information for enabling the Phone  repetition to VF464 through "PhoneRepetition.Info" internal signal 
1189	IFTLM receives "IPC_VEHICLE_SETUP.PhoneRepetition"set to "Absent"
1190	THENTLM updates and sends the information for disabling the Phone  repetition to VF464 through "PhoneRepetition.Info" internal signal 
1191	Nav Turn by Turn
1192	IFTLM receives "IPC_VEHICLE_SETUP.NavRepetition"set to "Present"
1193	THENTLM updates and sends the information for enabling the Navigation  repetition to VF176 through "NavigationRepetition.Info" internal signal 
1194	IFTLM receives "IPC_VEHICLE_SETUP.NavRepetition"set to "Absent"
1195	THENTLM updates and sends the information for disabling the Navigation  repetition to VF176 through "NavigationRepetition.Info" internal signal 
1196	Audio Repetition
1197	IFTLM receives "IPC_VEHICLE_SETUP.AudioRepetition"set to "On"
1198	THEN
1199	TLM shall send the information for enabling the Audio repetition to VF155 through "AudioRepetition.Info" internal signal 
1200	IFTLM receives "IPC_VEHICLE_SETUP.AudioRepetition"set to "Off"
1201	THENTLM updates and sends the information for disabling the Audio repetition to VF155 through "AudioRepetition.Info" internal signal 
1202	PARK SENSE w/o HC.1 and PARK SENSE w/o HC.2
1203	IF            " CAN node 24 (PAM ) " PROXI parameter  is equal to "Present"
1204	THEN      TLM shall display the "Park Sense Setting "  menu item  and the user can perform setting.
1205	IF              the user sets "Pam_AlertMode_Setting.Req" internal signals to "Sound"
1206	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.PamAlertMode_Req" B-CAN signal equal to "Sound" and sends this signal to IPC
1207	
1208	IF              the user sets "Pam_AlertMode_Setting.Req" internal signals to "Sound+Display"
1209	THENTLM shall set "TELEMATIC_VEHICLE_SETUP.PamAlertMode_Req" B-CAN signal equal to "Sound+Display" and sends this signal to IPC
1210	
1211	WHEN TLM receives "IPC_VEHICLE_SETUP.PamAlertMode" message
1212	THEN TLM updates the Park Sense Setting information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1213	
1214	IF            " CAN node 24 (PAM ) " PROXI parameter  is equal to "Present"  
1215	THEN      TLM shall display the "Park Sense Setting "  menu item  and the user can perform setting.
1216	Rear Park Sense Volume/ ParkSense Volume
1217	IF "CAN node 24 (PAM)"  PROXI parameter  is equal to "Present"  AND ( "PAM_Configuration" PROXI parameter is equal to  "Rear" OR "Front And Rear" )
1218	THEN IPC shall display the "Rear Park Sense Volume" menu item and the user can perform setting.
1219	IF                the user sets "Pam_Chime_Volume_Rear_Setting.Req" internal signals to "Low"
1220	THEN        TLM shall set "TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req" B-CAN signal equal to "Low" and sends this signal to IPC
1221	IF                the user sets "Pam_Chime_Volume_Rear_Setting.Req" internal signals to "Med"
1222	THEN        TLM shall set "TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req" B-CAN signal equal to "Med" and sends this signal to IPC
1223	IF                the user sets "Pam_Chime_Volume_Rear_Setting.Req" internal signals to "High"
1224	THEN        TLM shall set "TELEMATIC_VEHICLE_SETUP.PamChimeVolumeRear_Req" B-CAN signal equal to "High" and sends this signal to IPC
1225	WHEN TLM receives "IPC_VEHICLE_SETUP.PamChimeVolumeRear" message
1226	THEN TLM updates the Rear Park Sense Volume information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1227	ELSE
1228	THEN TLM shall not display the "Rear Park Sense Volume"  menu item and the user can not perform any setting.
1229	Front Park Sense Volume
1230	IF "CAN node 24 (PAM)"  PROXI parameter  is equal to "Present"  AND  "PAM_Configuration" PROXI parameter is equal to  "Front And Rear" 
1231	THEN IPC shall display the "Front Park Sense Volume" menu item and the user can perform setting.
1232	IF                the user sets "Pam_Chime_Volume_Front_Setting.Req" internal signals to "Low"
1233	THEN        TLM shall set "TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req" B-CAN signal equal to "Low" and sends this signal to IPC
1234	IF                the user sets "Pam_Chime_Volume_Front_Setting.Req" internal signals to "Med"
1235	THEN        TLM shall set "TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req" B-CAN signal equal to "Med" and sends this signal to IPC
1236	IF                the user sets "Pam_Chime_Volume_Front_Setting.Req" internal signals to "High"
1237	THEN        TLM shall set "TELEMATIC_VEHICLE_SETUP.PamChimeVolumeFront_Req" B-CAN signal equal to "High" and sends this signal to IPC
1238	WHEN TLM receives "IPC_VEHICLE_SETUP.PamChimeVolumeFront" message
1239	THEN TLM updates the Front Park Sense Volume information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1240	ELSE
1241	THEN TLM shall not display the "Front Park Sense Volume"  menu item and the user can not perform any setting.
1242	ELSE
1243	THEN TLM shall not display the "Park Sense Setting ",  "Rear Park Sense Volume"  and "Front Park Sense Volume"  menu items and the user can not perform any setting.
1244	Auto High  Beam 
1245	IF“AHBM_Feature_Menu ”  PROXI parameter is equal to "Absent"
1246	THENTLM shall  display the Auto High Beam  menu item and the user can not perform any setting.
1247	IF“AHBM_Feature_Menu” PROXI parameter is equal to "Present"
1248	THENTLM shall display the Auto High Beam menu item and the user can perform setting.
1249	IFthe user sets  "Auto_High_Beam_Enable.Req" equal to "Enable"
1250	THEN     TLM  shall to set "TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req"  B-CAN signal equal to "Enable" and sends this signal to IPC 
1251	IFthe user sets  "Auto_High_Beam_Enable.Req" equal to "Not_Enable"
1252	THEN     TLM  shall to set "TELEMATIC_VEHICLE_SETUP.AutoHighBeamEnable_Req"  B-CAN signal equal to "Not_Enable" and sends this signal to IPC
1253	WHEN TLM receives "IPC_VEHICLE_SETUP.AutoHighBeamEnable" message
1254	THEN TLM updates the Auto High Beam information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1255	Dynamic Gridlines
1256	IF “Rear_View_Camera"   PROXI parameter is equal to "Absent"
1257	THENTLM shall not display the Dynamic Gridlines  menu item and the user can not perform any setting.
1258	IF “Rear_View_Camera"   PROXI parameter is equal to "Present"
1259	THEN  TLM shall display the Dynamic Gridlines  menu item and the user can perform setting with the following options:
1260	Off, On
1261	
1262	IF the user sets "Dynamic_Grid_Setting.Req"  equal to "Off" 
1263	THEN TLM shall set "DynamicGrid.Req" internal signal equal to "OFF" .
1264	
1265	IF the user sets "Dynamic_Grid_Setting.Req"  equal to "On" 
1266	THEN TLM shall set "DynamicGrid.Req" internal signal equal to "ON" .
1267	
1268	Traffic Sign Recognition
1269	IF “Traffic_Sign_Recognition_Menu”   PROXI parameter is equal to "Absent"
1270	THENTLM shall not display the Traffic Sign Recognition  menu item and the user can not perform any setting.
1271	IF “Traffic_Sign_Recognition_Menu”   PROXI parameter is equal to "Present" 
1272	THEN TLM shall display the Traffic Sign Recognition  menu item and the user can perform setting with the following options:
1273	Off, On
1274	
1275	IF the user sets "TSR_Enable.Req"  equal to "Off" 
1276	TLM shall set "TELEMATIC_VEHICLE_SETUP2.TSREnableReq"   BH-CAN signal equal to "Not_Active" and sends this signal to IPC
1277	
1278	IF the user sets "TSR_Enable.Req"  equal to "On" 
1279	TLM shall set "TELEMATIC_VEHICLE_SETUP2.TSREnableReq"   BH-CAN signal equal to "Active" and sends this signal to IPC
1280	WHEN TLM receives "IPC_VEHICLE_SETUP2.TSREnable" message
1281	THEN TLM updates the Traffic Sign Recognition information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1282	Traffic Sign Assist Warning
1283	IF “Traffic_Sign_Recognition_Menu"   PROXI parameter is equal to "Absent"
1284	THENTLM shall not display the Traffic Sign Assist Warning  menu item and the user can not perform any setting.
1285	IF “Traffic_Sign_Recognition_Menu”   PROXI parameter is equal to "Present" 
1286	THEN TLM shall display the Traffic Sign Assist Warning  menu item and the user can perform setting with the following options:
1287	Off, Visual, Visual_Chime
1288	
1289	IF the user sets "Traffic_Sign_Warn_Setting.Req"  equal to "Off" 
1290	TLM shall set "TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req"   BH-CAN signal equal to "Off" and sends this signal to IPC
1291	
1292	IF the user sets "Traffic_Sign_Warn_Setting.Req"  equal to "Visual" 
1293	TLM shall set "TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req"   BH-CAN signal equal to "Visual" and sends this signal to IPC
1294	
1295	IF the user sets "Traffic_Sign_Warn_Setting.Req"  equal to "Visual and Chime" 
1296	TLM shall set "TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req"   BH-CAN signal equal to "Visual_Chime" and sends this signal to IPC
1297	
1298	WHEN TLM receives "IPC_VEHICLE_SETUP4.Traffic_Sign_Warn" message
1299	THEN TLM updates the Traffic Sign Assist Warning information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1300	Drowsy Driver Alert
1301	IF “Driver_Drowsy_Alert"   PROXI parameter is equal to "Absent"
1302	THENTLM shall not display the Driver Drowsy Alert  menu item and the user can not perform any setting.
1303	IF “Driver_Drowsy_Alert”   PROXI parameter is different from "Absent" 
1304	THEN TLM shall display the Driver Drowsy Alert  menu item and the user can perform setting with the following options:
1305	Off, On
1306	
1307	IF the user sets "Drowsy_Driver_Alert_Enable.Req"  equal to "Off" 
1308	TLM shall set "TELEMATIC_VEHICLE_SETUP3.Drowsy_Driver_Alert_Req"   BH-CAN signal equal to "Not_Active" and sends this signal to IPC
1309	
1310	IF the user sets "Drowsy_Driver_Alert_Enable.Req"  equal to "On" 
1311	TLM shall set "TELEMATIC_VEHICLE_SETUP3.Drowsy_Driver_Alert_Req"   BH-CAN signal equal to "Active" and sends this signal to IPC
1312	WHEN TLM receives "IPC_VEHICLE_SETUP3.Drowsy_Driver_Alert" message
1313	THEN TLM updates the Driver Drowsy Alert information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1314	Intelligent Speed Limiter with Confirmation
1315	IF “Intelligent_Speed_Function_Menu"   PROXI parameter is equal to "Absent"
1316	THENTLM shall not display the Intellingent Speed Limiter  menu item and the user can not perform any setting.
1317	IF “Intelligent_Speed_Function_Menu”   PROXI parameter is equal to "Present" 
1318	THEN TLM shall display the Intellingent Speed Limiter  menu item and the user can perform setting with the following options:
1319	Confirmation, Automatic
1320	
1321	IF the user sets "Sign_Capture_Mode_Setting.Req"  equal to "Confirmation" 
1322	TLM shall set "TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq"   BH-CAN signal equal to "Confirmation" and sends this signal to IPC
1323	
1324	IF the user sets "Sign_Capture_Mode_Setting.Req"  equal to "Automatic" 
1325	TLM shall set "TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq"   BH-CAN signal equal to "Automatic" and sends this signal to IPC
1326	WHEN TLM receives "IPC_VEHICLE_SETUP4.SignCaptureMode" message
1327	THEN TLM updates the Intellingent Speed Limiter information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1328	New Speed Zone
1329	IF “Intelligent_Speed_Function_Menu"   PROXI parameter is equal to "Absent"
1330	THENTLM shall not display the New Speed Zone  menu item and the user can not perform any setting.
1331	IF “Intelligent_Speed_Function_Menu”  PROXI parameter is equal to "Present" 
1332	THEN TLM shall display the New Speed Zone   menu item and the user can perform setting with the following options:
1333	Off, Visual, Visual_Chime
1334	
1335	IF the user sets "New_Spd_Zone_Ind_Setting.Req"  equal to "Off" 
1336	TLM shall set "TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req"   BH-CAN signal equal to "Off" and sends this signal to IPC
1337	
1338	IF the user sets "New_Spd_Zone_Ind_Setting.Req"  equal to "Visual" 
1339	TLM shall set "TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req"   BH-CAN signal equal to "Visual" and sends this signal to IPC
1340	
1341	IF the user sets "New_Spd_Zone_Ind_Setting.Req"  equal to "Visual_Chime" 
1342	TLM shall set "TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req"   BH-CAN signal equal to "Visual_Chime" and sends this signal to IPC
1343	
1344	WHEN TLM receives "IPC_VEHICLE_SETUP4.New_Spd_Zone_Ind" message
1345	THEN TLM updates the New Speed Zone information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1346	Personal Profile Management
1347	IF the User performs a new setting request
1348	THEN the TLM shall set TLM_SettingChange.Info internal signal equals to "Change"
1349	IF the User does not perform a new setting request
1350	THEN the TLM shall set TLM_SettingChange.Info internal signal equals to "Not Change"
1351	IF TLM_ProfileLevel.Info internal signal value changes
1352	THEN the TLM shall consider the new Profile as a new setting request and update the settings (as indicated in the VF503)
1353	Surround Camera Gridlines
1354	IF "Surround_View_Camera” PROXI parameter is not equal to "Present" 
1355	THEN the TLM shall not display the Surroundview Camera Gridlines menu item and the user can not perform any setting.
1356	IF “Surround_View_Camera” PROXI parameter is equal to "Present" 
1357	THEN TLM shall display the Surroundview Camera Gridlines menu item and the user can perform setting with the following options: 
1358	Off or On.
1359	IF the user sets "SVC_Gridlines.Req"  equal to "Off" 
1360	THEN TLM shall set TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req equal to "Off" and sends this signal to IPC
1361	IF the user sets "SVC_Gridlines.Req" equal to "On" 
1362	TLM shall set TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req equal to "On" and sends this signal to IPC
1363	WHEN TLM receives "IPC_VEHICLE_SETUP3.SVC_Guidelines" message
1364	THEN TLM updates the Surroundview Camera Gridlines setting on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal.
1365	Geolocation
1366	IF “CAN Node 35 (TBM)” PROXI parameter is equal to "Absent" OR IF “Geolocation_Menu” PROXI parameter is equal to "Absent"
1367	THENTLM shall not display the Geolocation  menu item and the user can not perform any setting.
1368	IF “CAN Node 35 (TBM)” PROXI parameter is equal to "Present" AND IF “Geolocation_Menu” PROXI parameter is equal to "Present"
1369	THEN TLM shall display the Geolocation  menu item and the user can perform setting with the following options:
1370	Off, On
1371	
1372	IF the user sets "Geolocation_Enable.Req"  equal to "Off" 
1373	TLM shall set "TELEMATIC_SERVICE_SETUP.PrivacyModeReq"   BH-CAN signal equal to "Active" and sends this signal to TBM
1374	
1375	IF the user sets "Geolocation_Enable.Req"  equal to "On" 
1376	TLM shall set "TELEMATIC_SERVICE_SETUP.PrivacyModeReq"   BH-CAN signal equal to "Not Active" and sends this signal to TBM
1377	
1378	WHEN TLM receives "SERVICE_SETUP.PrivacyMode" message
1379	THEN TLM updates the Privacy Mode information on its display through "TLM_Vehicle_Setup_Menu.Info" internal signal
1380	Clear Personal Data
1381	IF “CAN Node 35 (TBM)”   PROXI parameter is equal to "Absent"
1382	THEN TLM shall not manage "TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq" and "SERVICE_SETUP.ClearPersonalData"   BH-CAN signals.
1383	IF “CAN Node 35 (TBM)”   PROXI parameter is equal to "Present" 
1384	THEN TLM shall manage the Clear Personal Data  feature and the user can perform the service setup reset.
1385	IF the user performs "ClearPersonalData_Enable.Req"  request 
1386	TLM shall only send "TELEMATIC_SERVICE_SETUP.ClearPersonalDataReq"   BH-CAN signal equal to "Active" to TBM.
1387	
1388	Restore Default Setting
1389	IF “CAN Node 35 (TBM)”   PROXI parameter is equal to "Absent"
1390	THEN TLM shall not manage "TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq" and "SERVICE_SETUP.RestoreDefaulSetting" BH-CAN signals.
1391	IF “CAN Node 35 (TBM)”   PROXI parameter is equal to "Present" 
1392	THEN TLM shall manage the Restore Default Setting  feature and the user can perform the service setup reset.
1393	IF the user performs "RestoreDefaultSetting_Enable.Req"  request 
1394	TLM shall only send "TELEMATIC_SERVICE_SETUP.RestoreDefaultSettingReq"   BH-CAN signal equal to "Active" to TBM
1395	
1396	Restore App
