name	kind	sources	seg1_n	seg1	seg2	seg3	result	result_detail	loose_n	loose
TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req	CAN	037_desc;diagram;spec_paras	0	(無嚴格命中)	TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req	TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req->PDT27_E2A_R1_FDCAN8.dbc	訊息名不符(R-13)	段1未命中；SG_ 查得而其 BO_ 與規格訊息名不符	0	
TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq	CAN	037_desc;diagram;spec_paras	0	(無嚴格命中)	TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq		未解得(止於段2)		0	
TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req	CAN	037_desc;spec_paras	0	(無嚴格命中)	TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req	TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req->PDT27_E2A_R1_FDCAN8.dbc	訊息名不符(R-13)	段1未命中；SG_ 查得而其 BO_ 與規格訊息名不符	0	
VF352IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk	CAN	diagram	0	(無嚴格命中)	VF352IPC_VEHICLE_SETUP2.EPB_Maintenance_Fdbk		未解得(止於段2)		0	
Server_App.GUI	GUI	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
TLM_Display.GUI	GUI	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
AudioRepetition.Info	Info	037_desc;spec_paras	1	PROXI/Format/F530=Audio_Repetition[擴充(忽略底線/空白/大小寫)]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
ClearPersonalData.Info	Info	diagram;spec_paras	1	HMI_Settings/Settings/B668=Clear Personal Data[擴充(忽略底線/空白/大小寫)]	UI路徑(R-P375b)		UI路徑(R-P375b)		5	LID/CAN Mapping/A342=ClearPersonalDataReq ; LID/CAN Mapping/A381=Confirm_ClearPersonalData ; LID/CAN Mapping/Z342=TELEMATIC_VEHICLE_SETUP.ClearPerso ; LID/CAN Mapping/Z381=TBM_SCHEDULE_FD_2.ClearPersonalDat
Day1_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Day2_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
EPB_MaintenanceMode_Active.Info	Info	037_desc	0	(無嚴格命中)			未解得(止於段1)		0	
FOTA_State.Info	Info	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
GPS_Automatic_Time_Adj_Setup.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Hour1_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Hour2_Setting.Info	Info	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
InfoLTM_CmdIgnSts.Info	Info	spec_tables	0	(無嚴格命中)			未解得(止於段1)		0	
LDW_SensibilityRestoreDefaultSetting.Info	Info	diagram	0	(無嚴格命中)			未解得(止於段1)		0	
LTM_CmdIgnSts.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
LTM_OperationalModeSts.Info	Info	spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A1286=OperationalModeSts ; LID/CAN Mapping/C1286=OperationalModeSts
Minute1_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Minute2_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Month1_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Month2_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
NavigationRepetition.Info	Info	037_desc;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
PhoneRepetition.Info	Info	diagram;spec_paras	1	PROXI/Format/F546=Phone_Repetition[擴充(忽略底線/空白/大小寫)]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
PrivacyMode.Info	Info	diagram;spec_paras	1	LID/CAN Mapping/A1398=PrivacyMode[逐字(去.Req/.Info後綴)]	TBM_SCHEDULE_FD_2.PrivacyMode	TBM_SCHEDULE_FD_2.PrivacyMode->PDT27_E2A_R1_FDCAN8.dbc	解得	三段皆過	4	LID/CAN Mapping/A1399=PrivacyModeReq ; LID/CAN Mapping/Z1398=TBM_SCHEDULE_FD_2.PrivacyMode ; LID/CAN Mapping/Z1399=TELEMATIC_VEHICLE_SETUP.PrivacyMod ; LID/637MCA Specific Signals/D5=SERVICE_SETUP.PrivacyMode
RestoreApp.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A382=Confirm_RestoreApp ; LID/CAN Mapping/Z382=TBM_SCHEDULE_FD_2.RestoreApp
RestoreDefaultSetting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		4	LID/CAN Mapping/A383=Confirm_RestoreDefaultSetting ; LID/CAN Mapping/A1583=RestoreDefaultSettingReq ; LID/CAN Mapping/Z383=TBM_SCHEDULE_FD_2.RestoreDefaultSe ; LID/CAN Mapping/Z1583=TELEMATIC_VEHICLE_SETUP.RestoreDef
ServiceMode_Popup_Trigger.Info	Info	037_desc	0	(無嚴格命中)			未解得(止於段1)		0	
TBM_CmdIgnSts.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
TBM_OperationalModeSts.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A1286=OperationalModeSts ; LID/CAN Mapping/C1286=OperationalModeSts
TLM_ProfileLevel.Info	Info	037_desc;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
TLM_SettingChange.Info	Info	037_desc;diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
TLM_Vehicle_Setup_Menu.Info	Info	037_desc;diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Time_Date_Setting_Feedback.Info	Info	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
TyrePressureUnitClearPersonalData.Info	Info	diagram	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A1396=PressureUnit ; LID/CAN Mapping/B1396=Pressure Unit
VF456Time_Date_Setting_Feedback.Info	Info	diagram	0	(無嚴格命中)			未解得(止於段1)		0	
VF503Hour2_Setting.Info	Info	diagram	0	(無嚴格命中)			未解得(止於段1)		0	
VF747FOTA_State.Info	Info	diagram	0	(無嚴格命中)			未解得(止於段1)		0	
Year1_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Year2_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Year3_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Year4_Setting.Info	Info	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
AHBM_Feature_Menu	PROXI	spec_paras	1	PROXI/Format/F587=AHBM_Feature_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Auto_Close_Menu	PROXI	spec_paras	1	PROXI/Format/F480=Auto_Close_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Auto_Door_Unlock_Menu	PROXI	spec_paras	1	PROXI/Format/F586=Auto_Door_Unlock_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Auto_Park_Brake_Menu	PROXI	spec_paras	1	PROXI/Format/F578=Auto_Park_Brake_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Cluster_Display_Type	PROXI	spec_paras	3	LID/Proxi & Configuration/A39=Cluster_Display_Type[逐字] ; LID/Proxi & Configuration/B39=Cluster Display Type[擴充(忽略底線/空白/大小寫)] ; PROXI/Format/F489=Cluster_Display_Type[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Cornering_Light	PROXI	spec_paras	1	PROXI/Format/F275=Cornering_Light[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Country_Code	PROXI	spec_paras	4	LID/CAN Mapping/B46=Country Code[擴充(忽略底線/空白/大小寫)] ; LID/Proxi & Configuration/A43=Country_Code[逐字] ; LID/Proxi & Configuration/B43=Country Code[擴充(忽略底線/空白/大小寫)] ; PROXI/Format/F468=Country_Code[逐字]	Car_Configuration_16.Country_Code;TELEMATIC_FD_11.CountryCode	TELEMATIC_FD_11.CountryCode->PDT27_E2A_R1_FDCAN8.dbc	解得	三段皆過	6	LID/CAN Mapping/A46=ADAS_CountryCode ; LID/CAN Mapping/A1994=TBM_COUNTRY_CODE ; LID/CAN Mapping/Z46=TELEMATIC_FD_11.CountryCode ; LID/CAN Mapping/Z1994=TBM_FD_1.SLI_CS_COUNTRY_CODE
DRL_Menù_Enable	PROXI	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Driver_Drowsy_Alert	PROXI	spec_paras	1	PROXI/Format/F707=Driver_Drowsy_Alert[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
EPB_Maintenance_Menu	PROXI	spec_paras	1	PROXI/Format/F585=EPB_Maintenance_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
External_Temperature_Sensor	PROXI	spec_paras	1	PROXI/Format/F482=External_Temperature_Sensor[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		1	LID/Proxi & Configuration/A156=Proxi_External_Temperature_Sensor
Flash_Light_With_Lock_Menu	PROXI	spec_paras	1	PROXI/Format/F584=Flash_Light_With_Lock_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Forward_Collision_Mitigation	PROXI	spec_paras	1	PROXI/Format/F403=Forward_Collision_Mitigation[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		1	LID/Proxi & Configuration/C285=Proxi_Forward_Collision_Mitigation
Fuel_Type	PROXI	037_desc;spec_paras	3	LID/Proxi & Configuration/A89=FuelType[擴充(忽略底線/空白/大小寫)] ; LID/Proxi & Configuration/B89=Fuel type[擴充(忽略底線/空白/大小寫)] ; PROXI/Format/F284=Fuel_Type[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		1	LID/Proxi & Configuration/C89=Proxi_Fuel_Type
GPS_Presence	PROXI	spec_paras	2	LID/Proxi & Configuration/A93=GPS_Presence[逐字] ; PROXI/Format/F543=GPS_Presence[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Geolocation_Menu	PROXI	spec_paras	1	PROXI/Format/F734=Geolocation_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		1	LID/Proxi & Configuration/C91=Proxi_Geolocation_Menu
Greeting_Lights_Menù	PROXI	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Half_HMI_Setting	PROXI	spec_paras	1	PROXI/Format/F555=Half_HMI_Setting[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Half_Torque_Sensibility	PROXI	spec_paras	1	PROXI/Format/F556=Half_Torque_Sensibility[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Headlamp_Delay_Feature	PROXI	spec_paras	1	PROXI/Format/F307=Headlamp_Delay_Feature[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Headlamp_On_With_Wiper	PROXI	spec_paras;spec_tables	1	PROXI/Format/F714=Headlamp_On_With_Wiper[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Horn_Chirp_Menu	PROXI	spec_paras	1	PROXI/Format/F523=Horn_Chirp_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Intelligent_Speed_Function_Menu	PROXI	spec_paras	1	PROXI/Format/F765=Intelligent_Speed_Function_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		3	LID/CAN Mapping/B3=Function ; LID/637MCA Specific Signals/A2=Function ; LID/Proxi & Configuration/B3=Function
Odo_Units_Change	PROXI	spec_paras	1	PROXI/Format/F477=Odo_Units_Change[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
PAM_Configuration	PROXI	spec_paras	2	LID/Proxi & Configuration/A150=PAMConfiguration[擴充(忽略底線/空白/大小寫)] ; PROXI/Format/F516=PAM_Configuration[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		2	LID/Proxi & Configuration/B150=PAM Configuration on vehicle ; LID/Proxi & Configuration/C150=Proxi_PAM_Configuration
Passive_Entry_Menu	PROXI	spec_paras	1	PROXI/Format/F575=Passive_Entry_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		2	LID/CAN Mapping/B1105=passive entry ; LID/CAN Mapping/B1588=passive entry
Passive_Entry_Types	PROXI	spec_paras;spec_tables	1	PROXI/Format/F787=Passive_Entry_Types[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		2	LID/CAN Mapping/B1105=passive entry ; LID/CAN Mapping/B1588=passive entry
Rain_Sensor	PROXI	spec_paras	1	PROXI/Format/F276=Rain_Sensor[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		2	LID/Proxi & Configuration/A157=Proxi_Rain_Sensor ; LID/Proxi & Configuration/B157=Rain sensor present
Rear_View_Camera	PROXI	spec_paras	1	PROXI/Format/F401=Rear_View_Camera[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Remote_Door_Unlock_Menu	PROXI	spec_paras	1	PROXI/Format/F576=Remote_Door_Unlock_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Side_Distance_Warning	PROXI	spec_paras	3	LID/Proxi & Configuration/A176=Side_Distance_Warning[逐字] ; HMI_Settings/Settings/B315=Side Distance Warning[擴充(忽略底線/空白/大小寫)] ; PROXI/Format/F406=Side_Distance_Warning[逐字]	PROXI路徑(R-P375b/c);UI路徑(R-P375b)		PROXI路徑(R-P375b/c)		1	LID/Proxi & Configuration/C173=Proxi_Side_Distance_Warning
Sound_Horn_Remote_Start_Menu	PROXI	spec_paras	1	PROXI/Format/F577=Sound_Horn_Remote_Start_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		1	LID/CAN Mapping/C1578=RemoteStart
Surround_View_Camera	PROXI	spec_paras	1	PROXI/Format/F761=Surround_View_Camera[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		1	LID/Proxi & Configuration/A190=Surround
Traffic_Sign_Recognition_Menu	PROXI	spec_paras	1	PROXI/Format/F677=Traffic_Sign_Recognition_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		1	LID/Proxi & Configuration/A200=Traffic_Sign_Recognition
Twilight_Sensor	PROXI	spec_paras	1	PROXI/Format/F471=Twilight_Sensor[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		0	
Tyre_Pressure_Unit_Menu	PROXI	spec_paras	1	PROXI/Format/F583=Tyre_Pressure_Unit_Menu[逐字]	PROXI路徑(R-P375b/c)		PROXI路徑(R-P375b/c)		2	LID/CAN Mapping/A1396=PressureUnit ; LID/CAN Mapping/B1396=Pressure Unit
AppPrivacyMode_Enable.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		1	LID/CAN Mapping/A1398=PrivacyMode
App_ClearPersonalData_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
App_PrivacyMode_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		1	LID/CAN Mapping/A1398=PrivacyMode
App_RestoreApp_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
App_RestoreDefaultSetting_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Audio_Repetition_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Auto_High_Beam_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Auto_Park_Brake_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Auto_Unlock_Door_Exit_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Blind_Spot_Detection_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
ClearPersonalData_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Consumption_Unit_Setting.Req	Req	037_desc;diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A387=ConsumptionUnit ; LID/CAN Mapping/A388=ConsumptionUnit
Cornering_Enable.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
DRL_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Day1_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Day2_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Distance_Unit_Setting.Req	Req	037_desc;spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A459=DistanceUnit ; LID/CAN Mapping/B459=Distance Unit
Drowsy_Driver_Alert_Enable.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
DynamicGrid.Req	Req	037_desc;diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Dynamic_Grid_Setting.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
External_Light_Sensor_Level.Req	Req	spec_paras	2	LID/CAN Mapping/A751=ExternalLightSensorLevel[擴充(忽略底線/空白/大小寫)] ; LID/CAN Mapping/B751=External light sensor level[擴充(忽略底線/空白/大小寫)]	IPC_VEHICLE_SETUP.ExternalLightSensorLevel		未解得(止於段2)		1	LID/CAN Mapping/Z751=IPC_VEHICLE_SETUP.ExternalLightSen
External_Light_Sensor_Level_Setting.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A751=ExternalLightSensorLevel ; LID/CAN Mapping/B751=External light sensor level
FSCWPlus_Activation_Mode_Setting.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
FSCWPlus_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Flash_Light_With_Lock_Enable.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
GPS_Automatic_Time_Adj_Enable.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Geolocation_Enable.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
GreetingLights_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
HeadlampOnWithWiperEnable.Req	Req	diagram;spec_paras;spec_tables	0	(無嚴格命中)			未解得(止於段1)		0	
Headlights_Off_Delay_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Hour1_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Hour2_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Hour_Mode_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
LDW_Intensity_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
LDW_Sensibility_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Language_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		1	LID/CAN Mapping/B1111=Language
Maintenance_Mode_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Minute1_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Minute2_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Month1_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Month2_Setting.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
New_Spd_Zone_Ind_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Pam_AlertMode_Setting.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Pam_Chime_Volume_Front_Setting.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Pam_Chime_Volume_Rear_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
PassiveEntrySelection.Req	Req	diagram;spec_paras;spec_tables	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/B1105=passive entry ; LID/CAN Mapping/B1588=passive entry
Passive_Entry_Enable.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/B1105=passive entry ; LID/CAN Mapping/B1588=passive entry
Rain_Sensor_Level_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Remote_Door_Unlock_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
RestoreApp_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
RestoreDefaultSetting_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
SVC_Gridlines.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/Proxi & Configuration/A386=VC_SVC_GRIDLINES_CSO ; LID/Proxi & Configuration/C386=VC_SVC_GRIDLINES_CSO
Sdw_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Sign_Capture_Mode_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Sound_Horn_Lock_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Sound_Horn_Remote_Start_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		1	LID/CAN Mapping/C1578=RemoteStart
Sound_Horn_With_Lock_Setting.Req	Req	spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Speed_Lock_Door_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Speed_Unit_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		3	LID/CAN Mapping/B1728=Speed Units ; LID/CAN Mapping/A1737=SpeedUnit ; LID/CAN Mapping/B1737=Speed Unit
TSR_Enable.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Temperature_Unit_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A2070=TemperatureUnit ; LID/CAN Mapping/B2070=Temperature Unit
Traffic_Sign_Warn_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Trailer_Length_Blind_Spot.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Tyre_Pressure_Unit_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		2	LID/CAN Mapping/A1396=PressureUnit ; LID/CAN Mapping/B1396=Pressure Unit
Units_Settings.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Year1_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Year2_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Year3_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
Year4_Setting.Req	Req	diagram;spec_paras	0	(無嚴格命中)			未解得(止於段1)		0	
