name	kind	sources	seg1_atl_n	seg1_atlh_n	seg1_atl	seg1_atlh	seg1_other	seg2_atlantis	seg2_atlantis_high	can_atl	can_atlh	seg3_637	seg3_side_high	result	note
TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req	CAN	spec_paras					PROXI/Format/r583cF/R5 R3 去 _Req 後綴+去_Menu/_Setting	TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req				TELEMATIC_VEHICLE_SETUP2.TyrePressureUnit_Req → BO_162 TELEMATIC_VEHICLE_SETUP2 / SG_ TyrePressureUnit_Req / VAL_ 有 3 項		解得	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP3.Drowsy_Driver_Alert_Req	CAN	spec_paras						TELEMATIC_VEHICLE_SETUP3.Drowsy_Driver_Alert_Req				TELEMATIC_VEHICLE_SETUP3.Drowsy_Driver_Alert_Req → BO_1291 TELEMATIC_VEHICLE_SETUP3 / SG_ Drowsy_Driver_Alert_Req / VAL_ 有 2 項	TELEMATIC_VEHICLE_SETUP3.Drowsy_Driver_Alert_Req->PDT27_E2A_R1_FDCAN8.dbc	解得	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req	CAN	037_desc;spec_paras						TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req				查無：TELEMATIC_VEHICLE_SETUP3.SVC_Gridlines_Req		未解得（規格拼字疑誤）	段1不適用(R-VL12(c))；R-VL16(a)：正確拼法於主 DBC 存在 → TELEMATIC_VEHICLE_SETUP3.SVC_Guidelines_Req（BO_1291，VAL_ 2）；規格原名不改（R-13/R-6），佐證掛 DR-VT2 留檔
TELEMATIC_VEHICLE_SETUP3.SVC_Guidelines_Req	CAN	spec_paras						TELEMATIC_VEHICLE_SETUP3.SVC_Guidelines_Req				TELEMATIC_VEHICLE_SETUP3.SVC_Guidelines_Req → BO_1291 TELEMATIC_VEHICLE_SETUP3 / SG_ SVC_Guidelines_Req / VAL_ 有 2 項	TELEMATIC_VEHICLE_SETUP3.SVC_Guidelines_Req->PDT27_E2A_R1_FDCAN8.dbc	解得	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP3.Speed_Unit_Req	CAN	spec_paras	2	2	LID/CAN Mapping/r1737cA/Logical Identifier/R4 R3 去 _Req 後綴+底線/大小寫 ; LID/CAN Mapping/r1737cB/Function/R4 R3 去 _Req 後綴+底線/大小寫	LID/CAN Mapping/r1737cA/Logical Identifier/R4 R3 去 _Req 後綴+底線/大小寫 ; LID/CAN Mapping/r1737cB/Function/R4 R3 去 _Req 後綴+底線/大小寫		IPC_VEHICLE_SETUP.DistanceUnit;IPC_VEHICLE_SETUP.Speed_Unit	IPC_VEHICLE_SETUP.Speed_Unit		FD	IPC_VEHICLE_SETUP.DistanceUnit → BO_1468 IPC_VEHICLE_SETUP / SG_ DistanceUnit / VAL_ 有 2 項 ; IPC_VEHICLE_SETUP.Speed_Unit → SG_ Speed_Unit 在 BO_ IPC_VEHICLE_SETUP3（與規格訊息名 IPC_VEHICLE_SETUP 不符）	IPC_VEHICLE_SETUP.Speed_Unit->PDT27_E2A_R1_FDCAN8.dbc	解得	架構差異(Atlantis≠Atlantis High)
TELEMATIC_VEHICLE_SETUP4.GreetingLightsLevel_Req	CAN	spec_paras						TELEMATIC_VEHICLE_SETUP4.GreetingLightsLevel_Req				TELEMATIC_VEHICLE_SETUP4.GreetingLightsLevel_Req → BO_163 TELEMATIC_VEHICLE_SETUP4 / SG_ GreetingLightsLevel_Req / VAL_ 有 4 項		解得	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable	CAN	spec_paras;spec_tables						TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable				TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable → SG_ HeadlampOnWithWiperEnable 在 BO_ IPC_VEHICLE_SETUP4（與規格訊息名 TELEMATIC_VEHICLE_SETUP4 不符）		訊息名不符(R-13)	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable_Req	CAN	spec_paras						TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable_Req				TELEMATIC_VEHICLE_SETUP4.HeadlampOnWithWiperEnable_Req → BO_163 TELEMATIC_VEHICLE_SETUP4 / SG_ HeadlampOnWithWiperEnable_Req / VAL_ 有 2 項		解得	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req	CAN	037_desc;spec_paras						TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req				TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req → BO_163 TELEMATIC_VEHICLE_SETUP4 / SG_ New_Spd_Zone_Ind_Req / VAL_ 有 4 項	TELEMATIC_VEHICLE_SETUP4.New_Spd_Zone_Ind_Req->PDT27_E2A_R1_FDCAN8.dbc	解得	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq	CAN	037_desc;spec_paras						TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq				TELEMATIC_VEHICLE_SETUP4.SignCaptureModeReq → BO_163 TELEMATIC_VEHICLE_SETUP4 / SG_ SignCaptureModeReq / VAL_ 有 2 項		解得	段1不適用(R-VL12(c))
TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req	CAN	037_desc;spec_paras						TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req				TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req → BO_163 TELEMATIC_VEHICLE_SETUP4 / SG_ Traffic_Sign_Warn_Req / VAL_ 有 3 項	TELEMATIC_VEHICLE_SETUP4.Traffic_Sign_Warn_Req->PDT27_E2A_R1_FDCAN8.dbc	解得	段1不適用(R-VL12(c))
Server_App.GUI	GUI	diagram;spec_paras												未解得(止於段1)	
TLM_Display.GUI	GUI	spec_paras												未解得(止於段1)	
AudioRepetition.Info	Info	037_desc;spec_paras					PROXI/Format/r530cF/R4 R2′ 去 .Info 後綴+底線/大小寫 ; PROXI/Format/r582cF/R5 R2′ 去 .Info 後綴+去_Menu/_Setting							PROXI路徑(R-P375b/c)	
ClearPersonalData.Info	Info	spec_paras					HMI_Settings/Settings/r668cB/R4 R2′ 去 .Info 後綴+底線/大小寫							UI路徑(R-P375b)	
Day1_Setting.Info	Info	spec_paras												未解得(止於段1)	
Day2_Setting.Info	Info	spec_paras												未解得(止於段1)	
EPB_MaintenanceMode_Active.Info	Info	037_desc												未解得(止於段1)	
FOTA_State.Info	Info	spec_paras												未解得(止於段1)	
GPS_Automatic_Time_Adj_Setup.Info	Info	spec_paras												未解得(止於段1)	
Hour1_Setting.Info	Info	spec_paras												未解得(止於段1)	
Hour2_Setting.Info	Info	spec_paras												未解得(止於段1)	
InfoLTM_CmdIgnSts.Info	Info	spec_tables												未解得(止於段1)	
LTM_CmdIgnSts.Info	Info	spec_paras												未解得(止於段1)	
LTM_OperationalModeSts.Info	Info	spec_paras												未解得(止於段1)	
Minute1_Setting.Info	Info	spec_paras												未解得(止於段1)	
Minute2_Setting.Info	Info	spec_paras												未解得(止於段1)	
Month1_Setting.Info	Info	spec_paras												未解得(止於段1)	
Month2_Setting.Info	Info	spec_paras												未解得(止於段1)	
NavigationRepetition.Info	Info	037_desc;spec_paras												未解得(止於段1)	
PhoneRepetition.Info	Info	spec_paras					PROXI/Format/r546cF/R4 R2′ 去 .Info 後綴+底線/大小寫 ; PROXI/Format/r581cF/R5 R2′ 去 .Info 後綴+去_Menu/_Setting							PROXI路徑(R-P375b/c)	
PrivacyMode.Info	Info	spec_paras	1	1	LID/CAN Mapping/r1398cA/Logical Identifier/R2′ 去 .Info 後綴	LID/CAN Mapping/r1398cA/Logical Identifier/R2′ 去 .Info 後綴		SERVICE_SETUP.PrivacyMode	TBM_SCHEDULE_FD_2.PrivacyMode	CAN-B	FD	SERVICE_SETUP.PrivacyMode → BO_1446 SERVICE_SETUP / SG_ PrivacyMode / VAL_ 有 2 項	SERVICE_SETUP.PrivacyMode->PDT27_E2A_R1_FDCAN8.dbc	解得	架構差異(Atlantis≠Atlantis High)；R-VL16(b) 審計：段 1 有依據，維持解得
RestoreApp.Info	Info	spec_paras												未解得(止於段1)	
RestoreDefaultSetting.Info	Info	spec_paras												未解得(止於段1)	
ServiceMode_Popup_Trigger.Info	Info	037_desc												未解得(止於段1)	
TBM_CmdIgnSts.Info	Info	spec_paras												未解得(止於段1)	
TBM_OperationalModeSts.Info	Info	spec_paras												未解得(止於段1)	
TLM_ProfileLevel.Info	Info	037_desc;spec_paras												未解得(止於段1)	
TLM_SettingChange.Info	Info	037_desc;spec_paras												未解得(止於段1)	
TLM_Vehicle_Setup_Menu.Info	Info	037_desc;spec_paras												未解得(止於段1)	
Time_Date_Setting_Feedback.Info	Info	spec_paras												未解得(止於段1)	
Year1_Setting.Info	Info	spec_paras												未解得(止於段1)	
Year2_Setting.Info	Info	spec_paras												未解得(止於段1)	
Year3_Setting.Info	Info	spec_paras												未解得(止於段1)	
Year4_Setting.Info	Info	spec_paras												未解得(止於段1)	
AHBM_Feature_Menu	PROXI	spec_paras					PROXI/Format/r587cF/R1 逐字							PROXI路徑(R-P375b/c)	
Auto_Close_Menu	PROXI	spec_paras					PROXI/Format/r480cF/R1 逐字							PROXI路徑(R-P375b/c)	
Auto_Door_Unlock_Menu	PROXI	spec_paras					PROXI/Format/r586cF/R1 逐字							PROXI路徑(R-P375b/c)	
Auto_Park_Brake_Menu	PROXI	spec_paras					HMI_Settings/Settings/r509cB/R5 R1 逐字+去_Menu/_Setting ; PROXI/Format/r578cF/R1 逐字							UI+PROXI 雙路徑	
Cluster_Display_Type	PROXI	spec_paras	3	3	LID/Proxi & Configuration/r39cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r39cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r39cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r39cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r39cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r39cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r489cF/R1 逐字			PROXI				PROXI路徑(R-P375b/c)	
Cornering_Light	PROXI	spec_paras					PROXI/Format/r275cF/R1 逐字							PROXI路徑(R-P375b/c)	
Country_Code	PROXI	spec_paras	4	4	LID/CAN Mapping/r46cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r43cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r43cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r250cP/Atlantis Signal Name/R1 逐字	LID/CAN Mapping/r46cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r43cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r43cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r250cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r468cF/R1 逐字	Car_Configuration_16.Country_Code;META_DATA.ADAS_Meta_CountryCode	TELEMATIC_FD_11.CountryCode	PROXI	FD	META_DATA.ADAS_Meta_CountryCode → BO_1865 META_DATA / SG_ ADAS_Meta_CountryCode / VAL_ 無		解得	架構差異(Atlantis≠Atlantis High)；R-VL16(b) 審計：段 1 有依據，維持解得
DRL_Menù_Enable	PROXI	spec_paras												未解得(止於段1)	
Driver_Drowsy_Alert	PROXI	spec_paras	1	1	LID/Proxi & Configuration/r59cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r59cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r707cF/R1 逐字			PROXI				PROXI路徑(R-P375b/c)	
EPB_Maintenance_Menu	PROXI	spec_paras					PROXI/Format/r585cF/R1 逐字							PROXI路徑(R-P375b/c)	
External_Temperature_Sensor	PROXI	spec_paras					PROXI/Format/r482cF/R1 逐字							PROXI路徑(R-P375b/c)	
Flash_Light_With_Lock_Menu	PROXI	spec_paras					PROXI/Format/r584cF/R1 逐字							PROXI路徑(R-P375b/c)	
Forward_Collision_Mitigation	PROXI	spec_paras	1	1	LID/Proxi & Configuration/r285cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r285cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r403cF/R1 逐字			PROXI				PROXI路徑(R-P375b/c)	
Fuel_Type	PROXI	037_desc;spec_paras	3	3	LID/Proxi & Configuration/r89cA/Logical Identifier/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r89cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r89cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r89cA/Logical Identifier/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r89cB/Function/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r89cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r284cF/R1 逐字			PROXI				PROXI路徑(R-P375b/c)	
GPS_Presence	PROXI	spec_paras	2	2	LID/Proxi & Configuration/r93cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r93cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r93cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r93cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r543cF/R1 逐字			PROXI				PROXI路徑(R-P375b/c)	
Geolocation_Menu	PROXI	spec_paras	1	1	LID/Proxi & Configuration/r91cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r91cP/Atlantis Signal Name/R1 逐字	HMI_Settings/Settings/r647cB/R5 R1 逐字+去_Menu/_Setting ; HMI_Settings/Settings/r649cB/R5 R1 逐字+去_Menu/_Setting ; PROXI/Format/r734cF/R1 逐字			PROXI				UI+PROXI 雙路徑	
Greeting_Lights_Menù	PROXI	spec_paras												未解得(止於段1)	
Half_HMI_Setting	PROXI	spec_paras					PROXI/Format/r555cF/R1 逐字							PROXI路徑(R-P375b/c)	
Half_Torque_Sensibility	PROXI	spec_paras					PROXI/Format/r556cF/R1 逐字							PROXI路徑(R-P375b/c)	
Headlamp_Delay_Feature	PROXI	spec_paras					PROXI/Format/r307cF/R1 逐字							PROXI路徑(R-P375b/c)	
Headlamp_On_With_Wiper	PROXI	spec_paras;spec_tables					PROXI/Format/r714cF/R1 逐字							PROXI路徑(R-P375b/c)	
Horn_Chirp_Menu	PROXI	spec_paras					PROXI/Format/r523cF/R1 逐字							PROXI路徑(R-P375b/c)	
Intelligent_Speed_Function_Menu	PROXI	spec_paras					PROXI/Format/r709cF/R5 R1 逐字+去_Menu/_Setting ; PROXI/Format/r765cF/R1 逐字							PROXI路徑(R-P375b/c)	
Odo_Units_Change	PROXI	spec_paras					PROXI/Format/r477cF/R1 逐字							PROXI路徑(R-P375b/c)	
PAM_Configuration	PROXI	spec_paras	2	2	LID/Proxi & Configuration/r150cA/Logical Identifier/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r150cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r150cA/Logical Identifier/R4 R1 逐字+底線/大小寫 ; LID/Proxi & Configuration/r150cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r516cF/R1 逐字			PROXI				PROXI路徑(R-P375b/c)	
Passive_Entry_Menu	PROXI	spec_paras					PROXI/Format/r298cF/R5 R1 逐字+去_Menu/_Setting ; PROXI/Format/r575cF/R1 逐字							PROXI路徑(R-P375b/c)	
Passive_Entry_Types	PROXI	spec_paras;spec_tables					PROXI/Format/r787cF/R1 逐字							PROXI路徑(R-P375b/c)	
Rain_Sensor	PROXI	spec_paras					PROXI/Format/r276cF/R1 逐字							PROXI路徑(R-P375b/c)	
Rear_View_Camera	PROXI	spec_paras					PROXI/Format/r401cF/R1 逐字							PROXI路徑(R-P375b/c)	
Remote_Door_Unlock_Menu	PROXI	spec_paras					PROXI/Format/r576cF/R1 逐字							PROXI路徑(R-P375b/c)	
Side_Distance_Warning	PROXI	spec_paras	3	3	LID/Proxi & Configuration/r173cP/Atlantis Signal Name/R1 逐字 ; LID/Proxi & Configuration/r176cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r176cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r173cP/Atlantis Signal Name/R1 逐字 ; LID/Proxi & Configuration/r176cA/Logical Identifier/R1 逐字 ; LID/Proxi & Configuration/r176cP/Atlantis Signal Name/R1 逐字	HMI_Settings/Settings/r315cB/R4 R1 逐字+底線/大小寫 ; PROXI/Format/r406cF/R1 逐字			PROXI	CFTS102			UI+PROXI 雙路徑	
Sound_Horn_Remote_Start_Menu	PROXI	spec_paras					PROXI/Format/r577cF/R1 逐字							PROXI路徑(R-P375b/c)	
Surround_View_Camera	PROXI	spec_paras	1	1	LID/Proxi & Configuration/r191cP/Atlantis Signal Name/R1 逐字	LID/Proxi & Configuration/r191cP/Atlantis Signal Name/R1 逐字	PROXI/Format/r761cF/R1 逐字			PROXI				PROXI路徑(R-P375b/c)	
Traffic_Sign_Recognition_Menu	PROXI	spec_paras					PROXI/Format/r676cF/R5 R1 逐字+去_Menu/_Setting ; PROXI/Format/r677cF/R1 逐字							PROXI路徑(R-P375b/c)	
Twilight_Sensor	PROXI	spec_paras					PROXI/Format/r471cF/R1 逐字							PROXI路徑(R-P375b/c)	
Tyre_Pressure_Unit_Menu	PROXI	spec_paras					PROXI/Format/r583cF/R1 逐字							PROXI路徑(R-P375b/c)	
AppPrivacyMode_Enable.Req	Req	spec_paras												未解得(止於段1)	
App_ClearPersonalData_Enable.Req	Req	spec_paras												未解得(止於段1)	
App_PrivacyMode_Enable.Req	Req	spec_paras												未解得(止於段1)	
App_RestoreApp_Enable.Req	Req	spec_paras												未解得(止於段1)	
App_RestoreDefaultSetting_Enable.Req	Req	spec_paras												未解得(止於段1)	
Audio_Repetition_Setting.Req	Req	spec_paras					PROXI/Format/r530cF/R5 R2′ 去 .Req 後綴+去_Menu/_Setting ; PROXI/Format/r582cF/R5 R2′ 去 .Req 後綴+去_Menu/_Setting							PROXI路徑(R-P375b/c)	
Auto_High_Beam_Enable.Req	Req	spec_paras												未解得(止於段1)	
Auto_Park_Brake_Enable.Req	Req	spec_paras												未解得(止於段1)	
Auto_Unlock_Door_Exit_Enable.Req	Req	spec_paras												未解得(止於段1)	
Blind_Spot_Detection_Setting.Req	Req	spec_paras												未解得(止於段1)	
ClearPersonalData_Enable.Req	Req	spec_paras												未解得(止於段1)	
Consumption_Unit_Setting.Req	Req	037_desc;spec_paras												未解得(止於段1)	
Cornering_Enable.Req	Req	spec_paras												未解得(止於段1)	
DRL_Enable.Req	Req	spec_paras												未解得(止於段1)	
Day1_Setting.Req	Req	spec_paras												未解得(止於段1)	
Day2_Setting.Req	Req	spec_paras												未解得(止於段1)	
Distance_Unit_Setting.Req	Req	037_desc;spec_paras												未解得(止於段1)	
Drowsy_Driver_Alert_Enable.Req	Req	spec_paras												未解得(止於段1)	
DynamicGrid.Req	Req	037_desc;spec_paras												未解得(止於段1)	
Dynamic_Grid_Setting.Req	Req	spec_paras												未解得(止於段1)	
External_Light_Sensor_Level.Req	Req	spec_paras	2	2	LID/CAN Mapping/r751cA/Logical Identifier/R4 R2′ 去 .Req 後綴+底線/大小寫 ; LID/CAN Mapping/r751cB/Function/R4 R2′ 去 .Req 後綴+底線/大小寫	LID/CAN Mapping/r751cA/Logical Identifier/R4 R2′ 去 .Req 後綴+底線/大小寫 ; LID/CAN Mapping/r751cB/Function/R4 R2′ 去 .Req 後綴+底線/大小寫		IPC_VEHICLE_SETUP.ExternalLightSensorLevel	IPC_VEHICLE_SETUP.ExternalLightSensorLevel			IPC_VEHICLE_SETUP.ExternalLightSensorLevel → BO_1468 IPC_VEHICLE_SETUP / SG_ ExternalLightSensorLevel / VAL_ 有 4 項		解得	R-VL16(b) 審計：段 1 有依據，維持解得
External_Light_Sensor_Level_Setting.Req	Req	spec_paras												未解得(止於段1)	
FSCWPlus_Activation_Mode_Setting.Req	Req	spec_paras												未解得(止於段1)	
FSCWPlus_Setting.Req	Req	spec_paras												未解得(止於段1)	
Flash_Light_With_Lock_Enable.Req	Req	spec_paras												未解得(止於段1)	
GPS_Automatic_Time_Adj_Enable.Req	Req	spec_paras												未解得(止於段1)	
Geolocation_Enable.Req	Req	spec_paras												未解得(止於段1)	
GreetingLights_Enable.Req	Req	spec_paras												未解得(止於段1)	
HeadlampOnWithWiperEnable.Req	Req	spec_paras;spec_tables												未解得(止於段1)	
Headlights_Off_Delay_Setting.Req	Req	spec_paras												未解得(止於段1)	
Hour1_Setting.Req	Req	spec_paras												未解得(止於段1)	
Hour2_Setting.Req	Req	spec_paras												未解得(止於段1)	
Hour_Mode_Setting.Req	Req	spec_paras												未解得(止於段1)	
LDW_Intensity_Setting.Req	Req	spec_paras												未解得(止於段1)	
LDW_Sensibility_Setting.Req	Req	spec_paras												未解得(止於段1)	
Language_Setting.Req	Req	spec_paras					HMI_Settings/Settings/r23cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting ; HMI_Settings/Settings/r146cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting ; SR26_Defaults/Default Parameters/r115cL/R5 R2′ 去 .Req 後綴+去_Menu/_Setting							UI+PROXI 雙路徑	
Maintenance_Mode_Enable.Req	Req	spec_paras												未解得(止於段1)	
Minute1_Setting.Req	Req	spec_paras												未解得(止於段1)	
Minute2_Setting.Req	Req	spec_paras												未解得(止於段1)	
Month1_Setting.Req	Req	spec_paras												未解得(止於段1)	
Month2_Setting.Req	Req	spec_paras												未解得(止於段1)	
New_Spd_Zone_Ind_Setting.Req	Req	spec_paras												未解得(止於段1)	
Pam_AlertMode_Setting.Req	Req	spec_paras												未解得(止於段1)	
Pam_Chime_Volume_Front_Setting.Req	Req	spec_paras												未解得(止於段1)	
Pam_Chime_Volume_Rear_Setting.Req	Req	spec_paras												未解得(止於段1)	
PassiveEntrySelection.Req	Req	spec_paras;spec_tables												未解得(止於段1)	
Passive_Entry_Enable.Req	Req	spec_paras												未解得(止於段1)	
Rain_Sensor_Level_Setting.Req	Req	spec_paras												未解得(止於段1)	
Remote_Door_Unlock_Setting.Req	Req	spec_paras					PROXI/Format/r576cF/R5 R2′ 去 .Req 後綴+去_Menu/_Setting							PROXI路徑(R-P375b/c)	
RestoreApp_Enable.Req	Req	spec_paras												未解得(止於段1)	
RestoreDefaultSetting_Enable.Req	Req	spec_paras												未解得(止於段1)	
SVC_Gridlines.Req	Req	spec_paras												未解得(止於段1)	
Sdw_Setting.Req	Req	spec_paras												未解得(止於段1)	
Sign_Capture_Mode_Setting.Req	Req	spec_paras												未解得(止於段1)	
Sound_Horn_Lock_Setting.Req	Req	spec_paras												未解得(止於段1)	
Sound_Horn_Remote_Start_Enable.Req	Req	spec_paras												未解得(止於段1)	
Sound_Horn_With_Lock_Setting.Req	Req	spec_paras					HMI_Settings/Settings/r516cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting ; HMI_Settings/Settings/r517cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting							UI路徑(R-P375b)	
Speed_Lock_Door_Enable.Req	Req	spec_paras												未解得(止於段1)	
Speed_Unit_Setting.Req	Req	spec_paras												未解得(止於段1)	
TSR_Enable.Req	Req	spec_paras												未解得(止於段1)	
Temperature_Unit_Setting.Req	Req	spec_paras												未解得(止於段1)	
Traffic_Sign_Warn_Setting.Req	Req	spec_paras												未解得(止於段1)	
Trailer_Length_Blind_Spot.Req	Req	spec_paras												未解得(止於段1)	
Tyre_Pressure_Unit_Setting.Req	Req	spec_paras					PROXI/Format/r583cF/R5 R2′ 去 .Req 後綴+去_Menu/_Setting							PROXI路徑(R-P375b/c)	
Units_Settings.Req	Req	spec_paras					HMI_Settings/Settings/r29cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting ; HMI_Settings/Settings/r30cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting ; HMI_Settings/Settings/r31cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting ; HMI_Settings/Settings/r154cB/R5 R2′ 去 .Req 後綴+去_Menu/_Setting							UI路徑(R-P375b)	
Year1_Setting.Req	Req	spec_paras												未解得(止於段1)	
Year2_Setting.Req	Req	spec_paras												未解得(止於段1)	
Year3_Setting.Req	Req	spec_paras												未解得(止於段1)	
Year4_Setting.Req	Req	spec_paras												未解得(止於段1)	
